"SITE_ID","VISIT_NO","MCYST_TL_UGL","SITE_TYPE","LAKE_SAMP","BASINAREA_KM2","BASINAREA_HA","BASINAREA_LU_KM2","MISSDATA_KM2_BSN","NLCD11_KM2_BSN","NLCD12_KM2_BSN","NLCD21_KM2_BSN","NLCD22_KM2_BSN","NLCD23_KM2_BSN","NLCD24_KM2_BSN","NLCD31_KM2_BSN","NLCD32_KM2_BSN","NLCD41_KM2_BSN","NLCD42_KM2_BSN","NLCD43_KM2_BSN","NLCD51_KM2_BSN","NLCD52_KM2_BSN","NLCD71_KM2_BSN","NLCD72_KM2_BSN","NLCD73_KM2_BSN","NLCD74_KM2_BSN","NLCD81_KM2_BSN","NLCD82_KM2_BSN","NLCD90_KM2_BSN","NLCD91_KM2_BSN","NLCD92_KM2_BSN","NLCD93_KM2_BSN","NLCD94_KM2_BSN","NLCD95_KM2_BSN","NLCD96_KM2_BSN","NLCD97_KM2_BSN","NLCD98_KM2_BSN","NLCD99_KM2_BSN","LANDUSE_KM2_BSN","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","FLAG_LU_BASIN","COMMENT_LU_BASIN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","PTL","NTL","TURB","ANC","DOC","COND","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-0926",1,0.05,"PROB_Lake","Target_Sampled",3.676063156,367.6063156,3.676063156,0,0.746,0,0.114,0.013,0,0,0,0,2.462,0,0.232,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0.032,0,0,0,0,3.676,20.3,0,20.3,3.1,0.4,0,0,3.5,0,67,0,6.3,73.3,0,0,0,0,0,2.1,0.9,3,"","",6.7,"8/6/2007",46.27836202,-91.03611959,0.708648489,"Atkins Lake",70.86484892,22,435.99,7,7030002,4,252,1.03,219.1,4.01,36,1.47,0,24.3,8.4,30.3,7.2,21.5,6.7,0.3,33.5,5.8
"NLA06608-0927",1,0.05,"PROB_Lake","Target_Sampled",25.46387349,2546.387349,25.46387349,0,4.831,0,0.856,0.399,0,0,0.03,0,0.005,0.014,0,0,5.867,0.784,0,0,0,11.35,0,1.332,0,0,0,0,0,0,0,0,0,25.468,19,0,19,3.4,1.6,0,0,5,0.1,0,0.1,0,0.1,23,3.1,44.6,0,44.6,5.2,0,5.2,"","",2.75,"8/15/2007",40.19262068,-109.6839624,4.529226694,"Pelican Lake",452.9226694,3,1463.07,14,14060002,18,498,1.11,2680.2,7.47,425,2.72,0,24.5,7.48,414.6,9.1,3,24.2,4.5,525.2,8.6
"NLA06608-0929",1,0.05,"PROB_Lake","Target_Sampled",96.02940361,9602.940361,96.02940361,0,11.709,0,0.5,0.12,0.047,0,0.015,0,0.018,69.512,0,0,9.401,4.383,0,0,0,0.06,0.152,0.105,0,0,0,0,0,0,0,0,0,96.022,12.2,0,12.2,0.5,0.1,0,0,0.6,0,0,72.4,0,72.4,9.8,4.6,0.1,0.2,0.3,0.1,0,0.1,"","",4.3,"6/16/2007",46.17967552,-113.2957121,11.270674,"Georgetown Lake",1127.0674,8.8,1944,17,17010202,14,354,1.09,2177.1,3.43,208,1.56,0,15.7,9.2,NA,8.6,7.5,10.9,4.8,NA,7.7
"NLA06608-0930",1,0.05,"PROB_Lake","Target_Sampled",1102.049861,110204.9861,1102.049861,0,236.273,0,53.469,17.47,7.382,2.52,1.189,0,183.856,118.349,380.782,0,24.975,2.903,0,0,0,21.356,8.038,37.516,0,0,0,0,5.995,0,0,0,0,1102.073,21.4,0,21.4,4.9,1.6,0.7,0.2,7.4,0.1,16.7,10.7,34.6,62,2.3,0.3,1.9,0.7,2.6,3.4,0.5,3.9,"","",6.45,"8/21/2007",43.53424744,-71.50524998,16.69501392,"Winnisquam Lake",1669.501392,39,146.79,1,1070002,4,174,0.863,152.6,2.84,85,1.3,0,14.8,10.1,NA,7.35,39,7.1,8.3,22.4,6
"NLA06608-0933",1,0.05,"PROB_Lake","Target_Sampled",1156.888232,115688.8232,1156.888232,0,6.96,0,0,0,0,0,0.157,0,0.161,385.659,0,0,687.137,65.123,0,0,0,4.874,0.451,0.768,0,0,0,0,5.59,0,0,0,0,1156.88,0.6,0,0.6,0,0,0,0,0,0,0,33.3,0,33.3,59.4,5.6,0.4,0,0.4,0.1,0.5,0.6,"","",1.04,"7/31/2007",43.92762751,-118.1504274,7.167882587,"Beulah Reservoir",716.7882587,7.3,1019.15,17,17050116,136,775,15.5,1222.1,3.38,141,8.16,0,27.5,7.1,137,8.5,7,22.5,4,137,7.7
"NLA06608-0934",1,0.05,"PROB_Lake","Target_Sampled",76.24477974,7624.477974,76.24477974,0,24.486,0,0,0,0,0,3.794,0,0,47.314,0,0,0.658,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,76.257,32.1,0,32.1,0,0,0,0,0,5,0,62.1,0,62.1,0.9,0,0,0,0,0,0,0,"","",36.71,"8/28/2007",43.73612725,-122.0382458,24.43702689,"Waldo Lake",2443.702689,45,1651.51,17,17090001,1,5,0.237,22.8,0.6,4,0.07,0,16.8,8.3,3,6.9,43,6.6,10.7,3,6.1
"NLA06608-0935",1,1.4,"PROB_Lake","Target_Sampled",2.752520688,275.2520688,2.752520688,0,0.671,0,0.038,0.085,0,0,0,0,0.254,0.023,0,0,0.06,0.018,0,0,0,0.984,0.544,0.005,0,0,0,0,0.073,0,0,0,0,2.755,24.4,0,24.4,1.4,3.1,0,0,4.5,0,9.2,0.8,0,10,2.2,0.7,35.7,19.8,55.5,0.2,2.7,2.9,"","",1.15,"8/6/2007",44.6510154,-93.4604842,0.701298513,"Fish Lake",70.12985133,8.6,288.05,7,7020012,36,1198,4.72,2337.5,8.43,375,18.72,0,24.7,6.8,318,9.4,8,11.3,0.1,428,7.1
"NLA06608-0938",1,2.4,"PROB_Lake","Target_Sampled",6967.619939,696761.9939,6967.619939,0,278.511,0,369.249,189.682,35.872,13.612,12.372,0,2016.686,455.947,223.194,0,151.046,660.625,0,0,0,450.975,813.935,1085.701,0,0,0,0,210.214,0,0,0,0,6967.621,4,0,4,5.3,2.7,0.5,0.2,8.7,0.2,28.9,6.5,3.2,38.6,2.2,9.5,6.5,11.7,18.2,15.6,3,18.6,"","",1.46,"8/7/2007",43.23106073,-86.2884379,18.99633474,"Muskegon Lake",1899.633474,19,176.65,4,4060102,34,519,5.41,2843.8,5.61,388,11.89,0,25.5,8.5,374,8.4,17.8,10.7,2,320,7.3
"NLA06608-0940",1,0.05,"PROB_Lake","Target_Sampled",0.984878651,98.48786505,0.984878651,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.986,97.6,0,97.6,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0.2,0.2,"","",1.38,"8/17/2007",41.95740591,-103.5255076,0.982749484,"Winters Creek Lake",98.27494842,2.1,1253.35,10,10180009,37,866,11.2,1312.2,8.39,683,22.56,0,25.8,9.5,NA,9.6,1.5,25.8,9.3,NA,9.5
"NLA06608-0942",1,0.05,"PROB_Lake","Target_Sampled",17.64382112,1764.382112,17.64382112,0,1.688,0,0.394,0.025,0,0,0,0,11.829,1.899,0.216,0,0.301,0.23,0,0,0,0.741,0.043,0.015,0,0,0,0,0.244,0,0,0,0,17.625,9.6,0,9.6,2.2,0.1,0,0,2.3,0,67,10.8,1.2,79,1.7,1.3,4.2,0.2,4.4,0.1,1.4,1.5,"","",4.05,"7/10/2007",47.07143625,-94.60247265,1.053593225,"Long Lake",105.3593225,23,402.25,7,7010102,6,306,0.942,2540.6,4.63,242,2.38,0,24.5,8.9,233,8.3,21,3.6,0.2,341,6.8
"NLA06608-0943",1,0.05,"PROB_Lake","Target_Sampled",600.0211883,60002.11883,600.0211883,0,11.157,0,17.741,0.254,0.002,0,1.548,0,466.753,55.914,25.852,0,1.936,1.911,0,0,0,16.118,0.295,0.536,0,0,0,0,0,0,0,0,0,600.017,1.9,0,1.9,3,0,0,0,3,0.3,77.8,9.3,4.3,91.4,0.3,0.3,2.7,0,2.7,0.1,0,0.1,"","",3.05,"9/11/2007",34.80731121,-84.26596921,13.41255674,"Blue Ridge Lake",1341.255674,33.8,515.11,6,6020003,5,93,1.91,130.3,1.24,21,2.29,0,26.97,7.3,17,6.91,32,13.08,2.14,19,5.37
"NLA06608-0944",1,0.05,"PROB_Lake","Target_Sampled",45.10011708,4510.011708,45.10011708,0,0.173,0,0.03,0,0,0,0.705,0,0,0.01,0,0,1.51,40.405,0,0,0,0.01,2.068,0.167,0,0,0,0,0.032,0,0,0,0,45.11,0.4,0,0.4,0.1,0,0,0,0.1,1.6,0,0,0,0,3.3,89.6,0,4.6,4.6,0.4,0.1,0.5,"","",0.04,"6/24/2007",48.20653603,-108.0879027,0.607083414,"West Alkali Reservoir",60.70834138,2.8,763.1,10,10050004,523,1419,296,1243.9,7.34,404,25.23,0,22.5,5.9,NA,7.7,2.3,20.9,2.8,NA,7.2
"NLA06608-0946",1,0.05,"PROB_Lake","Target_Sampled",4.719791802,471.9791802,4.719791802,0,0.023,0,0.328,0.007,0,0,0.005,0,2.931,0.007,0.039,0,0.016,0.022,0,0,0,0.455,0.013,0.42,0,0,0,0,0.453,0,0,0,0,4.719,0.5,0,0.5,6.9,0.1,0,0,7,0.1,62.1,0.1,0.8,63,0.3,0.5,9.6,0.3,9.9,8.9,9.6,18.5,"","",1.77,"8/14/2007",41.83996337,-72.19612696,0.440594156,"Knowlton Pond",44.05941564,2.1,159.75,1,1100002,30,552,1.82,269.4,5.32,77,14.96,0,24.3,7.88,84,7.11,2,23.5,3.45,84,6.53
"NLA06608-0950",1,0.05,"PROB_Lake","Target_Sampled",19953.89549,1995389.549,19953.89549,0,153.338,37.473,126.166,43.716,7.674,1.502,266.724,0,75.874,2390.324,16.461,0,11649.047,4084.091,0,0,0,571.625,78.4,217.447,0,0,0,0,234.08,0,0,0,0,19953.942,0.8,0.2,1,0.6,0.2,0,0,0.8,1.3,0.4,12,0.1,12.5,58.4,20.5,2.9,0.4,3.3,1.1,1.2,2.3,"","",5.55,"8/2/2007",43.16774073,-108.1947009,77.64918669,"Boysen Reservoir",7764.918669,19.8,1441,10,10080001,20,234,1.19,3143.4,3.28,671,1.72,0,24.22222222,7.8,680,7.96,19.8,15.55555556,0.15,693,7.77
"NLA06608-0955",1,0.05,"PROB_Lake","Target_Sampled",74.88752399,7488.752399,74.88752399,0,0.552,0,0.581,0.493,0.045,0,0,0,0.183,31.713,0.005,0,30.975,10.253,0,0,0,0,0,0.05,0,0,0,0,0.039,0,0,0,0,74.889,0.7,0,0.7,0.8,0.7,0.1,0,1.6,0,0.2,42.3,0,42.5,41.4,13.7,0,0,0,0.1,0.1,0.2,"","",2.75,"6/3/2007",41.17631286,-105.2328863,0.681946553,"Granite Springs Reservoir",68.19465534,21.4,2196,10,10190009,10,288,2.1,589.1,4.67,92,2.78,0,13.3,8.4,NA,7.7,21,9.7,4.6,NA,7.1
"NLA06608-0957",1,0.05,"PROB_Lake","Target_Sampled",1.078318657,107.8318657,1.078318657,0,0.079,0,0.015,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,7.3,0,7.3,1.4,0,0,0,1.4,0,91.4,0,0,91.4,0,0,0,0,0,0,0,0,"","",4.28,"6/21/2007",39.30139975,-80.56008707,0.120803077,"Upper Dog Run",12.08030772,7.2,349.82,5,5020002,8,276,0.846,164.7,3.79,62,2.16,0,25.77,7.44,61,7.25,6.5,8.21,3.18,41,6.7
"NLA06608-0958",1,0.21,"PROB_Lake","Target_Sampled",46.90297671,4690.297671,46.90297671,0,6.608,0,1,0.231,0.005,0,0.008,0,16.552,14.503,0,0,3.118,1.032,0,0,0,0.158,0.001,3.016,0,0,0,0,0.669,0,0,0,0,46.901,14.1,0,14.1,2.1,0.5,0,0,2.6,0,35.3,30.9,0,66.2,6.6,2.2,0.3,0,0.3,6.4,1.4,7.8,"","",1.65,"8/15/2007",47.5916096,-93.39164891,1.457551696,"Long Lake (Main Bay)",145.7551696,6,412.98,7,7010103,18,511,3.19,1473.9,8.23,151,8.56,0,22.6,7.9,144,8.2,5.5,19.2,0.2,159,7
"NLA06608-0961",1,0.05,"PROB_Lake","Target_Sampled",9583.983633,958398.3633,9583.983633,0,162.041,0.013,42.84,33.642,15.422,1.994,5.2,0,5.599,7289.449,1.454,0,1735.583,107.694,0,0,0,8.324,76.437,32.628,0,0,0,0,65.581,0,0,0,0,9583.901,1.7,0,1.7,0.4,0.4,0.2,0,1,0.1,0.1,76.1,0,76.2,18.1,1.1,0.1,0.8,0.9,0.3,0.7,1,"","",3.53,"7/25/2007",47.48939455,-116.6865573,0.919321497,"Blue Lake",91.93214973,6,647.4,17,17010303,11,189,1.27,294.8,2.26,49,3.64,0,25.4,7.6,59.5,7.4,6,19.6,0.4,78.4,6.6
"NLA06608-0962",1,0.05,"PROB_Lake","Target_Sampled",169.3054159,16930.54159,169.3054159,0,0.608,0,1.68,0.05,0.001,0,0,0,81.179,27.549,2.216,0,55.707,0.224,0,0,0,0.058,0,0.028,0,0,0,0,0,0,0,0,0,169.3,0.4,0,0.4,1,0,0,0,1,0,47.9,16.3,1.3,65.5,32.9,0.1,0,0,0,0,0,0,"","",6.2,"7/17/2007",41.51816888,-111.7317,0.698245993,"Porcupine Reservoir",69.82459934,33,1640,16,16010203,6,190,1.29,3446.3,1.93,331,1.4,0,22.2,8.4,307,8.4,30,6.4,3.8,337,7.5
"NLA06608-0967",1,0.05,"PROB_Lake","Target_Sampled",366.802537,36680.2537,366.802537,0,1.685,0,13.308,1.954,0.622,0.073,0.103,0,1.242,0,0,0,0,29.507,0,0,0,186.357,128.698,0,0,0,0,0,3.27,0,0,0,0,366.819,0.5,0,0.5,3.6,0.5,0.2,0,4.3,0,0.3,0,0,0.3,0,8,50.8,35.1,85.9,0,0.9,0.9,"","",0.58,"7/30/2007",43.80089109,-99.23771294,0.303218765,"Lake Wanalain",30.32187653,1.4,467.12,10,10140101,1016,1998,9.74,4787.5,16.89,1136,15.5,0,25.5,5.2,1155,8.1,1.2,25.4,5.1,1157,8.2
"NLA06608-0968",1,0.05,"PROB_Lake","Target_Sampled",1.962865877,196.2865877,1.962865877,0,0.628,0,0.127,0.037,0,0,0,0,0.02,0,0,0,0,0.053,0,0,0,0,1.04,0.005,0,0,0,0,0.053,0,0,0,0,1.963,32,0,32,6.5,1.9,0,0,8.4,0,1,0,0,1,0,2.7,0,53,53,0.3,2.7,3,"","",0.32,"8/1/2007",42.73174291,-94.90058432,0.63882523,"Little Clear Lake",63.88252304,1.2,390.55,7,7100006,145,3553,22.2,4269.7,24.21,570,47.6,0,26.3,5.8,NA,10.3,0.5,26.3,5.7,NA,10.3
"NLA06608-0970",1,0.05,"PROB_Lake","Target_Sampled",81.39423895,8139.423895,81.39423895,0,8.012,0,0,0,0,0,0.086,0,3.502,40.179,0.425,0,25.303,3.663,0,0,0,0.011,0,0.142,0,0,0,0,0.077,0,0,0,0,81.4,9.8,0,9.8,0,0,0,0,0,0.1,4.3,49.4,0.5,54.2,31.1,4.5,0,0,0,0.2,0.1,0.3,"","",5.5,"6/10/2007",43.0004446,-109.8706018,7.315057636,"Willow Lake",731.5057636,45,2346,14,14040102,3,140,0.564,202.8,2.53,28,0.86,0,11.2,10.5,NA,7.1,36,4.1,9.3,NA,6.3
"NLA06608-0971",1,0.05,"PROB_Lake","Target_Sampled",36.46062278,3646.062278,36.46062278,0,5.298,0,2.076,0.184,0.005,0,0,0,3.952,0,0,0,0.071,0.842,0,0,0,2.651,21.355,0,0,0,0,0,0.032,0,0,0,0,36.466,14.5,0,14.5,5.7,0.5,0,0,6.2,0,10.8,0,0,10.8,0.2,2.3,7.3,58.6,65.9,0,0.1,0.1,"","",1.27,"7/26/2007",40.11693151,-85.28406916,4.872829591,"Prairie Creek",487.2829591,8.5,292.29,5,5120201,54,787,4.05,2742.3,4.19,327,28.58,0,25.1,10.1,NA,8.7,8,23.1,0.5,NA,7.4
"NLA06608-0972",1,0.05,"PROB_Lake","Target_Sampled",15.43222021,1543.222021,15.43222021,0,0.388,0,0.627,0.279,0.18,0.005,0,0,0,0,0,0,0,4.784,0,0,0,0,9.169,0,0,0,0,0,0,0,0,0,0,15.432,2.5,0,2.5,4.1,1.8,1.2,0,7.1,0,0,0,0,0,0,31,0,59.4,59.4,0,0,0,"","",0.1,"7/9/2007",35.52857379,-98.02578504,0.286260243,"Lake Rolla",28.62602427,2,418.38,11,11100301,619,938,140,1340.1,5.47,312,13.36,0.1,26.96,5.31,318.5,7.41,1.5,26.96,5.22,318.5,7.38
"NLA06608-0974",1,0.05,"PROB_Lake","Target_Sampled",5.847904694,584.7904694,5.847904694,0,1.212,0,0.064,0,0,0,0.004,0,2.063,0.027,0.572,0,0,0.118,0,0,0,0,0,1.702,0,0,0,0,0.086,0,0,0,0,5.848,20.7,0,20.7,1.1,0,0,0,1.1,0.1,35.3,0.5,9.8,45.6,0,2,0,0,0,29.1,1.5,30.6,"","",5.45,"7/16/2007",46.47568516,-88.19188615,0.939144489,"Fence Lake",93.91444892,16,516.99,4,4030107,4,101,0.637,940,4.36,100,1.68,0,20.36,8.58,NA,8.03,14,7.11,0.37,NA,7.07
"NLA06608-0979",1,0.05,"PROB_Lake","Target_Sampled",198.6688311,19866.88311,198.6688311,0,0.606,0,3.6,1.549,1.091,0.132,0.095,0,0.267,155.471,0,0,8.12,21.252,0,0,0,6.18,0,0.026,0,0,0,0,0.274,0,0,0,0,198.663,0.3,0,0.3,1.8,0.8,0.5,0.1,3.2,0,0.1,78.3,0,78.4,4.1,10.7,3.1,0,3.1,0,0.1,0.1,"","",3.52,"5/30/2007",43.76802869,-103.5206581,0.459592104,"Stockade",45.95921044,7.1,1581.8,10,10120109,68,952,1.07,2196.9,7.52,392,3.75,0,16,6.9,398,8.3,6,12.3,3.5,406,7.8
"NLA06608-0980",1,1.3,"PROB_Lake","Target_Sampled",33.17846531,3317.846531,33.17846531,0,0.565,0,1.608,0.113,0.014,0,0,0,16.319,2.849,0.133,0,0,0.141,0,0,0,10.465,0.87,0.05,0,0,0,0,0.059,0,0,0,0,33.186,1.7,0,1.7,4.8,0.3,0,0,5.1,0,49.2,8.6,0.4,58.2,0,0.4,31.5,2.6,34.1,0.2,0.2,0.4,"","",0.4,"7/12/2007",37.39564741,-88.68475272,0.279480093,"Sugar Creek Lake",27.94800931,2.1,111.25,5,5140203,176,923,11.5,875.5,7.54,120,84,0,29.5,9.8,120,7.9,2,27.3,4,122,7
"NLA06608-0982",1,0.05,"PROB_Lake","Target_Sampled",16.73036254,1673.036254,16.73036254,0,0.864,0,0.574,0.138,0.006,0,0,0,8.611,0.633,4.911,0,0.644,0,0,0,0,0,0,0.303,0,0,0,0,0.043,0,0,0,0,16.727,5.2,0,5.2,3.4,0.8,0,0,4.2,0,51.5,3.8,29.4,84.7,3.8,0,0,0,0,1.8,0.3,2.1,"","",4.5,"8/14/2007",44.44651471,-71.81133018,0.821598953,"Miles Pond",82.15989526,16.5,312.89,1,1080101,6,248,0.561,279.4,5.36,58,2.08,0.200000003,23.1,8.4,55.6,7.6,16,6.8,2.1,54.6,6.4
"NLA06608-0984",1,0.11,"PROB_Lake","Target_Sampled",6.271571798,627.1571798,6.271571798,0,0.058,0,0.232,0.005,0,0,0.011,0,0.873,0.081,0.286,0,0,0.048,0,0,0,4.674,0,0,0,0,0,0,0,0,0,0,0,6.268,0.9,0,0.9,3.7,0.1,0,0,3.8,0.2,13.9,1.3,4.6,19.8,0,0.8,74.5,0,74.5,0,0,0,"","",0.38,"9/26/2007",33.88536118,-94.93952456,0.104368743,"Whitegrass-Waterhole Creeks Site 9 Reservoir",10.4368743,1.5,113.29,11,11140106,115,878,21.9,825.4,6.25,105,32.64,0.1,26.68,4.68,102.8,7.34,1.4,26.77,0.89,103.8,7.06
"NLA06608-0986",1,0.05,"PROB_Lake","Target_Sampled",11.4504067,1145.04067,11.4504067,0,1.627,0,1.75,0.599,0.35,0.065,0,0,0.381,2.61,1.687,0,1.363,0.004,0,0,0,0.829,0.057,0.116,0,0,0,0,0.01,0,0,0,0,11.448,14.2,0,14.2,15.3,5.2,3.1,0.6,24.2,0,3.3,22.8,14.7,40.8,11.9,0,7.2,0.5,7.7,1,0.1,1.1,"","",2.46,"7/18/2007",31.30046077,-89.43472797,0.820562952,"Lake Hennington",82.0562952,5.2,89.99,3,3170007,7,186,1.61,168.2,3.14,38,5.22,0,28.16,6.99,37,7.98,5,28.05,6.89,37,7.27
"NLA06608-0987",1,0.68,"PROB_Lake","Target_Sampled",0.687534924,68.75349237,0.687534924,0,0.131,0,0.005,0.027,0.005,0,0,0,0.069,0,0,0,0,0.006,0,0,0,0.136,0.058,0.245,0,0,0,0,0.005,0,0,0,0,0.687,19.1,0,19.1,0.7,3.9,0.7,0,5.3,0,10,0,0,10,0,0.9,19.8,8.4,28.2,35.6,0.7,36.3,"","",0.85,"7/30/2007",41.5778835,-85.66354429,0.142895454,"Fish Lake",14.28954542,9.4,275.37,4,4050001,40,1800,5.59,2299.9,12.8,301,38.3,0,26.8,8.1,NA,9.1,9,7,0.1,NA,6.9
"NLA06608-0989",1,0.05,"PROB_Lake","Target_Sampled",11.36692432,1136.692432,11.36692432,0,0.302,0,0.309,0.007,0,0,0.004,0,2.743,5.353,0.575,0,0.135,0.27,0,0,0,1.019,0.532,0.117,0,0,0,0,0,0,0,0,0,11.366,2.7,0,2.7,2.7,0.1,0,0,2.8,0,24.1,47.1,5.1,76.3,1.2,2.4,9,4.7,13.7,1,0,1,"","",0.4,"7/31/2007",37.12269729,-77.63605473,0.342909904,"Wheeler's Pond",34.29099043,3,61.6,3,3010201,56,856,12.2,236.9,6.04,46,65.2,0,27.7,8.2,45,7.7,3,22.6,0.3,80,6.1
"NLA06608-0990",1,0.05,"PROB_Lake","Target_Sampled",50.51711103,5051.711103,50.51711103,0,1.632,0,2.05,0.057,0,0,0,0,20.74,1.577,0.051,0,1.56,3.954,0,0,0,4.439,7.13,3.822,0,0,0,0,3.513,0,0,0,0,50.525,3.2,0,3.2,4.1,0.1,0,0,4.2,0,41.1,3.1,0.1,44.3,3.1,7.8,8.8,14.1,22.9,7.6,7,14.6,"","",1.05,"7/30/2007",46.23667971,-94.33981178,1.44047068,"Crow Wing",144.047068,5.7,357.17,7,7010104,40,960,6.59,2054.7,7.29,201,20.32,0,27.2,10.2,146,8.7,5,22.8,0.1,187,7.4
"NLA06608-0993",1,0.05,"PROB_Lake","Target_Sampled",7.374280978,737.4280978,7.374280978,0,0.634,0,0.007,0,0,0,0,0,3.332,1.963,0.658,0,0.064,0,0,0,0,0.006,0,0.661,0,0,0,0,0.049,0,0,0,0,7.374,8.6,0,8.6,0.1,0,0,0,0.1,0,45.2,26.6,8.9,80.7,0.9,0,0.1,0,0.1,9,0.7,9.7,"","",8.4,"9/20/2007",44.15403952,-74.44475781,0.602346391,"Little Simer Pond",60.23463907,34.8,544.95,4,4150305,1,551,0.32,108.4,3.21,30,0.53,0,17.9,8.72,23.8,7.31,10,8,9.61,22.7,7.15
"NLA06608-0994",1,0.05,"PROB_Lake","Target_Sampled",74.48454505,7448.454505,74.48454505,0,3.897,0,1.944,0.428,0.005,0,0,0,29.225,11.176,23.239,0,0.314,0.037,0,0,0,0.905,0.143,2.602,0,0,0,0,0.574,0,0,0,0,74.489,5.2,0,5.2,2.6,0.6,0,0,3.2,0,39.2,15,31.2,85.4,0.4,0,1.2,0.2,1.4,3.5,0.8,4.3,"","",3.15,"8/23/2007",43.10063504,-72.08861587,3.008289036,"Highland Lake",300.8289036,7.9,395,1,1070003,5,214,1.2,47.9,4.28,30,3.74,0,20.3,7.6,10.8,6,7.9,11.6,0.3,15.5,5.9
"NLA06608-0996",1,0.05,"PROB_Lake","Target_Sampled",1.572862443,157.2862443,1.572862443,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0.091,1.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,5.9,0,5.9,0,0,0,0,0,0,0,0,0,0,5.8,88.5,0,0,0,0,0,0,"","",NA,"6/26/2007",36.47751354,-104.8975432,0.132226546,"Lewis Lake",13.2226546,1.5,1945,11,11080002,9,449,1.66,1165.9,6.61,712,2.35,0,21.1,11,NA,9.5,1.5,21.1,11.1,NA,9.7
"NLA06608-0997",1,0.05,"PROB_Lake","Target_Sampled",7.768304962,776.8304962,7.768304962,0,0.631,0,0.275,0.031,0,0,0,0,3.844,1.037,1.524,0,0.068,0.009,0,0,0,0.117,0.012,0.2,0,0,0,0,0.023,0,0,0,0,7.771,8.1,0,8.1,3.5,0.4,0,0,3.9,0,49.5,13.3,19.6,82.4,0.9,0.1,1.5,0.2,1.7,2.6,0.3,2.9,"","",5.55,"8/3/2007",43.7347358,-73.1843614,0.384579547,"Beebe Lake",38.45795475,13.2,187.88,2,2010001,4,204,0.54,1530.8,2.64,200,1.5,0.2,26.5,7.6,196.3,8.6,11,7.9,0.5,218.5,7.1
"NLA06608-1001",1,0.05,"PROB_Lake","Target_Sampled",89.52285364,8952.285364,89.52285364,0,0.629,0,2.895,0.897,0.232,0.052,1.006,0,6.383,25.226,8.387,0,0.467,22.891,0,0,0,4.808,6.371,9.109,0,0,0,0,0.165,0,0,0,0,89.518,0.7,0,0.7,3.2,1,0.3,0.1,4.6,1.1,7.1,28.2,9.4,44.7,0.5,25.6,5.4,7.1,12.5,10.2,0.2,10.4,"","",1.1,"6/15/2007",34.32056025,-80.6282663,0.110899316,"Vaughn Pond",11.08993164,2.4,65.79,3,3050104,24,416,3.33,11.8,5.81,17,5.28,0,24.9,NA,19.3,5.29,1.5,24.7,NA,19.9,5.1
"NLA06608-1002",1,0.33,"PROB_Lake","Target_Sampled",9.547463793,954.7463793,9.547463793,0,0.042,0,0.064,0.016,0,0,0,0,0,0.017,0,0,0.738,5.421,0,0,0,0.009,3.123,0.099,0,0,0,0,0.014,0,0,0,0,9.543,0.4,0,0.4,0.7,0.2,0,0,0.9,0,0,0.2,0,0.2,7.7,56.8,0.1,32.7,32.8,1,0.1,1.1,"","",NA,"6/28/2007",47.64355769,-109.1837945,0.063595523,"",6.359552292,2,985.37,10,10040101,378,1536,1.49,3595.1,17.81,2695,1.14,0,19.1,10.8,NA,10,1.5,17.7,13.2,NA,10.1
"NLA06608-1003",1,0.11,"PROB_Lake","Target_Sampled",1.994764014,199.4764014,1.994764014,0,0.851,0,0.286,0.132,0.017,0.001,0.001,0,0.277,0,0,0,0,0.067,0,0,0,0.058,0.14,0.158,0,0,0,0,0.005,0,0,0,0,1.993,42.7,0,42.7,14.3,6.6,0.9,0.1,21.9,0.1,13.9,0,0,13.9,0,3.4,2.9,7,9.9,7.9,0.3,8.2,"","",3.55,"7/23/2007",42.08118015,-86.21029029,0.817377489,"Round Lake",81.73774892,8.2,232.46,4,4050001,12,524,1.23,532.9,5.62,84,3.82,0,24.82,8,85,7.2,8,15.4,0.4,140,6.3
