SITE_ID,VISIT_NO,SAMPLE_CATEGORY,OTU_OE5,ABUND_OE5
NLA06608-0987,1,P,Anuraeopsis,3.34843E-05
NLA06608-0987,1,P,Aphanocapsa,3607.761271
NLA06608-0987,1,P,Asterococcus,125.4873485
NLA06608-0987,1,P,Aulacoseira,31.37183713
NLA06608-0987,1,P,Botryococcus,4705.77557
NLA06608-0987,1,P,Ceratium,62.74367427
NLA06608-0987,1,P,Chaoborus,0.002385757
NLA06608-0987,1,P,Chlamydomonas,78.42959284
NLA06608-0987,1,P,Chroococcus,250.9746971
NLA06608-0987,1,P,Closteriopsis,15.68591857
NLA06608-0987,1,P,Coelosphaerium,235.2887785
NLA06608-0987,1,P,Conochilidae,3.34843E-05
NLA06608-0987,1,P,Cosmarium,47.0577557
NLA06608-0987,1,P,Crucigenia,125.4873485
NLA06608-0987,1,P,Cryptomonas,360.7761271
NLA06608-0987,1,P,Cyclopidae,1.67422E-05
NLA06608-0987,1,P,Cyclotella,94.1155114
NLA06608-0987,1,P,Dictyosphaerium,752.9240912
NLA06608-0987,1,P,Dinobryon,62.74367427
NLA06608-0987,1,P,Fragilaria,188.2310228
NLA06608-0987,1,P,Keratella_cceo,3.34843E-05
NLA06608-0987,1,P,Komma,345.0902085
NLA06608-0987,1,P,Lecanidae,3.34843E-05
NLA06608-0987,1,P,Leptolyngbya,1568.591857
NLA06608-0987,1,P,Mallomonas,94.1155114
NLA06608-0987,1,P,Nitzschia,31.37183713
NLA06608-0987,1,P,Ochromonas,78.42959284
NLA06608-0987,1,P,Oocystis,31.37183713
NLA06608-0987,1,P,Peridiniopsis,172.5451042
NLA06608-0987,1,P,Peridinium,94.1155114
NLA06608-0987,1,P,Polyarthra,0.000133937
NLA06608-0987,1,P,Pompholyx,0.000100453
NLA06608-0987,1,P,Pseudanabaena,752.9240912
NLA06608-0987,1,P,Selenastrum,31.37183713
NLA06608-0987,1,P,Staurastrum,62.74367427
NLA06608-0987,1,P,Synedra,878.4114398
NLA06608-0987,1,P,Synura,94.1155114
NLA06608-0987,1,P,Tetraedron,47.0577557
NLA06608-0987,1,P,Tetrastrum,62.74367427
NLA06608-0987,1,P,Trachelomonas,78.42959284
NLA06608-0987,1,P,Trichocerca,0.000133937
NLA06608-0989,1,P,Ankistrodesmus,50.66666667
NLA06608-0989,1,P,Anuraeopsis,0.000638881
NLA06608-0989,1,P,Aphanizomenon,329.3333333
NLA06608-0989,1,P,Aulacoseira,304
NLA06608-0989,1,P,Ceriodaphnia,0.009962696
NLA06608-0989,1,P,Chaoborus,0.00342003
NLA06608-0989,1,P,Chlorella,126.6666667
NLA06608-0989,1,P,Chroococcus,25.33333333
NLA06608-0989,1,P,Chroomonas,33.77777778
NLA06608-0989,1,P,Chydoridae,0.000297394
NLA06608-0989,1,P,Coelastrum,16.88888889
NLA06608-0989,1,P,Conochilidae,0.034818987
NLA06608-0989,1,P,Cosmarium,168.8888889
NLA06608-0989,1,P,Cryptomonas,211.1111111
NLA06608-0989,1,P,Cyclopidae,0.005353091
NLA06608-0989,1,P,Daphnia_ambigua,0.000594788
NLA06608-0989,1,P,Daphnia_parvula,0.009367908
NLA06608-0989,1,P,Diaptomidae,0.000297394
NLA06608-0989,1,P,Discostella,42.22222222
NLA06608-0989,1,P,Encentrum,0.00031944
NLA06608-0989,1,P,Euglena,8.444444444
NLA06608-0989,1,P,Gymnodinium,439.1111111
NLA06608-0989,1,P,Hexarthra,0.001916642
NLA06608-0989,1,P,Holopedium_gibberum,0.000446091
NLA06608-0989,1,P,Kellicottia_bostoniensis,0.02587466
NLA06608-0989,1,P,Keratella_cceo,0.017888654
NLA06608-0989,1,P,Lyngbya,304
NLA06608-0989,1,P,Microcystis,18240
NLA06608-0989,1,P,Oocystis,16.88888889
NLA06608-0989,1,P,Peridinium,92.88888889
NLA06608-0989,1,P,Polyarthra,0.000958321
NLA06608-0989,1,P,Pyrenomonas,16.88888889
NLA06608-0989,1,P,Scenedesmus,42.22222222
NLA06608-0989,1,P,Staurastrum,25.33333333
NLA06608-0989,1,P,Synechococcus,456
NLA06608-0989,1,P,Synechocystis,616.4444444
NLA06608-0989,1,P,Synedra,363.1111111
NLA06608-0989,1,P,Tetraedron,25.33333333
NLA06608-0989,1,P,Trichocerca,0.000638881
NLA06608-0990,1,P,Anabaena,20266.66667
NLA06608-0990,1,P,Aphanizomenon,7768.888889
NLA06608-0990,1,P,Bosmina,3.01359E-05
NLA06608-0990,1,P,Ceratium,24.12698413
NLA06608-0990,1,P,Ceriodaphnia,0.000120543
NLA06608-0990,1,P,Chroococcus,193.015873
NLA06608-0990,1,P,Chroomonas,299.1746032
NLA06608-0990,1,P,Chrysochromulina,202.6666667
NLA06608-0990,1,P,Closterium,4.825396825
NLA06608-0990,1,P,Coelastrum,9.650793651
NLA06608-0990,1,P,Coliothecidae,0.002199919
NLA06608-0990,1,P,Conochilidae,0.042898415
NLA06608-0990,1,P,Cryptomonas,313.6507937
NLA06608-0990,1,P,Cyclopidae,0.00051231
NLA06608-0990,1,P,Daphnia_retrocurva,0.00226019
NLA06608-0990,1,P,Diaphanosoma,0.000994484
NLA06608-0990,1,P,Diaptomidae,0.002139647
NLA06608-0990,1,P,Discostella,24.12698413
NLA06608-0990,1,P,Gymnodinium,178.5396825
NLA06608-0990,1,P,Kellicottia_bostoniensis,0.004399837
NLA06608-0990,1,P,Keratella_cceo,0.333287684
NLA06608-0990,1,P,Leptodora,3.01359E-05
NLA06608-0990,1,P,Lyngbya,24.12698413
NLA06608-0990,1,P,Microcystis,22558.73016
NLA06608-0990,1,P,Oocystis,135.1111111
NLA06608-0990,1,P,Oscillatoria,275.047619
NLA06608-0990,1,P,Peridinium,43.42857143
NLA06608-0990,1,P,Ploesoma,0.003299878
NLA06608-0990,1,P,Polyarthra,0.008799675
NLA06608-0990,1,P,Pyrenomonas,304
NLA06608-0990,1,P,Scenedesmus,19.3015873
NLA06608-0990,1,P,Staurastrum,4.825396825
NLA06608-0990,1,P,Synechococcus,139.9365079
NLA06608-0990,1,P,Synechocystis,304
NLA06608-0990,1,P,Synedra,28.95238095
NLA06608-0990,1,P,Trichocerca,0.014299472
NLA06608-0993,1,P,Anabaena,16.59909067
NLA06608-0993,1,P,Aphanocapsa,8.299545337
NLA06608-0993,1,P,Bosmina,0.00023648
NLA06608-0993,1,P,Chlamydomonas,0.331981813
NLA06608-0993,1,P,Closterium,0.331981813
NLA06608-0993,1,P,Conochilidae,0.000123283
NLA06608-0993,1,P,Cryptomonas,6.971618083
NLA06608-0993,1,P,Cyclopidae,0.001468662
NLA06608-0993,1,P,Daphnia_catawba_pulex_complex,0.000286265
NLA06608-0993,1,P,Diaphanosoma,6.22315E-05
NLA06608-0993,1,P,Diaptomidae,0.00100815
NLA06608-0993,1,P,Euglena,0.663963627
NLA06608-0993,1,P,Kellicottia_longispina,1.82642E-05
NLA06608-0993,1,P,Mallomonas,0.331981813
NLA06608-0993,1,P,Merismopedia,312.0629047
NLA06608-0993,1,P,Microcystis,239.0269057
NLA06608-0993,1,P,Selenastrum,0.99594544
NLA06608-0993,1,P,Sida,0.000261372
NLA06608-0994,1,P,Achnanthidium,2.111111111
NLA06608-0994,1,P,Anabaena,4.222222222
NLA06608-0994,1,P,Ankistrodesmus,6.333333333
NLA06608-0994,1,P,Aphanothece,185.7777778
NLA06608-0994,1,P,Botryococcus,2.111111111
NLA06608-0994,1,P,Chlamydocapsa,27.44444444
NLA06608-0994,1,P,Chlorella,4.222222222
NLA06608-0994,1,P,Chroococcus,101.3333333
NLA06608-0994,1,P,Chroomonas,44.33333333
NLA06608-0994,1,P,Chrysochromulina,21.11111111
NLA06608-0994,1,P,Coelosphaerium,369.4444444
NLA06608-0994,1,P,Conochilidae,0.004975112
NLA06608-0994,1,P,Cryptomonas,50.66666667
NLA06608-0994,1,P,Cyclopidae,0.000226019
NLA06608-0994,1,P,Daphnia_ambigua,0.003427956
NLA06608-0994,1,P,Daphnia_catawba_pulex_complex,0.00126194
NLA06608-0994,1,P,Diaphanosoma,0.000150679
NLA06608-0994,1,P,Diaptomidae,0.000357863
NLA06608-0994,1,P,Elakatothrix,4.222222222
NLA06608-0994,1,P,Gomphosphaeria,8.444444444
NLA06608-0994,1,P,Holopedium_gibberum,0.000301359
NLA06608-0994,1,P,Kellicottia_bostoniensis,0.004047549
NLA06608-0994,1,P,Kellicottia_longispina,0.001264859
NLA06608-0994,1,P,Keratella_cceo,0.001770803
NLA06608-0994,1,P,Keratella_taurocephala,0.003963225
NLA06608-0994,1,P,Lecanidae,0.000674592
NLA06608-0994,1,P,Lyngbya,29.55555556
NLA06608-0994,1,P,Merismopedia,658.6666667
NLA06608-0994,1,P,Microcystis,4591.666667
NLA06608-0994,1,P,Polyarthra,0.002529718
NLA06608-0994,1,P,Pyrenomonas,71.77777778
NLA06608-0994,1,P,Radiococcus,25.33333333
NLA06608-0994,1,P,Synechococcus,145.6666667
NLA06608-0994,1,P,Synedra,2.111111111
NLA06608-0994,1,P,Trichocerca,0.000337296
NLA06608-0996,1,P,Amphora,12.28282828
NLA06608-0996,1,P,Botryococcus,6.141414141
NLA06608-0996,1,P,Chromulina,6.141414141
NLA06608-0996,1,P,Chroomonas,18.42424242
NLA06608-0996,1,P,Chrysochromulina,135.1111111
NLA06608-0996,1,P,Chydoridae,2.51132E-05
NLA06608-0996,1,P,Cryptomonas,79.83838384
NLA06608-0996,1,P,Cyclopidae,2.51132E-05
NLA06608-0996,1,P,Diaphanosoma,2.51132E-05
NLA06608-0996,1,P,Diaptomidae,0.000753397
NLA06608-0996,1,P,Gymnodinium,6.141414141
NLA06608-0996,1,P,Keratella_quadrata,0.019048383
NLA06608-0996,1,P,Lecanidae,0.000116149
NLA06608-0996,1,P,Ochromonas,12.28282828
NLA06608-0996,1,P,Oscillatoria,92.12121212
NLA06608-0996,1,P,Peridinium,12.28282828
NLA06608-0996,1,P,Ploesoma,0.000116149
NLA06608-0996,1,P,Polyarthra,0.001277635
NLA06608-0996,1,P,Pyrenomonas,12.28282828
NLA06608-0996,1,P,Synchaeta,0.003252163
NLA06608-0996,1,P,Synechococcus,1842.424242
NLA06608-0996,1,P,Tetraedron,6.141414141
NLA06608-0996,1,P,Trichocerca,0.000116149
NLA06608-0997,1,P,Anabaena,59.75672642
NLA06608-0997,1,P,Ankistrodesmus,0.49797272
NLA06608-0997,1,P,Aphanocapsa,110.0519712
NLA06608-0997,1,P,Asplanchna,0.000201803
NLA06608-0997,1,P,Bosmina,5.38141E-05
NLA06608-0997,1,P,Chaoborus,0.000121082
NLA06608-0997,1,P,Chlamydomonas,0.99594544
NLA06608-0997,1,P,Chroococcus,438.2159938
NLA06608-0997,1,P,Cocconeis,0.49797272
NLA06608-0997,1,P,Crucigenia,7.967563523
NLA06608-0997,1,P,Cryptomonas,6.473645363
NLA06608-0997,1,P,Cyclopidae,6.72676E-05
NLA06608-0997,1,P,Cyclotella,1.991890881
NLA06608-0997,1,P,Daphnia_catawba_pulex_complex,0.003161576
NLA06608-0997,1,P,Daphnia_mendotae_complex,0.000578501
NLA06608-0997,1,P,Diaptomidae,2.6907E-05
NLA06608-0997,1,P,Dinobryon,1.991890881
NLA06608-0997,1,P,Fragilaria,1.493918161
NLA06608-0997,1,P,Gloeocapsa,7.967563523
NLA06608-0997,1,P,Gloeocystis,1.493918161
NLA06608-0997,1,P,Gomphosphaeria,59.75672642
NLA06608-0997,1,P,Kellicottia_bostoniensis,2.6907E-05
NLA06608-0997,1,P,Kellicottia_longispina,0.000242163
NLA06608-0997,1,P,Keratella_cceo,0.000834118
NLA06608-0997,1,P,Keratella_quadrata,0.000121082
NLA06608-0997,1,P,Kirchneriella,2.489863601
NLA06608-0997,1,P,Microcystis,3077.471411
NLA06608-0997,1,P,Nephrocytium,1.991890881
NLA06608-0997,1,P,Oocystis,8.963508964
NLA06608-0997,1,P,Oscillatoria,29.87836321
NLA06608-0997,1,P,Peridinium,1.991890881
NLA06608-0997,1,P,Ploesoma,0.000107628
NLA06608-0997,1,P,Polyarthra,0.002731063
NLA06608-0997,1,P,Selenastrum,0.49797272
NLA06608-0997,1,P,Sphaerocystis,5.477699922
NLA06608-0997,1,P,Stichosiphon,1.493918161
NLA06608-0997,1,P,Synchaeta,0.000538141
NLA06608-0997,1,P,Synechococcus,0.99594544
NLA06608-0997,1,P,Synura,67.72428995
NLA06608-0997,1,P,Trachelomonas,2.987836321
NLA06608-1001,1,P,Anuraeopsis,0.001110269
NLA06608-1001,1,P,Aphanocapsa,173.2945066
NLA06608-1001,1,P,Aphanothece,119.5134528
NLA06608-1001,1,P,Ascomorpha,0.000237915
NLA06608-1001,1,P,Centritractus,3.983781762
NLA06608-1001,1,P,Chlamydomonas,15.93512705
NLA06608-1001,1,P,Coelastrum,39.83781762
NLA06608-1001,1,P,Colurella,7.93049E-05
NLA06608-1001,1,P,Conochilidae,0.014433497
NLA06608-1001,1,P,Cosmarium,5.975672642
NLA06608-1001,1,P,Cryptomonas,23.90269057
NLA06608-1001,1,P,Cyclotella,9.959454404
NLA06608-1001,1,P,Dinobryon,37.84592673
NLA06608-1001,1,P,Euglena,1.991890881
NLA06608-1001,1,P,Gloeomonas,9.959454404
NLA06608-1001,1,P,Kellicottia_bostoniensis,7.93049E-05
NLA06608-1001,1,P,Keratella_cceo,0.00015861
NLA06608-1001,1,P,Keratella_serrulata,7.93049E-05
NLA06608-1001,1,P,Keratella_taurocephala,0.00047583
NLA06608-1001,1,P,Kirchneriella,1493.918161
NLA06608-1001,1,P,Mallomonas,17.92701793
NLA06608-1001,1,P,Microcystis,956.1076228
NLA06608-1001,1,P,Neidium,1.991890881
NLA06608-1001,1,P,Oocystis,103.5783258
NLA06608-1001,1,P,Oscillatoria,209.1485425
NLA06608-1001,1,P,Pediastrum,67.72428995
NLA06608-1001,1,P,Peridinium,55.77294466
NLA06608-1001,1,P,Planktolyngbya,237.0350148
NLA06608-1001,1,P,Platydorina,99.59454404
NLA06608-1001,1,P,Platyias,0.00015861
NLA06608-1001,1,P,Ploesoma,0.00015861
NLA06608-1001,1,P,Polyarthra,0.001348184
NLA06608-1001,1,P,Scenedesmus,7.967563523
NLA06608-1001,1,P,Selenastrum,5.975672642
NLA06608-1001,1,P,Sphaerocystis,43.82159938
NLA06608-1001,1,P,Synedra,3.983781762
NLA06608-1001,1,P,Trachelomonas,33.86214497
NLA06608-1002,1,P,Aphanizomenon,363.4805958
NLA06608-1002,1,P,Aphanocapsa,2146.266375
NLA06608-1002,1,P,Ceriodaphnia,0.000200906
NLA06608-1002,1,P,Chaoborus,0.000150679
NLA06608-1002,1,P,Cocconeis,6.490724924
NLA06608-1002,1,P,Cryptomonas,170.922423
NLA06608-1002,1,P,Cyclotella,4.32714995
NLA06608-1002,1,P,Daphnia_catawba_pulex_complex,0.001255661
NLA06608-1002,1,P,Diaptomidae,0.001255661
NLA06608-1002,1,P,Dinobryon,49.76222442
NLA06608-1002,1,P,Hexarthra,0.000803623
NLA06608-1002,1,P,Keratella_cceo,0.000100453
NLA06608-1002,1,P,Keratella_quadrata,0.009643479
NLA06608-1002,1,P,Komma,90.87014894
NLA06608-1002,1,P,Lecanidae,0.000401812
NLA06608-1002,1,P,Lepadella,0.000100453
NLA06608-1002,1,P,Pseudanabaena,106.0151738
NLA06608-1002,1,P,Schroederia,8.654299899
NLA06608-1002,1,P,Synura,2.163574975
NLA06608-1003,1,P,Anabaena,263.8888889
NLA06608-1003,1,P,Ankistrodesmus,23.22222222
NLA06608-1003,1,P,Aphanizomenon,443.3333333
NLA06608-1003,1,P,Asplanchna,5.71774E-05
NLA06608-1003,1,P,Botryococcus,12.66666667
NLA06608-1003,1,P,Chlorella,25.33333333
NLA06608-1003,1,P,Chromulina,2.111111111
NLA06608-1003,1,P,Chroococcus,130.8888889
NLA06608-1003,1,P,Chroomonas,67.55555556
NLA06608-1003,1,P,Chrysidiastrum,14.77777778
NLA06608-1003,1,P,Chrysochromulina,65.44444444
NLA06608-1003,1,P,Coliothecidae,0.000285887
NLA06608-1003,1,P,Conochilidae,0.000800484
NLA06608-1003,1,P,Cosmarium,4.222222222
NLA06608-1003,1,P,Crucigenia,16.88888889
NLA06608-1003,1,P,Cryptomonas,19
NLA06608-1003,1,P,Cyclopidae,0.001013651
NLA06608-1003,1,P,Daphnia_retrocurva,0.016725243
NLA06608-1003,1,P,Diaptomidae,0.000362018
NLA06608-1003,1,P,Discostella,14.77777778
NLA06608-1003,1,P,Elakatothrix,4.222222222
NLA06608-1003,1,P,Gloeotila,6.333333333
NLA06608-1003,1,P,Gomphosphaeria,2166
NLA06608-1003,1,P,Gymnodinium,4.222222222
NLA06608-1003,1,P,Kellicottia_bostoniensis,0.00245863
NLA06608-1003,1,P,Keratella_cceo,0.007375889
NLA06608-1003,1,P,Lecanidae,5.71774E-05
NLA06608-1003,1,P,Microcystis,12455.55556
NLA06608-1003,1,P,Oocystis,52.77777778
NLA06608-1003,1,P,Peridinium,6.333333333
NLA06608-1003,1,P,Planktosphaeria,295.5555556
NLA06608-1003,1,P,Polyarthra,0.000514597
NLA06608-1003,1,P,Pyrenomonas,27.44444444
NLA06608-1003,1,P,Scenedesmus,6.333333333
NLA06608-1003,1,P,Sida,0.000144807
NLA06608-1003,1,P,Spondylosium,6.333333333
NLA06608-1003,1,P,Synechococcus,162.5555556
NLA06608-1003,1,P,Synechocystis,242.7777778
NLA06608-1003,1,P,Tetraedron,6.333333333
NLA06608-1003,1,P,Trichocerca,0.000171532
NLA06608-1005,1,P,Ankistrodesmus,7.947712418
NLA06608-1005,1,P,Asplanchna,0.000276245
NLA06608-1005,1,P,Botryococcus,7.947712418
NLA06608-1005,1,P,Ceriodaphnia,0.017638975
NLA06608-1005,1,P,Chaoborus,0.000551218
NLA06608-1005,1,P,Chlorella,49.67320261
NLA06608-1005,1,P,Chroomonas,11.92156863
NLA06608-1005,1,P,Chrysochromulina,11.92156863
NLA06608-1005,1,P,Conochilidae,0.039779352
NLA06608-1005,1,P,Cosmarium,3.973856209
NLA06608-1005,1,P,Cryptomonas,39.73856209
NLA06608-1005,1,P,Cyclopidae,0.034726733
NLA06608-1005,1,P,Daphnia_ambigua,0.067799811
NLA06608-1005,1,P,Daphnia_parvula,0.013229231
NLA06608-1005,1,P,Diaptomidae,0.000551218
NLA06608-1005,1,P,Dinobryon,117.2287582
NLA06608-1005,1,P,Discostella,57.62091503
NLA06608-1005,1,P,Elakatothrix,1.986928105
NLA06608-1005,1,P,Euglena,5.960784314
NLA06608-1005,1,P,Gastropus,0.003591191
NLA06608-1005,1,P,Gymnodinium,19.86928105
NLA06608-1005,1,P,Kellicottia_bostoniensis,0.004696173
NLA06608-1005,1,P,Keratella_cceo,0.008287365
NLA06608-1005,1,P,Lyngbya,17.88235294
NLA06608-1005,1,P,Microcystis,20862.7451
NLA06608-1005,1,P,Oocystis,59.60784314
NLA06608-1005,1,P,Ophiocytium,1.986928105
NLA06608-1005,1,P,Peridinium,13.90849673
NLA06608-1005,1,P,Phacus,3.973856209
NLA06608-1005,1,P,Planktosphaeria,79.47712418
NLA06608-1005,1,P,Planktothrix,1.986928105
NLA06608-1005,1,P,Polyarthra,0.001657473
NLA06608-1005,1,P,Puncticulata,25.83006536
NLA06608-1005,1,P,Pyrenomonas,1.986928105
NLA06608-1005,1,P,Synechococcus,307.9738562
NLA06608-1005,1,P,Uroglena,13.90849673
NLA06608-1006,1,P,Achnanthidium,5.101111729
NLA06608-1006,1,P,Anabaena,137.7300167
NLA06608-1006,1,P,Anabaenopsis,163.2355753
NLA06608-1006,1,P,Aphanocapsa,20.40444692
NLA06608-1006,1,P,Asplanchna,0.000348446
NLA06608-1006,1,P,Aulacoseira,12.75277932
NLA06608-1006,1,P,Bosmina,0.016693687
NLA06608-1006,1,P,Ceriodaphnia,0.014467862
NLA06608-1006,1,P,Chroococcus,1122.24458
NLA06608-1006,1,P,Closteriopsis,30.60667038
NLA06608-1006,1,P,Closterium,2.550555865
NLA06608-1006,1,P,Coelastrum,244.853363
NLA06608-1006,1,P,Coelomoron,81.61778767
NLA06608-1006,1,P,Coelosphaerium,40.80889383
NLA06608-1006,1,P,Cosmarium,124.9772374
NLA06608-1006,1,P,Crucigenia,20.40444692
NLA06608-1006,1,P,Cryptomonas,66.31445248
NLA06608-1006,1,P,Cyclopidae,0.002782281
NLA06608-1006,1,P,Dactylococcopsis,15.30333519
NLA06608-1006,1,P,Daphnia_catawba_pulex_complex,0.129097849
NLA06608-1006,1,P,Daphnia_mendotae_complex,0.00445165
NLA06608-1006,1,P,Diaphanosoma,0.15859003
NLA06608-1006,1,P,Diaptomidae,0.059540818
NLA06608-1006,1,P,Dictyosphaerium,102.0222346
NLA06608-1006,1,P,Elakatothrix,10.20222346
NLA06608-1006,1,P,Euastrum,28.05611451
NLA06608-1006,1,P,Filinia,0.070734544
NLA06608-1006,1,P,Komma,5.101111729
NLA06608-1006,1,P,Leptolyngbya,81.61778767
NLA06608-1006,1,P,Mallomonas,5.101111729
NLA06608-1006,1,P,Merismopedia,428.4933853
NLA06608-1006,1,P,Ochromonas,15.30333519
NLA06608-1006,1,P,Oocystis,107.1233463
NLA06608-1006,1,P,Pediastrum,344.3250417
NLA06608-1006,1,P,Phormidium,30.60667038
NLA06608-1006,1,P,Scenedesmus,81.61778767
NLA06608-1006,1,P,Selenastrum,10.20222346
NLA06608-1006,1,P,Spirulina,122.4266815
NLA06608-1006,1,P,Staurastrum,40.80889383
NLA06608-1006,1,P,Staurosira,10.20222346
NLA06608-1006,1,P,Staurosirella,40.80889383
NLA06608-1006,1,P,Stephanodiscus,56.11222902
NLA06608-1006,1,P,Surirella,5.101111729
NLA06608-1006,1,P,Synura,28.05611451
NLA06608-1006,1,P,Tetraedron,15.30333519
NLA06608-1006,1,P,Trachelomonas,20.40444692
NLA06608-1006,1,P,Trichocerca,0.000696892
NLA06608-1007,1,P,Chaoborus,2.31814E-05
NLA06608-1007,1,P,Conochilidae,4.63629E-05
NLA06608-1007,1,P,Cyclopidae,0.000394084
NLA06608-1007,1,P,Daphnia_retrocurva,0.000370903
NLA06608-1007,1,P,Diaptomidae,1.15907E-05
NLA06608-1007,1,P,Kellicottia_bostoniensis,0.000347722
NLA06608-1007,1,P,Keratella_cceo,0.000509992
NLA06608-1007,1,P,Polyarthra,9.27258E-05
NLA06608-1008,1,P,Asterionella,52.06389993
NLA06608-1008,1,P,Aulacoseira,4.004915379
NLA06608-1008,1,P,Bosmina,0.000789531
NLA06608-1008,1,P,Ceratium,14.01720383
NLA06608-1008,1,P,Chroococcus,240.2949227
NLA06608-1008,1,P,Cocconeis,4.004915379
NLA06608-1008,1,P,Conochilidae,0.006721255
NLA06608-1008,1,P,Cosmarium,8.009830758
NLA06608-1008,1,P,Crucigenia,16.01966152
NLA06608-1008,1,P,Cryptomonas,132.1622075
NLA06608-1008,1,P,Cyclopidae,0.005263537
NLA06608-1008,1,P,Cyclotella,28.03440765
NLA06608-1008,1,P,Cymbella,4.004915379
NLA06608-1008,1,P,Daphnia_catawba_pulex_complex,0.012369312
NLA06608-1008,1,P,Diaptomidae,0.001491335
NLA06608-1008,1,P,Dictyosphaerium,1537.887506
NLA06608-1008,1,P,Dinobryon,64.07864606
NLA06608-1008,1,P,Glenodiniopsis,2.002457689
NLA06608-1008,1,P,Gloeocystis,72.08847682
NLA06608-1008,1,P,Karayevia,4.004915379
NLA06608-1008,1,P,Kellicottia_longispina,0.02308605
NLA06608-1008,1,P,Keratella_cceo,0.000146114
NLA06608-1008,1,P,Komma,112.1376306
NLA06608-1008,1,P,Melosira,2.002457689
NLA06608-1008,1,P,Merismopedia,720.8847682
NLA06608-1008,1,P,Navicula,4.004915379
NLA06608-1008,1,P,Nephrocytium,16.01966152
NLA06608-1008,1,P,Nitzschia,4.004915379
NLA06608-1008,1,P,Nupela,8.009830758
NLA06608-1008,1,P,Oocystis,60.07373068
NLA06608-1008,1,P,Peridiniopsis,8.009830758
NLA06608-1008,1,P,Peridinium,2.002457689
NLA06608-1008,1,P,Polyarthra,0.000146114
NLA06608-1008,1,P,Pseudanabaena,384.4718764
NLA06608-1008,1,P,Schroederia,8.009830758
NLA06608-1008,1,P,Staurastrum,4.004915379
NLA06608-1008,1,P,Staurosira,4.004915379
NLA06608-1008,1,P,Stephanodiscus,2.002457689
NLA06608-1008,1,P,Stipitococcus,4.004915379
NLA06608-1008,1,P,Tetraedron,6.007373068
NLA06608-1008,1,P,Trachelomonas,4.004915379
NLA06608-1010,1,P,Anabaena,1912.215246
NLA06608-1010,1,P,Aphanizomenon,294.7998504
NLA06608-1010,1,P,Aphanocapsa,9.959454404
NLA06608-1010,1,P,Aphanothece,39.83781762
NLA06608-1010,1,P,Asplanchna,9.72125E-06
NLA06608-1010,1,P,Asterionella,103.5783258
NLA06608-1010,1,P,Ceratium,9.959454404
NLA06608-1010,1,P,Chroococcus,597.5672642
NLA06608-1010,1,P,Chydoridae,9.72125E-06
NLA06608-1010,1,P,Coelastrum,39.83781762
NLA06608-1010,1,P,Conochilidae,0.000661045
NLA06608-1010,1,P,Cryptomonas,21.91079969
NLA06608-1010,1,P,Cyclopidae,0.000524947
NLA06608-1010,1,P,Daphnia_laevis,0.000962404
NLA06608-1010,1,P,Diaphanosoma,0.000524947
NLA06608-1010,1,P,Diaptomidae,0.00015554
NLA06608-1010,1,P,Dictyosphaerium,179.2701793
NLA06608-1010,1,P,Eubosmina,2.91637E-05
NLA06608-1010,1,P,Fragilaria,260.9377054
NLA06608-1010,1,P,Kellicottia_bostoniensis,0.000136097
NLA06608-1010,1,P,Kellicottia_longispina,1.94425E-05
NLA06608-1010,1,P,Keratella_chussa,0.000418014
NLA06608-1010,1,P,Komma,1.991890881
NLA06608-1010,1,P,Oocystis,23.90269057
NLA06608-1010,1,P,Oscillatoria,59.75672642
NLA06608-1010,1,P,Polyarthra,0.00093324
NLA06608-1010,1,P,Scenedesmus,31.87025409
NLA06608-1010,1,P,Schroederia,1.991890881
NLA06608-1010,1,P,Selenastrum,9.959454404
NLA06608-1010,1,P,Sphaerocystis,175.2863975
NLA06608-1010,1,P,Trichocerca,0.000174982
NLA06608-1012,1,P,Ankistrodesmus,54.88888889
NLA06608-1012,1,P,Aulacoseira,181.5555556
NLA06608-1012,1,P,Ceriodaphnia,0.000155471
NLA06608-1012,1,P,Chlorella,29.55555556
NLA06608-1012,1,P,Chroomonas,8.444444444
NLA06608-1012,1,P,Chrysochromulina,21.11111111
NLA06608-1012,1,P,Coelosphaerium,232.2222222
NLA06608-1012,1,P,Cryptomonas,4.222222222
NLA06608-1012,1,P,Cyclopidae,0.001554705
NLA06608-1012,1,P,Daphnia_ambigua,0.010571996
NLA06608-1012,1,P,Daphnia_catawba_pulex_complex,0.003420352
NLA06608-1012,1,P,Diaptomidae,0.001399235
NLA06608-1012,1,P,Dinobryon,4.222222222
NLA06608-1012,1,P,Discostella,4.222222222
NLA06608-1012,1,P,Filinia,0.000566197
NLA06608-1012,1,P,Gymnodinium,4.222222222
NLA06608-1012,1,P,Kellicottia_bostoniensis,0.001557041
NLA06608-1012,1,P,Keratella_cceo,0.012739423
NLA06608-1012,1,P,Microcystis,10099.55556
NLA06608-1012,1,P,Monoraphidium,4.222222222
NLA06608-1012,1,P,Oocystis,25.33333333
NLA06608-1012,1,P,Planktosphaeria,25.33333333
NLA06608-1012,1,P,Polyarthra,0.013164071
NLA06608-1012,1,P,Puncticulata,8.444444444
NLA06608-1012,1,P,Pyrenomonas,25.33333333
NLA06608-1012,1,P,Scenedesmus,4.222222222
NLA06608-1012,1,P,Staurosira,21.11111111
NLA06608-1012,1,P,Synchaeta,0.007785203
NLA06608-1012,1,P,Synechococcus,506.6666667
