SITE_ID,VISIT_NO,DATEZOOP,SAMPLED_ZOOP,INDXSAMP_ZOOP,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,DEPTHMAX,DEPTH_X,DEPTH_OF_TOW,FLAG_ZOOP_FLD,COMMENT_ZOOP_FLD,JAR_NO,VISIT_ID
NLA06608-0971,1,7/26/2007,Yes,YES,P,511505,ZOOC,8.5,8.5,8,,,1,8088
NLA06608-0971,1,7/26/2007,Yes,YES,P,511506,ZOOF,8.5,8.5,8,,,1,8088
NLA06608-0972,1,7/9/2007,Yes,YES,P,505005,ZOOC,2,2,1.5,,,1,8089
NLA06608-0972,1,7/9/2007,Yes,YES,P,505006,ZOOF,2,2,1.5,,,1,8089
NLA06608-0974,1,7/16/2007,Yes,YES,P,510686,ZOOC,16,16,16,,,,8090
NLA06608-0974,1,7/16/2007,Yes,YES,P,510685,ZOOF,16,16,16,,,,8090
NLA06608-0979,1,5/30/2007,Yes,YES,P,503135,ZOOC,7.1,7.1,7,,,1,8091
NLA06608-0979,1,5/30/2007,Yes,YES,P,503136,ZOOF,7.1,7.1,7,,,1,8091
NLA06608-0980,1,7/12/2007,Yes,YES,P,513195,ZOOC,2.1,2.1,1.5,,,1,8092
NLA06608-0980,1,7/12/2007,Yes,YES,P,513196,ZOOF,2.1,2.1,1.5,,,1,8092
NLA06608-0982,1,8/14/2007,Yes,YES,P,509365,ZOOC,16.5,16.5,16,,,1,8094
NLA06608-0982,1,8/14/2007,Yes,YES,P,509366,ZOOF,16.5,16.5,16,,,1,8094
NLA06608-0984,1,9/26/2007,Yes (1 sample only),YES,P,516935,ZOOC,1.5,1.5,1,X,,1,8095
NLA06608-0984,1,9/26/2007,Yes (1 sample only),YES,P,516936,ZOOF,1.5,1.5,2,X,IM: TOW LENGTH EST. AS DEPTH - 0.5 M (AND 2 TOWS); SAMPLE KNOCKED OVER,,8095
NLA06608-0986,1,7/18/2007,Yes,YES,P,505515,ZOOC,5.2,5.2,5,,,1,8096
NLA06608-0986,1,7/18/2007,Yes,YES,P,505516,ZOOF,5.2,5.2,5,,,1,8096
NLA06608-0987,1,7/30/2007,Yes,YES,P,513515,ZOOC,9.4,9.4,9,,,1,8097
NLA06608-0987,1,7/30/2007,Yes,YES,P,513516,ZOOF,9.4,9.4,9,,,1,8097
NLA06608-0989,1,7/31/2007,Yes,YES,P,510975,ZOOC,3,3,2.5,,,1,8098
NLA06608-0989,1,7/31/2007,Yes,YES,P,510976,ZOOF,3,3,2.5,,,1,8098
NLA06608-0990,1,7/30/2007,Yes,YES,P,502015,ZOOC,5.7,5.7,5,,,,8099
NLA06608-0990,1,7/30/2007,Yes,YES,P,502016,ZOOF,5.7,5.7,5,,,,8099
NLA06608-0993,1,9/20/2007,Yes,YES,P,517515,ZOOC,34.8,34.8,33,,,1,8100
NLA06608-0993,1,9/20/2007,Yes,YES,P,517516,ZOOF,34.8,34.8,33,,,1,8100
NLA06608-0994,1,8/23/2007,Yes,YES,P,509455,ZOOC,7.9,,8,K,,,8101
NLA06608-0994,1,8/23/2007,Yes,YES,P,509456,ZOOF,7.9,,8,K,,,8101
NLA06608-0996,1,6/26/2007,Yes,YES,P,503525,ZOOC,1.5,1.2,3,F1,"DEPTH TOO SHALLOW, TOWED TWICE TO GET 3.0M WORTH; IM: CHANGED TOW LENGTH (1.5)",1,8102
NLA06608-0996,1,6/26/2007,Yes,YES,P,503526,ZOOF,1.5,1.2,3,F1,"DEPTH TOO SHALLOW, TOWED TWICE TO GET 3.0M WORTH; IM: CHANGED TOW LENGTH (1.5)",1,8102
NLA06608-0997,1,8/3/2007,Yes,YES,P,507735,ZOOC,13.2,13.2,11.2,,,1,8103
NLA06608-0997,1,8/3/2007,Yes,YES,P,507736,ZOOF,13.2,13.2,11.2,,,1,8103
NLA06608-1001,1,6/15/2007,Yes,YES,P,514206,ZOOC,2.4,2.4,1.9,,,1,8105
NLA06608-1001,1,6/15/2007,Yes,YES,P,514205,ZOOF,2.4,2.4,1.9,,,1,8105
NLA06608-1002,1,6/28/2007,Yes,YES,P,514495,ZOOC,2,2,1.5,,,1,8106
NLA06608-1002,1,6/28/2007,Yes,YES,P,514496,ZOOF,2,2,1.5,,,1,8106
NLA06608-1003,1,7/23/2007,Yes,YES,P,512625,ZOOC,8.2,8.2,8,,,1,8107
NLA06608-1003,1,7/23/2007,Yes,YES,P,512626,ZOOF,8.2,8.2,8,,,1,8107
NLA06608-1005,1,7/19/2007,Yes,YES,P,514165,ZOOC,1.5,1.5,2,F1,ONE METER X TWO TOWS; IM: CHANGED TOW LENGTH (1),1,8108
NLA06608-1005,1,7/19/2007,Yes,YES,P,514166,ZOOF,1.5,1.5,2,F1,ONE METER X TWO TOWS; IM: CHANGED TOW LENGTH (1),1,8108
NLA06608-1006,1,6/19/2007,Yes,YES,P,503666,ZOOC,5.5,5.5,4,,,1,8109
NLA06608-1006,1,6/19/2007,Yes,YES,P,503665,ZOOF,5.5,5.5,4,,,1,8109
NLA06608-1007,1,8/2/2007,Yes,YES,P,510296,ZOOC,7,7,6.5,,,1,8110
NLA06608-1007,1,8/2/2007,Yes,YES,P,510295,ZOOF,7,7,6.5,,,1,8110
NLA06608-1008,1,7/12/2007,Yes (1 sample only),YES,P,514505,ZOOC,8.2,8.2,7.7,X,,1,8111
NLA06608-1008,1,7/12/2007,Yes (1 sample only),YES,P,514506,ZOOF,8.2,8.2,7.7,X,NET HAS TWO INCH HOLE,1,8111
NLA06608-1010,1,8/9/2007,Yes,YES,P,513015,ZOOC,16,15.2,15.5,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M,1,8112
NLA06608-1010,1,8/9/2007,Yes,YES,P,513016,ZOOF,16,15.2,15.5,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M,1,8112
NLA06608-1012,1,10/17/2007,Yes,YES,P,508966,ZOOC,2.5,2.5,2.25,,,1,8113
NLA06608-1012,1,10/17/2007,Yes,YES,P,508965,ZOOF,2.5,2.5,2.25,,,1,8113
NLA06608-1014,1,9/13/2007,Yes,YES,P,510785,ZOOC,21.1,21.1,21,,,1,8114
NLA06608-1014,1,9/13/2007,Yes,YES,P,510786,ZOOF,21.1,21.1,21,,,1,8114
NLA06608-1015,1,8/14/2007,Yes,YES,P,513945,ZOOC,2.7,2.7,2,,,1,8115
NLA06608-1015,1,8/14/2007,Yes,YES,P,513946,ZOOF,2.7,2.7,2,,,1,8115
NLA06608-1016,1,7/23/2007,Yes,YES,P,507496,ZOOC,2.9,2.9,3,,,1,8116
NLA06608-1016,1,7/23/2007,Yes,YES,P,507495,ZOOF,2.9,2.9,2.5,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M,,8116
NLA06608-1018,1,8/2/2007,Yes,YES,P,507485,ZOOC,1.1,1.1,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,8117
NLA06608-1018,1,8/2/2007,Yes,YES,P,507486,ZOOF,1.1,1.1,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,8117
NLA06608-1022,1,7/10/2007,Yes,YES,P,503645,ZOOC,2,2,1.5,IM,IM: TOW LENGTH MAY BE 3 (TWO TOWS?),1,8118
NLA06608-1022,1,7/10/2007,Yes,YES,P,503646,ZOOF,2,2,1.5,IM,IM: TOW LENGTH MAY BE 3 (TWO TOWS?),1,8118
NLA06608-1024,1,8/7/2007,Yes,YES,P,510305,ZOOC,2.8,2.8,4,F1,IM: TOW LENGTH CHANGED FROM 2; PERFORMED TWO TOWS DUE TO LACK OF ORGANISMS,1,8119
NLA06608-1024,1,8/7/2007,Yes,YES,P,510306,ZOOF,2.8,2.8,4,F1,IM: TOW LENGTH CHANGED FROM 2; PERFORMED TWO TOWS DUE TO LACK OF ORGANISMS,1,8119
NLA06608-1034,1,8/16/2007,Yes,YES,P,515365,ZOOC,9,9,9,,,1,8120
NLA06608-1034,1,8/16/2007,Yes,YES,P,515366,ZOOF,9,9,9,,,1,8120
NLA06608-1035,1,8/14/2007,Yes,YES,P,508045,ZOOC,2.7,2.7,2,,,1,8121
NLA06608-1035,1,8/14/2007,Yes,YES,P,508046,ZOOF,2.7,2.7,2,,,1,8121
NLA06608-1036,1,6/14/2007,Yes,YES,P,514545,ZOOC,4.5,4.2,4,,,1,8122
NLA06608-1036,1,6/14/2007,Yes,YES,P,514546,ZOOF,4.5,4.2,4,,,1,8122
NLA06608-1037,1,9/5/2007,Yes,YES,P,517855,ZOOC,8.1,8.1,2,,,1,8123
NLA06608-1037,1,9/5/2007,Yes,YES,P,517856,ZOOF,8.1,8.1,2,,,1,8123
NLA06608-1038,1,8/3/2007,Yes,YES,P,507875,ZOOC,5.5,5.5,4.5,,,1,8124
NLA06608-1038,1,8/3/2007,Yes,YES,P,507876,ZOOF,5.5,5.5,4.5,,,1,8124
NLA06608-1039,1,8/28/2007,Yes,YES,P,508006,ZOOC,4.6,4.6,3.5,,,1,8125
NLA06608-1039,1,8/28/2007,Yes,YES,P,508005,ZOOF,4.6,4.6,3.5,,,1,8125
NLA06608-1041,1,8/16/2007,Yes,YES,P,511945,ZOOC,19.5,19.5,19,,,1,8126
NLA06608-1041,1,8/16/2007,Yes,YES,P,511946,ZOOF,19.5,19.5,19,U1,PORTION OF SAMPLE LEAKED OUT OF THE TUBE,1,8126
NLA06608-1044,1,7/10/2007,Yes,YES,P,502805,ZOOC,3.6,3.6,2.6,,,1,8127
NLA06608-1044,1,7/10/2007,Yes,YES,P,502806,ZOOF,3.6,3.6,2.6,,,1,8127
NLA06608-1045,1,8/29/2007,Yes,YES,P,510115,ZOOC,49.6,49.6,49,,,1,8128
NLA06608-1045,1,8/29/2007,Yes,YES,P,510116,ZOOF,49.6,49.6,49,,,1,8128
NLA06608-1047,1,6/26/2007,Yes,YES,P,514916,ZOOC,17.4,17.4,16,,,1,8129
NLA06608-1047,1,6/26/2007,Yes,YES,P,514915,ZOOF,17.4,17.4,16,,,1,8129
NLA06608-1052,1,6/27/2007,Yes,YES,P,505056,ZOOC,7.7,7.7,7.1,,,1,8130
NLA06608-1052,1,6/27/2007,Yes,YES,P,505055,ZOOF,7.7,7.7,7,,,1,8130
NLA06608-1055,1,7/24/2007,Yes,YES,P,505325,ZOOC,3.8,3.8,3.3,,,1,8131
NLA06608-1055,1,7/24/2007,Yes,YES,P,505326,ZOOF,3.8,3.8,3.3,,,1,8131
NLA06608-1056,1,9/27/2007,Yes,YES,P,503825,ZOOC,8.4,8.4,7,,,1,8132
NLA06608-1056,1,9/27/2007,Yes,YES,P,503826,ZOOF,8.4,8.4,7,,,1,8132
NLA06608-1057,1,8/14/2007,Yes,YES,P,511815,ZOOC,20.3,20.3,30,,,1,8133
NLA06608-1057,1,8/14/2007,Yes,YES,P,511816,ZOOF,20.3,20.3,30,U,SMALL PORTION OF SAMPLE LEAKED OUT TOWARDS END OF TRANSFER TO SAMPLE BOTTLE.,1,8133
NLA06608-1058,1,9/5/2007,Yes,YES,P,517535,ZOOC,16.4,16.4,15.5,,,1,8134
NLA06608-1058,1,9/5/2007,Yes,YES,P,517536,ZOOF,16.4,16.4,16,,,1,8134
NLA06608-1059,1,7/30/2007,Yes,YES,P,505735,ZOOC,5,4.8,5.1,,,2,8135
NLA06608-1059,1,7/30/2007,Yes,YES,P,505736,ZOOF,5,4.8,5.1,,,2,8135
NLA06608-1060,1,8/14/2007,Yes,YES,P,509396,ZOOC,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8136
NLA06608-1060,1,8/14/2007,Yes,YES,P,509395,ZOOF,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8136
NLA06608-1060,2,8/14/2007,Yes,NO,P,510065,ZOOC,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8137
NLA06608-1060,2,8/14/2007,Yes,NO,P,510066,ZOOF,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8137
NLA06608-1060,2,8/14/2007,Yes,NO,D,506865,ZOOC,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8137
NLA06608-1060,2,8/14/2007,Yes,NO,D,506866,ZOOF,1.8,1.8,1.8,IM,IM: TOW LENGTH MAY BE 3.6 (TWO TOWS?),1,8137
NLA06608-1070,1,7/11/2007,Yes,YES,P,502665,ZOOC,4.2,4.2,3.7,,,1,8138
NLA06608-1070,1,7/11/2007,Yes,YES,P,502666,ZOOF,4.2,4.2,3.7,,,1,8138
NLA06608-1073,1,8/13/2007,Yes,YES,P,509526,ZOOC,29,29,29,,,1,8139
NLA06608-1073,1,8/13/2007,Yes,YES,P,509525,ZOOF,29,29,29,,,1,8139
NLA06608-1075,1,8/27/2007,Yes,YES,P,502765,ZOOC,2.6,2.6,2.1,,,1,8140
NLA06608-1075,1,8/27/2007,Yes,YES,P,502766,ZOOF,2.6,2.6,2.1,,,1,8140
NLA06608-1083,1,6/29/2007,Yes,YES,P,503305,ZOOC,7.9,7.9,7.4,,,1,8141
NLA06608-1083,1,6/29/2007,Yes,YES,P,503306,ZOOF,7.9,7.9,7.4,,,2,8141
NLA06608-1086,1,8/27/2007,Yes,YES,P,517405,ZOOC,2.6,2.6,2.1,,,1,8142
NLA06608-1086,1,8/27/2007,Yes,YES,P,517406,ZOOF,2.6,2.6,2.1,,,1,8142
NLA06608-1087,1,7/20/2007,Yes,YES,P,509425,ZOOC,2.8,2.8,2.3,,IM: CHANGED TOW LENGTH (23),1,8143
NLA06608-1087,1,7/20/2007,Yes,YES,P,509426,ZOOF,2.8,2.8,2.3,,IM: CHANGED TOW LENGTH (23),1,8143
NLA06608-1089,1,7/20/2007,Yes,YES,P,507595,ZOOC,12.3,12.3,13.7,,,1,8145
NLA06608-1089,1,7/20/2007,Yes,YES,P,507596,ZOOF,12.3,12.3,13.7,,,1,8145
NLA06608-1091,1,7/16/2007,Yes,YES,P,505185,ZOOC,4.3,4.3,4.3,,,1,8146
NLA06608-1091,1,7/16/2007,Yes,YES,P,505186,ZOOF,4.3,4.3,4.3,,,1,8146
NLA06608-1096,1,8/2/2007,Yes,YES,P,507135,ZOOC,2.5,2.5,2,,,1,8147
NLA06608-1096,1,8/2/2007,Yes,YES,P,507136,ZOOF,2.5,2.5,2,,,1,8147
NLA06608-1100,1,6/28/2007,Yes,YES,P,504916,ZOOC,8,8,7.5,,,1,8148
NLA06608-1100,1,6/28/2007,Yes,YES,P,504915,ZOOF,8,8,7.8,,,1,8148
NLA06608-1101,1,9/9/2007,Yes,YES,P,517825,ZOOC,3.4,3.4,2.9,,,1,8149
NLA06608-1101,1,9/9/2007,Yes,YES,P,517826,ZOOF,3.4,3.4,2.9,,,1,8149
NLA06608-1102,1,7/16/2007,Yes,YES,P,504475,ZOOC,13.4,13.4,11,,,1,8150
NLA06608-1102,1,7/16/2007,Yes,YES,P,504476,ZOOF,13.4,13.4,11,,,1,8150
NLA06608-1103,1,8/28/2007,Yes,YES,P,517386,ZOOC,12,12,11.5,,,1,8151
NLA06608-1103,1,8/28/2007,Yes,YES,P,517385,ZOOF,12,12,11.5,,,1,8151
NLA06608-1107,1,8/27/2007,Yes,YES,P,515345,ZOOC,1,1,1,IM; F1,IM: TOW LENGTH MAY BE 2 (TWO TOWS?); NOT NARCOTIZED,1,8152
NLA06608-1107,1,8/27/2007,Yes,YES,P,515346,ZOOF,1,1,1,IM; F1,IM: TOW LENGTH MAY BE 2 (TWO TOWS?); NOT NARCOTIZED,1,8152
NLA06608-1108,1,6/21/2007,Yes,YES,P,503416,ZOOC,7.2,7.2,7.2,,,1,8153
NLA06608-1108,1,6/21/2007,Yes,YES,P,503415,ZOOF,7.2,7.2,7.2,,,1,8153
NLA06608-1108,2,7/2/2007,Yes,NO,P,503395,ZOOC,8.2,8.2,7.9,,IM; TOW LENGTH (26) CONVERTED TO M,1,8154
NLA06608-1108,2,7/2/2007,Yes,NO,P,503396,ZOOF,8.2,8.2,7.9,,IM; TOW LENGTH (26) CONVERTED TO M,1,8154
NLA06608-1108,2,7/2/2007,Yes,NO,D,502335,ZOOC,8.2,8.2,7.9,,IM; TOW LENGTH (26) CONVERTED TO M,1,8154
NLA06608-1108,2,7/2/2007,Yes,NO,D,502336,ZOOF,8.2,8.2,7.9,,IM; TOW LENGTH (26) CONVERTED TO M,1,8154
NLA06608-1111,1,7/10/2007,Yes,YES,P,505546,ZOOC,1.5,1.5,1,F1,0.5 X 2,1,8155
NLA06608-1111,1,7/10/2007,Yes,YES,P,505545,ZOOF,1.5,1.5,1,F1,0.5 X 2,1,8155
NLA06608-1113,1,7/16/2007,Yes,YES,P,507715,ZOOC,20.3,20.3,19.8,,,1,8156
NLA06608-1113,1,7/16/2007,Yes,YES,P,507716,ZOOF,20.3,20.3,19.8,,,1,8156
NLA06608-1114,1,6/21/2007,Yes,YES,P,503225,ZOOC,5,5,3.45,,,1,8157
NLA06608-1114,1,6/21/2007,Yes,YES,P,503226,ZOOF,5,5,3.45,,,1,8157
NLA06608-1115,1,7/30/2007,Yes,YES,P,513186,ZOOC,4.9,4.9,4.5,,,1,8158
NLA06608-1115,1,7/30/2007,Yes,YES,P,513185,ZOOF,4.9,4.9,4.5,,,1,8158
NLA06608-1119,1,8/30/2007,Yes,YES,P,504255,ZOOC,6.4,6.4,6,,,1,8159
NLA06608-1119,1,8/30/2007,Yes,YES,P,504256,ZOOF,6.4,6.4,6,,,1,8159
NLA06608-1120,1,8/27/2007,Yes,YES,P,511386,ZOOC,8.7,8.7,8.5,,,,8160
NLA06608-1120,1,8/27/2007,Yes,YES,P,511385,ZOOF,8.7,8.7,8.5,,,,8160
NLA06608-1122,1,7/26/2007,Yes,YES,P,507365,ZOOC,2.6,2.6,3,,IM: CHANGED TOW LENGTH (1.5); 2 TOWS,1,8161
NLA06608-1122,1,7/26/2007,Yes,YES,P,507366,ZOOF,2.6,2.6,3,F1,IM: CHANGED TOW LENGTH (1.5); 2 TOWS,1,8161
NLA06608-1124,1,7/17/2007,Yes,YES,P,504796,ZOOC,2.7,2.7,2.5,,,1,8162
NLA06608-1124,1,7/17/2007,Yes,YES,P,504795,ZOOF,2.7,2.7,2.5,,,1,8162
NLA06608-1125,1,8/7/2007,Yes,YES,P,513255,ZOOC,7.5,7,6.85,,,1,8163
NLA06608-1125,1,8/7/2007,Yes,YES,P,513256,ZOOF,7.5,7,6.85,,,1,8163
NLA06608-1129,1,6/6/2007,Yes,YES,P,502705,ZOOC,19.2,19.2,18.7,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M,1,8164
NLA06608-1129,1,6/6/2007,Yes,YES,P,502706,ZOOF,19.2,19.2,18.7,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M,1,8164
NLA06608-1130,1,8/21/2007,Yes,YES,P,503805,ZOOC,9.4,9.4,9.4,,,1,8165
NLA06608-1130,1,8/21/2007,Yes,YES,P,503806,ZOOF,9.4,9.4,9.4,,,1,8165
NLA06608-1131,1,6/26/2007,Yes,YES,P,506655,ZOOC,25.9,25.9,25,,,1,8166
NLA06608-1131,1,6/26/2007,Yes,YES,P,506656,ZOOF,25.9,25.9,24,,,1,8166
NLA06608-1134,1,8/7/2007,Yes,YES,P,511555,ZOOC,5.5,5.5,4.5,,,1,8167
NLA06608-1134,1,8/7/2007,Yes,YES,P,511556,ZOOF,5.5,5.5,4.5,,,1,8167
NLA06608-1141,1,7/9/2007,Yes,YES,P,505015,ZOOC,7.7,7.7,7.2,,,1,8168
NLA06608-1141,1,7/9/2007,Yes,YES,P,505016,ZOOF,7.7,7.7,7.2,,,1,8168
NLA06608-1143,1,7/31/2007,Yes,YES,P,508695,ZOOC,1.8,1.8,1.8,,IM: APPEARS TO BE TWO TOWS,1,8169
NLA06608-1143,1,7/31/2007,Yes,YES,P,508696,ZOOF,1.8,1.8,1.8,,IM: APPEARS TO BE TWO TOWS,1,8169
NLA06608-1145,1,9/12/2007,Yes,YES,P,515175,ZOOC,4.5,4.5,4,,,1,8170
NLA06608-1145,1,9/12/2007,Yes,YES,P,515176,ZOOF,4.5,4.5,4,,,1,8170
NLA06608-1147,1,7/27/2007,Yes,YES,P,507555,ZOOC,9.8,9.8,9,,,1,8172
NLA06608-1147,1,7/27/2007,Yes,YES,P,507556,ZOOF,9.8,9.8,9,,,1,8172
NLA06608-1148,1,7/31/2007,Yes,YES,P,512235,ZOOC,1.4,1.4,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8173
NLA06608-1148,1,7/31/2007,Yes,YES,P,512236,ZOOF,1.4,1.4,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8173
NLA06608-1150,1,7/19/2007,Yes,YES,P,505665,ZOOC,5.2,5.2,4.5,,,1,8174
NLA06608-1150,1,7/19/2007,Yes,YES,P,505666,ZOOF,5.2,5.2,4.5,,,1,8174
NLA06608-1151,1,7/17/2007,Yes,YES,P,505835,ZOOC,3.7,3.7,2.25,,,1,8175
NLA06608-1151,1,7/17/2007,Yes,YES,P,505836,ZOOF,3.7,3.7,2.4,,,1,8175
NLA06608-1153,1,7/19/2007,Yes,YES,P,507605,ZOOC,49.3,49.3,37.3,,,1,8176
NLA06608-1153,1,7/19/2007,Yes,YES,P,507606,ZOOF,49.3,49.3,37.3,,,1,8176
NLA06608-1155,1,7/17/2007,Yes,YES,P,506955,ZOOC,3.2,3.2,2.7,,,1,8177
NLA06608-1155,1,7/17/2007,Yes,YES,P,506956,ZOOF,3.2,3.2,2.7,,,1,8177
NLA06608-1162,1,9/6/2007,Yes,YES,P,517885,ZOOC,15,15,15,,,1,8178
NLA06608-1162,1,9/6/2007,Yes,YES,P,517886,ZOOF,15,15,15,,,1,8178
NLA06608-1163,1,7/2/2007,Yes,YES,P,504616,ZOOC,11.4,11.4,11,,,1,8179
NLA06608-1163,1,7/2/2007,Yes,YES,P,504615,ZOOF,11.4,11.4,11,,,1,8179
NLA06608-1164,1,9/11/2007,Yes,YES,P,516955,ZOOC,8.8,8.8,8.5,,,1,8180
NLA06608-1164,1,9/11/2007,Yes,YES,P,516956,ZOOF,8.8,8.8,8.5,,,1,8180
NLA06608-1166,1,8/14/2007,Yes,YES,P,505365,ZOOC,17.7,17.7,17,,,1,8181
NLA06608-1166,1,8/14/2007,Yes,YES,P,505366,ZOOF,17.7,17.7,17,,,1,8181
NLA06608-1167,1,9/20/2007,Yes,YES,P,517375,ZOOC,15.5,15.5,15.5,,,1,8182
NLA06608-1167,1,9/20/2007,Yes,YES,P,517376,ZOOF,15.5,15.5,15.5,,,1,8182
NLA06608-1170,1,7/18/2007,Yes,YES,P,502365,ZOOC,39,39,37.5,,,1,8183
NLA06608-1170,1,7/18/2007,Yes,YES,P,502366,ZOOF,39,39,37.5,,,1,8183
NLA06608-1172,1,6/27/2007,Yes,YES,P,505266,ZOOC,7.7,7.7,7,,,1,8184
NLA06608-1172,1,6/27/2007,Yes,YES,P,505265,ZOOF,7.7,7.7,7,,,1,8184
NLA06608-1174,1,8/15/2007,Yes,YES,P,508295,ZOOC,26,26,25,,,1,8185
NLA06608-1174,1,8/15/2007,Yes,YES,P,508296,ZOOF,26,26,25,,,1,8185
NLA06608-1175,1,8/21/2007,Yes,YES,P,507805,ZOOC,3,3,3,,,1,8186
NLA06608-1175,1,8/21/2007,Yes,YES,P,507806,ZOOF,3,3,3,,,1,8186
NLA06608-1177,1,6/28/2007,Yes,YES,P,505295,ZOOC,2.7,2.7,2.2,,,1,8187
NLA06608-1177,1,6/28/2007,Yes,YES,P,505296,ZOOF,2.7,2.7,2.2,,,1,8187
NLA06608-1179,1,8/1/2007,Yes,YES,P,503975,ZOOC,1.5,1.5,1.5,,IM: APPEARS TO BE TWO TOWS,1,8188
NLA06608-1179,1,8/1/2007,Yes,YES,P,503976,ZOOF,1.5,1.5,1.5,,IM: APPEARS TO BE TWO TOWS,1,8188
NLA06608-1181,1,6/26/2007,Yes,YES,P,504645,ZOOC,1.8,1.8,1.2,IM,IM: TOW LENGTH MAY BE 2.4 (TWO TOWS?),1,8189
NLA06608-1181,1,6/26/2007,Yes,YES,P,504646,ZOOF,1.8,1.8,1.2,IM,IM: TOW LENGTH MAY BE 2.4 (TWO TOWS?),1,8189
NLA06608-1183,1,8/29/2007,Yes,YES,P,509465,ZOOC,12,12,11,,,1,8190
NLA06608-1183,1,8/29/2007,Yes,YES,P,509466,ZOOF,12,12,11,,,1,8190
NLA06608-1185,1,8/16/2007,Yes,YES,P,502055,ZOOC,2.4,2.4,1.9,,,1,8191
NLA06608-1185,1,8/16/2007,Yes,YES,P,502056,ZOOF,2.4,2.4,1.9,,,1,8191
NLA06608-1189,1,9/21/2007,Yes,YES,P,517525,ZOOC,8,7.9,7,,,1,8192
NLA06608-1189,1,9/21/2007,Yes,YES,P,517526,ZOOF,8,7.9,7,,,1,8192
NLA06608-1190,1,6/25/2007,Yes,YES,P,504435,ZOOC,5.3,5.3,4.8,,,1,8193
NLA06608-1190,1,6/25/2007,Yes,YES,P,504436,ZOOF,5.3,5.3,4.8,,,1,8193
NLA06608-1191,1,8/6/2007,Yes,YES,P,514635,ZOOC,2.2,2.2,1.75,,,1,8194
NLA06608-1191,1,8/6/2007,Yes,YES,P,514636,ZOOF,2.2,2.2,1.75,,,1,8194
NLA06608-1195,1,7/2/2007,Yes,YES,P,504605,ZOOC,8.9,8.9,8.3,,,,8195
NLA06608-1195,1,7/2/2007,Yes,YES,P,504606,ZOOF,8.9,8.9,8.3,,,,8195
NLA06608-1198,1,7/25/2007,Yes,YES,P,506685,ZOOC,10,10,9,,,1,8196
NLA06608-1198,1,7/25/2007,Yes,YES,P,506686,ZOOF,10,10,9,,,1,8196
NLA06608-1199,1,8/15/2007,Yes,YES,P,512755,ZOOC,11.7,11.7,11.5,,,1,8197
NLA06608-1199,1,8/15/2007,Yes,YES,P,512756,ZOOF,11.7,11.7,11.5,,,1,8197
NLA06608-1204,1,8/28/2007,Yes,YES,P,516485,ZOOC,30,30,29.5,,,1,8198
NLA06608-1204,1,8/28/2007,Yes,YES,P,516486,ZOOF,30,30,29.5,,,1,8198
NLA06608-1206,1,8/2/2007,Yes,YES,P,504045,ZOOC,2.2,2.2,2.4,F1,IM: CHANGED TOW LENGTH (1.2); TWO TOWS AT 1.2M EACH,1,8199
NLA06608-1206,1,8/2/2007,Yes,YES,P,504046,ZOOF,2.2,2.2,2.4,F1,IM: CHANGED TOW LENGTH (1.2); TWO TOWS AT 1.2M EACH,1,8199
NLA06608-1207,1,7/26/2007,Yes,YES,P,505375,ZOOC,7,7,6.5,,,1,8200
NLA06608-1207,1,7/26/2007,Yes,YES,P,505376,ZOOF,7,7,6.5,,,1,8200
NLA06608-1208,1,7/12/2007,Yes,YES,P,506075,ZOOC,3.2,3.2,2.5,,,1,8201
NLA06608-1208,1,7/12/2007,Yes,YES,P,506076,ZOOF,3.2,3.2,2.5,,,1,8201
NLA06608-1208,2,7/25/2007,Yes,NO,P,512645,ZOOC,3.4,3.4,2.9,,,1,8202
NLA06608-1208,2,7/25/2007,Yes,NO,P,512646,ZOOF,3.4,3.4,2.9,,,1,8202
NLA06608-1208,2,7/25/2007,Yes,NO,D,512675,ZOOC,3.4,3.4,2.9,,,1,8202
NLA06608-1208,2,7/25/2007,Yes,NO,D,512676,ZOOF,3.4,3.4,2.9,,,1,8202
NLA06608-1209,1,8/15/2007,Yes,YES,P,510015,ZOOC,4.5,4.5,4,,,1,8203
NLA06608-1209,1,8/15/2007,Yes,YES,P,510016,ZOOF,4.5,4.5,4,,,1,8203
