SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,MISSDATA_KM2_BSN,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,FLAG_LU_BASIN,COMMENT_LU_BASIN
NLA06608-1089,1,PROB_Lake,Target_Sampled,77.40217539,7740.217539,77.40217539,0,6.061,0,0.005,0,0,0,0,0,1.854,59.86,0.005,0,5.621,2.626,0,0,0,0.5,0.332,0.5,0,0,0,0,0.033,0,0,0,0,77.397,7.8,0,7.8,0,0,0,0,0,0,2.4,77.3,0,79.7,7.3,3.4,0.6,0.4,1,0.6,0,0.6,,
NLA06608-1091,1,PROB_Lake,Target_Sampled,1223.154329,122315.4329,1223.154329,0,136.144,0,35.724,1.473,0.072,0.007,0.696,0,0.826,0.022,0,0,10.722,658.94,0,0,0,108.257,234.951,0.074,0,0,0,0,35.248,0,0,0,0,1223.156,11.1,0,11.1,2.9,0.1,0,0,3,0.1,0.1,0,0,0.1,0.9,53.9,8.9,19.2,28.1,0,2.9,2.9,,
NLA06608-1096,1,PROB_Lake,Target_Sampled,26630.14709,2663014.709,26630.14709,0,236.931,0,388.909,51.223,5.372,1.426,5.85,0,194.747,195.137,104.225,0,129.879,21940.492,0,0,0,243.892,2095.458,188.961,0,0,0,0,847.575,0,0,0,0,26630.077,0.9,0,0.9,1.5,0.2,0,0,1.7,0,0.7,0.7,0.4,1.8,0.5,82.4,0.9,7.9,8.8,0.7,3.2,3.9,,
NLA06608-1100,1,PROB_Lake,Target_Sampled,11.61533445,1161.533445,11.61533445,0,0.714,0,2.239,4.22,0.242,0.043,0,0,2.453,0,0,0,0.095,0.498,0,0,0,0.757,0.277,0.045,0,0,0,0,0.037,0,0,0,0,11.62,6.1,0,6.1,19.3,36.3,2.1,0.4,58.1,0,21.1,0,0,21.1,0.8,4.3,6.5,2.4,8.9,0.4,0.3,0.7,,
NLA06608-1101,1,PROB_Lake,Target_Sampled,5.819602438,581.9602438,5.819602438,0,1.434,0,1.712,0.067,0,0,0,0,2.162,0.03,0.069,0,0,0.038,0,0,0,0,0.001,0.313,0,0,0,0,0,0,0,0,0,5.826,24.6,0,24.6,29.4,1.2,0,0,30.6,0,37.2,0.5,1.2,38.9,0,0.7,0,0,0,5.4,0,5.4,,
NLA06608-1102,1,PROB_Lake,Target_Sampled,0.438064855,43.80648552,0.438064855,0,0.106,0,0,0,0,0,0,0,0.12,0.19,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,24.2,0,24.2,0,0,0,0,0,0,27.4,43.4,0,70.8,5.3,0,0,0,0,0,0,0,,
NLA06608-1103,1,PROB_Lake,Target_Sampled,2540.508993,254050.8993,2540.508993,0,14.651,0,130.981,63.17,14.627,6.215,3.596,0,189.488,1.447,0.059,0,0.179,27.625,0,0,0,166.566,1914.45,0.644,0,0,0,0,6.811,0,0,0,0,2540.509,0.6,0,0.6,5.2,2.5,0.6,0.2,8.5,0.1,7.5,0.1,0,7.6,0,1.1,6.6,75.4,82,0,0.3,0.3,,
NLA06608-1107,1,PROB_Lake,Target_Sampled,6.919592846,691.9592846,6.919592846,0,1.102,0,0.114,0.003,0,0,0,0,0,0,0,0,0.12,4.962,0,0,0,0.336,0.248,0,0,0,0,0,0.032,0,0,0,0,6.917,15.9,0,15.9,1.6,0,0,0,1.6,0,0,0,0,0,1.7,71.7,4.9,3.6,8.5,0,0.5,0.5,,
NLA06608-1108,1,PROB_Lake,Target_Sampled,145.150024,14515.0024,145.150024,0,5.675,0,7.782,8.393,0.895,0.158,0.032,0,6.453,0,0,0,0,0.323,0,0,0,4.585,110.82,0,0,0,0,0,0.036,0,0,0,0,145.152,3.9,0,3.9,5.4,5.8,0.6,0.1,11.9,0,4.4,0,0,4.4,0,0.2,3.2,76.3,79.5,0,0,0,,
NLA06608-1111,1,PROB_Lake,Target_Sampled,10.49158504,1049.158504,10.49158504,0,1.035,0,0.513,0.014,0,0,0,0,0.111,0,0,0,0,1.277,0,0,0,2.247,4.837,0,0,0,0,0,0.464,0,0,0,0,10.498,9.9,0,9.9,4.9,0.1,0,0,5,0,1.1,0,0,1.1,0,12.2,21.4,46.1,67.5,0,4.4,4.4,,
NLA06608-1113,1,PROB_Lake,Target_Sampled,3395.253515,339525.3515,3395.253515,0,52.52,0,296.911,95.02,22.368,7.06,3.191,0,1900.148,346.932,104.511,0,79.7,78.804,0,0,0,385.147,13.64,9.245,0,0,0,0,0.084,0,0,0,0,3395.281,1.5,0,1.5,8.7,2.8,0.7,0.2,12.4,0.1,56,10.2,3.1,69.3,2.3,2.3,11.3,0.4,11.7,0.3,0,0.3,,
NLA06608-1114,1,PROB_Lake,Target_Sampled,1.004248587,100.4248587,1.004248587,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0.267,0,0,0,0,1.006,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,26.6,79.2,,
NLA06608-1115,1,PROB_Lake,Target_Sampled,4.724734036,472.4734036,4.724734036,0,0.501,0,0.174,1.206,1.702,0.509,0,0,0.343,0,0,0,0,0.258,0,0,0,0,0,0.028,0,0,0,0,0.005,0,0,0,0,4.726,10.6,0,10.6,3.7,25.5,36,10.8,76,0,7.3,0,0,7.3,0,5.5,0,0,0,0.6,0.1,0.7,,
NLA06608-1119,1,PROB_Lake,Target_Sampled,30.08087216,3008.087216,30.08087216,0,1.297,0,0.144,0.021,0,0,0.012,0,0,23.418,0.018,0,1.689,2.138,0,0,0,0,0,1.346,0,0,0,0,0,0,0,0,0,30.083,4.3,0,4.3,0.5,0.1,0,0,0.6,0,0,77.9,0.1,78,5.6,7.1,0,0,0,4.5,0,4.5,,
NLA06608-1120,1,PROB_Lake,Target_Sampled,2336.547827,233654.7827,2336.547827,0,15.117,0,66.615,1.725,0.256,0.055,11.915,0,1783.72,76.395,185.27,0,31.651,24.344,0,0,0,123.785,1.031,11.724,0,0,0,0,2.961,0,0,0,0,2336.564,0.6,0,0.6,2.9,0.1,0,0,3,0.5,76.3,3.3,7.9,87.5,1.4,1,5.3,0,5.3,0.5,0.1,0.6,,
NLA06608-1122,1,PROB_Lake,Target_Sampled,11.9754458,1197.54458,11.9754458,0,0.518,0,0.888,0.468,0.272,0.01,0.002,0,5.758,1.004,0.668,0,0.081,0,0,0,0,0.954,0.073,0.853,0,0,0,0,0.428,0,0,0,0,11.977,4.3,0,4.3,7.4,3.9,2.3,0.1,13.7,0,48.1,8.4,5.6,62.1,0.7,0,8,0.6,8.6,7.1,3.6,10.7,,
NLA06608-1124,1,PROB_Lake,Target_Sampled,2.173676832,217.3676832,2.173676832,0,1.481,0,0,0,0,0,0,0,0,0.017,0,0,0.068,0.512,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,2.173,68.1,0,68.1,0,0,0,0,0,0,0,0.8,0,0.8,3.1,23.6,0,0,0,0,4.4,4.4,,
NLA06608-1125,1,PROB_Lake,Target_Sampled,11.50018456,1150.018456,11.50018456,0,0.878,0,0.545,0.172,0.037,0,0.031,0,3.528,1.034,0.221,0,0.225,0.088,0,0,0,3.588,0.231,0.675,0,0,0,0,0.25,0,0,0,0,11.503,7.6,0,7.6,4.7,1.5,0.3,0,6.5,0.3,30.7,9,1.9,41.6,2,0.8,31.2,2,33.2,5.9,2.2,8.1,,
NLA06608-1129,1,PROB_Lake,Target_Sampled,184.2098932,18420.98932,184.2098932,0,0.207,0,0.589,0.005,0,0,0.185,0,0,181.319,0,0,0.525,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.198,0.1,0,0.1,0.3,0,0,0,0.3,0.1,0,98.4,0,98.4,0.3,0.7,0,0,0,0,0,0,,
NLA06608-1130,1,PROB_Lake,Target_Sampled,1043.763883,104376.3883,1043.763883,0,13.049,0,49.547,20.288,3.152,1.09,2.139,0,165.083,3.281,3.746,0,2.517,12.261,0,0,0,206.229,445.834,114.476,0,0,0,0,1.066,0,0,0,0,1043.758,1.3,0,1.3,4.7,1.9,0.3,0.1,7,0.2,15.8,0.3,0.4,16.5,0.2,1.2,19.8,42.7,62.5,11,0.1,11.1,,
NLA06608-1131,1,PROB_Lake,Target_Sampled,26.06754629,2606.754629,26.06754629,0,3.356,0,2.626,2.097,1.141,0.726,0.006,0,0.901,0.043,0,0,0,0.358,0,0,0,2.878,5.049,6.725,0,0,0,0,0.155,0,0,0,0,26.061,12.9,0,12.9,10.1,8,4.4,2.8,25.3,0,3.5,0.2,0,3.7,0,1.4,11,19.4,30.4,25.8,0.6,26.4,,
NLA06608-1134,1,PROB_Lake,Target_Sampled,93.44886115,9344.886115,93.44886115,0,13.895,0,0.871,0.136,0.005,0,0.005,0,61.21,7.212,0.009,0,1.711,0.972,0,0,0,1.489,0.149,1.685,0,0,0,0,4.109,0,0,0,0,93.458,14.9,0,14.9,0.9,0.1,0,0,1,0,65.5,7.7,0,73.2,1.8,1,1.6,0.2,1.8,1.8,4.4,6.2,,
NLA06608-1141,1,PROB_Lake,Target_Sampled,3.18938664,318.938664,3.18938664,0,0.812,0,0.614,0.393,0.028,0,0.023,0,0,0,0,0,0.906,0.33,0,0,0,0,0,0.036,0,0,0,0,0.05,0,0,0,0,3.192,25.5,0,25.5,19.3,12.3,0.9,0,32.5,0.7,0,0,0,0,28.4,10.3,0,0,0,1.1,1.6,2.7,,
NLA06608-1143,1,PROB_Lake,Target_Sampled,3.829655314,382.9655314,3.829655314,0,0.076,0,0.153,0,0,0,0,0,2.794,0.136,0.039,0,0.016,0.095,0,0,0,0.256,0.109,0.005,0,0,0,0,0.149,0,0,0,0,3.828,2,0,2,4,0,0,0,4,0,73,3.6,1,77.6,0.4,2.5,6.7,2.8,9.5,0.1,3.9,4,,
NLA06608-1145,1,PROB_Lake,Target_Sampled,7.562082983,756.2082983,7.562082983,0,0.625,0,0,0.005,0.003,0,0.09,0,1.604,0,0,0,0,0,0,0,0,2.543,2.525,0.082,0,0,0,0,0.088,0,0,0,0,7.565,8.3,0,8.3,0,0.1,0,0,0.1,1.2,21.2,0,0,21.2,0,0,33.6,33.4,67,1.1,1.2,2.3,,
NLA06608-1147,1,PROB_Lake,Target_Sampled,0.986480235,98.64802354,0.986480235,0,0.692,0,0.025,0.129,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.01,0,0,0,0,0.005,0,0,0,0,0.993,70.1,0,70.1,2.5,13.1,2.4,0,18,0,0,0,0,0,0,0,0,10.9,10.9,1,0.5,1.5,,
NLA06608-1148,1,PROB_Lake,Target_Sampled,119.8596538,11985.96538,119.8596538,0,3.981,0,0,0,0,0,0,0,0.009,0.006,0,0,0,104.621,0,0,0,0,0,0.122,0,0,0,0,11.113,0,0,0,0,119.852,3.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,87.3,0,0,0,0.1,9.3,9.4,,
NLA06608-1150,1,PROB_Lake,Target_Sampled,2.203066385,220.3066385,2.203066385,0,0.452,0,0,0,0,0,0,0,0.386,1.183,0.05,0,0.109,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,2.204,20.5,0,20.5,0,0,0,0,0,0,17.5,53.7,2.3,73.5,4.9,0,0,0,0,1.1,0,1.1,IM,Original lake [Ruby L.] was substituted with Lamb L.
NLA06608-1151,1,PROB_Lake,Target_Sampled,87.58681644,8758.681644,87.58681644,0,0.649,0,0.301,0.041,0,0,0.132,0,0.107,66.961,0,0,0.025,18.525,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,87.601,0.7,0,0.7,0.3,0,0,0,0.3,0.2,0.1,76.5,0,76.6,0,21.2,0,0,0,0,1,1,,
NLA06608-1153,1,PROB_Lake,Target_Sampled,447.5567935,44755.67935,447.5567935,0,29.444,3.87,2.118,0.046,0,0,29.345,0,2.651,287.037,5.014,0,78.808,9.065,0,0,0,0.058,0,0.095,0,0,0,0,0.005,0,0,0,0,447.556,6.6,0.9,7.5,0.5,0,0,0,0.5,6.6,0.6,64.1,1.1,65.8,17.6,2,0,0,0,0,0,0,,
NLA06608-1155,1,PROB_Lake,Target_Sampled,0.444151628,44.41516282,0.444151628,0,0.34,0,0.014,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0.016,0,0,0,0,0,0,0.006,0,0,0,0,0.452,76.6,0,76.6,3.2,0,0,0,3.2,0,0,0,0,0,0,17.1,3.6,0,3.6,0,1.4,1.4,,
NLA06608-1162,1,PROB_Lake,Target_Sampled,14.00333856,1400.333856,14.00333856,0,1.181,0,0.634,0.217,0,0,0,0,3.612,0.18,0.2,0,0.034,0.531,0,0,0,0.208,0.142,6.377,0,0,0,0,0.686,0,0,0,0,14.002,8.4,0,8.4,4.5,1.5,0,0,6,0,25.8,1.3,1.4,28.5,0.2,3.8,1.5,1,2.5,45.5,4.9,50.4,,
NLA06608-1163,1,PROB_Lake,Target_Sampled,1.741474157,174.1474157,1.741474157,0,0.174,0,0.098,0.032,0,0,0,0,0.185,0,0,0,0.004,0.161,0,0,0,0.126,0.937,0.023,0,0,0,0,0,0,0,0,0,1.74,10,0,10,5.6,1.8,0,0,7.4,0,10.6,0,0,10.6,0.2,9.2,7.2,53.8,61,1.3,0,1.3,,
NLA06608-1164,1,PROB_Lake,Target_Sampled,32.74993152,3274.993152,32.74993152,0,1.733,0,1.298,0.005,0.013,0,0,0,20.644,0,0,0,0,7.538,0,0,0,1.33,0.194,0,0,0,0,0,0,0,0,0,0,32.755,5.3,0,5.3,4,0,0,0,4,0,63,0,0,63,0,23,4.1,0.6,4.7,0,0,0,,
NLA06608-1166,1,PROB_Lake,Target_Sampled,4.936849886,493.6849886,4.936849886,0,0.367,0,0.487,0,0,0,0,0,2.27,0.226,1.085,0,0.006,0.013,0,0,0,0,0,0.448,0,0,0,0,0.034,0,0,0,0,4.936,7.4,0,7.4,9.9,0,0,0,9.9,0,46,4.6,22,72.6,0.1,0.3,0,0,0,9.1,0.7,9.8,,
NLA06608-1167,1,PROB_Lake,Target_Sampled,5.923598128,592.3598128,5.923598128,0,2.246,0,0.681,0.389,0.055,0.01,0.005,0,1.078,0.021,0.063,0,0.005,0.035,0,0,0,0.723,0.241,0.241,0,0,0,0,0.134,0,0,0,0,5.927,37.9,0,37.9,11.5,6.6,0.9,0.2,19.2,0.1,18.2,0.4,1.1,19.7,0.1,0.6,12.2,4.1,16.3,4.1,2.3,6.4,,
NLA06608-1170,1,PROB_Lake,Target_Sampled,318.6738627,31867.38627,318.6738627,0,1.069,0,1.301,0.114,0,0,0.207,0,117.836,36.082,1.078,0,159.14,1.722,0,0,0,0.02,0,0.007,0,0,0,0,0.093,0,0,0,0,318.669,0.3,0,0.3,0.4,0,0,0,0.4,0.1,37,11.3,0.3,48.6,49.9,0.5,0,0,0,0,0,0,,
NLA06608-1172,1,PROB_Lake,Target_Sampled,0.586271121,58.62711212,0.586271121,0,0.06,0,0.023,0,0,0,0,0,0.345,0.033,0.004,0,0,0.016,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0.586,10.2,0,10.2,3.9,0,0,0,3.9,0,58.8,5.6,0.7,65.1,0,2.7,0,17.9,17.9,0,0,0,,
NLA06608-1174,1,PROB_Lake,Target_Sampled,166.5280659,16652.80659,166.5280659,0.611,5.556,0,1.478,0.607,0.097,0.014,0.257,0,38.35,56.905,45.23,0,9.629,1.197,0,0,0,0,0.145,5.798,0,0,0,0,0.658,0,0,0,0,166.532,3.3,0,3.3,0.9,0.4,0.1,0,1.4,0.2,23,34.2,27.2,84.4,5.8,0.7,0,0.1,0.1,3.5,0.4,3.9,,
NLA06608-1175,1,PROB_Lake,Target_Sampled,46.77451932,4677.451932,46.77451932,0,7.954,0,0.885,1.185,0.032,0,0,0,3.206,0.026,0.024,0,0.239,0.32,0,0,0,4.737,26.582,0.053,0,0,0,0,1.516,0,0,0,0,46.759,17,0,17,1.9,2.5,0.1,0,4.5,0,6.9,0.1,0.1,7.1,0.5,0.7,10.1,56.8,66.9,0.1,3.2,3.3,,
NLA06608-1177,1,PROB_Lake,Target_Sampled,51.5615065,5156.15065,51.5615065,0,0.319,0,4.343,5.3,0.527,0.04,3.761,0,4.91,13.264,0.773,0,0.641,11.447,0,0,0,0.237,1.709,4.172,0,0,0,0,0.129,0,0,0,0,51.572,0.6,0,0.6,8.4,10.3,1,0.1,19.8,7.3,9.5,25.7,1.5,36.7,1.2,22.2,0.5,3.3,3.8,8.1,0.3,8.4,,
NLA06608-1179,1,PROB_Lake,Target_Sampled,5.625694585,562.5694585,5.625694585,0,0.802,0,0.473,0.466,0.023,0,0,0,1.078,0,0,0,0,0.502,0,0,0,0.546,1.722,0.011,0,0,0,0,0.005,0,0,0,0,5.628,14.3,0,14.3,8.4,8.3,0.4,0,17.1,0,19.2,0,0,19.2,0,8.9,9.7,30.6,40.3,0.2,0.1,0.3,,
NLA06608-1181,1,PROB_Lake,Target_Sampled,19.28649704,1928.649704,19.28649704,0,0.404,0,1.572,0.624,0.293,0.023,0.086,0,4.469,2.543,1.346,0,0.354,2.012,0,0,0,4.199,0.979,0.387,0,0,0,0,0.005,0,0,0,0,19.296,2.1,0,2.1,8.2,3.2,1.5,0.1,13,0.4,23.2,13.2,7,43.4,1.8,10.4,21.8,5.1,26.9,2,0,2,,
NLA06608-1183,1,PROB_Lake,Target_Sampled,1.225851977,122.5851977,1.225851977,0,0.087,0,0,0,0,0,0.475,0,0,0.278,0,0,0.185,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,7.1,0,7.1,0,0,0,0,0,38.7,0,22.7,0,22.7,15.1,16.4,0,0,0,0,0,0,,
NLA06608-1185,1,PROB_Lake,Target_Sampled,38.78746926,3878.746926,38.78746926,0,2.503,0,4.218,14.315,11.093,4.165,0,0,0,0.281,0,0,0.439,0,0,0,0,0,0,1.064,0,0,0,0,0.711,0,0,0,0,38.789,6.5,0,6.5,10.9,36.9,28.6,10.7,87.1,0,0,0.7,0,0.7,1.1,0,0,0,0,2.7,1.8,4.5,,
NLA06608-1189,1,PROB_Lake,Target_Sampled,3.971235957,397.1235957,3.971235957,0,0.305,0,0.313,0.015,0,0.005,0,0,1.823,0.542,0.736,0,0,0.014,0,0,0,0.139,0.003,0.069,0,0,0,0,0.005,0,0,0,0,3.969,7.7,0,7.7,7.9,0.4,0,0.1,8.4,0,45.9,13.6,18.5,78,0,0.4,3.5,0.1,3.6,1.7,0.1,1.8,,
NLA06608-1190,1,PROB_Lake,Target_Sampled,713.0708887,71307.08887,713.0708887,0,12.036,0,39.507,32.794,11.129,3.579,15.433,0,14.894,248.701,66.879,0,63.273,46.672,0,0,0,111.393,11.124,21.832,0,0,0,0,13.836,0,0,0,0,713.082,1.7,0,1.7,5.5,4.6,1.6,0.5,12.2,2.2,2.1,34.9,9.4,46.4,8.9,6.5,15.6,1.6,17.2,3.1,1.9,5,,
NLA06608-1191,1,PROB_Lake,Target_Sampled,21.09878954,2109.878954,21.09878954,0,0.203,0,2.236,0.684,0.546,0.114,0.037,0,0.517,0.011,0,0,7.321,7.606,0,0,0,0.723,0.912,0.185,0,0,0,0,0,0,0,0,0,21.095,1,0,1,10.6,3.2,2.6,0.5,16.9,0.2,2.5,0.1,0,2.6,34.7,36,3.4,4.3,7.7,0.9,0,0.9,,
NLA06608-1195,1,PROB_Lake,Target_Sampled,16.17180275,1617.180275,16.17180275,0,1.418,0,2.143,0.351,0.01,0,0,0,2.579,0.124,0,0,0.023,0.139,0,0,0,0.903,7.747,0.594,0,0,0,0,0.143,0,0,0,0,16.174,8.8,0,8.8,13.3,2.2,0.1,0,15.6,0,15.9,0.8,0,16.7,0.1,0.9,5.6,47.9,53.5,3.7,0.9,4.6,,
NLA06608-1198,1,PROB_Lake,Target_Sampled,3.115241485,311.5241485,3.115241485,0,0.449,0,0.088,0.013,0,0,0,0,1.103,0.098,0.006,0,0,0.183,0,0,0,0.314,0.774,0,0,0,0,0,0.085,0,0,0,0,3.113,14.4,0,14.4,2.8,0.4,0,0,3.2,0,35.4,3.1,0.2,38.7,0,5.9,10.1,24.8,34.9,0,2.7,2.7,,
NLA06608-1199,1,PROB_Lake,Target_Sampled,50.20492541,5020.492541,50.20492541,0,0.773,0,4.185,1.187,0.271,0.097,0,0,10.589,0.257,0,0,0.014,0.197,0,0,0,4.116,28.439,0.015,0,0,0,0,0.067,0,0,0,0,50.207,1.5,0,1.5,8.3,2.4,0.5,0.2,11.4,0,21.1,0.5,0,21.6,0,0.4,8.2,56.6,64.8,0,0.1,0.1,,
NLA06608-1204,1,PROB_Lake,Target_Sampled,3769.317995,376931.7995,3769.317995,0,187.948,0,140.762,41.774,11.299,4.796,1.509,0,1522.549,787.913,583.223,0,19.166,59.818,0,0,0,392.074,1.998,14.018,0,0,0,0,0.502,0,0,0,0,3769.349,5,0,5,3.7,1.1,0.3,0.1,5.2,0,40.4,20.9,15.5,76.8,0.5,1.6,10.4,0.1,10.5,0.4,0,0.4,,
NLA06608-1206,1,PROB_Lake,Target_Sampled,1.798939236,179.8939236,1.798939236,0,0.098,0,0.074,0,0,0,0,0,0.528,0.131,0.171,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0.023,0,0,0,0,1.799,5.4,0,5.4,4.1,0,0,0,4.1,0,29.4,7.3,9.5,46.2,0,0,0,0,0,43,1.3,44.3,,
NLA06608-1207,1,PROB_Lake,Target_Sampled,15.65093548,1565.093548,15.65093548,0,0.509,0,0.808,0.024,0.001,0,0,0,2.481,0.147,0.006,0,0.007,0.355,0,0,0,5.894,4.81,0.03,0,0,0,0,0.582,0,0,0,0,15.654,3.3,0,3.3,5.2,0.2,0,0,5.4,0,15.9,0.9,0,16.8,0,2.3,37.7,30.7,68.4,0.2,3.7,3.9,,
NLA06608-1208,1,PROB_Lake,Target_Sampled,7.855245805,785.5245805,7.855245805,0,0.149,0,0.251,0.018,0,0,0,0,0.347,0.005,0,0,0.007,3.234,0,0,0,0.103,3.739,0.005,0,0,0,0,0,0,0,0,0,7.858,1.9,0,1.9,3.2,0.2,0,0,3.4,0,4.4,0.1,0,4.5,0.1,41.2,1.3,47.6,48.9,0.1,0,0.1,,
NLA06608-1209,1,PROB_Lake,Target_Sampled,197.3240618,19732.40618,197.3240618,0,7.876,0,23.751,3.72,2.56,0.691,0.051,0,83.566,14.838,2.76,0,2.444,0.352,0,0,0,0.377,0.082,52.648,0,0,0,0,1.62,0,0,0,0,197.336,4,0,4,12,1.9,1.3,0.4,15.6,0,42.3,7.5,1.4,51.2,1.2,0.2,0.2,0,0.2,26.7,0.8,27.5,,
NLA06608-1210,1,PROB_Lake,Target_Sampled,65.96180387,6596.180387,65.96180387,0,1.976,0,2.884,0.05,0,0,0.044,0,0.181,0,0,0,0,23.478,0,0,0,1.35,32.239,0.05,0,0,0,0,3.726,0,0,0,0,65.978,3,0,3,4.4,0.1,0,0,4.5,0.1,0.3,0,0,0.3,0,35.6,2,48.9,50.9,0.1,5.6,5.7,,
NLA06608-1217,1,PROB_Lake,Target_Sampled,254.020112,25402.0112,254.020112,0,4.764,0,0.028,0,0,0,0.006,0,0.014,201.02,0,0,38.431,5.442,0,0,0,0.202,0.013,2.276,0,0,0,0,1.821,0,0,0,0,254.017,1.9,0,1.9,0,0,0,0,0,0,0,79.1,0,79.1,15.1,2.1,0.1,0,0.1,0.9,0.7,1.6,,
NLA06608-1219,1,PROB_Lake,Target_Sampled,90.22211516,9022.211516,90.22211516,0,9.515,0,2.605,0.005,0,0,0,0,0.018,0,0,0,0,53.365,0,0,0,7.566,13,0.092,0,0,0,0,4.053,0,0,0,0,90.219,10.5,0,10.5,2.9,0,0,0,2.9,0,0,0,0,0,0,59.1,8.4,14.4,22.8,0.1,4.5,4.6,,
NLA06608-1220,1,PROB_Lake,Target_Sampled,11.46526755,1146.526755,11.46526755,0,0.577,0,0.275,0.005,0,0,0,0,7.312,1.622,0,0,0.099,1.164,0,0,0,0.07,0.261,0.058,0,0,0,0,0.029,0,0,0,0,11.472,5,0,5,2.4,0,0,0,2.4,0,63.8,14.1,0,77.9,0.9,10.2,0.6,2.3,2.9,0.5,0.3,0.8,,
NLA06608-1222,1,PROB_Lake,Target_Sampled,16.05111031,1605.111031,16.05111031,0,3.496,0,3.477,4.341,1.182,0.119,0.045,0,1.035,1.061,0.719,0,0.005,0.014,0,0,0,0.041,0.046,0.464,0,0,0,0,0.005,0,0,0,0,16.05,21.8,0,21.8,21.7,27,7.4,0.7,56.8,0.3,6.4,6.6,4.5,17.5,0,0.1,0.3,0.3,0.6,2.9,0,2.9,,
NLA06608-1223,1,PROB_Lake,Target_Sampled,2.256445349,225.6445349,2.256445349,0,0.664,0,0.157,0.004,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0.817,0.316,0,0,0,0,0.079,0,0,0,0,2.258,29.4,0,29.4,7,0.2,0,0,7.2,0,0,0,0,0,0,9.8,0,36.2,36.2,14,3.5,17.5,,
NLA06608-1224,1,PROB_Lake,Target_Sampled,1.390126518,139.0126518,1.390126518,0,0.725,0,0.219,0.188,0.009,0,0,0,0.035,0,0,0,0,0.165,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,1.396,52.2,0,52.2,15.8,13.5,0.6,0,29.9,0,2.5,0,0,2.5,0,11.9,4,0,4,0,0,0,,
NLA06608-1227,1,PROB_Lake,Target_Sampled,0.193062762,19.30627621,0.193062762,0,0.149,0,0.013,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.195,77.2,0,77.2,6.7,9.3,0,0,16,0,0,0,0,0,0,0,0,7.8,7.8,0,0,0,,
NLA06608-1232,1,PROB_Lake,Target_Sampled,0.57868408,57.86840797,0.57868408,0,0.102,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0.342,0.041,0,0,0,0,0,0,0,0,0,0,0.58,17.6,0,17.6,0,0,0,0,0,0,16.4,0,0,16.4,0,0,59.1,7.1,66.2,0,0,0,,
NLA06608-1236,1,PROB_Lake,Target_Sampled,0.845246823,84.52468231,0.845246823,0,0.176,0,0,0,0,0,0,0,0,0.039,0,0,0.045,0.574,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.845,20.8,0,20.8,0,0,0,0,0,0,0,4.6,0,4.6,5.3,67.9,0,0,0,0,1.3,1.3,,
