SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_OE5,INDXSAMP_OE5,OE5,OE5_COND,OE5_COND_985,OE5_COND_R,SHORT_ID,FLAG_OE5,COMMENT_OE5
NLA06608-0881,1,PROB_Lake,Target_Sampled,Target,44.6802987,-118.0456408,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,17,17050203,,,YES,YES,YES,0.695923,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0892
NLA06608-0885,1,PROB_Lake,Target_Sampled,Target,33.7473298,-117.4401855,CA,Region_9,"(20,50]",,NLALake,Panel_1,"XER_CA_(20,50]",0.01046245,94.65980894,56.5809445,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,N,18,18070203,,,YES,YES,YES,0.393728,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0895
NLA06608-0889,1,PROB_Lake,Target_Sampled,Target,41.2183979,-116.5205894,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,16,16040106,,,YES,YES,YES,0.348937,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0898
NLA06608-0890,1,PROB_Lake,Target_Sampled,Target,48.0423761,-90.4120638,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,N,4,4010101,,,YES,YES,YES,0.963587,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0899
NLA06608-0891,1,PROB_Lake,Target_Sampled,Target,41.2273976,-103.8250886,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,Y,10,10190016,,,YES,YES,YES,1.037286,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0900
NLA06608-0893,1,PROB_Lake,Target_Sampled,Target,40.4600301,-81.1628318,OH,Region_5,>100,,NLALake,Panel_1,SAP_OH_>100,0.07238701,13.68164476,11.7188751,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5040001,,,YES,YES,YES,0.737934,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0902
NLA06608-0895,1,PROB_Lake,Target_Sampled,Target,34.3602432,-109.3628312,AZ,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0255524,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,N,15,15020002,,,YES,YES,YES,0.11393,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0903
NLA06608-0899,1,PROB_Lake,Target_Sampled,Target,46.6496238,-99.4213905,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,N,10,10130103,,,YES,YES,YES,0.432845,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0906
NLA06608-0900,1,PROB_Lake,Target_Sampled,Target,38.7232253,-88.7625553,IL,Region_5,>100,,NLALake,Panel_1,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,5,5120115,,,YES,YES,YES,1.155192,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0907
NLA06608-0904,1,PROB_Lake,Target_Sampled,Target,42.3071251,-96.3316497,IA,Region_7,"(50,100]",,NLALake,Panel_1,"TPL_IA_(50,100]",0.070578,14.03232502,6.0840844,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,10,10230001,,,YES,YES,YES,1.038651,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0911
NLA06608-0905,1,PROB_Lake,Target_Sampled,Target,39.171602,-119.9011897,NV,Region_9,>100,,NLALake,Panel_1,WMT_NV_>100,0.13847733,7.15188087,1.117669,NV,YES,WMTNS,WMT,5,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,16,16050101,,,YES,YES,YES,0.724776,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0912
NLA06608-0906,1,PROB_Lake,Target_Sampled,Target,43.643345,-110.796597,WY,Region_8,>100,,NLALake,Panel_1,WMT_WY_>100,0.03629176,27.28920443,10.8267703,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,N,17,17040103,,,YES,YES,YES,1.209855,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0913
NLA06608-0913,1,PROB_Lake,Target_Sampled,Target,46.3689519,-69.2277475,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,Y,1,1010002,,,YES,YES,YES,0.99827,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0919
NLA06608-0914,1,PROB_Lake,Target_Sampled,Target,44.7665922,-67.6993025,ME,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_ME_(50,100]",0.01182655,83.74149819,61.8491507,ME,NO,EHIGH,NAP,82,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,N,1,1050002,,,YES,YES,YES,1.206674,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0920
NLA06608-0915,1,PROB_Lake,Target_Sampled,Target,47.5788475,-96.2353185,MN,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,545.0266745,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,Y,9,9020301,,,YES,YES,YES,0.911419,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0921
NLA06608-0916,1,PROB_Lake,Target_Sampled,Target,38.7913328,-105.1064368,CO,Region_8,"(10,20]",,NLALake,Panel_1,"WMT_CO_(10,20]",0.0113498,87.25911134,37.607674,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,11,11020002,,,YES,YES,YES,0.715241,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0922
NLA06608-0918,1,PROB_Lake,Target_Sampled,Target,45.6353649,-70.3547825,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,N,1,1030001,,,YES,YES,YES,0.969298,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0924
NLA06608-0921,1,PROB_Lake,Target_Sampled,Target,35.9544319,-78.5780997,NC,Region_4,"(10,20]",,NLALake,Panel_1,"SAP_NC_(10,20]",0.01583417,62.54658929,47.4194014,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3020201,,,YES,YES,YES,1.09178,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0927
NLA06608-0922,1,PROB_Lake,Target_Sampled,Target,44.4668072,-106.7540577,WY,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.1080177,WY,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,Y,10,10090206,,,YES,YES,YES,0.417545,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0928
NLA06608-0924,1,PROB_Lake,Target_Sampled,Target,42.5326387,-100.5912717,NE,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_NE_(10,20]",0.01633285,60.63690753,15.4938257,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,N,10,10150004,,,YES,YES,YES,0.700442,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0929
NLA06608-0925,1,PROB_Lake,Target_Sampled,Target,36.1120438,-114.4484101,NV,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.2242451,NV,YES,WMTNS,XER,14,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,N,15,15010015,,,YES,YES,YES,0.682897,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0930
NLA06608-0926,1,PROB_Lake,Target_Sampled,Target,46.278362,-91.0361196,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,N,7,7030002,,,YES,YES,YES,0.652581,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0931
NLA06608-0927,1,PROB_Lake,Target_Sampled,Target,40.1926207,-109.6839624,UT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,XER,20,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,N,14,14060002,,,YES,YES,YES,1.138814,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0932
NLA06608-0929,1,PROB_Lake,Target_Sampled,Target,46.1796755,-113.2957121,MT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,17,17010202,,,YES,YES,YES,1.203044,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0934
NLA06608-0930,1,PROB_Lake,Target_Sampled,Target,43.5342474,-71.50525,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,N,1,1070002,,,YES,YES,YES,0.87872,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0935
NLA06608-0933,1,PROB_Lake,Target_Sampled,Target,43.9276275,-118.1504274,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,TRASH,N,17,17050116,,,YES,YES,YES,0.928774,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0937
NLA06608-0934,1,PROB_Lake,Target_Sampled,Target,43.7361272,-122.0382458,OR,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.7503618,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,N,17,17090001,,,YES,YES,YES,0.917055,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0938
NLA06608-0935,1,PROB_Lake,Target_Sampled,Target,44.6510154,-93.4604842,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,7,7020012,,,YES,YES,YES,1.027786,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0939
NLA06608-0938,1,PROB_Lake,Target_Sampled,Target,43.2310607,-86.2884379,MI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,4,4060102,,,YES,YES,YES,0.702496,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0941
NLA06608-0940,1,PROB_Lake,Target_Sampled,Target,41.9574059,-103.5255076,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10180009,,,YES,YES,YES,0.459215,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0943
NLA06608-0942,1,PROB_Lake,Target_Sampled,Target,47.0714362,-94.6024727,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,N,7,7010102,,,YES,YES,YES,1.197626,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0944
NLA06608-0943,1,PROB_Lake,Target_Sampled,Target,34.8073112,-84.2659692,GA,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.1803163,GA,NO,EHIGH,SAP,66,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,REF,Y,6,6020003,,,YES,YES,YES,1.226921,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0945
NLA06608-0944,1,PROB_Lake,Target_Sampled,Target,48.206536,-108.0879027,MT,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_MT_(50,100]",0.10661014,9.28967368,2.0094515,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,N,10,10050004,,,YES,YES,YES,0.51978,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0946
NLA06608-0946,1,PROB_Lake,Target_Sampled,Target,41.8399634,-72.196127,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,NO,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,N,1,1100002,,,YES,YES,YES,1.051285,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0948
NLA06608-0950,1,PROB_Lake,Target_Sampled,Target,43.1677407,-108.1947009,WY,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.1080177,WY,NO,WMTNS,XER,18,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,10,10080001,,,YES,YES,YES,1.018776,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0951
NLA06608-0955,1,PROB_Lake,Target_Sampled,Target,41.1763129,-105.2328863,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,10,10190009,,,YES,YES,YES,1.12934,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0956
NLA06608-0957,1,PROB_Lake,Target_Sampled,Target,39.3013998,-80.5600871,WV,Region_3,"(10,20]",,NLALake,Panel_1,"SAP_WV_(10,20]",0.18529349,5.34489036,16.3061783,WV,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5020002,,,YES,YES,YES,1.132554,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0958
NLA06608-0958,1,PROB_Lake,Target_Sampled,Target,47.5916096,-93.3916489,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,7,7010103,,,YES,YES,YES,0.906001,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0959
NLA06608-0961,1,PROB_Lake,Target_Sampled,Target,47.4893946,-116.6865573,ID,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_ID_(50,100]",0.08376757,11.82287299,3.6649509,ID,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,N,17,17010303,,,YES,YES,YES,1.235863,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0961
NLA06608-0962,1,PROB_Lake,Target_Sampled,Target,41.5181689,-111.7317,UT,Region_8,"(50,100]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,16,16010203,,,YES,YES,YES,1.334463,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0962
NLA06608-0967,1,PROB_Lake,Target_Sampled,Target,43.8008911,-99.2377129,SD,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_SD_(20,50]",0.03729926,26.55209519,13.413073,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10140101,,,YES,YES,YES,0.37128,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0964,,
NLA06608-0968,1,PROB_Lake,Target_Sampled,Target,42.7317429,-94.9005843,IA,Region_7,"(50,100]",,NLALake,Panel_1,"TPL_IA_(50,100]",0.070578,14.03232502,6.0840844,IA,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,7,7100006,,,YES,YES,YES,0.897055,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,1:LEAST DISTURBED,L0965,,
NLA06608-0970,1,PROB_Lake,Target_Sampled,Target,43.0004446,-109.8706018,WY,Region_8,>100,,NLALake,Panel_1,WMT_WY_>100,0.03629176,27.28920443,10.8267703,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,Y,14,14040102,,,YES,YES,YES,0.835152,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0967,,
NLA06608-0971,1,PROB_Lake,Target_Sampled,Target,40.1169315,-85.2840692,IN,Region_5,>100,,NLALake,Panel_1,TPL_IN_>100,0.04197807,23.59263768,7.3827799,IN,NO,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,5,5120201,,,YES,YES,YES,0.79289,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0968,,
NLA06608-0972,1,PROB_Lake,Target_Sampled,Target,35.5285738,-98.025785,OK,Region_6,"(20,50]",,NLALake,Panel_1,"SPL_OK_(20,50]",0.02910147,34.0317304,9.3464996,OK,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,N,11,11100301,,,YES,YES,YES,0.832268,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0969,,
NLA06608-0974,1,PROB_Lake,Target_Sampled,Target,46.4756852,-88.1918862,MI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MI_(50,100]",0.01571023,63.04002137,34.3891184,MI_UP,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,N,4,4030107,,,YES,YES,YES,0.971189,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0971,,
NLA06608-0979,1,PROB_Lake,Target_Sampled,Target,43.7680287,-103.5206581,SD,Region_8,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,10,10120109,,,YES,YES,YES,0.938864,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0975,,
NLA06608-0980,1,PROB_Lake,Target_Sampled,Target,37.3956474,-88.6847527,IL,Region_5,"(20,50]",,NLALake,Panel_1,"TPL_IL_(20,50]",0.0118969,83.24632031,50.0141131,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,Y,5,5140203,,,YES,YES,YES,0.971296,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0976,,
NLA06608-0982,1,PROB_Lake,Target_Sampled,Target,44.4465147,-71.8113302,VT,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_VT_(50,100]",0.09254411,10.70163559,31.8272293,VT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,N,1,1080101,,,YES,YES,YES,0.925366,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0978,,
NLA06608-0984,1,PROB_Lake,Target_Sampled,Target,33.8853612,-94.9395246,OK,Region_6,"(10,20]",,NLALake,Panel_1,"CPL_OK_(10,20]",0.0053716,184.3720944,50.6360882,OK,NO,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,11,11140106,,,YES,"YES, PARTIAL",YES,0.558546,9:NO DATA,9:NO DATA,9:NO DATA,L0980,X,Incomplete zooplankton data-- O/E value likely invalid
NLA06608-0986,1,PROB_Lake,Target_Sampled,Target,31.3004608,-89.434728,MS,Region_4,"(50,100]",,NLALake,Panel_1,"CPL_MS_(50,100]",0.01841043,53.79415472,26.6197449,MS,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,N,3,3170007,,,YES,YES,YES,0.881639,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0982,,
NLA06608-0987,1,PROB_Lake,Target_Sampled,Target,41.5778835,-85.6635443,IN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_IN_(10,20]",0.01889863,52.40451623,16.3988026,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,4,4050001,,,YES,YES,YES,0.916377,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0983,,
NLA06608-0989,1,PROB_Lake,Target_Sampled,Target,37.1226973,-77.6360547,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,Y,3,3010201,,,YES,YES,YES,1.000882,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0985,,
NLA06608-0990,1,PROB_Lake,Target_Sampled,Target,46.2366797,-94.3398118,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,SO-SO,N,7,7010104,,,YES,YES,YES,1.063603,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0986,,
NLA06608-0993,1,PROB_Lake,Target_Sampled,Target,44.1540395,-74.4447578,NY,Region_2,"(50,100]",,NLALake,Panel_1,"NAP_NY_(50,100]",0.01175247,84.26938156,90.5564413,NY,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,N,4,4150305,,,YES,YES,YES,0.646316,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0988,,
NLA06608-0994,1,PROB_Lake,Target_Sampled,Target,43.100635,-72.0886159,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,N,1,1070003,,,YES,YES,YES,0.878079,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0989,,
