SITE_ID,YEAR,VISIT_NO,DATE_PROFILE,SAMPLED_PROFILE,DEPTH,METALIMNION,TEMP_FIELD,DO_FIELD,PH_FIELD,COND_FIELD,FLAG_PROFILE,COMMENT_PROFILE
NLA06608-1047,2007,1,6/26/2007,YES,15,,18.4,0.1,6.1,94,,
NLA06608-1047,2007,1,6/26/2007,YES,16,,18.2,0.1,6.1,102,,
NLA06608-1052,2007,1,6/27/2007,YES,0,,25.3,9.19,8.28,938,,
NLA06608-1052,2007,1,6/27/2007,YES,1,,25.5,8.89,8.38,938,,
NLA06608-1052,2007,1,6/27/2007,YES,2,,25.5,9.11,8.4,937,,
NLA06608-1052,2007,1,6/27/2007,YES,3,,25.5,9.18,8.41,937,,
NLA06608-1052,2007,1,6/27/2007,YES,4,,25.5,8.82,8.41,937,,
NLA06608-1052,2007,1,6/27/2007,YES,5,,25.5,8.1,8.38,938,,
NLA06608-1052,2007,1,6/27/2007,YES,6,,24.7,3.36,8.03,945,,
NLA06608-1052,2007,1,6/27/2007,YES,7,,24.3,2.28,7.83,944,,
NLA06608-1052,2007,1,6/27/2007,YES,7.5,,23.9,1.76,7.71,950,,
NLA06608-1055,2007,1,7/24/2007,YES,0,,25,8.2,9.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,0.5,,24.6,8.1,9.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,1,,24.2,6.6,9.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,1.5,,24.1,5.6,9.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,2,,24,4.7,9.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,2.5,,23.9,4.7,9.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,3,,23.8,3.9,9.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1055,2007,1,7/24/2007,YES,3.3,,22.7,0.6,8.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,0,,24.8,8,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,1,,24.6,7.9,7.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,2,,24.2,7.5,7.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,3,,24.1,7.1,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,4,,23.7,6,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,5,,23.2,3.4,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,5.5,,22.5,2.7,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,6,,21.9,2,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,7,,19.5,0.2,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1056,2007,1,9/27/2007,YES,7.5,,18.1,0.1,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1057,2007,1,8/14/2007,YES,0,T,22.5,8.3,8.1,47.5,,
NLA06608-1057,2007,1,8/14/2007,YES,1,,18.1,8.7,8.2,46.8,,
NLA06608-1057,2007,1,8/14/2007,YES,2,,18,8.7,8.3,47,,
NLA06608-1057,2007,1,8/14/2007,YES,3,,17.9,8.7,8.3,47,,
NLA06608-1057,2007,1,8/14/2007,YES,4,,17.8,8.7,8.3,46.9,,
NLA06608-1057,2007,1,8/14/2007,YES,5,,17.8,8.7,8.3,46.8,,
NLA06608-1057,2007,1,8/14/2007,YES,6,,17.7,8.7,8.3,47.1,,
NLA06608-1057,2007,1,8/14/2007,YES,7,,17.6,8.7,8.3,47.1,,
NLA06608-1057,2007,1,8/14/2007,YES,8,,17.5,8.7,8.3,47,,
NLA06608-1057,2007,1,8/14/2007,YES,9,,17.4,8.6,8.4,47.2,,
NLA06608-1057,2007,1,8/14/2007,YES,10,,17.4,8.6,8.4,47.2,,
NLA06608-1057,2007,1,8/14/2007,YES,11,,17.3,8.6,8.4,47.3,,
NLA06608-1057,2007,1,8/14/2007,YES,12,,17.3,8.6,8.4,47.2,,
NLA06608-1057,2007,1,8/14/2007,YES,13,,17.2,8.6,8.4,47.2,,
NLA06608-1057,2007,1,8/14/2007,YES,14,,17.1,8.6,8.3,47.3,,
NLA06608-1057,2007,1,8/14/2007,YES,15,B,16,8.5,8.2,47.7,,
NLA06608-1057,2007,1,8/14/2007,YES,16,,13.1,8.7,7.9,46.3,,
NLA06608-1057,2007,1,8/14/2007,YES,17,,9.9,9.3,7.8,46.7,,
NLA06608-1057,2007,1,8/14/2007,YES,18,,9.2,9.5,7.8,46.5,,
NLA06608-1057,2007,1,8/14/2007,YES,19,,7.9,9.8,7.8,47.4,,
NLA06608-1057,2007,1,8/14/2007,YES,20,,7.5,9.9,7.8,47.5,,
NLA06608-1058,2007,1,9/5/2007,YES,0,,19.6,8,7.7,30,,
NLA06608-1058,2007,1,9/5/2007,YES,1,,19.6,8,7.7,30,,
NLA06608-1058,2007,1,9/5/2007,YES,2,,19.6,8,7.7,30,,
NLA06608-1058,2007,1,9/5/2007,YES,3,,19.6,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,4,,19.5,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,5,,19.5,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,6,,19.5,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,7,,19.5,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,8,,19.5,8,7.8,30,,
NLA06608-1058,2007,1,9/5/2007,YES,9,,18.5,8.6,7.7,30,,
NLA06608-1058,2007,1,9/5/2007,YES,10,T,15.7,9.61,7.6,28,,
NLA06608-1058,2007,1,9/5/2007,YES,11,,12.4,9.8,7.4,28,,
NLA06608-1058,2007,1,9/5/2007,YES,12,,10.7,8.6,7.3,28,,
NLA06608-1058,2007,1,9/5/2007,YES,13,,9.3,5.9,7.1,29,,
NLA06608-1058,2007,1,9/5/2007,YES,14,B,8.7,2.7,6.9,31,,
NLA06608-1058,2007,1,9/5/2007,YES,15,,8.4,1.5,6.7,31,,
NLA06608-1058,2007,1,9/5/2007,YES,16,,8.3,0.8,6.6,32,,
NLA06608-1059,2007,1,7/30/2007,YES,0,,26.5,11.2,8.8,382,,
NLA06608-1059,2007,1,7/30/2007,YES,1,,24.4,11.6,8.8,382,,
NLA06608-1059,2007,1,7/30/2007,YES,2,,24.1,9.5,8.7,383,,
NLA06608-1059,2007,1,7/30/2007,YES,3,,24,9.1,8.6,385,,
NLA06608-1059,2007,1,7/30/2007,YES,4,,24,9,8.6,384,,
NLA06608-1059,2007,1,7/30/2007,YES,5,,23.2,3.2,8.1,397,,
NLA06608-1060,2007,1,8/14/2007,YES,0,T,31.83,10.3,7.9,120,,
NLA06608-1060,2007,1,8/14/2007,YES,1,B,29.7,3.7,7.2,120,,
NLA06608-1060,2007,1,8/14/2007,YES,1.5,,28.6,1.1,8.9,157,,
NLA06608-1060,2007,2,8/14/2007,YES,0,T,32,10.8,8.4,120,,
NLA06608-1060,2007,2,8/14/2007,YES,1,,30,4.4,6.9,120,,
NLA06608-1060,2007,2,8/14/2007,YES,1.5,,29,1.4,8.4,143,,
NLA06608-1070,2007,1,7/11/2007,YES,0,,23.18,6.89,8.43,761,,
NLA06608-1070,2007,1,7/11/2007,YES,1,,23.24,6.83,8.48,761,,
NLA06608-1070,2007,1,7/11/2007,YES,2,,23.25,6.82,8.48,761,,
NLA06608-1070,2007,1,7/11/2007,YES,3,,23.25,6.8,8.48,761,,
NLA06608-1070,2007,1,7/11/2007,YES,4,,23.25,6.67,8.48,761,,
NLA06608-1073,2007,1,8/13/2007,YES,0,,15.9,7.8,8.2,58,,
NLA06608-1073,2007,1,8/13/2007,YES,1,,15.9,8,8.2,58,,
NLA06608-1073,2007,1,8/13/2007,YES,2,,15.9,8.1,8.3,58,,
NLA06608-1073,2007,1,8/13/2007,YES,3,,15.9,8.1,8.3,58,,
NLA06608-1073,2007,1,8/13/2007,YES,4,,15.8,8.2,8.3,58,,
NLA06608-1073,2007,1,8/13/2007,YES,5,,15.8,8.2,8.3,58,,
NLA06608-1073,2007,1,8/13/2007,YES,6,T,15.5,8.2,8.3,59,,
NLA06608-1073,2007,1,8/13/2007,YES,7,,14.3,10.4,8.6,67,,
NLA06608-1073,2007,1,8/13/2007,YES,8,,11.7,11.3,8.7,73,,
NLA06608-1073,2007,1,8/13/2007,YES,9,,10.2,11.3,8.7,73,,
NLA06608-1073,2007,1,8/13/2007,YES,10,,9.2,11.2,8.7,74,,
NLA06608-1073,2007,1,8/13/2007,YES,11,,8.5,11.3,8.7,74,,
NLA06608-1073,2007,1,8/13/2007,YES,12,B,7.7,11.3,8.8,74,,
NLA06608-1073,2007,1,8/13/2007,YES,13,,7.1,11.3,8.8,75,,
NLA06608-1073,2007,1,8/13/2007,YES,14,,6.5,11.3,8.8,75,,
NLA06608-1073,2007,1,8/13/2007,YES,15,,6,11.3,8.8,75,,
NLA06608-1073,2007,1,8/13/2007,YES,16,,5.7,11.2,8.7,45,,
NLA06608-1073,2007,1,8/13/2007,YES,17,,5.4,11.2,8.7,76,,
NLA06608-1073,2007,1,8/13/2007,YES,18,,5.2,11.1,8.7,74,,
NLA06608-1073,2007,1,8/13/2007,YES,19,,5,11.1,8.7,76,,
NLA06608-1073,2007,1,8/13/2007,YES,20,,4.8,11.11,8.7,77,,
NLA06608-1073,2007,1,8/13/2007,YES,21,,4.6,10.9,8.6,78,,
NLA06608-1073,2007,1,8/13/2007,YES,22,,4.4,10,8.5,78,,
NLA06608-1073,2007,1,8/13/2007,YES,23,,4.3,10.5,8.5,79,,
NLA06608-1073,2007,1,8/13/2007,YES,24,,4.1,10.3,8.4,80,,
NLA06608-1073,2007,1,8/13/2007,YES,25,,4,10.2,8.3,80,,
NLA06608-1073,2007,1,8/13/2007,YES,26,,3.9,9.8,8.2,81,,
NLA06608-1073,2007,1,8/13/2007,YES,27,,3.9,9.5,8.1,82,,
NLA06608-1073,2007,1,8/13/2007,YES,28,,3.8,9.1,7.9,82,,
NLA06608-1073,2007,1,8/13/2007,YES,28.5,,3.8,9.1,7.9,82,,
NLA06608-1075,2007,1,8/27/2007,YES,0,,20.6,8.24,5.4,19.3,,
NLA06608-1075,2007,1,8/27/2007,YES,1,,20.6,8.15,5.35,19.2,,
NLA06608-1075,2007,1,8/27/2007,YES,2,,20.58,8.07,5.24,19,,
NLA06608-1075,2007,1,8/27/2007,YES,2.1,,20.49,7.86,5.22,19.2,,
NLA06608-1083,2007,1,6/29/2007,YES,0,,23.6,14.4,9.4,605,,
NLA06608-1083,2007,1,6/29/2007,YES,1,,21.5,10.7,9.2,609,,
NLA06608-1083,2007,1,6/29/2007,YES,2,,21.2,8.7,9,611,,
NLA06608-1083,2007,1,6/29/2007,YES,3,,20.8,7.2,8.9,615,,
NLA06608-1083,2007,1,6/29/2007,YES,4,,20.7,6.5,8.8,618,,
NLA06608-1083,2007,1,6/29/2007,YES,5,,20.6,6.1,8.7,619,,
NLA06608-1083,2007,1,6/29/2007,YES,6,,20.5,5.8,8.7,620,,
NLA06608-1083,2007,1,6/29/2007,YES,7,,20.4,5.2,8.6,624,,
NLA06608-1083,2007,1,6/29/2007,YES,7.4,,20.3,4.6,8.5,625,,
NLA06608-1086,2007,1,8/27/2007,YES,0,,19,8.4,8.8,7462,,
NLA06608-1086,2007,1,8/27/2007,YES,0.5,,19.1,8.4,8.8,7455,,
NLA06608-1086,2007,1,8/27/2007,YES,1,,19,8.4,8.8,7462,,
NLA06608-1086,2007,1,8/27/2007,YES,1.5,,19.1,8.4,8.8,7457,,
NLA06608-1086,2007,1,8/27/2007,YES,2,,19.1,8.4,8.8,7454,,
NLA06608-1086,2007,1,8/27/2007,YES,2.5,,19,8.4,8.8,7458,,
NLA06608-1086,2007,1,8/27/2007,YES,2.6,,19,8.4,8.8,7456,,
NLA06608-1087,2007,1,7/20/2007,YES,0,,28.6,,7,25.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1087,2007,1,7/20/2007,YES,0.5,,28.7,,6.9,25.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1087,2007,1,7/20/2007,YES,1,,28.7,,6.9,25.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1087,2007,1,7/20/2007,YES,1.5,,28.7,,6.9,25.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1087,2007,1,7/20/2007,YES,2,,28.4,,6.8,25.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1087,2007,1,7/20/2007,YES,2.3,,28.1,,6.7,25.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1089,2007,1,7/20/2007,YES,0,,23.9,8.2,8.6,137.6,,
NLA06608-1089,2007,1,7/20/2007,YES,1,,23.8,8.2,8.6,137.3,,
NLA06608-1089,2007,1,7/20/2007,YES,2,,23.8,8.2,8.6,136.3,,
NLA06608-1089,2007,1,7/20/2007,YES,3,,23.7,8.1,8.6,136,,
NLA06608-1089,2007,1,7/20/2007,YES,4,,23.6,8,8.6,135.7,,
NLA06608-1089,2007,1,7/20/2007,YES,5,,21.5,8.9,8.6,122.8,,
NLA06608-1089,2007,1,7/20/2007,YES,6,,19.4,9.3,8.7,111.4,,
NLA06608-1089,2007,1,7/20/2007,YES,7,,16.9,8.5,8.3,99.4,,
NLA06608-1089,2007,1,7/20/2007,YES,8,,14,7,7.7,85.7,,
NLA06608-1089,2007,1,7/20/2007,YES,9,,11.8,2.7,7.3,76.6,,
NLA06608-1089,2007,1,7/20/2007,YES,10,,10.3,0.2,7.1,71,,
NLA06608-1089,2007,1,7/20/2007,YES,11,,9.4,0,7.1,67.7,,
NLA06608-1089,2007,1,7/20/2007,YES,12,,8.4,0,6.9,69.2,,
NLA06608-1091,2007,1,7/16/2007,YES,0,,22.89,8.73,8.92,4291,,
NLA06608-1091,2007,1,7/16/2007,YES,1,,22.89,8.75,8.92,4291,,
NLA06608-1091,2007,1,7/16/2007,YES,2,,22.89,8.77,8.91,4291,,
NLA06608-1091,2007,1,7/16/2007,YES,3,,22.86,8.7,8.91,4292,,
NLA06608-1091,2007,1,7/16/2007,YES,4,,22.81,8.63,8.91,4293,,
NLA06608-1091,2007,1,7/16/2007,YES,4.3,,22.75,8.22,8.91,4291,,
NLA06608-1096,2007,1,8/2/2007,YES,0,,24.4,7.3,8.4,218,,
NLA06608-1096,2007,1,8/2/2007,YES,0.5,,24.4,7.1,8.4,218,,
NLA06608-1096,2007,1,8/2/2007,YES,1,,24.4,7.2,8.4,218,,
NLA06608-1096,2007,1,8/2/2007,YES,1.5,,24.4,7.1,8.3,218,,
NLA06608-1096,2007,1,8/2/2007,YES,2,,24,5.6,8.2,220,,
NLA06608-1100,2007,1,6/28/2007,YES,0,,27.2,7.83,7.81,528,,
NLA06608-1100,2007,1,6/28/2007,YES,1,,27.2,8.16,7.85,528,,
NLA06608-1100,2007,1,6/28/2007,YES,2,,27.2,7.73,7.87,528,,
NLA06608-1100,2007,1,6/28/2007,YES,3,,27.2,7.86,7.87,528,,
NLA06608-1100,2007,1,6/28/2007,YES,4,T,27.1,7.45,7.85,530,,
NLA06608-1100,2007,1,6/28/2007,YES,5,,24.7,4.2,7.63,548,,
NLA06608-1100,2007,1,6/28/2007,YES,6,,21.3,2.58,7.45,559,,
NLA06608-1100,2007,1,6/28/2007,YES,7,,17.3,1.45,7.39,578,,
NLA06608-1100,2007,1,6/28/2007,YES,7.5,B,13.6,0.7,7.18,590,,
NLA06608-1101,2007,1,9/9/2007,YES,0,,24.7,,8.9,376.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1101,2007,1,9/9/2007,YES,1,,24.3,,8.9,375.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1101,2007,1,9/9/2007,YES,2,,23.8,,8.7,372.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1101,2007,1,9/9/2007,YES,2.9,,23.4,,8.4,371.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1102,2007,1,7/16/2007,YES,0,,21.39,8.62,7.18,15.5,,
NLA06608-1102,2007,1,7/16/2007,YES,1,,20.41,8.71,7.22,15.4,,
NLA06608-1102,2007,1,7/16/2007,YES,2,,20.29,8.72,7.24,15.5,,
NLA06608-1102,2007,1,7/16/2007,YES,3,,20.23,8.68,7.25,15.5,,
NLA06608-1102,2007,1,7/16/2007,YES,4,,19.54,8.59,7.08,15.7,,
NLA06608-1102,2007,1,7/16/2007,YES,5,T,13.61,9.6,6.67,16.1,,
NLA06608-1102,2007,1,7/16/2007,YES,6,,9.6,7.37,6.35,16.6,,
NLA06608-1102,2007,1,7/16/2007,YES,7,,7.64,3.83,6.15,17.3,,
NLA06608-1102,2007,1,7/16/2007,YES,8,,6.58,1.08,6.06,18.2,,
NLA06608-1102,2007,1,7/16/2007,YES,9,B,5.81,0.31,6.02,18.2,,
NLA06608-1102,2007,1,7/16/2007,YES,10,,5.58,0.26,6.04,20.2,,
NLA06608-1102,2007,1,7/16/2007,YES,11,,5.19,0.23,6.16,29.9,,
NLA06608-1103,2007,1,8/28/2007,YES,0,,25.45,3.7,7.62,374,,
NLA06608-1103,2007,1,8/28/2007,YES,1,,24.76,3.56,7.54,372,,
NLA06608-1103,2007,1,8/28/2007,YES,2,,24.59,3.19,7.49,372,,
NLA06608-1103,2007,1,8/28/2007,YES,3,,24.45,3.01,7.49,377,,
NLA06608-1103,2007,1,8/28/2007,YES,4,,24.04,2.77,7.45,413,,
NLA06608-1103,2007,1,8/28/2007,YES,5,,23.71,2.15,7.39,466,,
NLA06608-1103,2007,1,8/28/2007,YES,6,,23.61,0.87,7.38,528,,
NLA06608-1103,2007,1,8/28/2007,YES,7,,23.57,0.16,7.4,589,,
NLA06608-1103,2007,1,8/28/2007,YES,8,,23.64,0.08,7.44,672,,
NLA06608-1103,2007,1,8/28/2007,YES,9,,23.54,0.01,7.45,688,,
NLA06608-1103,2007,1,8/28/2007,YES,10,,23.26,0.01,7.45,782,,
NLA06608-1103,2007,1,8/28/2007,YES,11,,22.68,0,7.38,757,,
NLA06608-1103,2007,1,8/28/2007,YES,11.5,,21.22,0,7.28,780,,
NLA06608-1107,2007,1,8/27/2007,YES,0,,21.2,6.4,8.6,2946,,
NLA06608-1108,2007,1,6/21/2007,YES,0,,27.8,16.6,8.9,336,,
NLA06608-1108,2007,1,6/21/2007,YES,1,,27.1,15.7,8.8,337,,
NLA06608-1108,2007,1,6/21/2007,YES,2,,26.7,9.5,8.5,341,,
NLA06608-1108,2007,1,6/21/2007,YES,3,,26.1,3.7,7.9,346,,
NLA06608-1108,2007,1,6/21/2007,YES,4,,25.5,0.3,7.7,349,,
NLA06608-1108,2007,1,6/21/2007,YES,5,,24.3,0,8.7,361,,
NLA06608-1108,2007,1,6/21/2007,YES,6,,22.7,0,9.2,368,,
NLA06608-1108,2007,1,6/21/2007,YES,7,,21.3,0,9.4,384,,
NLA06608-1108,2007,2,7/2/2007,YES,0,,26.4,9.7,8.6,328,,
NLA06608-1108,2007,2,7/2/2007,YES,1,,25.9,9.5,8.6,329,,
NLA06608-1108,2007,2,7/2/2007,YES,2,,25.6,8.7,8.6,333,,
NLA06608-1108,2007,2,7/2/2007,YES,3,,25.2,7.1,8.5,338,,
NLA06608-1108,2007,2,7/2/2007,YES,4,,25.1,4.9,8.1,344,,
NLA06608-1108,2007,2,7/2/2007,YES,5,,24.6,0.4,7.7,352,,
NLA06608-1108,2007,2,7/2/2007,YES,6,T,23.8,0,8.5,367,,
NLA06608-1108,2007,2,7/2/2007,YES,7,,21.1,0,9,406,,
NLA06608-1108,2007,2,7/2/2007,YES,8,B,20.7,0,9.2,411,,
NLA06608-1111,2007,1,7/10/2007,YES,0,,24.2,5.4,8.1,828,,
NLA06608-1111,2007,1,7/10/2007,YES,0.5,,24.2,5.6,8,829,,
NLA06608-1111,2007,1,7/10/2007,YES,1,,24.2,5.5,8,830,,
NLA06608-1113,2007,1,7/16/2007,YES,0,,29.5,,7.5,61.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,1,,28.5,,7.7,60,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,2,,28,,7.8,59.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,3,,27.7,,7.7,58.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,4,T,27.5,,7.3,58.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,5,,27,,6.8,58.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,6,,26.4,,6.4,59.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,7,B,25.8,,6.3,62.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,8,,25.3,,6.2,61.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,9,,24.7,,6.2,62.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,10,,24.3,,6.2,62.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,11,,23.9,,6.2,61.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,12,,23.5,,6.2,62.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,13,,23.1,,6.2,61.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,14,,22.5,,6.2,62.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,15,,21.5,,6.2,63.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,16,,20.8,,6.2,64.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,17,,20.1,,6.2,64.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,18,,19.4,,6.2,64.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,19,,18.2,,6.2,60.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1113,2007,1,7/16/2007,YES,19.8,,16.8,,6.2,52.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-1114,2007,1,6/21/2007,YES,0,,28.96,5.62,7.34,700,,
NLA06608-1114,2007,1,6/21/2007,YES,1,T,28.75,5.79,7.31,802,,
NLA06608-1114,2007,1,6/21/2007,YES,2,,29.23,1.94,6.85,4449,,
NLA06608-1114,2007,1,6/21/2007,YES,3,,27.65,0.35,6.65,8043,,
NLA06608-1114,2007,1,6/21/2007,YES,4,B,23.57,0.37,6.72,17295,,
NLA06608-1115,2007,1,7/30/2007,YES,0,,27,9.1,7.9,628,,
NLA06608-1115,2007,1,7/30/2007,YES,1,,26.3,9,8.1,628,,
NLA06608-1115,2007,1,7/30/2007,YES,2,,26.1,8.8,8.1,627,,
NLA06608-1115,2007,1,7/30/2007,YES,3,,25.6,9,7.9,626,,
NLA06608-1115,2007,1,7/30/2007,YES,4,T,24.2,3.6,7.2,638,,
NLA06608-1115,2007,1,7/30/2007,YES,4.5,,23.4,1.5,6.8,644,,
NLA06608-1119,2007,1,8/30/2007,YES,0,,15.7,10.3,7.2,26.1,,
NLA06608-1119,2007,1,8/30/2007,YES,1,,15.4,10.2,6.9,25.9,,
NLA06608-1119,2007,1,8/30/2007,YES,2,,15,9.8,6.8,26.3,,
NLA06608-1119,2007,1,8/30/2007,YES,3,,15,9.8,6.9,26.1,,
NLA06608-1119,2007,1,8/30/2007,YES,4,,14.9,9.5,6.8,26.1,,
NLA06608-1119,2007,1,8/30/2007,YES,5,,14.9,9.4,6.7,26.2,,
NLA06608-1119,2007,1,8/30/2007,YES,6,,14.8,9.4,6.7,26.2,,
NLA06608-1120,2007,1,8/27/2007,YES,0,,30,7,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,1,,29.7,7.2,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,2,,29.4,7,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,3,,29.3,7,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,4,,29.2,6.9,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,5,,29.1,4.9,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,5.5,,28.9,2,7.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,6,,28.6,1,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,7,,28,1,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1120,2007,1,8/27/2007,YES,8,,27.3,0.1,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1122,2007,1,7/26/2007,YES,0,,26.5,7.47,7.19,131,,
NLA06608-1122,2007,1,7/26/2007,YES,0.5,,24.3,7.84,7.33,125,,
NLA06608-1122,2007,1,7/26/2007,YES,1,,23.9,8.17,7.45,124,,
NLA06608-1122,2007,1,7/26/2007,YES,1.5,,22.8,8.61,7.59,121,,
NLA06608-1124,2007,1,7/17/2007,YES,0,,22.2,12,9.4,374,,
NLA06608-1124,2007,1,7/17/2007,YES,0.5,,22.1,11.8,9.4,374,,
NLA06608-1124,2007,1,7/17/2007,YES,1,,22,11.2,9.4,376,,
NLA06608-1124,2007,1,7/17/2007,YES,1.5,,21.9,11,9.4,376,,
NLA06608-1124,2007,1,7/17/2007,YES,2,,21.9,11,9.4,377,,
