SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,AREA_HA,SAMPLED_ASSESS,DATE_ASSESS,RES_RESIDENCES,RES_LAWNS,RES_CONSTRUCTION,RES_PIPES,RES_DUMPING,RES_ROADS,RES_BRIDGES,RES_SEWAGE,RES_STRING,REC_TRAILS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_MARINAS,REC_TRASH,REC_FILMS,REC_STRING,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,AGR_STRING,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,IND_STRING,MAN_LIMING,MAN_TREATMENT,MAN_ANGLING,MAN_DRINKING_WATER,MAN_MACROPHYTE,MAN_LEVEL_FLUCTUATIONS,MAN_FISH_STOCKING,MAN_STRING,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,FLIGHT_HAZARDS,MBOAT_DENSITY,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,RCH_FOREST,RCH_GRASS,RCH_SHRUB,RCH_WETLAND,RCH_BARE_GROUND,RCH_AGRICULTURE,RCH_SHOREMODS,RCH_DEVELOPMENT,MACRY_FLOAT,MACRY_SUBMERGED,MACRY_DENSITY,PRISTINE,APPEALING,BIOTIC_INTEGRITY,TROPHIC_STATE,RECREATIONAL_VALUE,GENERAL_ASSESSMENT,WILDLIFE,VISUAL_ASSESSMENT,ALGAL_ABUNDANCE,NUTRIENT_SOURCES,TROPHIC_OTHER,CONDITIONS,OBSERVATIONS,FLAG_ASSESS,COMMENT_ASSESS,PHOTOGRAPHS
NLA06608-1278,1,PROB_Lake,Target_Sampled,19994.28201,YES,8/21/2007,L,L,L,L,,M,M,L,MLLLLML,,L,L,L,L,L,L,LLLLLL,M,M,M,,,,,MMM,,,,,,,L,,L,,,M,,,H,,MH,11,6,9,1,8,DRAINAGE,NONE,YES,HIGH,FAIR,,,25-75,25-75,05-25,05-25,0-05,25-75,05-25,05-25,25-75,05-25,SPARSE,3,3,GOOD,EUTROPHIC,GOOD,"EXCELLENT FISHING LAKE, A HANDFUL OF RESORTS FOR VACATIONERS WHO HUNT, FISH, WATERSKI, SWIM OR SAIL. FLOATING ALGAE VISIBLE AT SURFACE.","BIRDS, SEAGULLS, TERAS, DUCKS","A VERY LARGE LAKE--APPROXIMATELY 120,000 ACRES/SURFACE AREA",,"FARMLAND RUNOFF, SEWAGE, LAGOON RELEASES, WATERFOWL DROPPINGS",,DEVILS LAKE IS A VERY LARGE SPORTS FISHING LAKE--LOCAL CONTACTS ARE NUMEROUS,"BOATING, FISHING, A NUMBER OF BOAT RAMPS AVAILABLE AROUND THE LAKE.",,"THIS LAKE IS NORTH DAKOTA'S LARGEST NATURAL LAKE. IT IS LOCATED IN A ""CLOSED"" BASIN. HOWEVER, IN RECENT YEARS, WATER LEVELS HAVE RISEN TO WHERE THE LAKE NOW ""SPILLS"" OVER TO STUMP LAKE. THIS NATURAL DRAINING IS CAUSING CONTROVERSY AS DEVILS LAKE WATERS ARE MAKING THEIR WAY TO THE RED RIVER OF THE NORTH BETWEEN DAKOTA AND MINNESOTA AND EVENTUALLY TO CANADA AND THE HUDSON BAY. IM: UNDER SHORELINE CHARACTERISTICS, FOR LAKE LEVEL CHANGES TEAM WROTE IN ""UNKNOWN"". IM LEFT BLANK.",Y
NLA06608-1279,1,PROB_Lake,Target_Sampled,14.46213324,YES,8/26/2007,,,,,,L,,,L,M,M,M,,,,L,LMMM,,M,M,,,,L,MML,,,,,,,,,,,,M,,,L,M,MML,1,10,7,0,7,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,,1,75-100,25-75,05-25,0-05,0-05,05-25,05-25,0-05,05-25,75-100,HIGH,3,2,FAIR,EUTROPHIC,FAIR,"MUCH MORE EUTROPHIC THAN EXPECTED FOR WILDERNESS AREA, NUTRIENT INPUTS FROM DIRECT CATTLE ACCESS, UPSTREAM PASTURES.",DUCKS,"SURROUNDING AREA BEAUTIFUL, LAKE HEAVY WITH SAV, ALGAE, SCUM","FILAMENTOUS ALGAE MATS, HIGHLY ABUNDANT",CATTLE,,,A LOT OF USE FOR FISHING AND HIKING,,,Y
NLA06608-1281,1,PROB_Lake,Target_Sampled,6.233209903,YES,7/18/2007,,,,,,,,,,L,,L,,,L,,LLL,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,SEEPAGE,NONE,NO,BANNED,FAIR,NO,,75-100,,,0-05,0-05,,,,0-05,0-05,SPARSE,5,5,EXCELLENT,MESOTROPHIC,EXCELLENT,"BEAUTIFUL, RELATIVELY REMOTE, LIMITED ACCESS AND USE.","OSPREYS, TURTLES, SNAKES.","VERY CLEAR, SCENIC LAKE.",SOME GELATINOUS ALGAE,WILDLIFE,,"STEEP ROUGH ROAD TO ACCESS, 4 WHEEL DRIVE NEEDED","SMALL PARKING LOT, LIMITED ACCESS FOR BOATS.",,,Y
NLA06608-1283,1,PROB_Lake,Target_Sampled,7.142349516,YES,6/27/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,L,,,,,,,,,0,0,0,1,0,SEEPAGE,NONE,YES,,UNSWIMMABLE,NO,,05-25,25-75,,05-25,,,,,0-05,0-05,SPARSE,5,4,EXCELLENT,MESOTROPHIC,GOOD,"NATURAL UNDISTURBED, DEEP WETLAND","WHITETAIL DEER, 2 KINGFISHER.",NATURAL LANDSCAPE,SPARSE,NONE,,CONSULT MORA AIRPORT FOR CONDITIONS,NO FORMAL ACCESS POINTS. LAKE LOCATED ON AIRPORT PROPERTY,,,Y
NLA06608-1284,1,PROB_Lake,Target_Sampled,6223.081149,YES,8/24/2007,L,,,L,,M,,,LLM,,M,,,H,,L,LHM,,,,,,,M,M,,,,,,,,,,,,H,,,M,M,HMM,5,9,3,0,11,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,,2,0-05,0-05,25-75,0-05,25-75,0-05,05-25,0-05,0-05,0-05,ABSENT,4,4,GOOD,MESOTROPHIC,EXCELLENT,"UNUSUAL DO PROFILE WITH LOWEST MEASUREMENT AT 12M, THEN INCREASING TO BOTTOM.","CARP, DUCKS",WATER RELATIVELY CLEAR WITH GREEN CAST FROM UNICELLULAR ALGEA STEEP ROCKY SHORELINE WITH LOTS OF SHRUBS.,"UNICELLULAR ALGAE SUSPENDED IN WATER COLUMN, GOOD VISIBILITY, NO ALGAL CASTS OBSERVED.",GENERAL RUNOFF,,"HUGE BODY OF WATER FOR GOOD BOATING, BUT FREQUENT WIND ADVISORIES. NEW MEXICO STATE PARK","HIGH RECREATOIN USE. NO HEALTH CONCERNS. WELL DEVELOPED FISHING / BOATING FACILITIES, CAN SWIM ANYWHERE.",,"ONLY OBSERVED AREA OF RESERVOIR AND NEAR THE DAM, SO SITE ACTIVITIES AND SISTURBANCES MAY EXIST, BUT WERE NOT SEEN OR RECORDED.  FURTHERMORE, SHORELINE CHARACTERISTICS ARE ONLY ROUGH ESTIMATES AS WE ONLY SURVEYED THE INDEX SITE AND DID NOT OBSERVE THE MAJORITY OF THE SHORELINE WHICH EXCEEDS 100 MILES.",Y
NLA06608-1288,1,PROB_Lake,Target_Sampled,10488.47613,YES,8/27/2007,L,L,,,,L,L,,LLLL,L,L,L,,,M,M,MLLLM,,,,,,,,,,,,,,,,,,,,M,,,,M,MM,4,9,0,0,6,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,YES,0.6,25-75,05-25,05-25,25-75,25-75,0-05,05-25,05-25,,,,2,3,GOOD,EUTROPHIC,GOOD,RESERVOIR WITH SEVERAL AREAS CONTAINING STANDING DEAD TREES AND FOR WILDLIFE AND FISH HABITAT.,"SHORE BIRDS, GULLS, TERNS, BLUE HERONS, GREEN HERONS, DUCKS, GEESE AND SEVERAL LARGE BRYOZOANS OBSERVED ON SHORE.",VERY TURBID,GREEN ALGAE IN WATER,"WATERFOWL, STATE PARK, AND OTHER CAMPGROUNDS",,ARMY CORPS OF ENGINEERS AND ARKANSAS STATE PARKS MANAGE ACCESS TO THIS RESERVOIR,"PAVED ACCESS, SWIMMING BEACHES, SPECIAL REGULATIONS FOR LARGEMOUTH BASS, WE WERE THE ONLY BOAT ON THE LAKE DURING SAMPLING",,BOATING IS HAZARDOUS DUE TO THE STUMP FIELDS AND STANDING TREES. THIS LAKE IS GREATER THAN 5000 HECTARES. MACROBENTHOS AND PHYSICAL HABITAT NOT COLLECTED.,N
NLA06608-1292,1,PROB_Lake,Target_Sampled,101.9459965,YES,7/20/2007,H,H,M,L,L,M,,,MLHLHM,,,,,L,,L,LL,,,,,,,,,,,,,,,,,,,,L,,,,,L,18,2,0,0,1,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,NO,,0-05,75-100,05-25,0-05,0-05,0-05,75-100,75-100,0-05,0-05,ABSENT,3,4,FAIR,MESOTROPHIC,EXCELLENT,"HIGHLY DEVELOPED SHORELINE, LITTLE MACROPHYTE COVER","DUCKS, GEESE",SECCHI DEPTH 1.25 METERS,NON FLOATING SPARSE PERIPHYTON,URBAN RUN OFF,,,"BOATING, SWIMMING, WATER SKIING, FISHING",,,N
NLA06608-1295,1,PROB_Lake,Target_Sampled,11.19860906,YES,7/12/2007,M,,,,,M,,,MM,,M,,,M,,L,LMM,M,,,,,,,M,,,,,,,,,,,,,,,,,,6,7,3,0,0,DRAINAGE,NONE,YES,RESTRICTED,,,0.3,05-25,25-75,25-75,25-75,05-25,05-25,0-05,05-25,05-25,0-05,MODERATE,3,2,FAIR,EUTROPHIC,FAIR,"NICE AREA, BUT LAKE SURROUNDED BY ROADS ON TWO SIDES, WHICH INCREASED THE LAKE LEVEL, DROWNING SALT CEDAR (TAMARASK) WHICH IS NOW STANDING DEAD IN LAKE.","GREBE, DUCKS, QUAIL, MORNING DOVE, CORMORANTS.","MURKY, EXTENSIVE DEAD TAMARASK.",PRIMARY WATER COLUMN; ABUNDANT BUT NO SURFACE MATS.,"SAME HOUSES, AGRICULTURE FIELDS ONE END; GOLF COURSE (LAST COUPLE OF YEARS ORGANIC, NOT CHEMICAL FERTILIZERS)",,,"ACCESS THROUGH PRIVATE PROPERTY AND LOCKED GATE. MUST TAKE DIRT ROAD THROUGH GATE, THEN DRIVE ABOUT 1/4 MILE THROUGH FIELD TO THE LAKE.",,"THE MAJOR PROPERTY OWNER VERY MOTIVATED TO MANAGE THE LAKE AND SURROUNDING WATERSHED TO IMPROVE NATURAL CONDITIONS. REDUCE INVASIVES SUCH AS TAMARASK, ENCOURAGE AND DEVELOP HABITAT FOR WILDLIFE, ENDANGERED SPECIES(EG WILLOW FLYCATCHER), AND FISH",Y
NLA06608-1297,1,PROB_Lake,Target_Sampled,219.2839274,YES,9/13/2007,,,,,,,,,,,,L,,,L,L,LLL,H,,M,,,,,HM,,,,,,,,,,,,L,,,M,,LM,0,3,8,0,4,RESERVOIR,ARTIFICIAL,NO,BANNED,UNSWIMMABLE,YES,0.5,0-05,25-75,25-75,25-75,0-05,0-05,0-05,0-05,0-05,05-25,SPARSE,4,4,FAIR,MESOTROPHIC,GOOD,GOOD WILDLIFE HABITAT; LAKE IS USED AS IRRIGATION CATCHMENT. HEAVY AGRICULTURE USAGE IN WATERSHED.,"WHITE EGRETS, COOTS, DUCKS, KINGFISHER, GREBES, BASS, CARP, BEAVER EVIDENCE.","GREEN WATER, SOME MACROPHYTES.",SOME ALGAL MATS AND GREEN FILAMENTOUS ALGAE.,"AGRICULTURAL RUN-OFF, COWS, WATERFOWL.",,,"LAKE IS NOT OPEN TO THE PUBLIC. IT WOULD BE GOOD FOR FISHING, BIRD WATCHING, CONOEING.",,"CONTACTS SAID BULLFROGS, PAINTED TURTLES, TDADS, AND TREE FROG LIVE IN LAKE. PHRAGMITES COMMONUS GROWS THICK IN PLACES. LAKE USED TO HAVE PURPLE LOOSESTRIFE, BUT BROUGHT IN A SPECIES TO EAT IT; AFTER THE LOOSESTRIFE WAS GONE, THE PHRAGMITES CAME IN.",Y
NLA06608-1300,1,PROB_Lake,Target_Sampled,3550.868052,YES,8/15/2007,L,,L,L,,M,,,LLLM,,M,M,,L,L,L,LLMML,,L,L,,,,M,LLM,,,,,,,,,,,,,,,M,,M,6,9,5,0,3,RESERVOIR,ARTIFICIAL,YES,LOW,GOOD,YES,20,0-05,05-25,05-25,0-05,25-75,05-25,05-25,05-25,0-05,0-05,SPARSE,3,4,FAIR,MESOTROPHIC,EXCELLENT,WATER SUPPLY AND RECREATIONAL,"TURKEY VULTURES; PERCH; CARP; ROAD RUNNER, BLUE HERON, COW, DAMSEL FLIES.",,,,,"HOT, CLOUDY, STRONG WINDS ON OPEN WATERS. DAN RAND, NM STATE PARKS. CHUCK NEWMAN, NM STATE PARKS.","EASY ACCESS FROM SHORELINE & MARINA; BOATING, DIVING, SKIING, AND PERSONAL WATER CRAFT RENTALS AVAILABLE.",,,Y
NLA06608-1303,1,PROB_Lake,Target_Sampled,349.8161313,YES,8/8/2007,M,M,L,M,L,M,L,L,LLLMMMML,,M,,L,L,L,L,LLMLL,,,,,,,L,L,,,,,,,,,,,,L,,,,,L,16,7,1,0,1,DRAINAGE,NONE,NO,LOW,FAIR,YES,0.5,25-75,25-75,05-25,0-05,0-05,0-05,25-75,25-75,0-05,05-25,SPARSE,3,3,FAIR,HYPEREUTROPHIC,GOOD,THE PORTION NEAR THE PARK HAS HIGHER MACROPHYTE DENSITY. THE REST IS PRETTY BARE. NOT MUCH EMERGENT.,"CORMORANTS, HERON, EGRETS",,SEVERAL BLUE GREEN SPECIES WERE PRESENT,WWTP RESIDENTIAL/DEVELOPED,,GOOD RECREATIONAL CONDITIONS,"SWIMMING, TUBING, JET SKI, FISHING",,A GOOD PORTION OF LAKE SAKATAHS SHORELINE IS IN SAKATAH STATE PARK. BUT THE PART THAT ISNT IN THE PARK IS PRETTY WELL DEVELOPED. THERE ARE A COUPLE OF RV PARKS AND CAMPGROUNDS--AT LEAST ONE RESORT. A CAUSEWAY CUTS THROUGH THE LAKE.,Y
NLA06608-1312,1,PROB_Lake,Target_Sampled,20.53019727,YES,9/27/2007,M,L,,,,M,,,LMM,,,,,,L,,L,,,,,,,,,,,,,,,,,,,,L,,,M,,LM,7,1,0,0,4,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,-2,25-75,05-25,05-25,05-25,,,05-25,25-75,0-05,05-25,MODERATE,4,4,GOOD,MESOTROPHIC,GOOD,CLEAR WATER SUGGESTS NO PROBLEM WITH OVER EUTROPHICATION. MACROPHYTES PROVIDE HABITAT,,"CLEAR WATER, NOT OVERLY BLUE",,HOMES AROUND LAKE ARE PROBABLY ON SEPTIC SYSTEMS,,,"PRIVATE, GATED LAKE--NO PUBLIC ACCESS. LOOKED LIKE A NICE LAKE TO RECREATE ON.",,,N
NLA06608-1316,1,PROB_Lake,Target_Sampled,69.03387459,YES,8/17/2007,L,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,L,1,0,0,0,1,RESERVOIR,ARTIFICIAL,NO,LOW,UNSWIMMABLE,YES,3,25-75,25-75,05-25,,25-75,,,0-05,,,,3,2,FAIR,MESOTROPHIC,FAIR,"WATER LEVEL WAS VERY LOW, LITTLE HABITAT--ALL SILT BOTTOM. MANY FISHY AND TURTLES OBSERVED.",FISH AND SNAPPING TURTLES ABUNDANT,"MURKY WATER, LITTLE ALGAE",LOW ALGAL ABUNDANCE,NO OBVIOUS SOURCES,,,EVIDENCE OF FISHING. PADDLE BOATS ON SHORE. NO HEALTH CONCERNS.,,WATER LEVEL WAS APPROXIMATELY 3 M BELOW NORMAL DUE TO DROUGHT. MUCH OF LAKE IS DRY.,N
NLA06608-1319,1,PROB_Lake,Target_Sampled,61.81026895,YES,8/7/2007,L,L,,,,L,,,LLL,,,,,,,,,L,L,L,,,,,LLL,,,,,,,,,,,,L,,,L,,LL,3,0,3,0,2,SEEPAGE,NONE,NO,LOW,FAIR,YES,2,0-05,75-100,0-05,05-25,0-05,0-05,0-05,0-05,0-05,0-05,SPARSE,4,4,GOOD,HYPEREUTROPHIC,EXCELLENT,,NUMEROUS SPECIES OF WATERFOWL,,,"NATURAL, WITH SOME AGRICULTURAL",,,EXTENSIVE USE OF MINNOW TRAPS EVIDENT,,"BEAUTIFUL, MINIMALLY DISTURBED NATURAL LAKE WITH EXTENSIVE HUNTING OPPORTUNITIES, LIMITED ONLY BY PRIVATE LAND OWNERSHIP.",N
NLA06608-1321,1,PROB_Lake,Target_Sampled,471.7497226,YES,8/1/2007,L,,L,,,L,L,,LLLL,M,M,M,L,,L,L,LMMLML,,,M,,,,M,MM,,,,,L,,,,L,,,M,,,M,M,MMM,4,12,6,1,9,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,4,05-25,25-75,05-25,0-05,25-75,0-05,0-05,05-25,0-05,0-05,SPARSE,4,4,GOOD,MESOTROPHIC,EXCELLENT,RESERVOIR IS HIGH IN WATERSHED SO DISTURBANCES ARE SOMEWHAT LIMITED; GRAZING PRESENT IN WATERSHED. RIPARIAN HABITAT IS LACKING.,"SEAGULL, TROUT, GREBE. ALTHOUGH NOT SEEN ON THIS TRIP, BIG GAME ARE COMMON IN AREA.",CLEAR WATER,"SPARSE; ALGAE SPP SEEN, SOME MACROPHYTES.",GRAZING; NATURAL RUNOFF.,,DID NOT TALK TO ANYONE DURING VISIT EXCEPT TO PEOPLE ASKING ABOUT WHAT SAMPLING WAS GOING ON.,"FISHING, BOATING, SKIING, SWIMMING, CANOEING WERE ALL OBSERVED WHILE AT SITE. NO APPARENT HEALTH CONCERNS.",,"RESERVOIR SITUATED IN A SCENIC AREA. COTTONWOODS AND WILLOWS FOUND ON HIGH WATER LINE, BUT SINCE WATER WAS DRAWN DOWN APPROXIMATELY 4.0M, SEVERAL PLANTS WERE OUT OF TRANSECT RIPARIAN ZONE.",Y
NLA06608-1323,1,PROB_Lake,Target_Sampled,2322.224572,YES,6/26/2007,M,M,M,L,,L,L,L,LMMLMLL,L,L,L,,L,L,L,LLLLLL,L,L,L,,,,L,LLLL,,,,,,,,,,,,L,,,L,,LL,13,6,4,0,2,RESERVOIR,ARTIFICIAL,YES,HIGH,FAIR,YES,1,75-100,05-25,05-25,0-05,0-05,05-25,05-25,25-75,0-05,,SPARSE,3,3,FAIR,EUTROPHIC,GOOD,HEAVY LYNGBYA MATS IN EMBAYMENT AREAS INDICATE NUTRIENT ISSUES AND CAN RESULT IN O2 PROBLEMS,"BLUE HERON, TURTLES, FISH",WATER LOOKS GREEN,LYNGBYA PRESENT IN ALL EMBAYMENTS,UPSTREAM SOURCES,,,"MANY PEOPLE BOATING, FISHING AND SWIMMING.",,,Y
NLA06608-1326,1,PROB_Lake,Target_Sampled,54.36982944,YES,8/6/2007,,,,,,M,,,M,,,,,,,,,L,L,,,,,,LL,,,,,,,,,,,,,,,,,,3,0,2,0,0,SEEPAGE,NONE,NO,BANNED,GOOD,NO,,05-25,25-75,25-75,25-75,0-05,0-05,0-05,,,,,4,4,GOOD,MESOTROPHIC,GOOD,"GOOD QUALITY, MINIMAL USE",CORMORANT,MACROPHYTES ACCROSS BASIN (SUBMERGED),LOW,MINIMAL - SOME AG. RUNOFF,,,NO PUBLIC ACCESS EXCEPT ROAD RIGHT OF WAY,,,Y
NLA06608-1329,1,PROB_Lake,Target_Sampled,148.1473824,YES,8/8/2007,,,,,,L,,,L,L,,L,,,,,LL,,,M,,,,,M,,,,,,,,H,H,,,L,,,,,L,1,2,3,5,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,FAIR,NO,,75-100,05-25,25-75,0-05,0-05,0-05,0-05,0-05,0-05,0-05,SPARSE,4,4,GOOD,OLIGOTROPHIC,EXCELLENT,RESERVOIR WAS GENERALLY AESTHETICALLY PLEASING. FISH WERE BEING CAUGHT AND LOCAL KNOWLEDGE SUGGESTED A HEALTHY FISHERY. TREES SURROUNDING RESERVOIR WERE HEALTHY AND SHOWED RANGE OF RIPARIAN AGE CLASSES.,ONE DEER.,CLEAN AND CLEAR WATER. LAKE BOTTOM WAS 1 TO 4 INCHES SEDIMENT.,SMALL AMOUNT OF NEON GREEN ALGAE AT TRANSECT J,"OPEN GRAZING. SAW APPROXIMATELY 25 HEAD OF CATTLE GRAZING ON SHORE, SCATTERED AROUND THE LAKE.",,"BOATING IS RESTRICTED, NO WAKE ALLOWED.",BOAT ACCESSIBLITY LIMITED TO ONE BOAT LAUNCH. NO SWIMMING OBSERVED. FAIR AMOUNT OF CAMPING ALONG EASTERN SHORE. ROAD TRAVELLED ALONG SIDE RESERVOIR ON EASTERN SIDE. HIKING TRAIL ALONG WESTERN SHORE.,,"RESERVOIR WILL BE DRAWN DOWN BY THE END OF THE SUMMER, ACCORDING TO CAMP HOST. TALKED WITH FISHER PEOPLE WHO WERE CATCHING RAINBOW TROUT AND BROOK TROUT ON DAY OF SAMPING. ON DAY OF SAMPLING, GRANITE LAKE CAMPGROUND, WHICH IS APPROXIMATLEY 7 MILES NORTH OF GOOSE LAKE WAS EVACUATED DUE TO FIRE.",Y
NLA06608-1332,1,PROB_Lake,Target_Sampled,20.22132071,YES,8/21/2007,,,,,,,,,,,,,,,,,,,,,,,,L,L,,,,,,,,,,,,L,,,,,L,0,0,1,0,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,FAIR,YES,0.5,25-75,25-75,05-25,0-05,0-05,,0-05,,,,ABSENT,3,3,GOOD,MESOTROPHIC,FAIR,"WATER VERY TURBID, LAKE VERY SHALLOW, MANY FISH OBSERVED. MODERATE AMOUNT OF WOODY DEBRIS. GOOD FOR COLONIZATION","LARGE CARP, TURTLES, WATER BIRDS, OSPREY",LOW ALGAL BIOMASS,LITTLE ALGAE,SURROUNDING FARMLAND,,,FISHING DONE BY PROPERTY OWNER'S FAMILY. NON HEALTH CONCERNS.,,"LAKE BORDERED ON NORTH SIDE BY  UNUSED FARM FIELD, FOREST AROUND REST OF LAKE. LAKE WAS APPROXIMATLEY ONE METER BELOW NORMAL LEVEL AT TIME OF SAMPLINE (VERY SHALLOW, MAX DEPTH ^ 2 M)",N
NLA06608-1333,1,PROB_Lake,Target_Sampled,16.64066608,YES,9/24/2007,L,L,,,,,,,LL,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,GOOD,YES,-0.5,75-100,0-05,0-05,0-05,0-05,0-05,0-05,0-05,0-05,05-25,SPARSE,5,5,EXCELLENT,OLIGOTROPHIC,EXCELLENT,,,,NONE APPARENT,,,,,,,N
NLA06608-1334,1,PROB_Lake,Target_Sampled,1396.209943,YES,7/31/2007,M,M,,L,,M,,,MLMM,,,,,L,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,DRAINAGE,NONE,NO,LOW,FAIR,NO,,25-75,25-75,05-25,05-25,0-05,,25-75,25-75,0-05,0-05,SPARSE,4,4,GOOD,MESOTROPHIC,EXCELLENT,FAIR AMOUNT OF WEED BED AND SHORELINE. NOT EXCESSIVELY MODIFIED.,"DUCKS, BIRDS, MINNOWS, ZEBRA MUSSELS.",,"FEW ALGAL MATS, BUT MOSTLY PHYTOPLANKTON",,,,"THREE PUBLIC BOAT LAUNCHES, NUMEROUS PRIVATE DOCKS, LAKE ACCEPTABLE FOR FISHING AND SWIMMING. NO HEALTH CONCERNS.",,,Y
NLA06608-1334,2,PROB_Lake,Target_Sampled,1396.209943,YES,8/14/2007,M,L,,L,,L,L,,LLLML,,L,,L,L,,,LLL,,,,,,,,,,,,,,,,,,,,M,,,,,M,7,3,0,0,3,DRAINAGE,NONE,NO,LOW,GOOD,NO,,05-25,25-75,25-75,05-25,,,05-25,25-75,05-25,0-05,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,MODERATE FISH COVER.,"DUCKS, SWANS, FINCHES, FISH, GULLS.",SECCHI DEPTH LOW (1.5-1.4M),HIGH PHYTOPLANKTON,LAWNS RD RUN OFF,,SPOKE WITH ANGLERS WHO CAUGHT ONE SMALLMOUTH BASS.,"SAIL BOATING, SPEED BOATING, FISHING, RAFTS. PUBLIC BOAT LAUNCH.",,,Y
NLA06608-1336,1,PROB_Lake,Target_Sampled,9.519015268,YES,9/19/2007,L,L,,,,,,,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,UNSWIMMABLE,,,25-75,05-25,0-05,0-05,0-05,0-05,0-05,0-05,0-05,0-05,ABSENT,3,3,FAIR,EUTROPHIC,FAIR,,WATER FOWL,OBSERVED SOME ALGAE FILM,ALGAE HIGHLY ABUNDANT,AGRICULTURE,,LANDOWNER SAID FISHING WAS GOOD,SWIMMING NOT ADVISABLE DUE TO HIGH ALGAL ABUNDANCE,,,N
NLA06608-1338,1,PROB_Lake,Target_Sampled,217.9717107,YES,6/27/2007,,,,,,L,,,L,,,,,,,,,H,,,,,,,H,,,,,,,,,,,,,,,,,,1,0,5,0,0,DRAINAGE,ARTIFICIAL,NO,BANNED,UNSWIMMABLE,YES,0.3,,75-100,0-05,0-05,0-05,75-100,0-05,,,,,1,1,POOR,EUTROPHIC,POOR,,BIRDS,,LOTS OF ALGAL MATS,ROW CROPS,,,,,"SEE ""GENERAL COMMENTS"" ON LAKE VERIFICATION FORM. SELENIUM IS THE MAJOR CONTAINANT. IT IS LETHAL TO DUCKS. SELENIUM ACCUMULATED IN BRINE SHRIMP THAT ARE DENSE THROUGHOUT THE LAKE. BIRDS EAT THE SHRIMP. FALLLOW FIELDS CREATE SALINE SEEPS AND CAUSE HIGH LEVELS OF SALT IN LAKE. WE ARE TOLD THIS IS THE MOST FRESH WATER THE LAKE HAS HAD IN IFT FOR A LONG TIME. AFTER SAMPLING, WE LEARNED IT WAS A NATURAL BASIN BEFORE BEING DAMMED IN THE 1930'S OR 1940'S. IT IS A POTENTIAL CLEAN UP SITE.",Y
NLA06608-1339,1,PROB_Lake,Target_Sampled,72.49623567,YES,8/30/2007,L,L,L,L,L,M,,M,LLLLLMM,,,,,,,L,L,H,M,M,,,M,L,HMMML,L,,M,L,,,L,L,LLLML,,,,,,L,,L,11,1,15,7,1,RESERVOIR,ARTIFICIAL,YES,BANNED,UNSWIMMABLE,,,,25-75,25-75,05-25,05-25,05-25,05-25,0-05,0-05,,SPARSE,3,3,GOOD,MESOTROPHIC,FAIR,RESTRICTED ACCESS BY XCEL ENERGY CO. NOT USED FOR ANY RECREATIONAL PURPOSES. SULFUR SMELL UNAPPEALING.,"BIRDS, FISH, GEESE, AND DOZENS OF DUCKS AND PELICANS.",VERY CLOUDY WATER DUE TO ALGAE AND NUTRIENTS,WIDESPREAD; TYPE UNKNOWN,"AGRICULTURAL RUN OFF, SEWAGE EFFLUENT",ATMOSPHERIC DEPOSITON,,NOT ACCESSIBLE FOR ANY RECREATION. WOULD NOT SWIM IN THIS RESERVOIR.,,,N
