SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_OE5,INDXSAMP_OE5,OE5,FLAG_OE5,COMMENT_OE5,SAMPLED_ZOOP,SAMPLED_PHYT,WSA_ECO3,AREA_HA,SAMPLED_PHAB,SHORT_ID
NLA06608-0582,1,PROB_Lake,Target_Sampled,YES,YES,0.998452,,,YES,YES,EHIGH,21.1105314,YES,L0615
NLA06608-0583,1,PROB_Lake,Lake_Shallow,YES,YES,0.836737,,,YES,YES,PLNLOW,24.40587269,YES,L0616
NLA06608-0585,1,PROB_Lake,Target_Sampled,YES,YES,0.600173,,,YES,YES,WMTNS,164.1223762,YES,L0618
NLA06608-0587,1,PROB_Lake,Target_Sampled,YES,YES,1.025086,,,YES,YES,PLNLOW,554.0614131,YES,L0620
NLA06608-0587,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,554.0614131,YES,
NLA06608-0588,1,PROB_Lake,Target_Sampled,YES,YES,0.571786,,,YES,YES,PLNLOW,10.23484527,YES,L0622
NLA06608-0590,1,PROB_Lake,Target_Sampled,YES,YES,0.936375,,,YES,YES,PLNLOW,36.86968395,YES,L0624
NLA06608-0591,1,PROB_Lake,Target_Sampled,YES,YES,0.7381,,,YES,YES,EHIGH,3639.297646,NOT DONE,L0625
NLA06608-0593,1,PROB_Lake,Target_Sampled,YES,YES,0.953999,,,YES,YES,WMTNS,10.31472684,YES,L0627
NLA06608-0594,1,PROB_Lake,Target_Sampled,YES,YES,0.873779,,,YES,YES,PLNLOW,6.028735775,YES,L0628
NLA06608-0595,1,PROB_Lake,Target_Sampled,YES,YES,0.651185,,,YES,YES,PLNLOW,61.07335453,YES,L0629
NLA06608-0596,1,PROB_Lake,Target_Sampled,YES,YES,1.028596,,,YES,YES,WMTNS,223.2825986,YES,L0630
NLA06608-0597,1,PROB_Lake,Target_Sampled,YES,YES,1.070009,,,YES,YES,WMTNS,3571.159207,YES,L0631
NLA06608-0599,1,PROB_Lake,Target_Sampled,YES,YES,0.411722,,,YES,YES,PLNLOW,4682.509549,YES,L0633
NLA06608-0606,1,PROB_Lake,Target_Sampled,YES,YES,0.505839,,,YES,YES,PLNLOW,62.10901331,YES,L0639
NLA06608-0608,1,PROB_Lake,Target_Sampled,YES,YES,0.473257,,,YES,YES,PLNLOW,30.83717694,YES,L0640
NLA06608-0609,1,PROB_Lake,Target_Sampled,YES,YES,0.880806,,,YES,YES,PLNLOW,339.4373012,YES,L0641
NLA06608-0610,1,PROB_Lake,Target_Sampled,YES,YES,0.957641,,,YES,YES,EHIGH,66.35048043,YES,L0642
NLA06608-0611,1,PROB_Lake,Target_Sampled,YES,YES,0.407996,,,YES,YES,PLNLOW,1293.360422,YES,L0643
NLA06608-0614,1,PROB_Lake,Target_Sampled,YES,YES,1.179855,,,YES,YES,WMTNS,52.66162247,YES,L0646
NLA06608-0616,1,PROB_Lake,Target_Sampled,YES,YES,0.364485,,,YES,YES,PLNLOW,10.1555154,YES,L0648
NLA06608-0617,1,PROB_Lake,Target_Sampled,YES,YES,1.22057,,,YES,YES,WMTNS,348.5464856,YES,L0649
NLA06608-0618,1,PROB_Lake,Target_Sampled,YES,YES,1.014425,,,YES,YES,PLNLOW,744.7103782,YES,L0650
NLA06608-0619,1,PROB_Lake,Target_Sampled,YES,YES,1.244108,,,YES,YES,PLNLOW,59.5945523,YES,L0651
NLA06608-0622,1,PROB_Lake,Target_Sampled,YES,YES,1.223546,,,YES,YES,PLNLOW,168.7394891,YES,L0654
NLA06608-0623,1,PROB_Lake,Target_Sampled,YES,YES,0.58681,,,YES,YES,EHIGH,82.83694458,YES,L0655
NLA06608-0624,1,PROB_Lake,Target_Sampled,YES,YES,0.646083,,,YES,YES,PLNLOW,31.82152563,YES,L0656
NLA06608-0625,1,PROB_Lake,Target_Sampled,YES,YES,0.83586,,,YES,YES,WMTNS,6.795637891,YES,L0657
NLA06608-0627,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.607961,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,PLNLOW,83.48663736,YES,L0659
NLA06608-0628,1,PROB_Lake,Target_Sampled,YES,YES,0.490912,,,YES,YES,PLNLOW,325.8986282,YES,L0660
NLA06608-0630,1,PROB_Lake,Target_Sampled,YES,YES,0.769933,,,YES,YES,PLNLOW,20.65457995,YES,L0662
NLA06608-0632,1,PROB_Lake,Target_Sampled,YES,YES,0.686062,,,YES,YES,PLNLOW,75.81200985,YES,L0663
NLA06608-0634,1,PROB_Lake,Target_Sampled,YES,YES,0.238305,,,YES,YES,PLNLOW,12.78635999,YES,L0665
NLA06608-0635,1,PROB_Lake,Target_Sampled,YES,YES,0.489166,,,YES,YES,PLNLOW,189.8167021,YES,L0666
NLA06608-0637,1,PROB_Lake,Target_Sampled,YES,YES,1.187821,,,YES,YES,WMTNS,5376.669903,NOT DONE,L0668
NLA06608-0641,1,PROB_Lake,Target_Sampled,YES,YES,0.690215,,,YES,YES,WMTNS,27.00043435,YES,L0671
NLA06608-0648,1,PROB_Lake,Target_Sampled,YES,YES,0.874912,,,YES,YES,PLNLOW,10.29330913,YES,L0675
NLA06608-0649,1,PROB_Lake,Target_Sampled,YES,YES,1.18819,,,YES,YES,WMTNS,70.0184268,YES,L0676
NLA06608-0650,1,PROB_Lake,Target_Sampled,YES,YES,0.83932,,,YES,YES,WMTNS,2459.15098,YES,L0677
NLA06608-0651,1,PROB_Lake,Target_Sampled,YES,YES,0.957423,,,YES,YES,EHIGH,394.1979323,YES,L0678
NLA06608-0654,1,PROB_Lake,Target_Sampled,YES,YES,1.092324,,,YES,YES,PLNLOW,21.89643819,YES,L0679
NLA06608-0657,1,PROB_Lake,Target_Sampled,YES,YES,1.000443,,,YES,YES,EHIGH,47.27533144,YES,L0682
NLA06608-0658,1,PROB_Lake,Target_Sampled,YES,YES,1.160405,,,YES,YES,WMTNS,60.55964739,YES,L0683
NLA06608-0659,1,PROB_Lake,Target_Sampled,YES,YES,0.379371,,,YES,YES,PLNLOW,37.26370689,YES,L0684
NLA06608-0660,1,PROB_Lake,Target_Sampled,YES,YES,0.719882,,,YES,YES,PLNLOW,18.96018685,YES,L0685
NLA06608-0661,1,PROB_Lake,Target_Sampled,YES,YES,1.041917,,,YES,YES,EHIGH,71.25454463,YES,L0686
NLA06608-0662,1,PROB_Lake,Target_Sampled,YES,YES,0.713043,,,YES,YES,EHIGH,140.8573466,YES,L0687
NLA06608-0663,1,PROB_Lake,Target_Sampled,YES,YES,0.704778,,,YES,YES,PLNLOW,70.07706427,YES,L0688
NLA06608-0665,1,PROB_Lake,Target_Sampled,YES,YES,0.543955,,,YES,YES,PLNLOW,59.71733314,YES,L0690
NLA06608-0671,1,PROB_Lake,Target_Sampled,YES,YES,0.602032,,,YES,YES,WMTNS,5.832266593,YES,L0693
NLA06608-0672,1,PROB_Lake,Target_Sampled,YES,YES,0.624809,,,YES,YES,PLNLOW,807.6806613,YES,L0694
NLA06608-0674,1,PROB_Lake,Target_Sampled,YES,YES,0.990377,,,YES,YES,EHIGH,25.55122203,YES,L0695
NLA06608-0677,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.344305,X,No phytoplankton data-- O/E value likely invalid,YES,SAMPLE LOST,WMTNS,89.836885,YES,L0698
NLA06608-0678,1,PROB_Lake,Target_Sampled,YES,YES,0.751243,,,YES,YES,WMTNS,102.1565812,YES,L0699
NLA06608-0679,1,PROB_Lake,Target_Sampled,YES,YES,0.729588,,,YES,YES,PLNLOW,80.67161098,YES,L0700
NLA06608-0681,1,PROB_Lake,Target_Sampled,YES,YES,0.962107,,,YES,YES,EHIGH,334.3315616,YES,L0702
NLA06608-0686,1,PROB_Lake,Target_Sampled,YES,YES,1.053725,,,YES,YES,PLNLOW,15.26573132,YES,L0706
NLA06608-0687,1,PROB_Lake,Target_Sampled,YES,YES,0.610778,,,YES,YES,WMTNS,14.98479063,YES,L0707
NLA06608-0690,1,PROB_Lake,Target_Sampled,YES,YES,0.957735,,,YES,YES,EHIGH,24.34180652,YES,L0710
NLA06608-0690,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,24.34180652,YES,
NLA06608-0692,1,PROB_Lake,Target_Sampled,YES,YES,0.810106,,,YES,YES,PLNLOW,8.740125143,YES,L0713
NLA06608-0693,1,PROB_Lake,Target_Sampled,YES,YES,0.805327,,,YES,YES,WMTNS,69.77192161,YES,L0714
NLA06608-0696,1,PROB_Lake,Target_Sampled,YES,YES,1.158649,,,YES,YES,PLNLOW,12.16119365,YES,L0717
NLA06608-0707,1,PROB_Lake,Target_Sampled,YES,YES,0.227514,,,YES,YES,PLNLOW,43.218989,YES,L0724
NLA06608-0709,1,PROB_Lake,Target_Sampled,YES,YES,0.688298,,,YES,YES,PLNLOW,39.5189832,YES,L0726
NLA06608-0710,1,PROB_Lake,Target_Sampled,YES,YES,0.641679,,,YES,YES,PLNLOW,15.24576445,YES,L0727
NLA06608-0711,1,PROB_Lake,Target_Sampled,YES,YES,0.955013,,,YES,YES,PLNLOW,624.012216,YES,L0728
NLA06608-0712,1,PROB_Lake,Target_Sampled,YES,YES,0.779464,,,YES,YES,PLNLOW,10.05502523,YES,L0729
NLA06608-0713,1,PROB_Lake,Target_Sampled,YES,YES,1.219443,,,YES,YES,WMTNS,385.8954529,YES,L0730
NLA06608-0715,1,PROB_Lake,Target_Sampled,YES,YES,1.125067,,,YES,YES,WMTNS,79.39608141,YES,L0732
NLA06608-0717,1,PROB_Lake,Target_Sampled,YES,YES,0.886991,,,YES,YES,PLNLOW,69.11437012,YES,L0734
NLA06608-0718,1,PROB_Lake,Target_Sampled,YES,YES,0.232759,,,YES,YES,PLNLOW,64.37391798,YES,L0735
NLA06608-0720,1,PROB_Lake,Target_Sampled,YES,YES,0.6471,,,YES,YES,PLNLOW,837.628848,YES,L0737
NLA06608-0721,1,PROB_Lake,Target_Sampled,YES,YES,0.584761,,,YES,YES,WMTNS,84.03281162,YES,L0738
NLA06608-0723,1,PROB_Lake,Target_Sampled,YES,YES,1.117377,,,YES,YES,PLNLOW,59.10683554,YES,L0740
NLA06608-0724,1,PROB_Lake,Target_Sampled,YES,YES,0.784071,,,YES,YES,PLNLOW,50.07294514,YES,L0741
NLA06608-0726,1,PROB_Lake,Target_Sampled,YES,YES,1.060004,,,YES,YES,EHIGH,12.01850477,YES,L0743
NLA06608-0727,1,PROB_Lake,Target_Sampled,NOT CALCULATED,YES,,K,OE5 not calculated,YES,YES,PLNLOW,29.23173022,NOT DONE,
NLA06608-0731,1,PROB_Lake,Target_Sampled,YES,YES,1.130326,,,YES,YES,PLNLOW,37.44699116,YES,L0747
NLA06608-0733,1,PROB_Lake,Target_Sampled,YES,YES,0.453515,,,YES,YES,WMTNS,185.0144512,YES,L0749
NLA06608-0734,1,PROB_Lake,Target_Sampled,YES,YES,1.047838,,,YES,YES,PLNLOW,69.27845695,YES,L0750
NLA06608-0738,1,PROB_Lake,Target_Sampled,YES,YES,0.72664,,,YES,YES,EHIGH,76.92370366,YES,L0754
NLA06608-0743,1,PROB_Lake,Target_Sampled,YES,YES,1.155852,,,YES,YES,PLNLOW,35.36397799,YES,L0758
NLA06608-0744,1,PROB_Lake,Target_Sampled,YES,YES,0.713779,,,YES,YES,PLNLOW,10.69219463,YES,L0759
NLA06608-0749,1,PROB_Lake,Target_Sampled,YES,YES,0.872159,,,YES,YES,EHIGH,15.44871931,YES,L0764
NLA06608-0751,1,PROB_Lake,Target_Sampled,YES,YES,1.14091,,,YES,YES,EHIGH,744.6121139,YES,L0765
NLA06608-0753,1,PROB_Lake,Target_Sampled,YES,YES,1.10607,,,YES,YES,EHIGH,46.36420908,YES,L0767
NLA06608-0754,1,PROB_Lake,Target_Sampled,YES,YES,1.2507,,,YES,YES,EHIGH,125.7233774,YES,L0768
NLA06608-0755,1,PROB_Lake,Target_Sampled,YES,YES,0.884736,,,YES,YES,PLNLOW,15.32707742,YES,L0769
NLA06608-0756,1,PROB_Lake,Target_Sampled,YES,YES,0.981211,,,YES,YES,PLNLOW,81.00405877,YES,L0770
NLA06608-0759,1,PROB_Lake,Target_Sampled,YES,YES,0.425952,,,YES,YES,PLNLOW,888.3375176,YES,L0773
NLA06608-0761,1,PROB_Lake,Target_Sampled,YES,YES,0.6422,,,YES,YES,EHIGH,21.96164291,YES,L0775
NLA06608-0762,1,PROB_Lake,Target_Sampled,YES,YES,0.537998,,,YES,YES,PLNLOW,34.7821593,YES,L0776
NLA06608-0764,1,PROB_Lake,Target_Sampled,YES,YES,0.945713,,,YES,YES,PLNLOW,202.2270082,YES,L0778
NLA06608-0765,1,PROB_Lake,Target_Sampled,YES,YES,0.870388,,,YES,YES,EHIGH,18.17031425,YES,L0779
NLA06608-0766,1,PROB_Lake,Target_Sampled,YES,YES,0.599612,,,YES,YES,PLNLOW,180.255754,YES,L0780
NLA06608-0769,1,PROB_Lake,Target_Sampled,YES,YES,1.055902,,,YES,YES,WMTNS,399.5962506,YES,L0783
NLA06608-0770,1,PROB_Lake,Target_Sampled,YES,YES,0.724083,,,YES,YES,WMTNS,14.94797988,YES,L0784
NLA06608-0771,1,PROB_Lake,Target_Sampled,YES,YES,0.760883,,,YES,YES,PLNLOW,91.63878065,YES,L0785
NLA06608-0775,1,PROB_Lake,Target_Sampled,YES,YES,0.862682,,,YES,YES,PLNLOW,6.713595905,YES,L0789
NLA06608-0779,1,PROB_Lake,Target_Sampled,YES,YES,0.701959,,,YES,YES,PLNLOW,11.97847282,YES,L0792
NLA06608-0781,1,PROB_Lake,Target_Sampled,YES,YES,0.743146,,,YES,YES,EHIGH,22.72402282,YES,L0794
NLA06608-0782,1,PROB_Lake,Target_Sampled,YES,YES,1.046607,,,YES,YES,PLNLOW,5.945106269,YES,L0795
NLA06608-0783,1,PROB_Lake,Target_Sampled,YES,YES,0.722753,,,YES,YES,PLNLOW,327.119426,YES,L0796
NLA06608-0785,1,PROB_Lake,Target_Sampled,YES,YES,0.788573,,,YES,YES,WMTNS,50.94571043,YES,L0798
NLA06608-0792,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,8783.072277,NOT DONE,
NLA06608-0793,1,PROB_Lake,Target_Sampled,YES,YES,1.138746,,,YES,YES,EHIGH,88.58510717,YES,L0806
NLA06608-0794,1,PROB_Lake,Target_Sampled,YES,YES,1.007528,,,YES,YES,WMTNS,2045.331815,YES,L0807
NLA06608-0794,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,WMTNS,2045.331815,YES,
NLA06608-0797,1,PROB_Lake,Target_Sampled,YES,YES,0.67744,,,YES,YES,WMTNS,82.68851601,YES,L0811
NLA06608-0802,1,PROB_Lake,Target_Sampled,YES,YES,1.042933,,,YES,YES,EHIGH,12.07934977,YES,L0815
NLA06608-0804,1,PROB_Lake,Target_Sampled,YES,YES,1.158769,,,YES,YES,PLNLOW,20.41580282,YES,L0817
NLA06608-0805,1,PROB_Lake,Target_Sampled,YES,YES,1.303427,,,YES,YES,EHIGH,10.59174887,YES,L0818
NLA06608-0806,1,PROB_Lake,Target_Sampled,YES,YES,0.877019,,,YES,YES,EHIGH,27.82759617,YES,L0819
NLA06608-0807,1,PROB_Lake,Target_Sampled,YES,YES,0.103068,,,YES,YES,PLNLOW,21.82718294,YES,L0820
NLA06608-0808,1,PROB_Lake,Target_Sampled,YES,YES,0.536941,,,YES,YES,PLNLOW,11.75486524,YES,L0821
NLA06608-0809,1,PROB_Lake,Target_Sampled,YES,YES,1.021565,,,YES,YES,WMTNS,61.37213903,YES,L0822
NLA06608-0811,1,PROB_Lake,Target_Sampled,YES,YES,1.473362,,,YES,YES,PLNLOW,7.092347657,YES,L0823
NLA06608-0812,1,PROB_Lake,Target_Sampled,YES,YES,0.843795,,,YES,YES,PLNLOW,35.49877248,YES,L0824
NLA06608-0815,1,PROB_Lake,Target_Sampled,YES,YES,0.914055,,,YES,YES,PLNLOW,32.26883364,YES,L0827
NLA06608-0820,1,PROB_Lake,Target_Sampled,YES,YES,0.52887,,,YES,YES,EHIGH,30.21848645,YES,L0832
NLA06608-0823,1,PROB_Lake,Target_Sampled,YES,YES,0.888877,,,YES,YES,PLNLOW,220.3464305,YES,L0834
NLA06608-0824,1,PROB_Lake,Target_Sampled,YES,YES,0.720573,,,YES,YES,PLNLOW,325.3715602,YES,L0835
NLA06608-0825,1,PROB_Lake,Target_Sampled,YES,YES,1.079921,,,YES,YES,WMTNS,31.41373022,YES,L0836
NLA06608-0827,1,PROB_Lake,Target_Sampled,YES,YES,0.559659,,,YES,YES,PLNLOW,18.24568417,YES,L0838
NLA06608-0828,1,PROB_Lake,Target_Sampled,YES,YES,1.033735,,,YES,YES,PLNLOW,77.48472983,YES,L0839
NLA06608-0830,1,PROB_Lake,Lake_Shallow,YES,YES,0.29853,,,YES,YES,PLNLOW,44.89524389,YES,L0841
NLA06608-0831,1,PROB_Lake,Target_Sampled,YES,YES,1.045084,,,YES,YES,EHIGH,183.8849003,YES,L0842
NLA06608-0833,1,PROB_Lake,Target_Sampled,YES,YES,1.215118,,,YES,YES,WMTNS,105.3238619,YES,L0844
NLA06608-0834,1,PROB_Lake,Target_Sampled,YES,YES,0.591026,,,YES,YES,WMTNS,373.4887725,YES,L0845
NLA06608-0836,1,PROB_Lake,Target_Sampled,YES,YES,0.602247,,,YES,YES,WMTNS,110.9901187,YES,L0847
NLA06608-0837,1,PROB_Lake,Target_Sampled,YES,YES,0.518337,,,YES,YES,WMTNS,81.26266683,YES,L0848
NLA06608-0842,1,PROB_Lake,Target_Sampled,YES,YES,0.764158,,,YES,YES,WMTNS,15.43754853,YES,L0853
NLA06608-0843,1,PROB_Lake,Target_Sampled,YES,YES,0.868528,,,YES,YES,EHIGH,42.73934657,YES,L0854
NLA06608-0846,1,PROB_Lake,Target_Sampled,YES,YES,0.656986,,,YES,YES,PLNLOW,1780.118547,YES,L0856
NLA06608-0847,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,5114.443686,NOT DONE,
NLA06608-0849,1,PROB_Lake,Target_Sampled,YES,YES,1.074523,,,YES,YES,WMTNS,3036.176287,YES,L0859
NLA06608-0850,1,PROB_Lake,Target_Sampled,YES,YES,1.181895,,,YES,YES,WMTNS,420.1827721,YES,L0860
NLA06608-0851,1,PROB_Lake,Target_Sampled,YES,YES,0.553488,,,YES,YES,PLNLOW,57.76217216,YES,L0861
NLA06608-0856,1,PROB_Lake,Target_Sampled,YES,YES,0.714706,,,YES,YES,PLNLOW,160.7370051,YES,L0866
NLA06608-0857,1,PROB_Lake,Target_Sampled,YES,YES,0.704602,,,YES,YES,EHIGH,501.248966,YES,L0867
NLA06608-0859,1,PROB_Lake,Target_Sampled,YES,YES,1.181241,,,YES,YES,PLNLOW,489.3771604,YES,L0869
NLA06608-0860,1,PROB_Lake,Target_Sampled,YES,YES,0.62872,,,YES,YES,PLNLOW,1241.453394,YES,L0870
NLA06608-0860,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,1241.453394,YES,
NLA06608-0862,1,PROB_Lake,Target_Sampled,YES,YES,0.545149,,,YES,YES,PLNLOW,17.46040749,YES,L0873
NLA06608-0863,1,PROB_Lake,Target_Sampled,YES,YES,1.141414,,,YES,YES,EHIGH,604.0491796,YES,L0874
NLA06608-0864,1,PROB_Lake,Target_Sampled,YES,YES,0.779979,,,YES,YES,PLNLOW,303.6463188,YES,L0875
NLA06608-0865,1,PROB_Lake,Target_Sampled,YES,YES,0.687698,,,YES,YES,PLNLOW,9.715760487,YES,L0876
NLA06608-0868,1,PROB_Lake,Target_Sampled,YES,YES,0.390672,,,YES,YES,PLNLOW,34.76562665,YES,L0879
NLA06608-0869,1,PROB_Lake,Target_Sampled,YES,YES,0.876123,,,YES,YES,EHIGH,29.10658062,YES,L0880
NLA06608-0870,1,PROB_Lake,Target_Sampled,YES,YES,0.833225,,,YES,YES,WMTNS,63.69149444,YES,L0881
NLA06608-0871,1,PROB_Lake,Target_Sampled,YES,YES,0.592312,,,YES,YES,PLNLOW,91.94809388,YES,L0882
NLA06608-0872,1,PROB_Lake,Target_Sampled,YES,YES,0.997278,,,YES,YES,PLNLOW,88.73501648,YES,L0883
NLA06608-0873,1,PROB_Lake,Target_Sampled,YES,YES,0.519095,,,YES,YES,WMTNS,49.38276284,YES,L0884
NLA06608-0874,1,PROB_Lake,Target_Sampled,YES,YES,0.902488,,,YES,YES,PLNLOW,23.02731521,YES,L0885
NLA06608-0875,1,PROB_Lake,Target_Sampled,YES,YES,1.001794,,,YES,YES,PLNLOW,45.7886331,YES,L0886
NLA06608-0877,1,PROB_Lake,Target_Sampled,YES,YES,0.51549,,,YES,YES,WMTNS,55.00648431,YES,L0888
NLA06608-0878,1,PROB_Lake,Target_Sampled,YES,YES,1.022238,,,YES,YES,PLNLOW,280.5232362,YES,L0889
NLA06608-0880,1,PROB_Lake,Target_Sampled,YES,YES,0.873233,,,YES,YES,PLNLOW,740.6546548,YES,L0891
NLA06608-0881,1,PROB_Lake,Target_Sampled,YES,YES,0.695923,,,YES,YES,WMTNS,911.8175218,YES,L0892
NLA06608-0885,1,PROB_Lake,Target_Sampled,YES,YES,0.393728,,,YES,YES,WMTNS,26.7345594,YES,L0895
NLA06608-0889,1,PROB_Lake,Target_Sampled,YES,YES,0.348937,,,YES,YES,WMTNS,233.3334357,YES,L0898
NLA06608-0890,1,PROB_Lake,Target_Sampled,YES,YES,0.963587,,,YES,YES,PLNLOW,59.20638232,YES,L0899
NLA06608-0891,1,PROB_Lake,Target_Sampled,YES,YES,1.037286,,,YES,YES,PLNLOW,90.26525446,YES,L0900
NLA06608-0893,1,PROB_Lake,Target_Sampled,YES,YES,0.737934,,,YES,YES,EHIGH,386.2780202,YES,L0902
NLA06608-0895,1,PROB_Lake,Target_Sampled,YES,YES,0.11393,,,YES,YES,WMTNS,529.233009,YES,L0903
NLA06608-0899,1,PROB_Lake,Target_Sampled,YES,YES,0.432845,,,YES,YES,PLNLOW,86.54801164,YES,L0906
NLA06608-0900,1,PROB_Lake,Target_Sampled,YES,YES,1.155192,,,YES,YES,PLNLOW,233.8842349,YES,L0907
NLA06608-0904,1,PROB_Lake,Target_Sampled,YES,YES,1.038651,,,YES,YES,PLNLOW,95.89952177,YES,L0911
NLA06608-0905,1,PROB_Lake,Target_Sampled,YES,YES,0.724776,,,YES,YES,WMTNS,140.9360139,YES,L0912
NLA06608-0906,1,PROB_Lake,Target_Sampled,YES,YES,1.209855,,,YES,YES,WMTNS,185.7625724,YES,L0913
NLA06608-0913,1,PROB_Lake,Target_Sampled,YES,YES,0.99827,,,YES,YES,EHIGH,104.3874979,YES,L0919
NLA06608-0914,1,PROB_Lake,Target_Sampled,YES,YES,1.206674,,,YES,YES,EHIGH,83.44657835,YES,L0920
NLA06608-0915,1,PROB_Lake,Target_Sampled,YES,YES,0.911419,,,YES,YES,PLNLOW,4.297922457,YES,L0921
NLA06608-0916,1,PROB_Lake,Target_Sampled,YES,YES,0.715241,,,YES,YES,WMTNS,10.22293121,YES,L0922
NLA06608-0918,1,PROB_Lake,Target_Sampled,YES,YES,0.969298,,,YES,YES,EHIGH,282.8829075,YES,L0924
NLA06608-0921,1,PROB_Lake,Target_Sampled,YES,YES,1.09178,,,YES,YES,EHIGH,667.5551704,NOT DONE,L0927
NLA06608-0922,1,PROB_Lake,Target_Sampled,YES,YES,0.417545,,,YES,YES,PLNLOW,822.6826629,YES,L0928
NLA06608-0924,1,PROB_Lake,Target_Sampled,YES,YES,0.700442,,,YES,YES,PLNLOW,13.00088007,YES,L0929
NLA06608-0925,1,PROB_Lake,Target_Sampled,YES,YES,0.682897,,,YES,YES,WMTNS,61133.21842,NOT DONE,L0930
NLA06608-0926,1,PROB_Lake,Target_Sampled,YES,YES,0.652581,,,YES,YES,PLNLOW,70.86484892,YES,L0931
NLA06608-0927,1,PROB_Lake,Target_Sampled,YES,YES,1.138814,,,YES,YES,WMTNS,452.9226694,YES,L0932
NLA06608-0929,1,PROB_Lake,Target_Sampled,YES,YES,1.203044,,,YES,YES,WMTNS,1127.0674,YES,L0934
NLA06608-0930,1,PROB_Lake,Target_Sampled,YES,YES,0.87872,,,YES,YES,EHIGH,1669.501392,YES,L0935
NLA06608-0933,1,PROB_Lake,Target_Sampled,YES,YES,0.928774,,,YES,YES,WMTNS,716.7882587,YES,L0937
NLA06608-0934,1,PROB_Lake,Target_Sampled,YES,YES,0.917055,,,YES,YES,WMTNS,2443.702689,YES,L0938
NLA06608-0935,1,PROB_Lake,Target_Sampled,YES,YES,1.027786,,,YES,YES,PLNLOW,70.12985133,YES,L0939
NLA06608-0938,1,PROB_Lake,Target_Sampled,YES,YES,0.702496,,,YES,YES,PLNLOW,1899.633474,YES,L0941
NLA06608-0940,1,PROB_Lake,Target_Sampled,YES,YES,0.459215,,,YES,YES,PLNLOW,98.27494842,YES,L0943
NLA06608-0942,1,PROB_Lake,Target_Sampled,YES,YES,1.197626,,,YES,YES,PLNLOW,105.3593225,YES,L0944
NLA06608-0943,1,PROB_Lake,Target_Sampled,YES,YES,1.226921,,,YES,YES,EHIGH,1341.255674,YES,L0945
NLA06608-0944,1,PROB_Lake,Target_Sampled,YES,YES,0.51978,,,YES,YES,PLNLOW,60.70834138,YES,L0946
NLA06608-0946,1,PROB_Lake,Target_Sampled,YES,YES,1.051285,,,YES,YES,EHIGH,44.05941564,YES,L0948
NLA06608-0950,1,PROB_Lake,Target_Sampled,YES,YES,1.018776,,,YES,YES,WMTNS,7764.918669,NOT DONE,L0951
NLA06608-0955,1,PROB_Lake,Target_Sampled,YES,YES,1.12934,,,YES,YES,WMTNS,68.19465534,YES,L0956
NLA06608-0957,1,PROB_Lake,Target_Sampled,YES,YES,1.132554,,,YES,YES,EHIGH,12.08030772,YES,L0958
NLA06608-0958,1,PROB_Lake,Target_Sampled,YES,YES,0.906001,,,YES,YES,PLNLOW,145.7551696,YES,L0959
NLA06608-0961,1,PROB_Lake,Target_Sampled,YES,YES,1.235863,,,YES,YES,WMTNS,91.93214973,YES,L0961
NLA06608-0962,1,PROB_Lake,Target_Sampled,YES,YES,1.334463,,,YES,YES,WMTNS,69.82459934,YES,L0962
NLA06608-0967,1,PROB_Lake,Target_Sampled,YES,YES,0.37128,,,YES,YES,PLNLOW,30.32187653,YES,L0964
NLA06608-0968,1,PROB_Lake,Target_Sampled,YES,YES,0.897055,,,YES,YES,PLNLOW,63.88252304,YES,L0965
NLA06608-0970,1,PROB_Lake,Target_Sampled,YES,YES,0.835152,,,YES,YES,WMTNS,731.5057636,YES,L0967
NLA06608-0971,1,PROB_Lake,Target_Sampled,YES,YES,0.79289,,,YES,YES,PLNLOW,487.2829591,YES,L0968
NLA06608-0972,1,PROB_Lake,Target_Sampled,YES,YES,0.832268,,,YES,YES,PLNLOW,28.62602427,YES,L0969
NLA06608-0974,1,PROB_Lake,Target_Sampled,YES,YES,0.971189,,,YES,YES,PLNLOW,93.91444892,YES,L0971
NLA06608-0979,1,PROB_Lake,Target_Sampled,YES,YES,0.938864,,,YES,YES,WMTNS,45.95921044,YES,L0975
NLA06608-0980,1,PROB_Lake,Target_Sampled,YES,YES,0.971296,,,YES,YES,PLNLOW,27.94800931,YES,L0976
NLA06608-0982,1,PROB_Lake,Target_Sampled,YES,YES,0.925366,,,YES,YES,EHIGH,82.15989526,YES,L0978
