SITE_ID,VISIT_NO,INDXSAMP_INF,CORE_CONFIDENCE,COMMENT_CONFIDENCE,NUT_REG_INF,NUT_REG,LAKE_ORIGIN,LAKE_ORIGIN_INF,REF_CLUSTER,WSA_ECO9,SITE_TYPE,ST,LAKENAME,RT_NLA,PH_FIELD,COND,NTL,PTL,DOC,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,ELEV_PT,DOM_GEOL,ECO3_PT,LAKEAREA_KM2,BASINAREA_KM2,BASIN_LAKE_RATIO,PC_DISTOT,PC_URB,PC_URB_INT,PC_CROP,PC_AG,PC_WET
NLA06608-0291,1,YES,YES,,7,VII,Natural,1,C,TPL,PROB_Lake,WI,Green Lake,SO-SO,8.8,496,553,13,4.33,21.14584505,42.1274598,-20.98161475,Yes,546.5955708,393.13,153.4655708,Yes,276.6675743,329.2909798,-52.6234054,Yes,8.340093538,8.2492474,0.090846138,No,442.81,Volcanic,50,0.352867648,28.42734277,80.56092113,72.66783751,7.061164361,3.754837099,55.85334051,65.60667315,4.772026352
NLA06608-0294,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,VT,"Derby, Lake",SO-SO,8.2,311,343,1,2.33,13.4898,27.74424812,-14.25444812,Yes,627.6859013,923.7982906,-296.1123893,Yes,167.3750912,73.52036183,93.85472941,Yes,8.066905259,7.885860225,0.181045033,No,0.35,Sedimentary,75,10.13147577,168.6418248,16.64533664,41.832645,8.283258152,3.834841737,10.75947024,33.54938685,2.476212093
NLA06608-0299,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Round Lake,SO-SO,8.4,447,915,18,8.07,12.5868041,19.68267953,-7.095875436,Yes,575.041922,676.865,-101.823078,Yes,570.2651876,270.4150686,299.850119,Yes,8.543576435,8.399365502,0.144210934,No,1485,Sedimentary,9,0.592388531,32.58240817,55.00175383,69.94706555,33.39171828,21.63420684,26.91978212,36.55534727,16.90805377
NLA06608-0318,1,YES,YES,Some ag; lots of wetlands,8,VIII,Natural,1,E,UMW,PROB_Lake,MN,Lost Lake,SO-SO,8.9,371,847,43,8.57,57.42267707,89.57246337,-32.1497863,Yes,1075.060181,1390.87841,-315.8182289,Yes,334.0093453,574.2605814,-240.2512361,Yes,8.462095206,8.582760063,-0.120664857,No,1462,Sedimentary,12,15.60749921,3901.158256,249.9540896,12.20247373,6.598554384,4.682062486,4.027058925,5.603919348,9.533940709
NLA06608-0337,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Cranberry Lake,SO-SO,8.3,277,586,23,14.08,16.27487852,15.09923629,1.175642233,No,302.8191995,699.031215,-396.2120154,Yes,128.2803227,112.3066888,15.9736339,Yes,8.454015595,8.247317857,0.206697738,No,148.45,Sedimentary,68,0.42739451,14.99873373,35.09341696,27.96807997,10.16044687,8.506420637,0.880715268,17.8076331,10.50414064
NLA06608-0350,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,WI,Price Lake,SO-SO,8.3,85,902,18,14.52,14.75539194,18.30176088,-3.546368941,Yes,534.5633971,480.611,53.95239713,Yes,90.2041989,60.26366205,29.94053685,Yes,7.824788606,7.780412299,0.044376306,No,300.84,Sedimentary,51,0.997371935,22.82827503,22.88842731,1.065875212,0.999038152,0,0.066837059,0.066837059,51.70022439
NLA06608-0358,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,,REF,6.5,21,209,7,5.45,11.8088,20.32558762,-8.516787625,Yes,202.4969849,257.2940851,-54.79710021,Yes,29.58762965,43.39963933,-13.81200967,Yes,6.894064813,7.193826576,-0.299761763,No,497.98,Sedimentary,50,1.308235639,68.55855434,52.40535597,0,0,0,0,0,5.953178859
NLA06608-0366,1,YES,YES,Lots of irrigation; changing groundwater?,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,,SO-SO,8.4,330,601,14,3.59,22.15519136,77.16336558,-55.00817422,Yes,843.5416825,1457.23,-613.6883175,Yes,405.276495,381.495174,23.78132097,Yes,8.756976318,8.621191749,0.135784569,No,135.37,Sedimentary,67,0.054598333,0.067819939,1.242161353,45.64921841,3.433811473,0.287808389,36.04390591,42.21540694,3.735659296
NLA06608-0369,1,YES,YES,?Shortish core plus w-shed dist,8,VIII,Natural,1,B,NAP,PROB_Lake,VT,Caspian Lake,SO-SO,8.4,153,163,1,2.67,7.70055,16.46391978,-8.763369781,Yes,326.3298064,399.6912138,-73.36140742,Yes,99.64623845,129.4031677,-29.75692926,Yes,8.030990839,8.289648436,-0.258657597,No,787.37,Sedimentary,42,0.123778066,43.83681882,354.1565971,20.22496399,4.84134729,0.421468951,6.166756227,15.3836167,1.824516905
NLA06608-0401,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,ME,Long Lake,SO-SO,8.52,87,279,10,4.39,10.4868,7.571966178,2.914833822,Yes,365.8820091,279.2807589,86.60125015,Yes,93.96884909,131.303737,-37.33488787,Yes,8.114637462,7.988714271,0.125923191,No,439.26,Sedimentary,69,10.94589092,1115.529064,101.9130442,24.7635807,3.143143665,1.261184722,18.15597242,21.62043703,8.301237444
NLA06608-0418,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,Grassy Pond,SO-SO,6.6,67,296,8,3.34,11.5226,10.26261904,1.259980965,No,301.4473507,269.0342853,32.41306538,Yes,52.8892195,31.94141428,20.94780521,Yes,6.597164705,6.578914298,0.018250406,No,262.37,Sedimentary,53,3.147522092,230.9719441,73.38215184,7.14605394,4.929872655,1.040248358,0,2.216181285,2.035268527
NLA06608-0426,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,Eight Point Lake,SO-SO,7.6,206,574,5,6.2,5.891230858,6.889077517,-0.997846659,No,622.8371237,461.179,161.6581237,Yes,282.011446,149.5802276,132.4312184,Yes,8.35891768,8.090460909,0.268456771,No,155.33,Sedimentary,68,4.71993514,362.5791725,76.8186769,9.639374614,8.679671138,3.655341179,0.677437747,0.959703475,15.75042763
NLA06608-0433,1,YES,YES,,7,VII,Natural,1,B,NAP,PROB_Lake,VT,,SO-SO,8,171,422,7,2.77,19.6405,24.48884495,-4.848344947,Yes,478.3142657,581.1187023,-102.8044365,Yes,263.3991153,364.2199367,-100.8208214,Yes,8.440029847,8.47816875,-0.038138902,No,328.06,Sedimentary,29,3.995585491,97.16930823,24.31916635,19.34345661,5.114439614,2.063783532,4.709094216,14.229017,5.543574856
NLA06608-0449,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Jumpoff Joe Lake,SO-SO,9.3,215,404,16,2.81,35.09734541,44.70123153,-9.60388612,Yes,567.5651745,706.419011,-138.8538365,Yes,212.697183,219.7687614,-7.071578356,Yes,8.562874763,8.563819048,-0.000944285,No,69.91,Volcanic,82,0.834465704,3.294281329,3.947773183,1.568634925,1.205234501,0.66144106,0,0.363400424,0.734644023
NLA06608-0467,1,YES,YES,,7,VII,Natural,1,C,TPL,PROB_Lake,WI,Swan Lake,SO-SO,8.62,397,788,15,6.22,36.16870674,69.68606991,-33.51736318,Yes,972.789806,1164.51,-191.720194,Yes,288.8109065,346.6232945,-57.81238802,Yes,8.47313899,8.766924152,-0.293785162,No,1559.92,Quaternary,8,3.023386468,4.71547574,1.55966688,67.61579865,6.356423703,1.939067329,47.86761721,61.25937494,10.64356188
NLA06608-0468,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,CO,Eagle Lake,REF,7.6,28,179,8,1.24,16.43565593,10.98505648,5.450599447,Yes,244.0986226,170.4474653,73.65115722,Yes,49.62694831,42.45951353,7.167434775,Yes,7.894757376,7.685977905,0.208779472,No,353.94,Volcanic,51,2.203465371,24.91471933,11.30706189,0,0,0,0,0,3.344993092
NLA06608-0469,1,YES,YES,,7,VII,Natural,1,B,NAP,PROB_Lake,PA,Starlight Lake,SO-SO,6.9,63,191,11,2.41,10.0172,9.829867156,0.187332844,No,274.0642436,288.4513709,-14.38712728,Yes,64.45262464,68.55915073,-4.106526093,Yes,7.567366988,7.799715854,-0.232348866,No,2812,Gneiss,17,0.085286258,1.401571063,16.43372684,32.45961761,4.46274204,0.127506915,2.714075771,27.99687557,0.364305473
NLA06608-0470,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,Mirror Lake,SO-SO,7.1,66,193,8,4.15,5.22612,7.742184086,-2.516064086,Yes,202.4885856,264.2601472,-61.7715616,Yes,67.88837595,60.28873909,7.599636858,Yes,7.530595023,7.467086458,0.063508565,No,11.26,Quaternary,75,0.244705027,3.872516657,15.82524359,6.844656286,2.922579671,0.316296501,0.164474181,3.922076615,5.870463063
NLA06608-0471,1,YES,YES,Maybe OK,6,VI,Natural,1,E,TPL,PROB_Lake,SD,Enemy Swim Lake,REF,8.3,407,839,24,7.87,21.99006927,69.74359328,-47.75352401,Yes,922.0491063,1005.681705,-83.63259906,Yes,311.8476716,421.6870245,-109.8393529,Yes,8.498781823,8.626816499,-0.128034676,No,1915.69,Granitic,22,0.408000202,254.6280139,624.0879604,9.666239378,2.284900286,0.156870964,7.275824694,7.381339092,4.877006209
NLA06608-0498,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,CT,Roseland Lake,SO-SO,9.6,128,820,44,3.66,16.692,30.06329244,-13.37129244,Yes,417.688112,432.1984116,-14.51029959,Yes,126.5525883,91.60587278,34.94671548,Yes,8.263806213,7.753473828,0.510332385,No,276.12,Sedimentary,40,0.240385003,7.578212645,31.52531382,27.37841237,6.884413962,1.221715949,0.700671295,20.49399841,11.27061627
NLA06608-0512,1,YES,YES,Watershed forested; wetlands; high DOC,6,VI,Natural,1,E,TPL,PROB_Lake,ND,South Loon Lake,SO-SO,8.5,685,2447,61,27.8,55.01175016,229.4604556,-174.4487054,Yes,1417.943284,2868.256792,-1450.313508,Yes,406.2239633,401.9371956,4.286767684,Yes,8.510060443,8.780077777,-0.270017334,No,455.1,Sedimentary,46,0.372637738,175.0822776,469.845804,26.65403276,1.863194523,0,24.63557202,24.79083823,0.534805835
NLA06608-0526,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,"Carol, Lake",SO-SO,7.12,36,651,17,14.15,4.722637215,5.854943687,-1.132306472,No,200.333094,225.726,-25.39290601,Yes,28.06666224,35.81938497,-7.752722728,Yes,7.271675633,7.420576986,-0.148901353,No,916.56,Sedimentary,66,6.400310919,235.3584863,36.77297701,0,0,0,0,0,0.19303625
NLA06608-0542,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,WI,Buckskin Lake,REF,8.73,130,1303,15,13.49,20.23510083,14.06553871,6.169562121,Yes,1127.06797,640.758507,486.309463,Yes,195.2856044,89.44441501,105.8411893,Yes,8.38168708,8.046877467,0.334809613,No,1485,Quaternary,13,0.342263175,0.694378843,2.028786305,0,0,0,0,0,1.363606743
NLA06608-0550,1,YES,YES,Forested watershed; grafton co - NH,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,"Armington, Lake",SO-SO,6.7,28,234,1,2.48,6.37953,6.519387685,-0.139857685,No,210.2001635,199.0385596,11.16160395,Yes,39.62093954,35.44400633,4.176933214,Yes,6.747023605,6.276105853,0.470917752,No,65.73,Gneiss,45,0.288381927,42.17876613,146.2600886,1.683268412,1.610082829,0,0,0.073185583,0.409839266
NLA06608-0555,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Little Otter Lake,SO-SO,8.3,682,578,8,5.65,18.78042221,5.265087077,13.51533514,Yes,639.4278927,388.9948251,250.4330675,Yes,418.9732635,238.1589689,180.8142946,Yes,8.369654043,8.319454908,0.050199135,No,239.95,Sedimentary,39,0.162435523,4.966602698,30.5758409,38.94217014,34.6397774,21.7325992,0,4.302392735,22.94609458
NLA06608-0558,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,MN,,REF,7.6,407,1154,17,11.8,44.51967422,85.7951453,-41.27547108,Yes,1323.25235,1306.556154,16.69619587,Yes,467.6124509,180.9454534,286.6669975,Yes,8.505604181,8.521941631,-0.01633745,No,525.31,Sedimentary,42,3.142065436,1047.456287,333.3655227,24.84427153,4.415768189,0.401433472,9.72361076,20.42850334,1.338111572
NLA06608-0561,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,Lower Payette,SO-SO,6.7,19,86,5,1.99,5.676125349,5.763313038,-0.087187689,No,88.99032108,110.6316481,-21.64132697,Yes,46.7331992,35.36266262,11.37053658,Yes,7.682460598,7.757874341,-0.075413743,No,291.82,Sedimentary,55,3.271191974,202.0681222,61.77201577,1.170517684,1.134756314,0.501726686,0.003736263,0.03576137,1.125415658
NLA06608-0590,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,WI,Haskell Lake,REF,7.73,134,884,46,6.17,47.33180044,34.2611349,13.07066554,Yes,1596.621838,996.1178727,600.5039655,Yes,117.9977866,187.4214966,-69.42370997,Yes,8.383283043,8.47704452,-0.093761477,No,674.31,Sedimentary,46,0.35112901,5.796496216,16.50816665,7.272602798,7.272602798,0.749544021,0,0,16.59125819
NLA06608-0606,1,YES,YES,Some dev; most forest,8,VIII,Natural,1,C,UMW,PROB_Lake,WI,Schnur Lake,SO-SO,9.2,151,708,15,8.4,8.730667155,6.416063904,2.314603252,Yes,366.5904748,310.244,56.34647481,Yes,108.2101454,75.52544581,32.68469963,Yes,8.058572393,7.928577327,0.129995066,No,6.13,Quaternary,84,0.650721839,22.4172634,34.44984023,13.36326192,7.535674017,0.401902614,5.827587906,5.827587906,26.50045363
NLA06608-0610,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,NH,Long Pond,SO-SO,7.9,301,549,11,4.13,6.24879,9.089442219,-2.840652219,Yes,157.7095521,333.817981,-176.1084288,Yes,37.5303286,109.8010552,-72.27072658,Yes,6.31507127,7.725719865,-1.410648595,Yes,973.07,Volcanic,12,0.334235217,100.5353618,300.7922469,42.79517609,37.99487063,29.95662326,0.090571801,4.800305466,1.018932764
NLA06608-0619,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Campbell Lake,SO-SO,8,429,733,7,4.58,5.74476385,2.292426638,3.452337213,Yes,456.7969459,281.41,175.3869459,Yes,318.2006053,296.2523845,21.94822074,Yes,8.280930588,8.416969471,-0.136038883,No,58.08,Quaternary,73,0.448817347,131.7394949,293.5258536,67.53689375,19.47227681,8.678856725,32.72461662,48.06461694,5.310620947
NLA06608-0622,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MN,"Victoria, Lake",SO-SO,8.59,380,508,16,6.51,23.94946536,37.14394867,-13.19448332,Yes,517.4210967,985.271,-467.8499033,Yes,318.3109476,433.0099833,-114.6990357,Yes,8.42580216,8.672742115,-0.246939955,No,115.69,Sedimentary,64,9.207200566,12.69343502,1.378642175,69.34975756,7.960338363,2.114046089,43.52221191,61.38941919,6.936818426
NLA06608-0625,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,REF,6.8,22,55,1,1.46,13.73947537,13.99752906,-0.258053691,No,225.3619082,228.1438328,-2.781924664,Yes,46.08622015,23.79813073,22.28808942,Yes,7.562327875,7.354841858,0.207486017,No,1452.11,Sedimentary,12,0.812625735,336.661753,414.2888155,0,0,0,0,0,0
NLA06608-0627,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,WI,Berry Lake,SO-SO,8.4,168,616,11,7.61,10.48685508,2.793863368,7.692991712,Yes,422.4892414,257.677,164.8122414,Yes,118.7022127,354.1890965,-235.4868838,Yes,8.062546967,8.565450095,-0.502903128,No,384.73,Sedimentary,58,0.41126321,1.747456371,4.248997553,31.56839568,8.366257067,0.632210861,19.85142105,23.20213862,5.816339926
NLA06608-0630,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,MI,Dewey Lake,REF,9.3,153,771,8,8.23,10.56471685,5.993958442,4.570758408,Yes,1078.302082,899.6894442,178.612638,Yes,193.131683,1103.42349,-910.2918069,Yes,8.197835754,8.770873807,-0.573038053,No,336.66,Sedimentary,24,141.0898668,385300.3904,2730.886343,1.079836178,1.079836178,0,0,0,12.41811605
NLA06608-0650,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,,SO-SO,8.6,245,466,23,4.27,23.23649927,21.96461077,1.271888502,No,580.5234132,447.9179563,132.6054569,Yes,254.160913,301.653475,-47.49256199,Yes,8.577727303,8.659349824,-0.081622521,No,385.74,Sedimentary,27,0.887350699,96.47213232,108.7192837,0.694742245,0.647303898,0.015302693,0.028309981,0.047438347,6.625683337
NLA06608-0654,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,WI,McLeod Lake,SO-SO,5.8,22,698,22,9.06,30.38843983,41.33459579,-10.94615596,Yes,576.7753881,576.437,0.338388057,No,82.33282384,59.3513364,22.98148744,Yes,7.803114144,7.330082971,0.473031173,No,530.52,Sedimentary,46,4.272450589,22.60840937,5.291672519,5.549354502,5.549354502,0,0,0,22.88616768
NLA06608-0657,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,ME,Hudson Pond,SO-SO,7.44,29,559,20,7.43,6.0402,9.140534745,-3.100334745,Yes,247.1947186,276.9766769,-29.78195828,Yes,47.6671702,27.92987768,19.73729252,Yes,6.784986724,6.957971135,-0.17298441,No,55.6,Volcanic,3,1.013084111,153.7658083,151.7799032,0,0,0,0,0,7.987003517
NLA06608-0662,1,YES,YES,Forest w-shed; shoreline dev,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,Back Lake,TRASH,7.3,68,256,12,2.88,7.21207,7.392866783,-0.180796783,No,224.9628407,345.0387404,-120.0758997,Yes,67.82000204,65.64896751,2.171034529,Yes,7.352197113,7.682968469,-0.330771356,No,562.29,Sedimentary,42,0.542985411,8.152610299,15.01441868,9.426931557,9.426931557,2.500333101,0,0,1.824567398
NLA06608-0671,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,UT,,SO-SO,6.76,13,380,19,1.21,10.16922104,18.49814231,-8.328921262,Yes,179.7983343,343.7860622,-163.9877279,Yes,39.09943097,65.68974947,-26.5903185,Yes,7.624486806,7.610616212,0.013870594,No,235.53,Sedimentary,53,4.893774609,901.0578605,184.1232857,0,0,0,0,0,0
NLA06608-0674,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,MA,Plainfield Pond,SO-SO,6.78,36,243,3,3.33,9.20836,15.3179279,-6.109567898,Yes,267.4466862,244.6100164,22.83666982,Yes,38.88710713,19.2815121,19.60559503,Yes,6.724327017,6.453774511,0.270552506,No,1140.27,Sedimentary,44,0.305325532,2.524872166,8.269443263,5.410232568,5.164312905,0.430359409,0,0.245919662,5.840591976
NLA06608-0677,1,YES,YES,"OK, no outlet, high cond",3,III,Natural,1,G,XER,PROB_Lake,OR,,TRASH,9,895,1864,150,17.86,189.7181789,205.8822402,-16.16406137,Yes,1249.813828,1403.042685,-153.2288568,Yes,901.7462869,892.4859714,9.260315501,Yes,8.910709554,8.820207858,0.090501696,No,159.75,Sedimentary,59,0.440595137,4.719791802,10.71231024,7.458059307,0,0,0.402132889,7.458059307,3.590851833
NLA06608-0678,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,SO-SO,8.8,40,462,52,2.2,49.64698855,39.20874758,10.43824097,Yes,682.1841591,466.2009148,215.9832443,Yes,161.6333291,144.2090333,17.42429576,Yes,8.387282716,8.351087985,0.036194731,No,2021.7,Sedimentary,17,1.85762582,39.03192208,21.01172456,0.985519489,0.985519489,0,0,0,0.913514744
NLA06608-0686,1,YES,YES,"Wetland all around, ag land, drainage ditch",7,VII,Natural,1,E,UMW,PROB_Lake,MN,Fanny Lake,SO-SO,9.4,553,1343,122,18.17,240.1678398,24.74897314,215.4188667,Yes,3207.459257,664.3316605,2543.127596,Yes,783.7363398,204.9933711,578.7429687,Yes,8.752417567,8.438898758,0.313518809,No,443.79,Sedimentary,46,1.809746054,12.43738339,6.872446753,79.68910722,7.881537228,3.028947792,54.51209887,71.80756999,2.773548348
NLA06608-0710,1,YES,YES,,14,XIV,Natural,1,D,CPL,PROB_Lake,MA,Dicks Pond,SO-SO,6.6,176,302,21,2.94,16.96296149,18.55467111,-1.591709623,No,405.770854,362.605932,43.16492205,Yes,78.0697548,48.3743401,29.6954147,Yes,6.920699288,6.903506547,0.017192741,No,535.5,Sedimentary,46,0.274683828,0.970677055,3.533797611,31.65526621,18.14107875,15.52986287,12.0482417,13.51418745,12.13986331
NLA06608-0726,1,YES,YES,Forested watershed,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,,REF,6.6,52,202,6,2.76,10.4237,14.80942162,-4.385721621,Yes,284.847358,294.8560963,-10.00873839,Yes,51.23966313,51.26974472,-0.030081587,No,7.101083916,7.238345464,-0.137261548,No,220.49,Sedimentary,29,102.4376626,186248.8974,1818.168168,4.858685669,2.903607064,0.254790889,0.623102472,1.955078605,1.833989866
NLA06608-0734,1,YES,YES,Forested shed; logging?,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,Mud Lake,SO-SO,7.5,56,364,16,12.5,9.76848621,12.71778442,-2.949298213,Yes,297.2082093,326.381,-29.17279066,Yes,29.51304663,58.37366146,-28.86061483,Yes,7.347802216,7.485483565,-0.137681349,No,193.18,Sedimentary,68,31.77007055,58589.12593,1844.161027,1.031041424,1.031041424,0.269301864,0,0,44.89262081
NLA06608-0738,1,YES,YES,Mostly forested watershed,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,Island Pond,SO-SO,5.7,30,223,3,3.75,7.63403,6.084106501,1.549923499,No,209.3101601,170.9499561,38.36020402,Yes,49.42033845,36.06261777,13.35772069,Yes,6.059261511,6.619365063,-0.560103552,No,273.03,Sedimentary,56,0.242471619,150.9026147,622.3516606,2.437275167,2.437275167,0.458011441,0,0,2.797141299
NLA06608-0743,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MN,Long Lake,SO-SO,8,420,406,5,6.07,13.63903028,13.83565184,-0.196621559,No,563.032786,607.048,-44.01521397,Yes,446.5979653,282.4239642,164.174001,Yes,8.607273604,8.553980913,0.053292691,No,118.31,Sedimentary,6,1.527359201,42.40622455,27.76440834,51.9044429,5.706941886,1.350839868,29.33135858,46.19750101,5.323898304
NLA06608-0753,1,YES,YES,,7,VII,Natural,1,B,NAP,PROB_Lake,NY,Cassadaga Lake,TRASH,8.14,294,367,15,3.06,17.6137,16.3474554,1.266244598,No,501.7091932,262.8240853,238.8851079,Yes,222.1242817,147.9097124,74.21456929,Yes,8.485903152,8.076859747,0.409043405,No,2106.3,Volcanic,23,0.35859952,22.69149827,63.27810554,26.20640038,5.232054791,1.139981711,10.74745764,20.97434559,5.232054791
NLA06608-0754,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,MA,Wallum Lake,SO-SO,6.34,47,251,3,2.77,5.08992,5.195975071,-0.106055071,No,215.3829593,177.3463924,38.03656696,Yes,34.38763013,34.71732337,-0.329693247,No,6.710991472,7.003452637,-0.292461165,No,1.87,Quaternary,63,0.73100403,18.7698932,25.67686692,9.571266684,9.38577702,2.875089799,0,0.185489664,4.859829208
NLA06608-0769,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,Cave Lake,SO-SO,8.8,49,384,16,3.61,20.77349418,15.66247586,5.111018324,Yes,485.3998148,208.816118,276.5836968,Yes,80.82240793,33.21777271,47.60463522,Yes,7.695591115,7.485031277,0.210559838,No,1840,Sedimentary,19,4.201830151,866.4315716,206.2033782,1.397158583,0.691652113,0.068206064,0,0.70550647,1.348135475
NLA06608-0771,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,Lookout Lake,SO-SO,8.8,68,622,20,9.2,28.90150604,43.53767052,-14.63616449,Yes,766.9664107,1305,-538.0335893,Yes,72.42931419,174.4407695,-102.0114554,Yes,8.092606194,8.164127453,-0.07152126,No,1831,Sedimentary,26,0.918089545,54.02694497,58.84714104,9.500545851,1.263370459,0,0,8.237175392,20.89614739
NLA06608-0782,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,Snuff Lake,REF,6.43,35,443,7,10.04,7.096265109,6.851364169,0.244900939,No,247.1935224,228.308,18.88552244,Yes,37.43481155,24.55654359,12.87826796,Yes,6.857417491,6.631585185,0.225832306,No,1592.46,Sedimentary,5,5.747254439,122.3176,21.28278839,0,0,0,0,0,0
NLA06608-0794,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WY,Fremont Lake,REF,7.35,20,80,2,1.18,3.042385539,15.29249414,-12.2501086,Yes,76.90449002,322.9917811,-246.0872911,Yes,36.83001746,115.1643298,-78.3343123,Yes,7.492444102,8.07135809,-0.578913988,No,464.14,Volcanic,50,17.80118554,809.5571607,45.4777104,0.05574466,0.033679065,0.004645388,0,0.022065595,0.097553155
NLA06608-0802,1,YES,YES,?Road across lake; min disturb,8,VIII,Natural,1,B,NAP,PROB_Lake,MA,Wallace Pond,SO-SO,5.4,115,361,18,6.9,18.0849,17.28273303,0.802166971,No,307.4353594,316.0748488,-8.639489367,Yes,47.13013241,27.30546149,19.82467092,Yes,5.52516046,6.931164334,-1.406003873,Yes,1168.89,Quaternary,79,0.20471752,6.30044589,30.77629067,6.625065022,4.066970534,0.959285433,0.269799028,2.558094488,5.475921014
NLA06608-0805,1,YES,YES,"OK; no major evidence of dam; forest, ag urb",8,VIII,Man-made,2,B,NAP,PROB_Lake,CT,Beardsley Pond,SO-SO,7.55,242,755,51,4.07,61.5751,28.70624961,32.86885039,Yes,1435.09452,874.6562363,560.438284,Yes,241.8696271,104.706644,137.1629831,Yes,8.433908266,7.912759882,0.521148384,No,270.74,Mafic_UltraMaf*,58,0.533691612,12.36371041,23.16639446,21.65225702,3.699380596,1.523274363,5.875486829,17.95287642,3.046548726
NLA06608-0806,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,VT,Marshfield Pond,SO-SO,6.9,39,427,20,7.26,9.07306,18.9379388,-9.864878796,Yes,213.5944854,290.7701878,-77.17570246,Yes,39.92307364,41.29308018,-1.370006548,No,7.077706457,7.221902061,-0.144195604,No,251.92,Sedimentary,56,0.946878861,84.20859888,88.9328111,0.717792295,0.717792295,0,0,0,5.065957162
NLA06608-0811,1,YES,YES,forest in wshed; some ag and wetland; good ref; ST,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Johnson Lake,REF,8.7,379,1224,51,12.06,96.92316085,35.14796061,61.77520024,Yes,1480.248911,661.0776335,819.1712777,Yes,400.7383191,236.8413692,163.8969499,Yes,8.600322455,8.374465618,0.225856838,No,239.41,Sedimentary,67,33.47380651,2481.347332,74.12802997,59.74300714,5.071260472,0.088969482,19.03946914,54.67174667,28.69265793
NLA06608-0823,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,WI,,SO-SO,9.2,161,331,7,5.92,12.44847639,27.28945709,-14.8409807,Yes,489.7927762,771.48,-281.6872238,Yes,168.5551868,129.1775088,39.37767806,Yes,8.368044378,8.185144604,0.182899774,No,320.12,Sedimentary,40,0.118597542,8.355724092,70.45444557,27.93930731,4.077910678,0.14850659,5.093374656,23.86139664,5.932236203
