SITE_ID,VISIT_NO,SAMPLED_CORE,DATECORE,SAMPLED_INF,INDXSAMP_INF,SAMPLE_CATEGORY,SAMPLE_ID_TOP,SAMPLE_ID_BOT,FLAG_FLD_CORE,COMMENT_FLD_CORE,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,CORE_LENGTH,CORE_CONFIDENCE,COMMENT_CONFIDENCE,SITE_TYPE,LAKE_SAMP,LAKE_ORIGIN
NLA06608-1047,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1052,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1055,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1056,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1057,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1058,1,YES (Both),9/5/2007,YES,YES,P,517537,517538,,,14.31582503,18.72810723,-4.412282199,Yes,282.1633225,323.4793904,-41.31606783,Yes,66.16842692,69.31365273,-3.145225804,Yes,7.805757039,7.993229351,-0.187472312,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1059,1,YES (Both),7/30/2007,YES,YES,P,505737,505738,,,122.7120842,133.2533193,-10.54123508,Yes,1287.572066,1306.797104,-19.22503883,Yes,342.1416685,281.7161683,60.42550021,Yes,8.390786425,8.37165328,0.019133146,No,27.5,NO,Major ag and urban in w-shed; shortish core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1060,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1060,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1070,1,YES (Both),7/11/2007,YES,YES,P,502667,502668,,,573.7442068,418.7921299,154.9520768,Yes,2517.495693,2407.612334,109.8833596,Yes,693.0444273,570.4596492,122.5847781,Yes,8.109307771,8.383091848,-0.273784077,No,17.5,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1073,1,YES (Both),8/13/2007,YES,YES,P,509527,509528,,,9.200253402,19.46942206,-10.26916866,Yes,181.5608116,223.6790456,-42.11823405,Yes,113.3736587,136.2892173,-22.91555863,Yes,7.775415608,8.096293263,-0.320877655,No,24,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1075,1,YES (Both),8/27/2007,YES,YES,P,502767,502768,,,7.852099932,5.076497271,2.775602661,Yes,369.3859812,366.628,2.757981211,Yes,24.98436135,26.3581899,-1.373828551,No,6.232540113,5.999909591,0.232630522,No,12,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1083,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1086,1,YES (Both),8/27/2007,YES,YES,P,517407,517408,,,67.47700395,43.76046201,23.71654194,Yes,3842.901651,791.1238666,3051.777784,Yes,6587.127964,1687.738946,4899.389019,Yes,8.184330229,8.544253445,-0.359923216,No,20,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1087,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1089,1,YES (Both),7/20/2007,YES,YES,P,507597,507598,,,6.697314703,26.58123425,-19.88391955,Yes,302.1671026,474.8777302,-172.7106276,Yes,177.8061406,153.7099786,24.09616193,Yes,8.512017317,8.182987464,0.329029853,No,44,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1091,1,YES (Both),7/16/2007,NO LAB DATA,YES,P,505187,505188,,,,,,,,,,,,,,,,,,,46,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1096,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1100,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1101,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1102,1,YES (Both),7/16/2007,YES,YES,P,504477,504478,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,27.2344449,5.76145305,21.47299185,Yes,618.9994956,291.421,327.5784956,Yes,95.56533559,49.7772062,45.78812939,Yes,7.874757586,7.457002387,0.417755199,No,48,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1103,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1107,1,YES (Both),8/27/2007,YES,YES,P,515347,515348,K,,623.7854002,867.2896085,-243.5042084,Yes,7310.867193,6116.752107,1194.115086,Yes,1854.489409,2000.707523,-146.218114,Yes,8.624682538,8.699931816,-0.075249278,No,20,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1108,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1108,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1111,1,YES (Both),7/10/2007,YES,YES,P,505548,505547,,,231.5552469,167.5150722,64.04017466,Yes,3110.689566,2273.358484,837.3310825,Yes,563.9922393,466.5348072,97.4574321,Yes,8.450219608,8.659374542,-0.209154933,No,25,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1113,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1114,1,YES (Both),6/21/2007,YES,YES,P,503228,503227,IM,CORE LENGTH CHANGED (425). BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,61.29076694,56.76452101,4.526245934,Yes,889.7704084,541.3842414,348.3861669,Yes,563.2889057,101.5743972,461.7145084,Yes,8.007341574,7.253495966,0.753845607,Yes,42.5,UNCERTAIN,Oxbow lake; fairly established,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1115,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1119,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1120,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1122,1,YES (Both),7/26/2007,YES,YES,P,507367,507368,,,11.2644,16.03396785,-4.769567851,Yes,427.9226422,431.2044654,-3.281823145,Yes,100.0556191,71.5821119,28.47350721,Yes,7.369610278,7.541943909,-0.172333631,No,37,UNCERTAIN,"Reservoir; Dam, could be as high as lake depth",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1124,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1125,1,YES (Both),8/7/2007,YES,YES,P,513257,513258,,,16.2756,21.11198766,-4.836387663,Yes,483.5050599,765.14912,-281.6440602,Yes,238.5041424,130.3750935,108.1290489,Yes,8.465919816,8.174638622,0.291281194,No,34,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1129,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1130,1,YES (Both),8/21/2007,YES,YES,P,503807,503808,,,55.41488983,74.79013885,-19.37524902,Yes,904.7365919,1165.557473,-260.8208812,Yes,499.3301575,396.4337251,102.8964324,Yes,8.398850987,8.574176085,-0.175325098,No,50.5,UNCERTAIN,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1131,1,YES (Both),6/26/2007,YES,YES,P,506658,506657,F1,"ONLY 0.5CM, LOST SOME",10.82319223,11.78522235,-0.962030126,No,611.7919272,578.121,33.67092723,Yes,482.4060825,395.160006,87.24607646,Yes,8.475612644,8.433445172,0.042167472,No,49,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1134,1,YES (Both),8/7/2007,YES,YES,P,511558,511557,,,25.87862166,42.35777951,-16.47915785,Yes,1289.313819,855.808166,433.5056531,Yes,233.8784615,418.0278981,-184.1494366,Yes,8.456788969,8.440739645,0.016049324,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1141,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1143,1,YES (Both),7/31/2007,YES,YES,P,508697,508698,,,84.50452851,99.40251255,-14.89798404,Yes,1015.824343,1129.690078,-113.865735,Yes,161.5618908,226.4918745,-64.92998371,Yes,8.351292347,8.491346462,-0.140054115,No,29,YES,Lots of wetland; little watershed dist; short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1145,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1147,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1148,1,YES (Both),7/31/2007,YES,YES,P,512237,512238,,,316.3461908,399.2177147,-82.87152394,Yes,3541.951425,8036.624285,-4494.67286,Yes,862.3856379,2145.206783,-1282.821145,Yes,8.846878132,9.185238211,-0.338360078,No,50,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1150,1,YES (Both),7/19/2007,YES,YES,P,505667,505668,,,10.20084173,9.826639252,0.374202482,No,411.4379609,485.999,-74.5610391,Yes,134.7006035,36.80108297,97.89952048,Yes,8.053535807,7.663055352,0.390480455,No,42,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1151,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1153,1,NO,7/19/2007,NO CORE SAMPLE,YES,P,507607,507608,K,COULD NOT GET A SEDIMENT SAMPLE AFTER TRYING FOR 1.5 HOURS,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1155,1,YES (Both),7/17/2007,NO LAB DATA,YES,P,506957,506958,,,,,,,,,,,,,,,,,,,21,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1162,1,YES (Both),9/6/2007,YES,YES,P,517887,517888,,,2.881195896,2.920985406,-0.03978951,No,268.0414471,294.075,-26.03355289,Yes,388.7736233,203.0203878,185.7532355,Yes,8.177148835,8.136201308,0.040947526,No,44.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1163,1,YES (Both),7/2/2007,YES,YES,P,504618,504617,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,13.13807075,24.42867206,-11.29060131,Yes,585.9426389,717.634,-131.6913611,Yes,245.0501262,264.9013191,-19.85119289,Yes,8.464732199,8.528862584,-0.064130385,No,49.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1164,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1166,1,YES (Both),8/14/2007,YES,YES,P,505367,505368,,,4.019502142,14.22698767,-10.20748552,Yes,214.1227123,370.048,-155.9252877,Yes,12.17277515,12.65489877,-0.482123619,No,6.641121155,5.937326794,0.703794361,Yes,16,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1167,1,YES (Both),9/20/2007,YES,YES,P,517377,517378,,,7.856689026,9.455508276,-1.598819249,No,638.7552037,840.071,-201.3157963,Yes,481.653533,668.7545052,-187.1009723,Yes,8.364767801,8.463676175,-0.098908374,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1170,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1172,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1174,1,YES (Both),8/15/2007,YES,YES,P,508297,508298,,,3.75355,4.721958043,-0.968408043,No,167.9974423,187.2569279,-19.25948559,Yes,35.42087029,41.70103886,-6.280168566,Yes,7.130679774,7.072927489,0.057752286,No,38,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1175,1,YES (Both),8/21/2007,YES,YES,P,507807,507808,,,41.71327616,50.41496332,-8.70168716,Yes,774.5285454,1129.16223,-354.6336846,Yes,243.384858,258.0666549,-14.68179684,Yes,8.374130923,8.387022139,-0.012891217,No,40,UNCERTAIN,Lots of Ag in watershed,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1177,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1179,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1181,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1183,1,YES (Both),8/29/2007,YES,YES,P,509467,509468,,,8.992054146,10.11911556,-1.127061417,No,260.2020787,336.9333675,-76.73128876,Yes,13.51832235,16.25864055,-2.740318201,Yes,6.727872796,6.806237023,-0.078364226,No,21,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1185,1,YES (Both),8/16/2007,YES,YES,P,502057,502058,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,65.50657145,55.72889461,9.77767684,Yes,2497.84381,2561.359749,-63.51593874,Yes,537.4062587,597.8931597,-60.48690098,Yes,8.692786,8.759456171,-0.066670172,No,15,NO,Much urban dist; short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1189,1,YES (Both),9/21/2007,YES,YES,P,517527,517528,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,6.19396,8.684187423,-2.490227423,Yes,214.4778197,213.907165,0.570654714,No,52.04175716,31.2500525,20.79170467,Yes,6.971087908,6.592674063,0.378413845,No,32,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1190,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1191,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1195,1,YES (Both),7/2/2007,YES,YES,P,504608,504607,,,14.20574325,19.01860446,-4.812861209,Yes,445.2361393,658.87,-213.6338607,Yes,299.6924975,229.24142,70.45107757,Yes,8.372381565,8.390872771,-0.018491207,No,49,YES,"Resident, forest, wetland",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1198,1,YES (Both),7/25/2007,YES,YES,P,506687,506688,,,29.71718778,29.5500359,0.167151878,No,767.809963,813.951,-46.14103697,Yes,310.7008637,240.6097266,70.09113707,Yes,8.55766992,8.314291126,0.243378794,No,42,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1199,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1204,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1206,1,YES (Both),8/2/2007,YES,YES,P,504047,504048,,,16.58222244,15.87203806,0.710184389,No,754.5638348,723.6471653,30.91666945,Yes,97.35885644,96.25492966,1.103926778,No,7.98599437,7.909328851,0.076665519,No,61,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1207,1,YES (Both),7/26/2007,YES,YES,P,505377,505378,,,13.59430403,42.96550117,-29.37119714,Yes,552.5758767,792.215,-239.6391233,Yes,225.7342201,274.6684542,-48.93423409,Yes,8.509863529,8.592093815,-0.082230286,No,26.5,UNCERTAIN,Short core for region,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1208,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1208,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1209,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1210,1,YES (Both),8/15/2007,YES,YES,P,513337,513338,F1,TOOK BOTTOM 1CM FOR SAMPLE,48.55482717,109.158259,-60.60343185,Yes,1761.610169,2036.204186,-274.5940163,Yes,12101.78331,3937.356297,8164.42701,Yes,8.991766412,8.880604542,0.11116187,No,26,NO,Short core; lots row crop Ag,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1217,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1219,1,YES (Both),8/20/2007,YES,YES,P,503497,503498,,,434.7165288,301.8068689,132.9096599,Yes,6434.501546,5853.559584,580.9419616,Yes,1540.566708,2024.115293,-483.5485854,Yes,8.853350818,8.913925398,-0.06057458,No,20,NO,"?Dam? Lots of wetlands, little disturb",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1220,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1222,1,YES (Both),7/31/2007,YES,YES,P,504277,504278,,,6.634442423,6.748603365,-0.114160942,No,300.5955606,311.2570704,-10.66150974,Yes,62.28722365,65.28776731,-3.000543659,Yes,7.302138445,7.401971461,-0.099833016,No,29,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1223,1,YES (Both),7/24/2007,YES,YES,P,507177,507178,,,135.8057268,59.41332794,76.39239891,Yes,1539.694207,1172.806224,366.8879822,Yes,229.5319151,65.4092809,164.1226342,Yes,8.429194822,7.900010933,0.529183889,No,29,UNCERTAIN,"Row ag in watershed, but wetland and forest buffer",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1224,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1227,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1232,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1236,1,YES (Both),8/16/2007,YES,YES,P,510138,510137,,,146.3658884,76.41089172,69.95499666,Yes,811.3543284,963.2963337,-151.9420052,Yes,167.4227939,499.4738657,-332.0510717,Yes,9.180089359,8.922954115,0.257135244,No,16,UNCERTAIN,"ResNot much disturb, but shallow core; might be OK",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1238,1,YES (Both),8/16/2007,YES,YES,P,512117,512118,,,6.25666,7.6220935,-1.3654335,No,240.2020197,297.4285466,-57.22652696,Yes,51.94502799,69.41903856,-17.47401057,Yes,7.458451989,7.717603346,-0.259151357,No,33,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1239,1,YES (Both),7/24/2007,YES,YES,P,506728,506727,F2,VERY DENSE/DRY,59.49253698,191.2025022,-131.7099652,Yes,1328.800224,2362.55331,-1033.753086,Yes,567.4342704,424.9468001,142.4874702,Yes,8.633523526,8.588137796,0.04538573,No,21,NO,Lots disturb; shor core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1240,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1241,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1242,1,YES (Both),7/10/2007,YES,YES,P,504427,504428,K,,20.81371565,16.53544105,4.278274591,Yes,746.4459568,783.215,-36.76904323,Yes,160.0093699,119.2898524,40.7195175,Yes,8.059320641,8.272666386,-0.213345745,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1243,1,YES (Both),8/7/2007,YES,YES,P,509767,509768,,,47.02870614,38.19577317,8.83293297,Yes,1084.267235,812.198,272.0692346,Yes,650.5080542,457.39087,193.1171842,Yes,8.712273489,8.495115612,0.217157877,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1244,1,YES (Both),8/7/2007,YES,YES,P,511337,511338,,,138.9367315,112.4826087,26.45412271,Yes,1851.473731,2054.207918,-202.7341879,Yes,262.0405602,294.6286859,-32.58812574,Yes,8.658339543,8.580836959,0.077502585,No,25,YES,Some signs of watershed disturbance - farming; not,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1245,1,YES (Top only),6/29/2007,YES (LOST SAMPLE),YES,P,505307,505308,IM,SAMPLE LOST (NO LAB DATA),,,,,,,,,,,,,,,,,34,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1255,1,YES (Both),8/15/2007,YES,YES,P,511917,511918,K,,228.3122095,821.4803943,-593.1681848,Yes,3504.554701,8306.517587,-4801.962886,Yes,843.3129923,2154.86923,-1311.556238,Yes,8.41613568,8.807166404,-0.391030724,No,25,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1256,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1258,1,YES (Both),8/22/2007,YES,YES,P,515327,515328,,,9.267518214,16.28295259,-7.015434378,Yes,528.6258685,339.5803091,189.0455594,Yes,68.82260847,16.89503859,51.92756988,Yes,7.721202632,6.458905847,1.262296785,Yes,55,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1259,1,YES (Both),6/21/2007,YES,YES,P,505948,505947,,,2.952018205,23.27071409,-20.31869589,Yes,104.9044542,263.2448284,-158.3403741,Yes,24.65829596,60.07760168,-35.41930572,Yes,7.772133602,7.749112938,0.023020664,No,45,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1261,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1262,1,YES (Both),7/9/2007,YES,YES,P,506717,506718,,,54.60669707,62.70418626,-8.097489192,Yes,874.7134325,1059.373912,-184.6604793,Yes,176.2964445,237.1989015,-60.90245701,Yes,8.235491559,8.360643828,-0.125152269,No,41.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1263,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1266,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1268,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1269,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1270,1,YES (Both),8/30/2007,YES,YES,P,510377,510378,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,19.53132225,12.91108937,6.620232884,Yes,352.3845288,222.6230343,129.7614946,Yes,99.17617895,102.8286655,-3.652486561,Yes,8.233227321,8.063823076,0.169404245,No,11,NO,High dam; shallow core,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1271,1,YES (Both),8/7/2007,YES,YES,P,507157,507158,,,240.2609115,273.0052309,-32.74431932,Yes,1996.350993,3025.232275,-1028.881282,Yes,886.8109466,381.4708755,505.3400711,Yes,8.526883197,8.709861403,-0.182978206,No,35,NO,Lots row ag in watershed,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1273,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1274,1,YES (Both),8/1/2007,YES,YES,P,506987,506988,,,6.78233209,9.179512752,-2.397180662,Yes,306.4697011,357.931,-51.46129887,Yes,53.52885443,69.6919467,-16.16309227,Yes,7.750982015,7.794834413,-0.043852399,No,37,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1278,1,YES (Both),8/21/2007,YES,YES,P,505257,505258,,,267.3312548,1200.457297,-933.1260417,Yes,2840.814803,14228.6762,-11387.8614,Yes,2186.000901,7260.665635,-5074.664734,Yes,8.881306462,8.656668041,0.224638422,No,29,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-1279,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1281,1,YES (Both),7/18/2007,YES,YES,P,506508,506507,,,7.620171406,32.93870635,-25.31853495,Yes,323.0382431,797.8643638,-474.8261206,Yes,155.9971419,93.33090802,62.6662339,Yes,8.146753757,7.985966876,0.160786881,No,38,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1283,1,YES (Both),6/27/2007,YES,YES,P,506298,506297,,,19.42462852,18.37189118,1.052737335,No,485.9267994,472.402,13.52479942,Yes,68.72379223,70.69342998,-1.969637754,Yes,7.680685719,7.699233871,-0.018548152,No,43,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-1284,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1288,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1292,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-1295,1,YES (Both),7/12/2007,YES,YES,P,504778,504777,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,67.23074656,49.85796014,17.37278642,Yes,711.0973141,515.1712468,195.9260673,Yes,432.788931,398.6354258,34.1535052,Yes,8.630376947,8.610605222,0.019771725,No,30,NO,Mining?  Signs of human disturbance,PROB_Lake,Target_Sampled,MAN-MADE
