SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DATE_COL,SAMPLED_PHYT,DATEPHYT,SAMPLE_CATEGORY,INDXSAMP_PHYT,SAMPLE_DEPTH,PHYT_VOLUME,PRESERVED_PHYT,SAMPLE_ID,FLAG_FLD_PHYT,COMMENT_FLD_PHYT,LAB_ID,SAMPLE_TYPE,INIT_VOL,CONC_VOL,TOT_AREA,CNT_AREA,SOURCELAB,SOURCEDATE,TAXONOMIST_CNT,COMMENT_PHYT_LAB,DATATYPE,VISIT_ID
NLA06608-1015,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,1,1000,Y,513943,,,5069.13.15,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8115
NLA06608-1016,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,1,,Y,507493,IM,IM: Volume not recorded on field form,5069.34.03,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8116
NLA06608-1018,1,PROB_Lake,Target_Sampled,8/2/2007,YES,8/2/2007,P,YES,1,1000,Y,507483,,,5069.21.38,ALGAE,25,25,380,3.15,EA,20081217b,JS,Slide required.,PHYT,8117
NLA06608-1022,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,0.7,1000,Y,503643,,,5069.32.14,ALGAE,333,10,394,4.71435247,EA,20081217b,KMM,,PHYT,8118
NLA06608-1024,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,510303,,,5069.32.32,ALGAE,333,10,394,18.48026168,EA,20081217b,KMM,,PHYT,8119
NLA06608-1034,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,515363,,,5069.20.31,ALGAE,25,25,380,14.85,EA,20081217b,JS,Slide Required.,PHYT,8120
NLA06608-1035,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,1,1000,Y,508043,,,5069.13.07,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,8121
NLA06608-1036,1,PROB_Lake,Target_Sampled,6/14/2007,YES,6/14/2007,P,YES,1,1000,Y,514543,,,5069.14.19,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8122
NLA06608-1037,1,PROB_Lake,Target_Sampled,9/5/2007,YES,9/5/2007,P,YES,2,1000,Y,517853,,,5069.28.12,ALGAE,25,25,380,3.15,EA,20081217b,JS,Slide required,PHYT,8123
NLA06608-1038,1,PROB_Lake,Target_Sampled,8/3/2007,YES,8/3/2007,P,YES,2,,Y,507873,IM,IM: Volume not recorded on field form,5069.21.42,ALGAE,25,25,380,3.6,EA,20081217b,JS,Slide required,PHYT,8124
NLA06608-1039,1,PROB_Lake,Target_Sampled,8/28/2007,YES,8/28/2007,P,YES,0.4,1000,Y,508003,,,5069.09.12,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,8125
NLA06608-1041,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,511943,,,5069.45.18,ALGAE,333,20,394,9.240130842,EA,20081217b,KMM,,PHYT,8126
NLA06608-1044,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,2,1000,Y,502803,,,5069.40.05,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8127
NLA06608-1045,1,PROB_Lake,Target_Sampled,8/29/2007,YES,8/29/2007,P,YES,2,1000,Y,510113,,,5069.30.14,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,8128
NLA06608-1047,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,2,1000,Y,514913,,,5069.41.22,ALGAE,25,25,380,1.8,EA,20081217b,JS,Drawing.,PHYT,8129
NLA06608-1052,1,PROB_Lake,Target_Sampled,6/27/2007,YES,6/27/2007,P,YES,1.5,1000,Y,505053,,,5069.14.29,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8130
NLA06608-1055,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,1,1000,Y,505323,,,5069.33.15,ALGAE,25,25,380,0.9,EA,20081217b,JS,No slide required.,PHYT,8131
NLA06608-1056,1,PROB_Lake,Target_Sampled,9/27/2007,YES,9/27/2007,P,YES,2,,Y,503823,IM,IM: Volume not recorded on field form,5069.23.09,ALGAE,25,25,380,2.7,EA,20081217b,JS,Slide required,PHYT,8132
NLA06608-1057,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,2,1000,Y,511813,,,5069.45.17,ALGAE,333,20,394,30.17185581,EA,20081217b,KMM,,PHYT,8133
NLA06608-1058,1,PROB_Lake,Target_Sampled,9/5/2007,YES,9/5/2007,P,YES,2,1000,Y,517533,,,5069.35.37,ALGAE,25,25,380,10.35,EA,20081217b,JS,Slide required,PHYT,8134
NLA06608-1059,1,PROB_Lake,Target_Sampled,7/30/2007,YES,7/30/2007,P,YES,2,1000,Y,505733,,,FS000124,ALGAE,,,530.9292,1.8322,WI,20080415,Dawn Perkins,,PHYT,8135
NLA06608-1060,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,0.5,1000,Y,509393,,,5069.11.23,ALGAE,25,25,380,0.36,EA,20081217b,JS,"No slide required, very rich sample. Ciliate common.",PHYT,8136
NLA06608-1060,2,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,NO,0.5,1000,Y,510063,,,5069.11.25,ALGAE,25,25,380,0.45,EA,20081217b,JS,Slide required. Rich in cryptomonas bloom--3-4 different species.,PHYT,8137
NLA06608-1060,2,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,D,NO,0.5,1000,Y,506863,,,5069.11.24,ALGAE,25,25,380,0.3375,EA,20081217b,JS,No slide requried. Several species of cryptomonas--rich bloom!,PHYT,8137
NLA06608-1070,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,502663,,,5069.32.01,ALGAE,333,5,394,7.92011215,EA,20081217b,KMM,,PHYT,8138
NLA06608-1073,1,PROB_Lake,Target_Sampled,8/13/2007,YES,8/13/2007,P,YES,2,1000,Y,509523,,,5069.35.15,ALGAE,25,25,380,14.4,EA,20081217b,JS,No slide required. Sparse! Crater Lake?,PHYT,8139
NLA06608-1075,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,2,1000,Y,502763,,,FS000169,ALGAE,,,530.9292,2.01542,WI,20080415,Dawn Perkins,,PHYT,8140
NLA06608-1083,1,PROB_Lake,Target_Sampled,6/29/2007,YES,6/29/2007,P,YES,1.2,980,Y,503303,,,5069.05.08,ALGAE,333,20,254.4690049,0.67,EA,20081217b,EEW,,PHYT,8141
NLA06608-1086,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,1,100,Y,517403,IM,"Sample volume may be 1000, but lake is shallow and sample depth was only 1 m",5069.32.48,ALGAE,333,10,394,6.977241656,EA,20081217b,KMM,,PHYT,8142
NLA06608-1087,1,PROB_Lake,Target_Sampled,7/20/2007,YES,7/20/2007,P,YES,2,1000,Y,509423,,,5069.38.04,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8143
NLA06608-1089,1,PROB_Lake,Target_Sampled,7/20/2007,YES,7/20/2007,P,YES,2,1000,Y,507593,,,5069.24.11,ALGAE,333,5,394,17.34881709,EA,20081217b,KMM,,PHYT,8145
NLA06608-1091,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,505183,,,5069.32.20,ALGAE,333,5,394,8.674408546,EA,20081217b,KMM,,PHYT,8146
NLA06608-1096,1,PROB_Lake,Target_Sampled,8/2/2007,YES,8/2/2007,P,YES,0.5,1000,Y,507133,,,5069.25.07,ALGAE,333,20,394,4.525778372,EA,20081217b,KMM,,PHYT,8147
NLA06608-1100,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,2,1000,Y,504913,,,5069.14.31,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8148
NLA06608-1101,1,PROB_Lake,Target_Sampled,9/9/2007,YES,9/9/2007,P,YES,1.2,1000,Y,517823,,,5069.28.10,ALGAE,333,20,394,47.52,EA,20081217b,JKE,,PHYT,8149
NLA06608-1102,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,504473,,,5069.21.13,ALGAE,25,25,380,7.2,EA,20081217b,JS,Slide required,PHYT,8150
NLA06608-1103,1,PROB_Lake,Target_Sampled,8/28/2007,YES,8/28/2007,P,YES,0.81,1000,Y,517383,,,5069.33.05,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8151
NLA06608-1107,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,0.2,1000,Y,515343,,,5069.39.41,ALGAE,333,20,394,14.70877971,EA,20081217b,KMM,,PHYT,8152
NLA06608-1108,1,PROB_Lake,Target_Sampled,6/21/2007,YES,6/21/2007,P,YES,1,1000,Y,503413,,,5069.11.06,ALGAE,25,25,380,0.315,EA,20081217b,JS,Slide required,PHYT,8153
NLA06608-1108,2,PROB_Lake,Target_Sampled,7/2/2007,YES,7/2/2007,P,NO,1,1000,Y,502333,,,5069.11.08,ALGAE,25,25,380,0.45,EA,20081217b,JS,75-100 microns,PHYT,8154
NLA06608-1108,2,PROB_Lake,Target_Sampled,7/2/2007,YES,7/2/2007,D,NO,1,1000,Y,503393,,,5069.11.07,ALGAE,25,25,380,0.45,EA,20081217b,JS,Slide required,PHYT,8154
NLA06608-1111,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,0.5,1000,Y,505543,,,5069.21.16,ALGAE,25,25,380,1.35,EA,20081217b,JS,"Slide required. Very dark, too much Lugols. Difficult to count!!",PHYT,8155
NLA06608-1113,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,507713,,,5069.31.02,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8156
NLA06608-1114,1,PROB_Lake,Target_Sampled,6/21/2007,YES,6/21/2007,P,YES,1.6,1000,Y,503223,,,5069.22.06,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8157
NLA06608-1115,1,PROB_Lake,Target_Sampled,7/30/2007,YES,7/30/2007,P,YES,2,1000,Y,513183,,,5069.11.09,ALGAE,25,25,380,2.7,EA,20081217b,JS,No slide required,PHYT,8158
NLA06608-1119,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,2,1000,Y,504253,,,5069.42.25,ALGAE,333,7.3,254.4690049,8.36,EA,20081217b,EEW,,PHYT,8159
NLA06608-1120,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,2,1000,Y,511383,,,5069.23.20,ALGAE,25,25,380,1.8,EA,20081217b,JS,Slide required,PHYT,8160
NLA06608-1122,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,2,1000,Y,507363,,,5069.19.10,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8161
NLA06608-1124,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,Y,504793,,,5069.29.02,ALGAE,25,25,380,4.05,EA,20081217b,JS,No Slide required.,PHYT,8162
NLA06608-1125,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,513253,F1,"10 ML OF LUGOLS IM: SAMPLE ID IN PACKET WAS 515253, THIS WAS DETERMINED TO BE INCORRECT AND CHANGED TO CURRENT NUMBER",5069.06.13,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8163
NLA06608-1129,1,PROB_Lake,Target_Sampled,6/6/2007,YES,6/6/2007,P,YES,2,1000,Y,502703,,,5069.02.07,ALGAE,333,5,394,6.41151936,EA,20081217b,KMM,,PHYT,8164
NLA06608-1130,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,2,1000,Y,503803,,,5069.20.39,ALGAE,25,25,380,2.25,EA,20081217b,JS,No Slide required. Overall comments: moderate rich diverse.,PHYT,8165
NLA06608-1131,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,2,1000,Y,506653,,,5069.12.49,ALGAE,333,5,394,4.525778372,EA,20081217b,KMM,,PHYT,8166
NLA06608-1134,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,511553,,,5069.21.49,ALGAE,25,25,380,1.8,EA,20081217b,JS,No slide required. Full of coccoid syneckicystis-like cells @ 5-7 microns in diameter.,PHYT,8167
NLA06608-1141,1,PROB_Lake,Target_Sampled,7/9/2007,YES,7/9/2007,P,YES,2,980,Y,505013,,,5069.04.02,ALGAE,333,20,394,35.64,EA,20081217b,JKE,,PHYT,8168
NLA06608-1143,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,1.8,1000,Y,508693,,,FS000108,ALGAE,,,530.9292,2.19864,WI,20080415,Dawn Perkins,,PHYT,8169
NLA06608-1145,1,PROB_Lake,Target_Sampled,9/12/2007,YES,9/12/2007,P,YES,1.6,1000,Y,515173,,,5069.36.16,ALGAE,333,20,394,47.52,EA,20081217b,JKE,,PHYT,8170
NLA06608-1147,1,PROB_Lake,Target_Sampled,7/27/2007,YES,7/27/2007,P,YES,1.2,980,Y,507553,,,5069.05.20,ALGAE,333,20,254.4690049,1.28,EA,20081217b,EEW,,PHYT,8172
NLA06608-1148,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,0.3,1000,Y,512233,,,5069.25.13,ALGAE,333,20,394,7.354389854,EA,20081217b,KMM,,PHYT,8173
NLA06608-1150,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,,Y,505663,IM,IM: Volume not recorded on field form,5069.21.17,ALGAE,25,25,380,3.15,EA,20081217b,JS,No slide required.,PHYT,8174
NLA06608-1151,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,Y,505833,,,5069.02.13,ALGAE,333,15,394,16.2173725,EA,20081217b,KMM,,PHYT,8175
NLA06608-1153,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,Y,507603,,,5069.24.12,ALGAE,333,5,394,24.89178104,EA,20081217b,KMM,,PHYT,8176
NLA06608-1155,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,1.8,1000,Y,506953,,,5069.32.27,ALGAE,333,10,394,12.06874232,EA,20081217b,KMM,,PHYT,8177
NLA06608-1162,1,PROB_Lake,Target_Sampled,9/6/2007,YES,9/6/2007,P,YES,2,1000,Y,517883,,,5069.20.52,ALGAE,25,25,380,7.65,EA,20081217b,JS,Slide required.,PHYT,8178
NLA06608-1163,1,PROB_Lake,Target_Sampled,7/2/2007,YES,7/2/2007,P,YES,2,1000,Y,504613,,,5069.12.06,ALGAE,333,5,394,16.78309479,EA,20081217b,KMM,,PHYT,8179
NLA06608-1164,1,PROB_Lake,Target_Sampled,9/11/2007,YES,9/11/2007,P,YES,1.5,1000,Y,516953,,,5069.34.50,ALGAE,333,1,394,35.64,EA,20081217b,JKE,,PHYT,8180
NLA06608-1166,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,2,1000,Y,505363,,,FS000137,ALGAE,,,530.9292,7.51202,WI,20080415,Dawn Perkins,,PHYT,8181
NLA06608-1167,1,PROB_Lake,Target_Sampled,9/20/2007,YES,9/20/2007,P,YES,2,1000,Y,517373,,,5069.20.44,ALGAE,25,25,380,4.95,EA,20081217b,JS,No slide required.,PHYT,8182
NLA06608-1170,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,2,1000,Y,502363,,,5069.42.11,ALGAE,333,3.2,254.4690049,37.62,EA,20081217b,EEW,,PHYT,8183
NLA06608-1172,1,PROB_Lake,Target_Sampled,6/27/2007,YES,6/27/2007,P,YES,2,1000,Y,505263,,,5069.12.03,ALGAE,333,5,394,18.48026168,EA,20081217b,KMM,,PHYT,8184
NLA06608-1174,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,2,1000,Y,508293,,,5069.17.10,ALGAE,333,20,387.1,2.652,EA,20081217b,MH,,PHYT,8185
NLA06608-1175,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,2,1000,Y,507803,,,5069.21.41,ALGAE,25,25,380,1.35,EA,20081217b,JS,Slide required,PHYT,8186
NLA06608-1177,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,2,1000,Y,505293,,,5069.31.10,ALGAE,25,25,380,2.7,EA,20081217b,JS,No slide required. Sample occluded bu thick mucus layer. Very difficult to count. Many ciliates and rich!,PHYT,8187
NLA06608-1179,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,0.5,1000,Y,503973,,,5069.11.16,ALGAE,25,25,380,0.54,EA,20081217b,JS,"No slide required. Diverse, Aphaniz bloom and others. Very rich!",PHYT,8188
NLA06608-1181,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,1.2,1000,Y,504643,,,5069.31.23,ALGAE,25,25,380,0.63,EA,20081217b,JS,Slide required.,PHYT,8189
NLA06608-1183,1,PROB_Lake,Target_Sampled,8/29/2007,YES,8/29/2007,P,YES,2,1000,Y,509463,,,5069.42.05,ALGAE,333,6.4,254.4690049,22.42,EA,20081217b,EEW,,PHYT,8190
NLA06608-1185,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,0.6,1000,Y,502053,,,5069.08.03,ALGAE,333,20,394,71.28,EA,20081217b,JKE,,PHYT,8191
NLA06608-1189,1,PROB_Lake,Target_Sampled,9/21/2007,YES,9/21/2007,P,YES,2,1000,Y,517523,,,5069.30.12,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,8192
NLA06608-1190,1,PROB_Lake,Target_Sampled,6/25/2007,YES,6/25/2007,P,YES,1.4,1000,,504433,,,5069.35.02,ALGAE,333,1,394,47.52,EA,20081217b,JKE,,PHYT,8193
NLA06608-1191,1,PROB_Lake,Target_Sampled,8/6/2007,YES,8/6/2007,P,YES,1.4,1000,Y,514633,,,5069.41.34,ALGAE,25,25,380,0.54,EA,20081217b,JS,No slide required. Sample full of coccoid cyanobacteria either synechocystis or cyanothece (after komarek) without sheath counted as aynechocystis. Drawing. Please check to identify.,PHYT,8194
NLA06608-1195,1,PROB_Lake,Target_Sampled,7/2/2007,YES,7/2/2007,P,YES,2,1000,Y,504603,,,5069.12.25,ALGAE,333,10,394,6.41151936,EA,20081217b,KMM,,PHYT,8195
NLA06608-1198,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,506683,,,5069.21.28,ALGAE,25,25,380,10.35,EA,20081217b,JS,50-100 cells/col,PHYT,8196
NLA06608-1199,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,1.5,1000,Y,512753,,,5069.12.53,ALGAE,333,10,394,7.731538051,EA,20081217b,KMM,,PHYT,8197
NLA06608-1204,1,PROB_Lake,Target_Sampled,8/28/2007,YES,8/28/2007,P,YES,2,1000,Y,516483,,,5069.03.01,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8198
NLA06608-1206,1,PROB_Lake,Target_Sampled,8/2/2007,YES,8/2/2007,P,YES,1,1000,Y,504043,,,5069.20.04,ALGAE,25,25,380,3.15,EA,20081217b,JS,No Slide required,PHYT,8199
NLA06608-1207,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,2,1000,Y,505373,,,FS000113,ALGAE,,,530.9292,3.11474,WI,20080415,Dawn Perkins,,PHYT,8200
NLA06608-1208,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.8,1000,Y,506073,,,5069.14.16,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8201
NLA06608-1208,2,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,NO,1.7,1000,Y,512643,,,5069.14.17,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8202
NLA06608-1208,2,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,D,NO,1.7,1000,Y,512673,,,5069.14.18,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8202
NLA06608-1209,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,2,995,Y,510013,,,5069.36.14,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8203
NLA06608-1210,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,2,1000,Y,513333,,,5069.32.37,ALGAE,333,5,394,9.051556743,EA,20081217b,KMM,,PHYT,8204
NLA06608-1217,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,1,1000,Y,506393,,,5069.45.08,ALGAE,333,20,394,3.017185581,EA,20081217b,KMM,,PHYT,8207
NLA06608-1219,1,PROB_Lake,Target_Sampled,8/20/2007,YES,8/20/2007,P,YES,0.5,1000,Y,503493,,,5069.32.12,ALGAE,333,10,394,5.091500668,EA,20081217b,KMM,,PHYT,8208
NLA06608-1220,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,1.1,1000,Y,502873,,,5069.40.06,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8209
NLA06608-1222,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,2,1000,Y,504273,,,5069.19.06,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,8210
NLA06608-1223,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,1.5,1000,Y,507173,,,5069.13.22,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8211
NLA06608-1224,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,1.7,1000,Y,514803,,,5069.41.35,ALGAE,25,25,380,0.45,EA,20081217b,JS,No slide required,PHYT,8212
NLA06608-1227,1,PROB_Lake,Target_Sampled,7/3/2007,YES,7/3/2007,P,YES,2,1000,Y,514953,,,5069.12.10,ALGAE,333,5,394,7.542963953,EA,20081217b,KMM,,PHYT,8213
NLA06608-1232,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,514923,,,5069.23.19,ALGAE,25,25,380,4.95,EA,20081217b,JS,No slide required,PHYT,8214
NLA06608-1236,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,0.6,1000,Y,510133,,,5069.29.09,ALGAE,25,25,380,2.25,EA,20081217b,JS,"No slide required. Poor preservatives, low diversity.",PHYT,8215
NLA06608-1238,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,512113,F3,11:05 AM,5069.17.27,ALGAE,333,20,387.1,7.99,EA,20081217b,MH,,PHYT,8216
NLA06608-1239,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,0.8,1000,Y,506723,,,5069.21.31,ALGAE,25,25,380,0.225,EA,20081217b,JS,40-60 cells/filament,PHYT,8217
NLA06608-1240,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,2,1000,Y,507583,,,5069.34.22,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8218
NLA06608-1241,1,PROB_Lake,Target_Sampled,6/23/2007,YES,6/23/2007,P,YES,2,1000,Y,505493,,,5069.31.01,ALGAE,25,25,380,1.8,EA,20081217b,JS,No slide required. Many ciliates in sample.,PHYT,8219
NLA06608-1242,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,2,1000,Y,504423,,,FS000017,ALGAE,,,530.9292,3.29796,WI,20080415,Dawn Perkins,,PHYT,8220
NLA06608-1243,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,1.8,1000,Y,509763,,,5069.12.35,ALGAE,333,10,394,2.640037383,EA,20081217b,KMM,,PHYT,8221
NLA06608-1244,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,0.5,1000,Y,511333,,,5069.25.14,ALGAE,333,20,394,5.845797063,EA,20081217b,KMM,,PHYT,8222
NLA06608-1245,1,PROB_Lake,Target_Sampled,6/29/2007,YES,6/29/2007,P,YES,0.6,1000,Y,505303,,,5069.31.09,ALGAE,25,25,380,1.35,EA,20081217b,JS,No slide required.,PHYT,8223
NLA06608-1255,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,0.2,1000,Y,511913,,,5069.39.23,ALGAE,333,40,394,2.640037383,EA,20081217b,KMM,,PHYT,8224
NLA06608-1256,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,Y,512373,,,5069.14.21,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8225
NLA06608-1258,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,515323,,,5069.03.13,ALGAE,333,20,394,142.56,EA,20081217b,JKE,,PHYT,8226
NLA06608-1259,1,PROB_Lake,Target_Sampled,6/21/2007,YES,6/21/2007,P,YES,2,1000,Y,505943,,,5069.48.01,ALGAE,333,20,387.1,11.99,EA,20081217b,MH,,PHYT,8227
NLA06608-1261,1,PROB_Lake,Target_Sampled,6/25/2007,YES,6/25/2007,P,YES,1,1000,Y,515063,,,5069.26.16,ALGAE,25,25,380,2.7,EA,20081217b,JS,Overall: Loaded c diatoms,PHYT,8228
NLA06608-1262,1,PROB_Lake,Target_Sampled,7/9/2007,YES,7/9/2007,P,YES,1.5,1000,Y,506713,,,5069.21.30,ALGAE,25,25,380,4.5,EA,20081217b,JS,100-150 micron filaments length,PHYT,8229
NLA06608-1263,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,1.8,1000,Y,509133,,,5069.15.01,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8230
NLA06608-1266,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.1,1000,Y,506773,,,5069.35.12,ALGAE,333,1,394,142.56,EA,20081217b,JKE,,PHYT,8231
NLA06608-1268,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,Y,507503,,,5069.13.13,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8232
NLA06608-1269,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,0.6,1000,Y,508333,,,5069.04.20,ALGAE,25,25,380,3.15,EA,20081217b,JS,"120-140 micron filaments, Linear",PHYT,8233
NLA06608-1270,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,1.5,1000,Y,510373,,,5069.48.05,ALGAE,333,20,387.1,11.99,EA,20081217b,MH,,PHYT,8234
NLA06608-1271,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,1,1000,Y,507153,,,5069.13.04,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8235
NLA06608-1273,1,PROB_Lake,Target_Sampled,9/7/2007,YES,9/7/2007,P,YES,1,1000,Y,516723,,,5069.28.05,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,8236
