SITE_ID,YEAR,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED,DATE_COL,SAMPLE_CATEGORY,DATECHEM,SAMPLED_CHEM,INDXSAMP_CHEM,PH_FIELD,PH_FIELD_DEPTH,SAMPLE_DEPTH,SAMPLE_ID_CHEM,LAB_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NTL_PPM,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CL_PPM,CL,CL_FLAG,CL_RL_ALERT,NO3N_PPM,NO3,NO3_FLAG,NO3_RL_ALERT,SO4_PPM,SO4,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA,CA_FLAG,CA_RL_ALERT,MG_PPM,MG,MG_FLAG,MG_RL_ALERT,NA_PPM,NA,NA_FLAG,NA_RL_ALERT,K_PPM,K,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,H,OH,NH4ION,CATSUM,ANSUM2,ANDEF2,SOBC,BALANCE2,ORGION,CONCAL2,CONDHO2,DAY_SHIP,DAYSHIP_ALERT,DATE_RECEIVED,DATE_FILTERED,DATEFILT_ALERT,PHLAB_HT,PHLAB_HT_ALERT,COND_HT,COND_HT_ALERT,ANC_HT,ANC_HT_ALERT,TURB_HT,TURB_HT_ALERT,TOC_HT,TOC_HT_ALERT,DOC_HT,DOC_HT_ALERT,NH4_HT,NH4_HT_ALERT,NO3NO2_HT,NO3NO2_HT_ALERT,NTL_HT,NTL_HT_ALERT,PTL_HT,PTL_HT_ALERT,CL_HT,CL_HT_ALERT,NO3_HT,NO3_HT_ALERT,SO4_HT,SO4_HT_ALERT,CA_HT,CA_HT_ALERT,MG_HT,MG_HT_ALERT,NA_HT,NA_HT_ALERT,K_HT,K_HT_ALERT,COLOR_HT,COLOR_HT_ALERT,SIO2_HT,SIO2_HT_ALERT,COM_FIELD_PH,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM,COMMENT_IM_CHEM,INDXSAMP_CHLA,DATECHLA,SAMPLED_CHLA,CHLA,SAMPLE_ID_CHLA,LAB_ID_CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,COMMENT_LAB_CHLA,CHLA_HT_ALERT,CHLA_HT,DATESECCHI,SAMPLED_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,VISIT_ID,FLAG_SECCHI
NLA06608-0753,2007,1,PROB_Lake,Target_Sampled,Yes,7/19/2007,P,7/19/2007,YES,YES,8.14,1,2,506631,0710456,8.54,,293.5,,N,1716.67,,2.46,,N,2.95,,N,3.06,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.367,367,,N,15,,N,32.171,907.415226,,N,0.005,0.5,<RL (0.02),Y,10.809,225.04338,,N,29.14,1454.086,,N,6.694,550.835872,,N,14.42,627.2355362,,N,0.914,23.3770124,,N,6,,N,2.158,,N,0.003,3.467,0.851520864,2656.39,2849.13,-192.74,2655.53,-3.5,30.54,313.03,293.64,2,N,7/21/2007,7/21/2007,N,4,Y,2,N,4,N,2,N,18,Y,13,N,18,N,7,N,49,Y,49,Y,133,Y,120,Y,120,Y,291,Y,291,Y,291,Y,291,Y,5,Y,7,N,,,,,YES,7/19/2007,YES,8.8,506632,0710456,N,,,,,N,26,7/19/2007,YES,2.2,,,7968,
NLA06608-0754,2007,1,PROB_Lake,Target_Sampled,Yes,7/2/2007,P,7/2/2007,YES,YES,6.34,0.5,2,505441,0710207,6.42,,46.5,,N,26.34,,0.724,<RL (2),Y,2.71,,N,2.77,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.251,251,,N,3,<RL (4),Y,8.301,234.138006,,N,0.005,0.5,<RL (0.02),Y,4.654,96.89628,,N,1.916,95.6084,,N,0.385,31.68088,,N,5.067,220.4023899,,N,0.532,13.6067512,,N,6,,N,3.434,,N,0.38,0.026,0.998186101,362.68,357.75,4.92,361.3,0.68,26.35,46.42,41.96,4,Y,7/6/2007,7/6/2007,N,9,Y,4,N,9,Y,4,Y,15,Y,14,N,27,N,8,Y,91,Y,91,Y,100,Y,100,Y,100,Y,298,Y,298,Y,298,Y,298,Y,7,Y,8,Y,,,,,YES,7/2/2007,YES,1.152,505442,0710207,N,F1,"Some leakage, sample Red NE",,,Y,30,7/2/2007,YES,4.85,,WITH SCOPE: 6.13-D 5.79-R,7969,
NLA06608-0755,2007,1,PROB_Lake,Target_Sampled,Yes,6/20/2007,P,6/20/2007,YES,YES,8.4,1,0.8,514021,0710072,8.32,,1394,,N,3104.15,,13.6,,N,17.35,,N,16.6,,N,0.055,3.926615,,N,0.247,,N,2.216,2216,,N,1104,,N,35.532,1002.215592,,N,0.27,19.27611,,N,513.388,10688.73816,,N,99.72,4976.028,,N,59.88,4927.40544,,N,103.1,4484.603591,,N,25.13,642.739958,,N,48,,N,9.81,,N,0.005,2.089,3.554412807,15034.34,14814.38,219.95,15030.78,0.74,165.56,1900.57,1383.99,1,N,6/21/2007,6/21/2007,N,6,Y,6,N,6,N,2,N,15,Y,7,N,27,N,7,N,110,Y,110,Y,5,N,1,N,5,N,301,Y,301,Y,301,Y,301,Y,2,N,7,N,,,,,YES,6/20/2007,YES,114.6,514022,0710072,N,,,IM,Vol. Filt. Chg (missing).,N,23,6/20/2007,YES,0.42,,,7970,
NLA06608-0756,2007,1,PROB_Lake,Target_Sampled,Yes,6/25/2007,P,6/25/2007,YES,YES,8.03,0.1,1.5,502201,0710120,8.41,,361.2,,N,3237.87,,7.4,,N,6.28,,N,5.75,,N,0.028,1.999004,,N,0.005,<RL (0.02),Y,0.326,326,,N,3,<RL (4),Y,11.097,313.001982,,N,0.005,0.5,<RL (0.02),Y,15.262,317.75484,,N,27.06,1350.294,,N,22.09,1817.74192,,N,11.96,520.2314156,,N,3.957,101.2066062,,N,9,,N,3.586,,N,0.004,2.57,1.770866404,3791.25,3868.63,-77.38,3789.47,-1.01,57.37,404.05,373.07,2,N,6/27/2007,6/27/2007,N,8,Y,8,Y,8,Y,4,Y,16,Y,14,N,37,Y,8,Y,87,Y,87,Y,98,Y,7,N,7,N,298,Y,298,Y,298,Y,298,Y,4,Y,8,Y,,,,,YES,6/25/2007,YES,10.96,502202,0710120,N,,,,,Y,30,6/25/2007,YES,0.95,,,7971,
NLA06608-0759,2007,1,PROB_Lake,Target_Sampled,Yes,8/7/2007,P,8/7/2007,YES,YES,8.9,0.9,0.2,506751,0710730,8.94,,392.9,,N,2990.29,,73.6,,N,11.58,,N,8.69,,N,0.011,0.785323,<RL (0.02),Y,0.005,<RL (0.02),Y,4.153,4153,,N,360,,N,30.212,852.159672,,N,0.005,0.5,<RL (0.02),Y,17.903,372.74046,,N,31.27,1560.373,,N,23.63,1944.46544,,N,8.326,362.1611009,,N,2.269,58.0333054,,N,20,,N,52.139,,N,0.001,8.71,0.546681703,3925.58,4215.19,-289.61,3925.03,-3.56,86.82,447.55,414.09,2,N,8/9/2007,8/9/2007,N,2,N,2,N,2,N,2,N,21,Y,14,N,20,N,6,N,64,Y,29,Y,156,Y,153,Y,153,Y,282,Y,282,Y,282,Y,282,Y,3,N,6,N,,,,,YES,8/7/2007,YES,185.4,506752,0710730,N,,,,,N,24,8/7/2007,YES,0.15,,,7973,
NLA06608-0761,2007,1,PROB_Lake,Target_Sampled,Yes,9/6/2007,P,9/6/2007,YES,YES,9.3,1,1.2,516571,0711163,8.81,,381.8,,N,764.95,,13.3,,N,7.3,,N,5.25,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.403,403,,N,12,,N,82.682,2332.128492,,N,0.005,0.5,<RL (0.02),Y,11.05,230.061,,N,21.79,1087.321,,N,7.484,615.843392,,N,36.44,1585.052908,,N,1.813,46.3703758,,N,19,,N,6.974,,N,0.002,6.457,0.755137931,3335.34,3327.14,8.2,3334.59,0.12,52.44,411.55,385.96,1,N,9/7/2007,9/7/2007,N,1,N,1,N,1,N,1,N,124,Y,120,Y,21,N,4,N,8,N,8,N,173,Y,169,Y,169,Y,203,Y,203,Y,203,Y,203,Y,1,N,4,N,,,,,YES,9/6/2007,YES,54,516572,0711163,N,,,,,N,13,9/6/2007,YES,0.65,,,7974,
NLA06608-0762,2007,1,PROB_Lake,Target_Sampled,Yes,8/16/2007,P,8/16/2007,YES,YES,8.9,0.5,0.44,503481,0710895,9.04,,1054,,N,9099.37,,53.7,,N,18.6,,N,16.29,,N,0.018,1.285074,<RL (0.02),Y,0.005,<RL (0.02),Y,3.94,3940,,N,264,,N,14.951,421.707906,,N,0.005,0.5,<RL (0.02),Y,155.834,3244.46388,,N,18.2,908.18,,N,103.4,8508.5792,,N,53.3,2318.422613,,N,35.57,909.759662,,N,20,,N,45.677,,N,0.001,10.965,0.829318163,12645.77,12765.54,-119.77,12644.94,-0.47,162.78,1386.32,1155.44,2,N,8/18/2007,8/18/2007,N,2,N,2,N,2,N,2,N,75,Y,13,N,14,N,4,N,26,N,26,N,169,Y,169,Y,173,Y,183,Y,183,Y,183,Y,183,Y,2,N,4,N,,,,,YES,8/16/2007,YES,133.2,503482,0710895,N,,,IM,Vol. Filt. Chg (missing).,N,22,8/16/2007,YES,0.21,,,7975,
NLA06608-0764,2007,1,PROB_Lake,Target_Sampled,Yes,6/26/2007,P,6/26/2007,YES,YES,8.2,1,2,514551,0710118,8.46,,769.8,,N,3577.62,,5.99,,N,4.42,,N,3.78,,N,0.114,8.138802,,N,0.261,,N,1.386,1386,,N,58,,N,21.428,604.398168,,N,0.306,21.846258,,N,176.697,3678.83154,,N,42.01,2096.299,,N,18.06,1486.12128,,N,84.62,3680.767758,,N,9.667,247.2489922,,N,4,<RL (5),Y,9.903,,N,0.003,2.884,7.110933246,7517.55,7882.7,-365.15,7510.44,-2.37,37.72,908.09,717.69,1,N,6/27/2007,6/27/2007,N,6,Y,7,N,6,N,3,N,15,Y,13,N,36,Y,7,N,108,Y,108,Y,97,Y,6,N,97,Y,296,Y,296,Y,296,Y,296,Y,3,N,7,N,,,,,YES,6/26/2007,YES,24.264,514552,0710118,N,,,,,Y,29,6/26/2007,YES,1.1,,,7976,
NLA06608-0765,2007,1,PROB_Lake,Target_Sampled,Yes,6/5/2007,P,6/5/2007,YES,YES,7.13,0.5,1.5,502731,0710007,7.39,,158.3,,N,576.19,,5.3,,N,2.57,,N,2.51,,N,0.106,7.567658,,N,0.063,,N,0.507,507,,N,29,,N,8.797,248.128182,,N,0.069,4.926117,,N,25.95,540.279,,N,16.35,815.865,,N,4.22,347.25536,,N,4.707,204.7432503,,N,0.757,19.3614862,,N,16,,N,4.745,,N,0.041,0.245,7.475684644,1394.74,1369.56,25.18,1387.23,0.91,24.79,167.35,143.01,1,N,6/6/2007,6/6/2007,N,7,Y,7,N,7,N,3,N,15,Y,9,N,9,N,8,Y,27,N,27,N,6,N,6,N,7,N,315,Y,315,Y,315,Y,315,Y,3,N,1,N,,"GREENISH WATER, SHALLOW DEPTH",,,YES,6/5/2007,YES,11.392,502732,0710007,N,F8,GREEN FILTER,,,N,3,6/5/2007,YES,1.5,,,7977,
NLA06608-0766,2007,1,PROB_Lake,Target_Sampled,Yes,7/18/2007,P,7/18/2007,YES,YES,8.65,1,2,503251,0710434,8.83,,1973,,N,5304.33,,5.34,,N,14.77,,N,14.63,,N,0.049,3.498257,,N,0.005,<RL (0.02),Y,1.673,1673,,N,40,,N,89.069,2512.280214,,N,0.005,0.5,<RL (0.02),Y,692.137,14410.29234,,N,39.76,1984.024,,N,119.4,9825.1872,,N,202.7,8816.965547,,N,26.16,669.083856,,N,10,,N,2.951,,N,0.001,6.761,2.612876511,21297.87,22226.9,-929.03,21295.26,-2.13,146.14,2711.25,1957.63,2,N,7/20/2007,7/20/2007,N,3,N,3,N,3,N,2,N,18,Y,13,N,19,N,8,Y,36,Y,36,Y,124,Y,113,Y,134,Y,289,Y,289,Y,289,Y,289,Y,5,Y,8,Y,,,,,YES,7/18/2007,YES,33.936,503252,0710434,N,,,,Volume confirmed as 750 ml,N,27,7/18/2007,YES,1.85,,,7978,
NLA06608-0769,2007,1,PROB_Lake,Target_Sampled,Yes,7/24/2007,P,7/24/2007,YES,YES,8.8,1,2,510921,0710548,7.8,,48.69,,N,323.95,,4.14,,N,3.59,,N,3.61,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.384,384,,N,16,,N,1.643,46.342458,,N,0.005,0.5,<RL (0.02),Y,4.234,88.15188,,N,4.393,219.2107,,N,1.563,128.616144,,N,2.229,96.95617269,,N,0.74,18.926684,,N,6,,N,3.463,,N,0.016,0.631,0.622840551,464.35,458.46,5.89,463.71,0.64,35.87,51.25,47.06,2,N,7/26/2007,7/26/2007,N,3,N,3,N,3,N,3,N,21,Y,16,Y,15,N,6,N,48,Y,48,Y,133,Y,133,Y,133,Y,293,Y,293,Y,293,Y,293,Y,3,N,6,N,,,,,YES,7/24/2007,YES,15.36,510922,0710548,N,,,,,Y,30,7/24/2007,YES,1.78,,,7979,
NLA06608-0770,2007,1,PROB_Lake,Target_Sampled,Yes,5/8/2007,P,5/8/2007,YES,YES,8.6,1,1,502451,0710001,8.52,,1911,,N,3877.55,,8.25,,N,8.92,,N,4.05,,N,0.086,6.139798,,N,0.265,,N,1.455,1455,,N,28,,N,399.362,11264.40457,,N,0.239,17.062927,,N,118.072,2458.25904,,N,43.02,2146.698,,N,34.99,2879.25712,,N,276.5,12027.08917,,N,9.035,231.084581,,N,7,,N,14.203,,N,0.003,3.311,5.265860436,17289.4,17617.28,-327.88,17284.13,-0.94,40.42,2130.48,1816.62,2,N,5/10/2007,5/10/2007,N,13,Y,2,N,2,N,3,N,16,Y,9,N,9,N,36,Y,56,Y,56,Y,9,Y,2,N,9,Y,343,Y,343,Y,343,Y,343,Y,3,N,8,Y,,,,,YES,5/8/2007,YES,6.815,502452,0710001,N,,,,,Y,30,5/8/2007,YES,0.59,,,7980,
NLA06608-0771,2007,1,PROB_Lake,Target_Sampled,Yes,8/13/2007,P,8/13/2007,YES,YES,8.8,1,2,507791,0710805,8.56,,67.58,,N,609.6,,3.1,,N,10.12,,N,9.2,,N,0.011,0.785323,<RL (0.02),Y,0.005,<RL (0.02),Y,0.622,622,,N,20,,N,1.231,34.721586,,N,0.005,0.5,<RL (0.02),Y,0.125,2.5,<RL (0.5),Y,7.077,353.1423,,N,2.789,229.501232,,N,1.697,73.81544417,,N,0.627,16.0365282,,N,18,,N,1.974,,N,0.003,3.631,0.664416071,673.16,644.32,28.84,672.5,2.19,91.84,68.42,67.01,1,N,8/14/2007,8/14/2007,N,1,N,1,N,1,N,1,N,24,Y,11,N,15,N,3,N,25,N,25,N,154,Y,154,Y,154,Y,183,Y,183,Y,183,Y,183,Y,1,N,3,N,,,,,YES,8/13/2007,YES,6.4,507792,0710805,N,,,,,N,23,8/13/2007,YES,2.05,,,7981,
NLA06608-0775,2007,1,PROB_Lake,Target_Sampled,Yes,7/25/2007,P,7/25/2007,YES,YES,8.1,1,2,511831,0710559,8.2,,287.6,,N,2441.45,,1.28,<RL (2),Y,6.48,,N,6.57,,N,0.028,1.999004,,N,0.005,<RL (0.02),Y,0.569,569,,N,18,,N,8.679,244.799874,,N,0.005,0.5,<RL (0.02),Y,14.438,300.59916,,N,29.08,1451.092,,N,10.87,894.47056,,N,10.78,468.9042358,,N,3.203,81.9218498,,N,20,,N,8.352,,N,0.006,1.585,1.85189871,2898.25,2986.86,-88.61,2896.39,-1.51,65.48,314.96,290.77,2,N,7/27/2007,7/27/2007,N,2,N,2,N,2,N,2,N,20,Y,17,Y,14,N,7,N,47,Y,47,Y,132,Y,132,Y,132,Y,292,Y,292,Y,292,Y,292,Y,2,N,7,N,,,,,YES,7/25/2007,YES,1.816,511832,0710559,N,,,,,Y,29,7/25/2007,YES,2.5,,,7982,
NLA06608-0779,2007,1,PROB_Lake,Target_Sampled,Yes,7/31/2007,P,7/31/2007,YES,YES,9.1,0.5,0.3,504151,0710620,9.04,,540.6,,N,4591.4,,49,,N,16.33,,N,14.18,,N,0.042,2.998506,,N,0.005,<RL (0.02),Y,3.916,3916,,N,1543,,N,8.973,253.092438,,N,0.005,0.5,<RL (0.02),Y,53.888,1121.94816,,N,41.6,2075.84,,N,24.38,2006.18144,,N,20.47,890.3960767,,N,22.42,573.427372,,N,38,,N,13.685,,N,0.001,10.965,1.935075714,5547.78,5966.44,-418.66,5545.84,-3.64,141.7,631.72,555.18,1,N,8/1/2007,8/1/2007,N,2,N,2,N,2,N,1,N,17,Y,14,N,8,N,6,N,71,Y,71,Y,142,Y,142,Y,155,Y,287,Y,287,Y,287,Y,287,Y,2,N,6,N,,,,,YES,7/31/2007,YES,98.496,504152,0710620,N,,,,,Y,29,7/31/2007,YES,0.16,,,7983,
NLA06608-0781,2007,1,PROB_Lake,Target_Sampled,Yes,7/26/2007,P,7/26/2007,YES,YES,8.6,1,2,514281,0710574,8.62,,404,,N,3274.1,,4.39,,N,4.27,,N,4.39,,N,0.011,0.785323,<RL (0.02),Y,0.005,<RL (0.02),Y,0.729,729,,N,34,,N,30.233,852.751998,,N,0.005,0.5,<RL (0.02),Y,9.78,203.6196,,N,29.94,1494.006,,N,22.89,1883.57232,,N,19.26,837.7639686,,N,1.73,44.247518,,N,7,,N,4.761,,N,0.002,4.169,0.649599062,4260.24,4330.47,-70.23,4259.59,-0.82,43.83,461.63,432.38,1,N,7/27/2007,7/27/2007,N,2,N,1,N,2,N,1,N,20,Y,16,Y,13,N,6,N,46,Y,46,Y,146,Y,144,Y,144,Y,291,Y,291,Y,291,Y,291,Y,1,N,6,N,,,,,YES,7/26/2007,YES,17.92,514282,0710574,N,,,,,N,28,7/26/2007,YES,1.05,,,7984,
NLA06608-0782,2007,1,PROB_Lake,Target_Sampled,Yes,7/31/2007,P,7/31/2007,YES,YES,6.43,1,2,507411,0710651,6.74,,35.02,,N,86.91,,1.41,<RL (2),Y,10.77,,N,10.04,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.443,443,,N,7,,N,0.692,19.518552,,N,0.005,0.5,<RL (0.02),Y,7.026,146.28132,,N,2.883,143.8617,,N,1.351,111.171088,,N,1.09,47.4123949,,N,0.302,7.7241332,,N,33,,N,5.497,,N,0.182,0.055,0.427181415,310.78,252.89,57.89,310.17,10.27,97.22,34.56,28.49,3,Y,8/3/2007,8/3/2007,N,3,N,3,N,3,N,3,N,21,Y,15,Y,9,N,6,N,35,Y,35,Y,155,Y,155,Y,155,Y,287,Y,287,Y,287,Y,287,Y,3,N,6,N,,,,,YES,7/31/2007,YES,3.28,507412,0710651,N,,,,,N,24,7/31/2007,YES,2.05,,,7985,
NLA06608-0783,2007,1,PROB_Lake,Target_Sampled,Yes,8/14/2007,P,8/14/2007,YES,YES,8.5,0.5,0.34,509511,0710823,8.57,,600.8,,N,4206.31,,50.3,,N,11.74,,N,9.58,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,1.896,1896,,N,819,,N,59.207,1669.992642,,N,0.005,0.5,<RL (0.02),Y,22.469,467.80458,,N,56.99,2843.801,,N,21.22,1746.15136,,N,37.33,1623.765781,,N,6.193,158.3958838,,N,25,,N,4.268,,N,0.003,3.715,0.962970023,6373.08,6344.11,28.97,6372.11,0.23,95.63,707.31,652.23,1,N,8/15/2007,8/15/2007,N,1,N,1,N,1,N,1,N,24,Y,13,N,14,N,2,N,27,N,57,Y,169,Y,153,Y,153,Y,184,Y,184,Y,184,Y,184,Y,2,N,2,N,,,,,YES,8/14/2007,YES,50.933,509512,0710823,N,,,,,N,22,8/14/2007,YES,0.15,,,7986,
NLA06608-0785,2007,1,PROB_Lake,Target_Sampled,Yes,9/12/2007,P,9/12/2007,YES,YES,8.5,1,2,512041,0711214,8.42,,406.2,,N,3050.32,,2.15,,N,2.62,,N,2.52,,N,0.021,1.499253,,N,2.301,,N,2.621,2621,,N,15,,N,8.781,247.676886,,N,2.23,159.20639,,N,33.579,699.11478,,N,35.77,1784.923,,N,16.93,1393.13584,,N,18.15,789.4816215,,N,1.982,50.6928212,,N,8,,N,23.241,,N,0.004,2.63,1.324628507,4019.56,4156.32,-136.76,4018.23,-1.67,25.14,445.69,399.47,1,N,9/13/2007,9/13/2007,N,1,N,1,N,1,N,1,N,125,Y,117,Y,15,N,8,Y,5,N,5,N,6,N,6,N,7,N,201,Y,201,Y,201,Y,201,Y,1,N,8,Y,,,,,YES,9/12/2007,YES,6.568,512042,0711214,N,,,,,N,7,9/12/2007,YES,2.1,,,7987,
NLA06608-0792,2007,1,PROB_Lake,Target_Sampled,Yes,8/16/2007,P,8/16/2007,YES,YES,8.7,1,1.5,507671,0710890,7.42,,277.6,,N,1823.61,,4.19,,N,5.67,,N,5.33,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.76,760,,N,47,,N,12.972,365.888232,,N,0.005,0.5,<RL (0.02),Y,22.663,471.84366,,N,32.85,1639.215,,N,3.486,286.855968,,N,14.41,626.8005601,,N,5.049,129.1362534,,N,10,,N,5.854,,N,0.038,0.263,0.422784473,2682.47,2661.38,21.09,2682.01,0.39,52.68,300.47,271.92,2,N,8/18/2007,8/18/2007,N,2,N,2,N,2,N,2,N,75,Y,13,N,14,N,4,N,26,N,26,N,168,Y,168,Y,168,Y,183,Y,183,Y,183,Y,183,Y,2,N,4,N,,,,,YES,8/16/2007,YES,30.24,507672,0710890,N,,,,,N,22,8/16/2007,YES,0.79,,,7989,
NLA06608-0793,2007,1,PROB_Lake,Target_Sampled,Yes,6/18/2007,P,6/18/2007,YES,YES,7.65,1,2,505891,0710060,6.82,,260,,N,302.41,,3.28,,N,2.88,,N,2.72,,N,0.023,1.642039,,N,0.026,,N,0.34,340,,N,19,,N,61.069,1722.512214,,N,0.03,2.14179,,N,6.294,131.04108,,N,7.753,386.8747,,N,2.17,178.56496,,N,37.98,1652.039228,,N,1.097,28.0575302,,N,11,,N,1.545,,N,0.151,0.066,1.636619505,2247.32,2158.26,89.07,2245.54,2.02,26.43,273,256.69,2,N,6/20/2007,6/20/2007,N,7,Y,7,N,7,N,4,Y,376,Y,9,N,29,Y,2,N,53,Y,53,Y,105,Y,2,N,2,N,303,Y,303,Y,303,Y,303,Y,4,Y,2,N,,,,,YES,6/18/2007,YES,3.072,505892,0710060,N,,,,,N,25,6/18/2007,YES,2.7,,,7990,
NLA06608-0794,2007,1,PROB_Lake,Target_Sampled,Yes,6/9/2007,P,6/9/2007,YES,YES,7.2,1,2,502181,0710018,6.59,,20.49,,N,142.2,,0.416,<RL (2),Y,1.27,,N,1.18,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.091,91,,N,3,<RL (4),Y,0.347,9.787482,,N,0.005,0.5,<RL (0.02),Y,1.584,32.97888,,N,2.463,122.9037,,N,0.303,24.933264,,N,0.692,30.10034612,,N,0.371,9.4889186,,N,4,<RL (5),Y,0.961,,N,0.257,0.039,1.140064994,188.82,185.22,3.6,187.43,0.96,11.34,20.74,19.24,3,Y,6/12/2007,6/12/2007,N,11,Y,10,Y,10,Y,3,N,11,N,5,N,5,N,4,N,62,Y,62,Y,9,Y,9,Y,9,Y,311,Y,311,Y,311,Y,311,Y,6,Y,4,N,,,,,YES,6/9/2007,YES,1.056,502182,0710018,N,,,,,N,27,6/9/2007,YES,9.1,,,7991,
NLA06608-0794,2007,2,PROB_Lake,Target_Sampled,Yes,6/28/2007,D,6/28/2007,YES,NO,7.5,1,2,508571,0710181,7.15,,21.86,,N,144.2,,0.361,,Y,1.17,,N,1.24,,N,0.007,0.499751,,Y,0,,Y,0.079,79,,N,0,,Y,0.342,9.646452,,N,0,0,,Y,1.6,33.312,,N,2.471,123.3029,,N,0.308,25.344704,,N,0.658,28.62142738,,N,0.425,10.870055,,N,5,,N,1.015,,N,0.032,0.316,0.491953858,188.66,187.19,1.47,188.14,0.39,12.27,20.82,19.31,2,,6/30/2007,6/30/2007,,8,Y,8,Y,8,Y,4,Y,15,Y,14,N,31,Y,5,N,95,Y,95,Y,96,Y,96,Y,96,Y,302,Y,302,Y,302,Y,302,Y,4,Y,5,N,,,,,NO,6/28/2007,YES,0.496,508572,0710181,N,,,,,Y,34,,,,,,7992,
NLA06608-0794,2007,2,PROB_Lake,Target_Sampled,Yes,6/28/2007,P,6/28/2007,YES,NO,7.5,1,2,508601,0710183,7.2,,20.16,,N,143.83,,0.269,<RL (2),Y,1.14,,N,1.13,,N,0.01,0.71393,<RL (0.02),Y,0.005,<RL (0.02),Y,0.069,69,,N,1,<RL (4),Y,0.339,9.561834,,N,0.005,0.5,<RL (0.02),Y,1.59,33.1038,,N,2.462,122.8538,,N,0.303,24.933264,,N,0.654,28.44743694,,N,0.394,10.0771804,,N,14,,N,1.007,,N,0.063,0.158,0.708303601,187.08,186.56,0.52,186.31,0.14,11.12,20.67,19.16,2,N,6/30/2007,6/30/2007,N,8,Y,8,Y,8,Y,4,Y,15,Y,14,N,31,Y,5,N,95,Y,48,Y,96,Y,96,Y,96,Y,302,Y,302,Y,302,Y,302,Y,4,Y,5,N,,,,,NO,6/28/2007,YES,0.464,508602,0710183,N,,,,,N,28,6/28/2007,YES,11.5,,,7992,
NLA06608-0797,2007,1,PROB_Lake,Target_Sampled,Yes,6/28/2007,P,6/28/2007,YES,YES,8.4,0.5,1.5,515091,0710173,8.56,,1049,,N,4468.07,,5.32,,N,4.94,,N,5.12,,N,0.013,0.928109,<RL (0.02),Y,0.005,<RL (0.02),Y,0.418,418,,N,24,,N,18.26,515.04156,,N,0.005,0.5,<RL (0.02),Y,358.35,7460.847,,N,92.56,4618.744,,N,77.49,6376.49712,,N,30,1304.9283,,N,7.236,185.0722776,,N,13,,N,22.361,,N,0.003,3.631,0.785218993,12486.03,12443.96,42.07,12485.24,0.17,51.11,1527.2,1160.64,2,N,6/30/2007,6/30/2007,N,8,Y,8,Y,8,Y,4,Y,15,Y,14,N,31,Y,5,N,95,Y,48,Y,103,Y,96,Y,105,Y,302,Y,302,Y,302,Y,302,Y,4,Y,5,N,,,,,YES,6/28/2007,YES,4.24,515092,0710173,N,F1,ON ICE,,,N,28,6/28/2007,YES,1.53,,,7993,
NLA06608-0802,2007,1,PROB_Lake,Target_Sampled,Yes,7/20/2007,P,7/20/2007,YES,YES,5.4,0.5,2,513991,0710444,6.07,,115.2,,N,39.49,,2.41,,N,7.83,,N,6.9,,N,0.019,1.356467,<RL (0.02),Y,0.005,<RL (0.02),Y,0.361,361,,N,18,,N,28.123,793.237338,,N,0.005,0.5,<RL (0.02),Y,2.693,56.06826,,N,1.572,78.4428,,N,0.444,36.535872,,N,17.14,745.5490354,,N,0.41,10.486406,,N,47,,N,1.709,,N,0.851,0.012,1.355668703,873.22,890.36,-17.14,871.01,-0.97,63.75,111.97,106.48,1,N,7/21/2007,7/21/2007,N,1,N,1,N,1,N,1,N,16,Y,11,N,17,N,6,N,34,Y,34,Y,122,Y,111,Y,111,Y,287,Y,313,Y,313,Y,287,Y,4,Y,6,N,,,,,YES,7/20/2007,YES,5.232,513992,0710444,N,,,,,N,25,7/20/2007,YES,1.24,,,7994,
