SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_PHAB,AREA_HA,CLASSP,EcoP6,RDis_IX,RVeg_OE,LitCvr_OE,LitRipCvr_OE,RDIS_COND,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,UID
NLA06608-1075,1,PROB_Lake,Target_Sampled,Target,45.3526489,-89.4724038,WI,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,REF,7,7070002,,,YES,YES,22.97503083,R,UMW,0.2552,1.3156,0.7896,1.0551,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1075+2007+1
NLA06608-1083,1,PROB_Lake,Target_Sampled,Target,39.9937406,-104.5793379,CO,Region_8,>100,,NLALake,OverSamp,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190003,,,YES,YES,284.4633033,S,CENPL,0.6057,0.5424,1.8625,1.0048,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1083+2007+1
NLA06608-1086,1,PROB_Lake,Target_Sampled,Target,47.3443775,-100.0458254,ND,Region_8,"(20,50]",,NLALake,OverSamp,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10160001,,,YES,YES,44.4142637,S,CENPL,0.8638,0.3211,0.0483,0.2022,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1086+2007+1
NLA06608-1087,1,PROB_Lake,Target_Sampled,Target,35.0563642,-82.3396067,SC,Region_4,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,377.5384695,SC,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3050107,,,YES,YES,4.39314615,S,SAP,0.3652,0.7456,0.1919,0.4587,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1087+2007+1
NLA06608-1089,1,PROB_Lake,Target_Sampled,Target,47.9261558,-114.4032969,MT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17010208,,,YES,YES,604.0886892,R,WEST,0.3297,1.1164,1.0921,1.1021,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1089+2007+1
NLA06608-1091,1,PROB_Lake,Target_Sampled,Target,46.6455476,-99.5662283,ND,Region_8,>100,,NLALake,OverSamp,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES,1623.508654,S,CENPL,0.8048,0.0083,0.4905,0.1875,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1091+2007+1
NLA06608-1096,1,PROB_Lake,Target_Sampled,Target,42.8028323,-98.6667271,NE,Region_7,"(50,100]",,NLALake,OverSamp,"NPL_NE_(50,100]",0.12958932,7.64239991,1.9527713,NE,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10150007,,,YES,YES,58.97621997,S,CENPL,0.575,0.5929,0.2848,0.4462,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1096+2007+1
NLA06608-1100,1,PROB_Lake,Target_Sampled,Target,39.0361826,-94.7692285,KS,Region_7,"(50,100]",,NLALake,OverSamp,"TPL_KS_(50,100]",0.06918195,14.31548853,7.6321362,KS,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10270104,,,YES,YES,55.86729628,T,CENPL,0.8513,0.3671,0.4664,0.3843,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1100+2007+1
NLA06608-1101,1,PROB_Lake,Target_Sampled,Target,41.1692142,-74.4640996,NJ,Region_2,>100,,NLALake,OverSamp,NAP_NJ_>100,0.04582429,21.61241073,52.6299414,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2020007,,,YES,YES,128.792843,T,NAP,0.7735,0.7268,0.3977,0.5911,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1101+2007+1
NLA06608-1102,1,PROB_Lake,Target_Sampled,Target,48.0427271,-91.8024377,MN,Region_5,"(10,20]",,NLALake,OverSamp,"UMW_MN_(10,20]",0.00165488,598.4580363,432.3955559,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,9,9030001,,,YES,YES,11.79561821,R,UMW,0,0.6398,0.5522,0.5775,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1102+2007+1
NLA06608-1103,1,PROB_Lake,Target_Sampled,Target,40.2092553,-83.1403996,OH,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,6.7100082,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,5,5060001,,,YES,YES,367.9788005,T,CENPL,0.5182,1.2346,2.7954,1.7494,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1103+2007+1
NLA06608-1107,1,PROB_Lake,Target_Sampled,Target,45.8905697,-99.0392551,SD,Region_8,"(50,100]",,NLALake,OverSamp,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130106,,,YES,YES,58.99780354,T,CENPL,0.7583,0.0271,0.065,0.0398,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1107+2007+1
NLA06608-1108,1,PROB_Lake,Target_Sampled,Target,39.3479549,-88.4681896,IL,Region_5,>100,,NLALake,OverSamp,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120114,,,YES,YES,363.2721174,S,CENPL,0.6592,0.9644,0.6048,0.7785,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1108+2007+1
NLA06608-1108,2,PROB_Lake,Target_Sampled,Target,39.3479549,-88.4681896,IL,Region_5,>100,,NLALake,OverSamp,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120114,,,YES,YES,363.2721174,S,CENPL,0.5985,0.5187,0.8729,0.6227,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-1108+2007+2
NLA06608-1111,1,PROB_Lake,Target_Sampled,Target,44.430652,-96.2903006,MN,Region_5,"(20,50]",,NLALake,OverSamp,"TPL_MN_(20,50]",0.00149457,662.6475262,478.7734946,MN,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7020004,,,YES,YES,34.05381208,S,CENPL,0.1152,1.0016,0.6034,0.7993,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1111+2007+1
NLA06608-1113,1,PROB_Lake,Target_Sampled,Target,35.7984722,-81.2984032,NC,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,5.9391989,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3050101,,,YES,YES,1558.997979,S,SAP,0.7413,0.4687,0.0872,0.2745,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1113+2007+1
NLA06608-1114,1,PROB_Lake,Target_Sampled,Target,30.4715862,-88.612594,MS,Region_4,"(20,50]",,NLALake,OverSamp,"CPL_MS_(20,50]",0.00679811,145.683643,72.0907583,MS,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3170006,,,YES,YES,25.56557379,S,CPL,0,0.5795,1.7738,1.1443,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1114+2007+1
NLA06608-1115,1,PROB_Lake,Target_Sampled,Target,41.6389731,-87.5295974,IL,Region_5,"(20,50]",,NLALake,OverSamp,"TPL_IL_(20,50]",0.0118969,83.24632031,50.0141131,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,4,4040001,,,YES,YES,37.63786499,S,CENPL,0.4214,1.2962,0.9363,1.0924,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1115+2007+1
NLA06608-1119,1,PROB_Lake,Target_Sampled,Target,40.7577555,-109.6229151,UT,Region_8,"(20,50]",,NLALake,OverSamp,"WMT_UT_(20,50]",0.0258307,38.34094162,12.236915,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,14,14060002,,,YES,YES,49.90333868,S,WEST,0.0955,0.6991,0.4207,0.5949,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,NLA06608-1119+2007+1
NLA06608-1120,1,PROB_Lake,Target_Sampled,Target,37.1468942,-90.7908663,MO,Region_7,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0841724,MO,NO,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,11,11010007,,,YES,YES,658.9323227,T,SAP,0.5119,0.7542,0.5666,0.6182,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1120+2007+1
NLA06608-1122,1,PROB_Lake,Target_Sampled,Target,42.2585591,-71.8917556,MA,Region_1,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,483.9862215,MA,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090003,,,YES,YES,4.35006384,S,NAP,0.0955,0.3324,0.0531,0.2263,1:LEAST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1122+2007+1
NLA06608-1124,1,PROB_Lake,Target_Sampled,Target,36.6037968,-104.6397618,NM,Region_6,>100,,NLALake,OverSamp,SPL_NM_>100,0.33730332,2.93615063,3.8202907,NM,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11080001,,,YES,YES,122.3773218,S,CENPL,0.8167,0.7433,0.4791,0.6049,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,NLA06608-1124+2007+1
NLA06608-1125,1,PROB_Lake,Target_Sampled,Target,41.9375191,-73.4545047,CT,Region_1,"(50,100]",NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,8.8283345,CT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1100005,,,YES,YES,68.80830546,S,NAP,0.4248,1.1826,0.8281,1.0237,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1125+2007+1
NLA06608-1129,1,PROB_Lake,Target_Sampled,Target,34.5380785,-111.2044517,AZ,Region_9,>100,,NLALake,OverSamp,WMT_AZ_>100,0.19769461,5.00961241,1.2953054,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,15,15020008,,,YES,YES,118.4056522,R,WEST,0.0955,1.0578,3.1607,1.5812,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1129+2007+1
NLA06608-1130,1,PROB_Lake,Target_Sampled,Target,42.6164425,-85.2016853,MI,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050007,,,YES,YES,177.5011901,S,UMW,0.6077,0.5503,0.8015,0.6216,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-1130+2007+1
NLA06608-1131,1,PROB_Lake,Target_Sampled,Target,41.6715821,-85.0498935,IN,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.4514264,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES,YES,240.7806756,S,UMW,0.7447,0.6362,0.3849,0.5114,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1131+2007+1
NLA06608-1134,1,PROB_Lake,Target_Sampled,Target,46.9728502,-95.6552124,MN,Region_5,>100,,NLALake,OverSamp,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,9,9020103,,,YES,YES,742.958126,R,UMW,0,1.5986,1.2877,1.4076,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1134+2007+1
NLA06608-1141,1,PROB_Lake,Target_Sampled,Target,34.5506376,-118.1208238,CA,Region_9,"(50,100]",,NLALake,OverSamp,"XER_CA_(50,100]",0.02833407,34.95343954,20.8926961,CA,YES,WMTNS,XER,14,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,18,18090206,,,YES,YES,92.16201307,S,WEST,0.5648,0.8232,1.542,1.0454,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1141+2007+1
NLA06608-1143,1,PROB_Lake,Target_Sampled,Target,45.7235156,-92.1679386,WI,Region_5,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,724.8867084,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,7,7030001,,,YES,YES,5.08727728,R,UMW,0,1.2859,1.1568,1.1786,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1143+2007+1
NLA06608-1145,1,PROB_Lake,Target_Sampled,Target,40.1114616,-75.86457,PA,Region_3,"(50,100]",,NLALake,OverSamp,"SAP_PA_(50,100]",0.05115851,19.35891928,8.115238,PA,YES,EHIGH,SAP,64,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2040205,,,YES,YES,63.19604563,S,SAP,0.5985,0.4921,0.293,0.3716,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1145+2007+1
NLA06608-1147,1,PROB_Lake,Target_Sampled,Target,40.4840638,-104.9010317,CO,Region_8,"(50,100]",,NLALake,OverSamp,"SPL_CO_(50,100]",0.09089393,10.89592425,4.6960181,CO,YES,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190007,,,YES,YES,57.84714087,S,CENPL,0.6007,0.0591,0.1359,0.0845,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1147+2007+1
NLA06608-1148,1,PROB_Lake,Target_Sampled,Target,42.1499431,-101.8384538,NE,Region_7,>100,,NLALake,OverSamp,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10210001,,,YES,YES,201.9526692,T,CENPL,0.2727,0.1517,0.2268,0.1715,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1148+2007+1
NLA06608-1150,1,PROB_Lake,Target_Sampled,Target,48.1652,-92.1073,MN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_MN_(20,50]",0.00250556,395.2702715,285.5891281,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,9,9030001,IM,Original lake [Ruby L.] was allowed to be replaced. Index site coordinates not reported,YES,YES,44.46394202,R,UMW,0,0.7042,0.679,0.6629,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,NLA06608-1150+2007+1
NLA06608-1151,1,PROB_Lake,Target_Sampled,Target,34.0332132,-109.4367421,AZ,Region_9,"(50,100]",,NLALake,OverSamp,"WMT_AZ_(50,100]",0.21768547,4.54956125,1.1763527,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15020001,,,YES,YES,56.84569267,S,WEST,0.3667,0.0667,0.6132,0.2095,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-1151+2007+1
NLA06608-1153,1,PROB_Lake,Target_Sampled,Target,48.5777513,-113.9310021,MT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,41,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17010207,,,YES,YES,2792.637856,R,WEST,0.3722,1.064,0.2055,0.8624,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,NLA06608-1153+2007+1
NLA06608-1155,1,PROB_Lake,Target_Sampled,Target,47.074282,-99.6306881,ND,Region_8,"(10,20]",,NLALake,OverSamp,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES,12.91522027,S,CENPL,0.6448,0.0471,0.0526,0.0466,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1155+2007+1
NLA06608-1162,1,PROB_Lake,Target_Sampled,Target,44.430809,-83.9204875,MI,Region_5,>100,,NLALake,OverSamp,UMW_MI_>100,0.0142675,69.41462169,33.1702585,MI_LP,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4070007,,,YES,YES,105.5832754,S,UMW,0.6029,1.182,0.3921,0.8266,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-1162+2007+1
NLA06608-1163,1,PROB_Lake,Target_Sampled,Target,40.9115267,-86.3383715,IN,Region_5,"(10,20]",,NLALake,OverSamp,"UMW_IN_(10,20]",0.01889863,52.40451623,16.3988026,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES,16.74537897,S,UMW,0.5333,1.1,0.7738,0.9257,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1163+2007+1
NLA06608-1164,1,PROB_Lake,Target_Sampled,Target,35.2054432,-96.5549335,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11100302,,,YES,YES,147.7387512,S,CENPL,0.7444,0.7444,0.6549,0.6709,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-1164+2007+1
NLA06608-1166,1,PROB_Lake,Target_Sampled,Target,46.0021852,-89.6129861,WI,Region_5,"(20,50]",NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,7.5279259,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7050002,,,YES,YES,35.88047142,S,UMW,0.2936,0.0951,0.1265,0.1028,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1166+2007+1
NLA06608-1167,1,PROB_Lake,Target_Sampled,Target,42.1212185,-84.3230409,MI,Region_5,>100,,NLALake,OverSamp,UMW_MI_>100,0.0142675,69.41462169,33.1702585,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4100002,,,YES,YES,232.8622654,S,UMW,0.8969,0.1446,0.1273,0.1315,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1167+2007+1
NLA06608-1170,1,PROB_Lake,Target_Sampled,Target,41.1883313,-111.3838226,UT,Region_8,>100,,NLALake,OverSamp,WMT_UT_>100,0.06352977,15.58912282,4.9754326,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16020101,,,YES,YES,143.8261351,S,WEST,0.197,0.4016,2.1825,0.8277,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-1170+2007+1
NLA06608-1172,1,PROB_Lake,Target_Sampled,Target,39.2775035,-86.2117997,IN,Region_5,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,236.0552488,IN,NO,EHIGH,SAP,71,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5120202,,,YES,YES,6.31554897,T,SAP,0.8851,0.6434,0.5736,0.5648,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-1172+2007+1
NLA06608-1174,1,PROB_Lake,Target_Sampled,Target,45.3366714,-70.6674859,ME,Region_1,>100,,NLALake,OverSamp,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1030002,,,YES,YES,272.7759227,R,NAP,0.0652,0.9669,0.6776,0.8372,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,NLA06608-1174+2007+1
NLA06608-1175,1,PROB_Lake,Target_Sampled,Target,45.0015796,-94.3324054,MN,Region_5,>100,,NLALake,OverSamp,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7010204,,,YES,YES,428.3024256,S,UMW,0.5746,0.488,0.3191,0.4014,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-1175+2007+1
NLA06608-1177,1,PROB_Lake,Target_Sampled,Target,35.0325194,-79.041777,NC,Region_4,"(10,20]",,NLALake,OverSamp,"CPL_NC_(10,20]",0.00800857,123.6642097,93.7554367,NC,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3030004,,,YES,YES,17.33483744,S,CPL,0.2167,0.8603,1.319,1.0547,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1177+2007+1
NLA06608-1179,1,PROB_Lake,Target_Sampled,Target,42.2838303,-88.1238299,IL,Region_5,"(20,50]",,NLALake,OverSamp,"TPL_IL_(20,50]",0.0118969,83.24632031,50.0141131,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,7,7120006,,,YES,YES,34.78292943,S,CENPL,0.3959,1.1965,1.3021,1.1714,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-1179+2007+1
