SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CORE,INDXSAMP_CORE,INDXSAMP_LDC,SAMPLE_ID,SAMPLE_TYPE,PRIMESEDT,SAMPLE_CATEGORY,LDC_ADJ,LDC_COND
NLA06608-0847,1,PROB_Lake,Target_Sampled,Target,40.5282114,-84.496928,OH,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,6.7100082,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,4,4100004,,,YES,YES (Top only),YES,YES,511197,SEDT,1,P,-18.6926,2:INTERMEDIATE DISTURBANCE
NLA06608-0849,1,PROB_Lake,Target_Sampled,Target,48.0904008,-124.6325273,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,NO,WMTNS,WMT,1,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17100101,,,YES,YES (Both),YES,YES,513367,SEDT,1,P,-4.627,1:LEAST DISTURBED
NLA06608-0850,1,PROB_Lake,Target_Sampled,Target,40.7640087,-111.3907566,UT,Region_8,>100,,NLALake,Panel_1,WMT_UT_>100,0.06352977,15.58912282,4.9754326,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16020101,,,YES,YES (Top only),YES,YES,508017,SEDT,1,P,-16.937,2:INTERMEDIATE DISTURBANCE
NLA06608-0851,1,PROB_Lake,Target_Sampled,Target,45.7732901,-99.6410085,SD,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES,YES (Both),YES,YES,503157,SEDT,1,P,-19.4945,3:MOST DISTURBED
NLA06608-0856,1,PROB_Lake,Target_Sampled,Target,34.2849049,-97.1711264,OK,Region_6,>100,,NLALake,Panel_1,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,11,11130303,,,YES,YES (Top only),YES,YES,502578,SEDT,1,P,-3.0596,1:LEAST DISTURBED
NLA06608-0857,1,PROB_Lake,Target_Sampled,Target,36.1765247,-79.7610508,NC,Region_4,>100,,NLALake,Panel_1,SAP_NC_>100,0.05896251,16.79666209,12.7343101,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3030002,,,YES,YES (Top only),YES,YES,504687,SEDT,1,P,3.2094,1:LEAST DISTURBED
NLA06608-0859,1,PROB_Lake,Target_Sampled,Target,42.7887771,-88.2197921,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7120006,,,YES,YES (Both),YES,YES,514687,SEDT,1,P,-24.7652,3:MOST DISTURBED
NLA06608-0860,1,PROB_Lake,Target_Sampled,Target,41.7755557,-91.584579,IA,Region_7,>100,,NLALake,Panel_1,TPL_IA_>100,0.06409656,15.45127225,6.6993063,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,7,7080208,,,YES,YES (Top only),YES,YES,506947,SEDT,1,P,-24.676,3:MOST DISTURBED
NLA06608-0860,2,PROB_Lake,Target_Sampled,Target,41.7755557,-91.584579,IA,Region_7,>100,,NLALake,Panel_1,TPL_IA_>100,0.06409656,15.45127225,6.6993063,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,7,7080208,,,YES,YES (Top only),NO,NO,513427,SEDT,,P,-21.7959,3:MOST DISTURBED
NLA06608-0862,1,PROB_Lake,Target_Sampled,Target,46.1395931,-90.2094374,WI,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_WI_(10,20]",0.00393216,251.8648776,242.0290559,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7050002,,,YES,YES (Both),YES,YES,514307,SEDT,1,P,5.2036,1:LEAST DISTURBED
NLA06608-0863,1,PROB_Lake,Target_Sampled,Target,40.5515739,-81.2379527,OH,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,6.7100082,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5040001,,,YES,YES (Top only),YES,YES,508687,SEDT,1,P,-20.7573,3:MOST DISTURBED
NLA06608-0864,1,PROB_Lake,Target_Sampled,Target,38.2993371,-102.7554334,CO,Region_8,>100,,NLALake,Panel_1,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11020009,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0865,1,PROB_Lake,Target_Sampled,Target,28.0262635,-81.9096937,FL,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.5678407,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3100101,,,YES,YES (Both),YES,YES,511747,SEDT,1,P,-24.3399,3:MOST DISTURBED
NLA06608-0868,1,PROB_Lake,Target_Sampled,Target,37.6157872,-87.8583561,KY,Region_4,"(20,50]",,NLALake,Panel_1,"TPL_KY_(20,50]",0.03994252,24.79496337,9.1135877,KY,YES,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5140202,,,YES,YES (Top only),YES,YES,515407,SEDT,1,P,-9.8167,2:INTERMEDIATE DISTURBANCE
NLA06608-0869,1,PROB_Lake,Target_Sampled,Target,41.4139341,-75.0253588,PA,Region_3,"(20,50]",,NLALake,Panel_1,"NAP_PA_(20,50]",0.01091748,90.71443981,38.0273951,PA,NO,EHIGH,NAP,62,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2040104,,,YES,YES (Top only),YES,YES,507007,SEDT,1,P,0.9371,1:LEAST DISTURBED
NLA06608-0870,1,PROB_Lake,Target_Sampled,Target,44.3166864,-122.0463775,OR,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_OR_(50,100]",0.05533142,17.89893177,3.9992588,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17090004,,,YES,YES (Top only),YES,YES,505627,SEDT,1,P,-31.5179,3:MOST DISTURBED
NLA06608-0871,1,PROB_Lake,Target_Sampled,Target,45.3918493,-96.0937218,MN,Region_5,>100,,NLALake,Panel_1,TPL_MN_>100,0.00367585,269.4272294,194.6655063,MN,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,7,7020002,,,YES,YES (Both),YES,YES,506408,SEDT,1,P,-38.1974,3:MOST DISTURBED
NLA06608-0872,1,PROB_Lake,Target_Sampled,Target,37.7052385,-97.055929,KS,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_KS_(50,100]",0.14203425,6.97277853,3.7174558,KS,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11030017,,,YES,YES (Top only),YES,YES,505767,SEDT,1,P,-10.3726,2:INTERMEDIATE DISTURBANCE
NLA06608-0873,1,PROB_Lake,Target_Sampled,Target,34.7875447,-111.2309008,AZ,Region_9,"(20,50]",,NLALake,Panel_1,"WMT_AZ_(20,50]",0.08038106,12.32097912,3.1857616,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15020008,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0874,1,PROB_Lake,Target_Sampled,Target,43.4998469,-86.0236327,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4060101,,,YES,YES (Both),YES,YES,511157,SEDT,1,P,-24.3584,3:MOST DISTURBED
NLA06608-0875,1,PROB_Lake,Target_Sampled,Target,42.426005,-84.9395227,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050003,,,YES,YES (Both),YES,YES,510577,SEDT,1,P,-5.8211,1:LEAST DISTURBED
NLA06608-0877,1,PROB_Lake,Target_Sampled,Target,33.3933943,-114.7186101,AZ,Region_9,"(50,100]",,NLALake,Panel_1,"XER_AZ_(50,100]",0.23468816,4.21995458,1.0911283,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15030104,,,YES,YES (Top only),YES,YES,509027,SEDT,1,P,35.5506,1:LEAST DISTURBED
NLA06608-0878,1,PROB_Lake,Target_Sampled,Target,46.4127901,-95.4920248,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010107,,,YES,YES (Both),YES,YES,502147,SEDT,1,P,-7.7264,2:INTERMEDIATE DISTURBANCE
NLA06608-0880,1,PROB_Lake,Target_Sampled,Target,39.6134945,-102.1976293,CO,Region_8,>100,,NLALake,Panel_1,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10250003,,,YES,YES (Top only),YES,YES,512947,SEDT,1,P,-12.4947,2:INTERMEDIATE DISTURBANCE
NLA06608-0881,1,PROB_Lake,Target_Sampled,Target,44.6802987,-118.0456408,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050203,,,YES,YES (Top only),YES,YES,504547,SEDT,1,P,5.1243,1:LEAST DISTURBED
NLA06608-0885,1,PROB_Lake,Target_Sampled,Target,33.7473298,-117.4401855,CA,Region_9,"(20,50]",,NLALake,Panel_1,"XER_CA_(20,50]",0.01046245,94.65980894,56.5809445,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,18,18070203,,,YES,YES (Top only),YES,YES,508057,SEDT,1,P,-1.9714,1:LEAST DISTURBED
NLA06608-0889,1,PROB_Lake,Target_Sampled,Target,41.2183979,-116.5205894,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16040106,,,YES,YES (Top only),YES,YES,504827,SEDT,1,P,-12.7434,2:INTERMEDIATE DISTURBANCE
NLA06608-0890,1,PROB_Lake,Target_Sampled,Target,48.0423761,-90.4120638,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,4,4010101,,,YES,YES (Both),YES,YES,507438,SEDT,1,P,6.1194,1:LEAST DISTURBED
NLA06608-0891,1,PROB_Lake,Target_Sampled,Target,41.2273976,-103.8250886,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190016,,,YES,YES (Top only),YES,YES,509997,SEDT,1,P,-8.5008,2:INTERMEDIATE DISTURBANCE
NLA06608-0893,1,PROB_Lake,Target_Sampled,Target,40.4600301,-81.1628318,OH,Region_5,>100,,NLALake,Panel_1,SAP_OH_>100,0.07238701,13.68164476,11.7188751,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5040001,,,YES,YES (Top only),YES,YES,515028,SEDT,1,P,-27.8043,3:MOST DISTURBED
NLA06608-0895,1,PROB_Lake,Target_Sampled,Target,34.3602432,-109.3628312,AZ,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0255524,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15020002,,,YES,YES (Top only),YES,YES,514747,SEDT,1,P,-2.0701,1:LEAST DISTURBED
NLA06608-0899,1,PROB_Lake,Target_Sampled,Target,46.6496238,-99.4213905,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130103,,,YES,YES (Both),YES,YES,515117,SEDT,1,P,-33.7585,3:MOST DISTURBED
NLA06608-0900,1,PROB_Lake,Target_Sampled,Target,38.7232253,-88.7625553,IL,Region_5,>100,,NLALake,Panel_1,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120115,,,YES,YES (Top only),YES,YES,502317,SEDT,1,P,-20.2679,3:MOST DISTURBED
NLA06608-0904,1,PROB_Lake,Target_Sampled,Target,42.3071251,-96.3316497,IA,Region_7,"(50,100]",,NLALake,Panel_1,"TPL_IA_(50,100]",0.070578,14.03232502,6.0840844,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10230001,,,YES,YES (Both),YES,YES,507827,SEDT,1,P,-2.4856,1:LEAST DISTURBED
NLA06608-0905,1,PROB_Lake,Target_Sampled,Target,39.171602,-119.9011897,NV,Region_9,>100,,NLALake,Panel_1,WMT_NV_>100,0.13847733,7.15188087,1.117669,NV,YES,WMTNS,WMT,5,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,16,16050101,,,YES,YES (Both),YES,YES,506607,SEDT,1,P,1.511,1:LEAST DISTURBED
NLA06608-0906,1,PROB_Lake,Target_Sampled,Target,43.643345,-110.796597,WY,Region_8,>100,,NLALake,Panel_1,WMT_WY_>100,0.03629176,27.28920443,10.8267703,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17040103,,,YES,YES (Both),YES,YES,502777,SEDT,1,P,-8.2054,2:INTERMEDIATE DISTURBANCE
NLA06608-0913,1,PROB_Lake,Target_Sampled,Target,46.3689519,-69.2277475,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1010002,,,YES,YES (Both),YES,YES,508997,SEDT,1,P,-1.5275,1:LEAST DISTURBED
NLA06608-0914,1,PROB_Lake,Target_Sampled,Target,44.7665922,-67.6993025,ME,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_ME_(50,100]",0.01182655,83.74149819,61.8491507,ME,NO,EHIGH,NAP,82,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1050002,,,YES,YES (Both),YES,YES,509317,SEDT,1,P,-1.5259,1:LEAST DISTURBED
NLA06608-0915,1,PROB_Lake,Target_Sampled,Target,47.5788475,-96.2353185,MN,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,545.0266745,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020301,,,YES,YES (Both),YES,YES,511537,SEDT,1,P,-10.4968,2:INTERMEDIATE DISTURBANCE
NLA06608-0916,1,PROB_Lake,Target_Sampled,Target,38.7913328,-105.1064368,CO,Region_8,"(10,20]",,NLALake,Panel_1,"WMT_CO_(10,20]",0.0113498,87.25911134,37.607674,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,11,11020002,,,YES,YES (Top only),YES,YES,512967,SEDT,1,P,-11.1328,2:INTERMEDIATE DISTURBANCE
NLA06608-0918,1,PROB_Lake,Target_Sampled,Target,45.6353649,-70.3547825,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1030001,,,YES,YES (Both),YES,YES,506857,SEDT,1,P,8.4896,1:LEAST DISTURBED
NLA06608-0921,1,PROB_Lake,Target_Sampled,Target,35.9544319,-78.5780997,NC,Region_4,"(10,20]",,NLALake,Panel_1,"SAP_NC_(10,20]",0.01583417,62.54658929,47.4194014,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3020201,,,YES,YES (Top only),YES,YES,504727,SEDT,1,P,-3.8868,1:LEAST DISTURBED
NLA06608-0922,1,PROB_Lake,Target_Sampled,Target,44.4668072,-106.7540577,WY,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.1080177,WY,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10090206,,,YES,YES (Top only),YES,YES,515207,SEDT,1,P,-0.1808,1:LEAST DISTURBED
NLA06608-0924,1,PROB_Lake,Target_Sampled,Target,42.5326387,-100.5912717,NE,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_NE_(10,20]",0.01633285,60.63690753,15.4938257,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10150004,,,YES,YES (Both),YES,YES,509157,SEDT,1,P,-30.9369,3:MOST DISTURBED
NLA06608-0925,1,PROB_Lake,Target_Sampled,Target,36.1120438,-114.4484101,NV,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.2242451,NV,YES,WMTNS,XER,14,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15010015,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0926,1,PROB_Lake,Target_Sampled,Target,46.278362,-91.0361196,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,7,7030002,,,YES,YES (Both),YES,YES,514667,SEDT,1,P,7.5413,1:LEAST DISTURBED
NLA06608-0927,1,PROB_Lake,Target_Sampled,Target,40.1926207,-109.6839624,UT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,XER,20,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,14,14060002,,,YES,YES (Top only),YES,YES,511597,SEDT,1,P,3.407,1:LEAST DISTURBED
NLA06608-0929,1,PROB_Lake,Target_Sampled,Target,46.1796755,-113.2957121,MT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17010202,,,YES,YES (Top only),YES,YES,514267,SEDT,1,P,1.4448,1:LEAST DISTURBED
NLA06608-0930,1,PROB_Lake,Target_Sampled,Target,43.5342474,-71.50525,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES (Both),YES,YES,506897,SEDT,1,P,-1.7191,1:LEAST DISTURBED
NLA06608-0933,1,PROB_Lake,Target_Sampled,Target,43.9276275,-118.1504274,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,TRASH,17,17050116,,,YES,YES (Top only),YES,YES,506087,SEDT,1,P,-4.3065,1:LEAST DISTURBED
NLA06608-0934,1,PROB_Lake,Target_Sampled,Target,43.7361272,-122.0382458,OR,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.7503618,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17090001,,,YES,YES (Both),YES,YES,506827,SEDT,1,P,-2.3564,1:LEAST DISTURBED
NLA06608-0935,1,PROB_Lake,Target_Sampled,Target,44.6510154,-93.4604842,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7020012,,,YES,YES (Both),YES,YES,503607,SEDT,1,P,-22.3762,3:MOST DISTURBED
NLA06608-0938,1,PROB_Lake,Target_Sampled,Target,43.2310607,-86.2884379,MI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4060102,,,YES,YES (Both),YES,YES,512437,SEDT,1,P,-28.9332,3:MOST DISTURBED
NLA06608-0940,1,PROB_Lake,Target_Sampled,Target,41.9574059,-103.5255076,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10180009,,,YES,YES (Both),YES,YES,510607,SEDT,1,P,-13.0347,2:INTERMEDIATE DISTURBANCE
NLA06608-0942,1,PROB_Lake,Target_Sampled,Target,47.0714362,-94.6024727,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,7,7010102,,,YES,YES (Both),YES,YES,503287,SEDT,1,P,-7.8625,2:INTERMEDIATE DISTURBANCE
NLA06608-0943,1,PROB_Lake,Target_Sampled,Target,34.8073112,-84.2659692,GA,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.1803163,GA,NO,EHIGH,SAP,66,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,REF,6,6020003,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0944,1,PROB_Lake,Target_Sampled,Target,48.206536,-108.0879027,MT,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_MT_(50,100]",0.10661014,9.28967368,2.0094515,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10050004,,,YES,YES (Top only),YES,YES,514477,SEDT,1,P,0.7962,1:LEAST DISTURBED
NLA06608-0946,1,PROB_Lake,Target_Sampled,Target,41.8399634,-72.196127,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,NO,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1100002,,,YES,YES (Both),YES,YES,509107,SEDT,1,P,-1.927,1:LEAST DISTURBED
NLA06608-0950,1,PROB_Lake,Target_Sampled,Target,43.1677407,-108.1947009,WY,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.1080177,WY,NO,WMTNS,XER,18,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,10,10080001,,,YES,YES (Top only),YES,YES,508407,SEDT,1,P,0.557,1:LEAST DISTURBED
NLA06608-0955,1,PROB_Lake,Target_Sampled,Target,41.1763129,-105.2328863,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,10,10190009,,,YES,YES (Top only),YES,YES,502797,SEDT,1,P,6.2175,1:LEAST DISTURBED
NLA06608-0957,1,PROB_Lake,Target_Sampled,Target,39.3013998,-80.5600871,WV,Region_3,"(10,20]",,NLALake,Panel_1,"SAP_WV_(10,20]",0.18529349,5.34489036,16.3061783,WV,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5020002,,,YES,YES (Top only),YES,YES,502547,SEDT,1,P,10.1548,1:LEAST DISTURBED
NLA06608-0958,1,PROB_Lake,Target_Sampled,Target,47.5916096,-93.3916489,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010103,,,YES,YES (Both),YES,YES,507887,SEDT,1,P,-11.7479,2:INTERMEDIATE DISTURBANCE
