SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,FLAG_LU_BUFFER,COMMENT_LU_BUFFER
NLA06608-1125,1,PROB_Lake,Target_Sampled,0.001798644,1.475,147.5,0,0.664,0,0.011,0,0,0,0,0,0.516,0.131,0.024,0,0.024,0,0,0,0,0.041,0.009,0.024,0,0,0,0,0.031,0,0,0,0,1.475,45,0,45,0.7,0,0,0,0.7,0,35,8.9,1.6,45.5,1.6,0,2.8,0.6,3.4,1.6,2.1,3.7,,
NLA06608-1129,1,PROB_Lake,Target_Sampled,0.001798644,4.98,498,0,0.201,0,0.05,0.005,0,0,0.19,0,0,4.09,0,0,0.359,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,4,0,4,1,0.1,0,0,1.1,3.8,0,82.1,0,82.1,7.2,1.7,0,0,0,0,0,0,,
NLA06608-1130,1,PROB_Lake,Target_Sampled,0.001798644,4.403,440.3,0,1.831,0,0.331,0.196,0.002,0,0.005,0,0.289,0.007,0.012,0,0.006,0.041,0,0,0,0.191,0.138,1.303,0,0,0,0,0.051,0,0,0,0,4.403,41.6,0,41.6,7.5,4.5,0,0,12,0.1,6.6,0.2,0.3,7.1,0.1,0.9,4.3,3.1,7.4,29.6,1.2,30.8,,
NLA06608-1131,1,PROB_Lake,Target_Sampled,0.001798644,3.96,396,0,2.526,0,0.213,0.33,0.042,0.009,0,0,0.021,0.021,0,0,0,0.01,0,0,0,0.073,0.092,0.609,0,0,0,0,0.014,0,0,0,0,3.96,63.8,0,63.8,5.4,8.3,1.1,0.2,15,0,0.5,0.5,0,1,0,0.3,1.8,2.3,4.1,15.4,0.4,15.8,,
NLA06608-1134,1,PROB_Lake,Target_Sampled,0.001798644,9.836,983.6,0,7.043,0,0.023,0,0,0,0,0,1.543,0.144,0,0,0.021,0.135,0,0,0,0.048,0,0.122,0,0,0,0,0.757,0,0,0,0,9.836,71.6,0,71.6,0.2,0,0,0,0.2,0,15.7,1.5,0,17.2,0.2,1.4,0.5,0,0.5,1.2,7.7,8.9,,
NLA06608-1141,1,PROB_Lake,Target_Sampled,0.001798644,1.796,179.6,0,0.812,0,0.227,0.29,0.027,0,0.021,0,0,0,0,0,0.254,0.079,0,0,0,0,0,0.036,0,0,0,0,0.05,0,0,0,0,1.796,45.2,0,45.2,12.6,16.1,1.5,0,30.2,1.2,0,0,0,0,14.1,4.4,0,0,0,2,2.8,4.8,,
NLA06608-1143,1,PROB_Lake,Target_Sampled,0.001798644,0.296,29.6,0,0.041,0,0,0,0,0,0,0,0.161,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0.296,13.9,0,13.9,0,0,0,0,0,0,54.4,2.7,0,57.1,0,0,0,0,0,0,29.1,29.1,,
NLA06608-1145,1,PROB_Lake,Target_Sampled,0.001798644,1.394,139.4,0,0.625,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.151,0.422,0.038,0,0,0,0,0.088,0,0,0,0,1.394,44.8,0,44.8,0,0,0,0,0,0,5,0,0,5,0,0,10.8,30.3,41.1,2.7,6.3,9,,
NLA06608-1147,1,PROB_Lake,Target_Sampled,0.001798644,1.246,124.6,0,0.725,0,0.039,0.185,0.062,0.018,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0.196,0.01,0,0,0,0,0.008,0,0,0,0,1.246,58.2,0,58.2,3.1,14.8,5,1.4,24.3,0,0.2,0,0,0.2,0,0,0.1,15.7,15.8,0.8,0.6,1.4,,
NLA06608-1148,1,PROB_Lake,Target_Sampled,0.001798644,3.18,318,0,2.749,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0.014,0,0,0,0,0.073,0,0,0,0,3.18,86.4,0,86.4,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0.4,2.3,2.7,,
NLA06608-1150,1,PROB_Lake,Target_Sampled,0.001798644,0.757,75.7,0,0.311,0,0,0,0,0,0,0,0.088,0.333,0.018,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.757,41.1,0,41.1,0,0,0,0,0,0,11.6,44,2.4,58,0,0,0,0,0,0.9,0,0.9,IM,Original lake [Ruby L.] was substituted with Lamb L.
NLA06608-1151,1,PROB_Lake,Target_Sampled,0.001798644,1.498,149.8,0,0.44,0,0,0,0,0,0.006,0,0,0.806,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,1.498,29.4,0,29.4,0,0,0,0,0,0.4,0,53.8,0,53.8,0,11.1,0,0,0,0,5.3,5.3,,
NLA06608-1153,1,PROB_Lake,Target_Sampled,0.001798644,33.651,3365.1,0,27.789,0,0.689,0,0,0,0,0,0.055,5.084,0,0,0,0.011,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,33.651,82.6,0,82.6,2,0,0,0,2,0,0.2,15.1,0,15.3,0,0,0,0,0,0.1,0,0.1,,
NLA06608-1155,1,PROB_Lake,Target_Sampled,0.001798644,0.462,46.2,0,0.389,0,0.021,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.462,84.2,0,84.2,4.5,0,0,0,4.5,0,0,0,0,0,0,9.3,0,0,0,0,1.9,1.9,,
NLA06608-1162,1,PROB_Lake,Target_Sampled,0.001798644,2.372,237.2,0,1.13,0,0.141,0.05,0,0,0,0,0.151,0.028,0.059,0,0.005,0.005,0,0,0,0,0,0.659,0,0,0,0,0.144,0,0,0,0,2.372,47.6,0,47.6,5.9,2.1,0,0,8,0,6.4,1.2,2.5,10.1,0.2,0.2,0,0,0,27.8,6.1,33.9,,
NLA06608-1163,1,PROB_Lake,Target_Sampled,0.001798644,0.626,62.6,0,0.174,0,0.008,0.025,0,0,0,0,0.116,0,0,0,0.014,0.082,0,0,0,0,0.19,0.017,0,0,0,0,0,0,0,0,0,0.626,27.8,0,27.8,1.3,4,0,0,5.3,0,18.5,0,0,18.5,2.2,13.1,0,30.4,30.4,2.7,0,2.7,,
NLA06608-1164,1,PROB_Lake,Target_Sampled,0.001798644,4.794,479.4,0,1.492,0,0.094,0,0,0,0,0,2.978,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.794,31.1,0,31.1,2,0,0,0,2,0,62.1,0,0,62.1,0,4.8,0,0,0,0,0,0,,
NLA06608-1166,1,PROB_Lake,Target_Sampled,0.001798644,0.833,83.3,0,0.386,0,0.185,0,0,0,0,0,0.005,0.108,0.061,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0.02,0,0,0,0,0.833,46.3,0,46.3,22.2,0,0,0,22.2,0,0.6,13,7.3,20.9,0,0,0,0,0,8.2,2.4,10.6,,
NLA06608-1167,1,PROB_Lake,Target_Sampled,0.001798644,4.103,410.3,0,2.246,0,0.482,0.369,0.067,0.01,0,0,0.415,0.02,0.038,0,0,0,0,0,0,0.127,0.024,0.171,0,0,0,0,0.134,0,0,0,0,4.103,54.7,0,54.7,11.7,9,1.6,0.2,22.5,0,10.1,0.5,0.9,11.5,0,0,3.1,0.6,3.7,4.2,3.3,7.5,,
NLA06608-1170,1,PROB_Lake,Target_Sampled,0.001798644,3.815,381.5,0,1.043,0,0.047,0.004,0,0,0,0,0.073,0.088,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.815,27.3,0,27.3,1.2,0.1,0,0,1.3,0,1.9,2.3,0,4.2,67.1,0,0,0,0,0,0,0,,
NLA06608-1172,1,PROB_Lake,Target_Sampled,0.001798644,0.379,37.9,0,0.067,0,0.014,0,0,0,0,0,0.241,0.032,0.004,0,0,0.02,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.379,17.7,0,17.7,3.7,0,0,0,3.7,0,63.6,8.4,1.1,73.1,0,5.3,0,0.3,0.3,0,0,0,,
NLA06608-1174,1,PROB_Lake,Target_Sampled,0.001798644,6.363,636.3,0,2.847,0,0.46,0.18,0.066,0.003,0,0,0.133,1.65,0.53,0,0.095,0,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,6.363,44.7,0,44.7,7.2,2.8,1,0,11,0,2.1,25.9,8.3,36.3,1.5,0,0,0,0,6.3,0,6.3,,
NLA06608-1175,1,PROB_Lake,Target_Sampled,0.001798644,5.935,593.5,0,4.324,0,0.039,0.151,0,0,0,0,0.403,0,0.005,0,0.03,0.025,0,0,0,0.324,0.346,0,0,0,0,0,0.288,0,0,0,0,5.935,72.9,0,72.9,0.7,2.5,0,0,3.2,0,6.8,0,0.1,6.9,0.5,0.4,5.5,5.8,11.3,0,4.9,4.9,,
NLA06608-1177,1,PROB_Lake,Target_Sampled,0.001798644,0.773,77.3,0,0.238,0,0.051,0.021,0.005,0,0,0,0.028,0.306,0.01,0,0,0.016,0,0,0,0.005,0.006,0.07,0,0,0,0,0.017,0,0,0,0,0.773,30.8,0,30.8,6.6,2.7,0.6,0,9.9,0,3.6,39.6,1.3,44.5,0,2.1,0.6,0.8,1.4,9.1,2.2,11.3,,
NLA06608-1179,1,PROB_Lake,Target_Sampled,0.001798644,1.167,116.7,0,0.333,0,0.088,0.092,0.006,0,0,0,0.371,0,0,0,0,0.078,0,0,0,0.194,0,0,0,0,0,0,0.005,0,0,0,0,1.167,28.5,0,28.5,7.5,7.9,0.5,0,15.9,0,31.8,0,0,31.8,0,6.7,16.6,0,16.6,0,0.4,0.4,,
NLA06608-1181,1,PROB_Lake,Target_Sampled,0.001798644,0.818,81.8,0,0.156,0,0.023,0,0,0,0,0,0.261,0.182,0.086,0,0,0.027,0,0,0,0.057,0.004,0.022,0,0,0,0,0,0,0,0,0,0.818,19.1,0,19.1,2.8,0,0,0,2.8,0,31.9,22.2,10.5,64.6,0,3.3,7,0.5,7.5,2.7,0,2.7,,
NLA06608-1183,1,PROB_Lake,Target_Sampled,0.001798644,0.477,47.7,0,0.109,0,0,0,0,0,0.095,0,0,0.153,0,0,0.096,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,22.9,0,22.9,0,0,0,0,0,19.9,0,32.1,0,32.1,20.1,5,0,0,0,0,0,0,,
NLA06608-1185,1,PROB_Lake,Target_Sampled,0.001798644,5.364,536.4,0,2.374,0,0.224,0.784,0.721,0.27,0,0,0,0.072,0,0,0.086,0,0,0,0,0,0,0.503,0,0,0,0,0.33,0,0,0,0,5.364,44.3,0,44.3,4.2,14.6,13.4,5,37.2,0,0,1.3,0,1.3,1.6,0,0,0,0,9.4,6.2,15.6,,
NLA06608-1189,1,PROB_Lake,Target_Sampled,0.001798644,0.784,78.4,0,0.299,0,0.041,0.002,0,0,0,0,0.22,0.024,0.148,0,0,0,0,0,0,0.022,0,0.025,0,0,0,0,0.003,0,0,0,0,0.784,38.1,0,38.1,5.2,0.3,0,0,5.5,0,28.1,3.1,18.9,50.1,0,0,2.8,0,2.8,3.2,0.4,3.6,,
NLA06608-1190,1,PROB_Lake,Target_Sampled,0.001798644,39.596,3959.6,0,14.508,0,0.29,0.594,0.127,0.009,11.618,0,0.121,0.5,0.269,0,0.023,1.111,0,0,0,0.97,0.225,2.345,0,0,0,0,6.886,0,0,0,0,39.596,36.6,0,36.6,0.7,1.5,0.3,0,2.5,29.3,0.3,1.3,0.7,2.3,0.1,2.8,2.4,0.6,3,5.9,17.4,23.3,,
NLA06608-1191,1,PROB_Lake,Target_Sampled,0.001798644,1.638,163.8,0,0.147,0,0.052,0.005,0.005,0,0,0,0.114,0,0,0,0.707,0.563,0,0,0,0,0.005,0.04,0,0,0,0,0,0,0,0,0,1.638,9,0,9,3.2,0.3,0.3,0,3.8,0,7,0,0,7,43.2,34.4,0,0.3,0.3,2.4,0,2.4,,
NLA06608-1195,1,PROB_Lake,Target_Sampled,0.001798644,2.719,271.9,0,1.392,0,0.244,0.353,0.006,0,0,0,0.349,0.03,0,0,0.017,0.104,0,0,0,0,0.015,0.126,0,0,0,0,0.083,0,0,0,0,2.719,51.2,0,51.2,9,13,0.2,0,22.2,0,12.8,1.1,0,13.9,0.6,3.8,0,0.6,0.6,4.6,3.1,7.7,,
NLA06608-1198,1,PROB_Lake,Target_Sampled,0.001798644,0.891,89.1,0,0.338,0,0.023,0,0,0,0,0,0.158,0.013,0,0,0,0.073,0,0,0,0.073,0.185,0,0,0,0,0,0.028,0,0,0,0,0.891,37.9,0,37.9,2.6,0,0,0,2.6,0,17.7,1.5,0,19.2,0,8.2,8.2,20.8,29,0,3.1,3.1,,
NLA06608-1199,1,PROB_Lake,Target_Sampled,0.001798644,1.863,186.3,0,0.743,0,0.118,0,0,0,0,0,0.907,0.042,0,0,0,0.001,0,0,0,0,0,0.005,0,0,0,0,0.047,0,0,0,0,1.863,39.9,0,39.9,6.3,0,0,0,6.3,0,48.7,2.3,0,51,0,0.1,0,0,0,0.3,2.5,2.8,,
NLA06608-1204,1,PROB_Lake,Target_Sampled,0.001798644,52.929,5292.9,0,25.032,0,3.191,3.291,0.748,0.174,0.01,0,4.71,5.287,7.25,0,0.093,0.358,0,0,0,1.037,0.017,1.72,0,0,0,0,0.011,0,0,0,0,52.929,47.3,0,47.3,6,6.2,1.4,0.3,13.9,0,8.9,10,13.7,32.6,0.2,0.7,2,0,2,3.2,0,3.2,,
NLA06608-1206,1,PROB_Lake,Target_Sampled,0.001798644,0.429,42.9,0,0.098,0,0.044,0,0,0,0,0,0.06,0.026,0.019,0,0,0,0,0,0,0,0,0.157,0,0,0,0,0.025,0,0,0,0,0.429,22.8,0,22.8,10.3,0,0,0,10.3,0,14,6.1,4.4,24.5,0,0,0,0,0,36.6,5.8,42.4,,
NLA06608-1207,1,PROB_Lake,Target_Sampled,0.001798644,0.719,71.9,0,0.291,0,0.098,0,0.009,0,0,0,0.222,0.07,0,0,0,0,0,0,0,0.013,0.014,0,0,0,0,0,0.002,0,0,0,0,0.719,40.5,0,40.5,13.6,0,1.3,0,14.9,0,30.9,9.7,0,40.6,0,0,1.8,1.9,3.7,0,0.3,0.3,,
NLA06608-1208,1,PROB_Lake,Target_Sampled,0.001798644,0.521,52.1,0,0.126,0,0.003,0.006,0,0,0,0,0.017,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,24.2,0,24.2,0.6,1.2,0,0,1.8,0,3.3,0,0,3.3,0,70.8,0,0,0,0,0,0,,
NLA06608-1209,1,PROB_Lake,Target_Sampled,0.001798644,5.022,502.2,0,2.399,0,0.389,0,0,0,0,0,0.545,1.245,0.266,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,5.022,47.8,0,47.8,7.7,0,0,0,7.7,0,10.9,24.8,5.3,41,0,0,0,0,0,3.5,0,3.5,,
NLA06608-1210,1,PROB_Lake,Target_Sampled,0.001798644,1.457,145.7,0,0.536,0,0.105,0.029,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.145,0.38,0,0,0,0,0,0.095,0,0,0,0,1.457,36.8,0,36.8,7.2,2,0,0,9.2,0,0,0,0,0,0,11.5,10,26.1,36.1,0,6.5,6.5,,
NLA06608-1217,1,PROB_Lake,Target_Sampled,0.001798644,3.301,330.1,0,2.983,0,0,0,0,0,0,0,0,0.04,0,0,0.001,0.09,0,0,0,0.015,0.011,0.155,0,0,0,0,0.006,0,0,0,0,3.301,90.4,0,90.4,0,0,0,0,0,0,0,1.2,0,1.2,0,2.7,0.5,0.3,0.8,4.7,0.2,4.9,,
NLA06608-1219,1,PROB_Lake,Target_Sampled,0.001798644,3.213,321.3,0,2.561,0,0.022,0,0,0,0,0,0,0,0,0,0,0.446,0,0,0,0,0,0.003,0,0,0,0,0.181,0,0,0,0,3.213,79.7,0,79.7,0.7,0,0,0,0.7,0,0,0,0,0,0,13.9,0,0,0,0.1,5.6,5.7,,
NLA06608-1220,1,PROB_Lake,Target_Sampled,0.001798644,1.554,155.4,0,0.539,0,0.012,0,0,0,0,0,0.631,0.266,0,0,0.02,0.014,0,0,0,0,0.021,0.026,0,0,0,0,0.025,0,0,0,0,1.554,34.7,0,34.7,0.8,0,0,0,0.8,0,40.6,17.1,0,57.7,1.3,0.9,0,1.4,1.4,1.7,1.6,3.3,,
NLA06608-1222,1,PROB_Lake,Target_Sampled,0.001798644,0.762,76.2,0,0.234,0,0.185,0.23,0.049,0.009,0,0,0.009,0.014,0.014,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0.762,30.7,0,30.7,24.3,30.2,6.4,1.2,62.1,0,1.2,1.8,1.8,4.8,0,0,0,0,0,2.4,0,2.4,,
NLA06608-1223,1,PROB_Lake,Target_Sampled,0.001798644,0.752,75.2,0,0.509,0,0.018,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0.14,0,0,0,0,0.041,0,0,0,0,0.752,67.7,0,67.7,2.4,0,0,0,2.4,0,0,0,0,0,0,5.9,0,0,0,18.6,5.5,24.1,,
NLA06608-1224,1,PROB_Lake,Target_Sampled,0.001798644,1.407,140.7,0,0.739,0,0.005,0.017,0,0,0,0,0.351,0,0,0,0,0.227,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,1.407,52.5,0,52.5,0.4,1.2,0,0,1.6,0,24.9,0,0,24.9,0,16.1,4.8,0,4.8,0,0,0,,
NLA06608-1227,1,PROB_Lake,Target_Sampled,0.001798644,0.481,48.1,0,0.287,0,0.082,0.022,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0.481,59.7,0,59.7,17,4.6,0,0,21.6,0,1.5,0,0,1.5,0,0,0,17.3,17.3,0,0,0,,
NLA06608-1232,1,PROB_Lake,Target_Sampled,0.001798644,0.545,54.5,0,0.139,0,0.043,0.003,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0.273,0.015,0,0,0,0,0,0,0,0,0,0,0.545,25.5,0,25.5,7.9,0.6,0,0,8.5,0,13.2,0,0,13.2,0,0,50.1,2.8,52.9,0,0,0,,
NLA06608-1236,1,PROB_Lake,Target_Sampled,0.001798644,0.598,59.8,0,0.191,0,0,0,0,0,0,0,0,0.043,0,0,0.011,0.331,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.598,31.9,0,31.9,0,0,0,0,0,0,0,7.2,0,7.2,1.8,55.4,0,0,0,0,3.7,3.7,,
NLA06608-1238,1,PROB_Lake,Target_Sampled,0.001798644,7.642,764.2,0,5.394,0,0.186,0.073,0.01,0,0,0,0.238,0.591,0.86,0,0.034,0.002,0,0,0,0.034,0.023,0.196,0,0,0,0,0.001,0,0,0,0,7.642,70.6,0,70.6,2.4,1,0.1,0,3.5,0,3.1,7.7,11.3,22.1,0.4,0,0.4,0.3,0.7,2.6,0,2.6,,
NLA06608-1239,1,PROB_Lake,Target_Sampled,0.001798644,1.856,185.6,0,0.652,0,0,0.043,0,0,0,0,0.301,0.006,0,0,0.117,0.016,0,0,0,0.221,0.267,0.097,0,0,0,0,0.136,0,0,0,0,1.856,35.1,0,35.1,0,2.3,0,0,2.3,0,16.2,0.3,0,16.5,6.3,0.9,11.9,14.4,26.3,5.2,7.3,12.5,,
NLA06608-1240,1,PROB_Lake,Target_Sampled,0.001798644,1.191,119.1,0,0.182,0,0,0,0,0,0,0,0.632,0.007,0,0,0,0.365,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,1.191,15.3,0,15.3,0,0,0,0,0,0,53.1,0.6,0,53.7,0,30.6,0.4,0,0.4,0,0,0,,
NLA06608-1241,1,PROB_Lake,Target_Sampled,0.001798644,9.494,949.4,0,2.801,0,0.215,0.088,0.041,0.007,0.01,0,3.674,0.657,0.215,0,0.09,0.437,0,0,0,1.134,0.01,0.111,0,0,0,0,0.004,0,0,0,0,9.494,29.5,0,29.5,2.3,0.9,0.4,0.1,3.7,0.1,38.7,6.9,2.3,47.9,0.9,4.6,11.9,0.1,12,1.2,0,1.2,,
NLA06608-1242,1,PROB_Lake,Target_Sampled,0.001798644,0.807,80.7,0,0.23,0,0.063,0.035,0,0,0,0,0.34,0,0,0,0.053,0,0,0,0,0.021,0.034,0.027,0,0,0,0,0.004,0,0,0,0,0.807,28.5,0,28.5,7.8,4.3,0,0,12.1,0,42.1,0,0,42.1,6.6,0,2.6,4.2,6.8,3.3,0.5,3.8,,
NLA06608-1243,1,PROB_Lake,Target_Sampled,0.001798644,2.551,255.1,0,0.844,0,0,0,0.02,0.006,0,0,0.041,0,0,0,0.005,0.043,0,0,0,0.071,0.187,1.291,0,0,0,0,0.043,0,0,0,0,2.551,33.1,0,33.1,0,0,0.8,0.2,1,0,1.6,0,0,1.6,0.2,1.7,2.8,7.3,10.1,50.6,1.7,52.3,,
NLA06608-1244,1,PROB_Lake,Target_Sampled,0.001798644,3.001,300.1,0,1.523,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0.222,0,0,0,0,0.527,0,0,0,0,3.001,50.7,0,50.7,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,7.4,17.6,25,,
NLA06608-1245,1,PROB_Lake,Target_Sampled,0.001798644,5.522,552.2,0,3.862,0,0.073,0,0,0,0,0,0,0.174,0,0,0.002,0.012,0,0,0,0,0,1.381,0,0,0,0,0.018,0,0,0,0,5.522,69.9,0,69.9,1.3,0,0,0,1.3,0,0,3.2,0,3.2,0,0.2,0,0,0,25,0.3,25.3,,
NLA06608-1255,1,PROB_Lake,Target_Sampled,0.001798644,1.129,112.9,0,0.611,0,0.024,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.465,0.009,0,0,0,0,0,0.019,0,0,0,0,1.129,54.1,0,54.1,2.1,0,0,0,2.1,0,0.1,0,0,0.1,0,0,41.2,0.8,42,0,1.7,1.7,,
NLA06608-1256,1,PROB_Lake,Target_Sampled,0.001798644,0.659,65.9,0,0.123,0,0,0,0,0,0,0,0.026,0,0,0,0,0.494,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.659,18.7,0,18.7,0,0,0,0,0,0,3.9,0,0,3.9,0,75,2.4,0,2.4,0,0,0,,
NLA06608-1258,1,PROB_Lake,Target_Sampled,0.001798644,0.803,80.3,0,0.284,0,0.032,0.017,0,0,0.083,0,0.041,0.006,0.005,0,0.006,0,0,0,0,0.044,0.216,0.048,0,0,0,0,0.021,0,0,0,0,0.803,35.4,0,35.4,4,2.1,0,0,6.1,10.3,5.1,0.7,0.6,6.4,0.7,0,5.5,26.9,32.4,6,2.6,8.6,,
NLA06608-1259,1,PROB_Lake,Target_Sampled,0.001798644,0.587,58.7,0,0.129,0,0,0,0,0,0,0,0.012,0.327,0,0,0,0.076,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0.587,22,0,22,0,0,0,0,0,0,2,55.7,0,57.7,0,12.9,0,0,0,7.3,0,7.3,,
NLA06608-1261,1,PROB_Lake,Target_Sampled,0.001798644,5.108,510.8,0,0.104,0,0,0,0,0,0.018,0,0,0,0,0,1.302,0.005,0,0,0,0.032,0,0.008,0,0,0,0,3.639,0,0,0,0,5.108,2,0,2,0,0,0,0,0,0.4,0,0,0,0,25.5,0.1,0.6,0,0.6,0.2,71.2,71.4,,
NLA06608-1262,1,PROB_Lake,Target_Sampled,0.001798644,5.429,542.9,0,2.293,0,0.123,0.026,0,0,0,0,1.832,0.481,0.013,0,0.046,0.056,0,0,0,0.037,0.029,0.317,0,0,0,0,0.176,0,0,0,0,5.429,42.2,0,42.2,2.3,0.5,0,0,2.8,0,33.7,8.9,0.2,42.8,0.8,1,0.7,0.5,1.2,5.8,3.2,9,,
NLA06608-1263,1,PROB_Lake,Target_Sampled,0.001798644,2.455,245.5,0,0.545,0,0.104,0.027,0,0,0,0,0.918,0.03,0.007,0,0.025,0.034,0,0,0,0.747,0,0,0,0,0,0,0.018,0,0,0,0,2.455,22.2,0,22.2,4.2,1.1,0,0,5.3,0,37.4,1.2,0.3,38.9,1,1.4,30.4,0,30.4,0,0.7,0.7,,
NLA06608-1266,1,PROB_Lake,Target_Sampled,0.001798644,0.669,66.9,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0.669,6,0,6,0,0,0,0,0,0,0,0,0,0,66.2,0,0,0,0,0,27.8,27.8,,
NLA06608-1268,1,PROB_Lake,Target_Sampled,0.001798644,1.818,181.8,0,0.636,0,0.013,0,0.005,0,0,0,0.813,0,0,0,0,0.082,0,0,0,0.25,0.007,0,0,0,0,0,0.012,0,0,0,0,1.818,35,0,35,0.7,0,0.3,0,1,0,44.7,0,0,44.7,0,4.5,13.8,0.4,14.2,0,0.7,0.7,,
NLA06608-1269,1,PROB_Lake,Target_Sampled,0.001798644,0.846,84.6,0,0.185,0,0.058,0.289,0.274,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.846,21.9,0,21.9,6.9,34.2,32.4,3.8,77.3,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,,
NLA06608-1270,1,PROB_Lake,Target_Sampled,0.001798644,2.264,226.4,0,0.82,0,0,0,0,0,0.009,0,0,0.104,0,0,1.205,0.032,0,0,0,0,0,0.082,0,0,0,0,0.012,0,0,0,0,2.264,36.2,0,36.2,0,0,0,0,0,0.4,0,4.6,0,4.6,53.2,1.4,0,0,0,3.6,0.5,4.1,,
NLA06608-1271,1,PROB_Lake,Target_Sampled,0.001798644,0.587,58.7,0,0.238,0,0.038,0.003,0,0,0,0,0,0,0.061,0,0.003,0.096,0,0,0,0,0.122,0,0,0,0,0,0.026,0,0,0,0,0.587,40.5,0,40.5,6.5,0.5,0,0,7,0,0,0,10.4,10.4,0.5,16.4,0,20.8,20.8,0,4.4,4.4,,
NLA06608-1273,1,PROB_Lake,Target_Sampled,0.001798644,1.06,106,0,0.166,0,0.587,0.18,0.051,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,1.06,15.7,0,15.7,55.4,17,4.8,0,77.2,0,1.6,0,0,1.6,0,0,0,0,0,5.6,0,5.6,,
