SITE_ID,VISIT_NO,SAMPLED_INF,INDXSAMP_INF,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,CORE_CONFIDENCE,SAMPLED,SITE_TYPE,LAKE_SAMP,TNT,LON_DD,LAT_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED_CORE,PTL_INF_COND,PTL_INF_COND3,NTL_INF_COND,NTL_INF_COND3
NLA06608-0856,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-97.1711264,34.2849049,OK,Region_6,>100,,NLALake,Panel_1,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,11,11130303,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0857,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-79.7610508,36.1765247,NC,Region_4,>100,,NLALake,Panel_1,SAP_NC_>100,0.05896251,16.79666209,12.7343101,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3030002,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0859,1,YES,YES,39.45,164.27,-124.81,Yes,1088.18,2066.84,-978.66,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-88.2197921,42.7887771,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7120006,,,YES (Both),03:< -55 ug/L,03:NEGATIVE CHANGE,03:< -300 ug/L,03:NEGATIVE CHANGE
NLA06608-0860,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.584579,41.7755557,IA,Region_7,>100,,NLALake,Panel_1,TPL_IA_>100,0.06409656,15.45127225,6.6993063,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,7,7080208,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0860,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.584579,41.7755557,IA,Region_7,>100,,NLALake,Panel_1,TPL_IA_>100,0.06409656,15.45127225,6.6993063,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,7,7080208,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0862,1,YES,YES,16.59,13.06,3.53,Yes,777.14,626.25,150.88,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-90.2094374,46.1395931,WI,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_WI_(10,20]",0.00393216,251.8648776,242.0290559,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7050002,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,14:> 150 to 200 ug/L,05:POSITIVE CHANGE
NLA06608-0863,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-81.2379527,40.5515739,OH,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,6.7100082,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5040001,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0864,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-102.7554334,38.2993371,CO,Region_8,>100,,NLALake,Panel_1,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11020009,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0865,1,YES,YES,26.15,41.57,-15.42,Yes,650.9,830.4,-179.51,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-81.9096937,28.0262635,FL,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.5678407,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3100101,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0868,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-87.8583561,37.6157872,KY,Region_4,"(20,50]",,NLALake,Panel_1,"TPL_KY_(20,50]",0.03994252,24.79496337,9.1135877,KY,YES,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5140202,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0869,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-75.0253588,41.4139341,PA,Region_3,"(20,50]",,NLALake,Panel_1,"NAP_PA_(20,50]",0.01091748,90.71443981,38.0273951,PA,NO,EHIGH,NAP,62,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2040104,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0870,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-122.0463775,44.3166864,OR,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_OR_(50,100]",0.05533142,17.89893177,3.9992588,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17090004,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0871,1,YES,YES,695.93,437.03,258.9,Yes,7867.58,4972.91,2894.67,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-96.0937218,45.3918493,MN,Region_5,>100,,NLALake,Panel_1,TPL_MN_>100,0.00367585,269.4272294,194.6655063,MN,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,7,7020002,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0872,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-97.055929,37.7052385,KS,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_KS_(50,100]",0.14203425,6.97277853,3.7174558,KS,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11030017,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0873,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-111.2309008,34.7875447,AZ,Region_9,"(20,50]",,NLALake,Panel_1,"WMT_AZ_(20,50]",0.08038106,12.32097912,3.1857616,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15020008,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0874,1,YES,YES,18.82,18.01,0.82,No,706.04,483.55,222.49,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-86.0236327,43.4998469,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4060101,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,15:> 200 to 250 ug/L,05:POSITIVE CHANGE
NLA06608-0875,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-84.9395227,42.426005,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050003,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0877,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-114.7186101,33.3933943,AZ,Region_9,"(50,100]",,NLALake,Panel_1,"XER_AZ_(50,100]",0.23468816,4.21995458,1.0911283,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15030104,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0878,1,YES,YES,10.76,14.15,-3.39,Yes,518.6,501.63,16.97,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-95.4920248,46.4127901,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010107,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-0880,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-102.1976293,39.6134945,CO,Region_8,>100,,NLALake,Panel_1,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10250003,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0881,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-118.0456408,44.6802987,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050203,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0885,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-117.4401855,33.7473298,CA,Region_9,"(20,50]",,NLALake,Panel_1,"XER_CA_(20,50]",0.01046245,94.65980894,56.5809445,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,18,18070203,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0889,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-116.5205894,41.2183979,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16040106,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0890,1,YES,YES,6.85,7.41,-0.56,No,258.55,308.62,-50.08,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-90.4120638,48.0423761,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,4,4010101,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,08:> -100 to -50 ug/,03:NEGATIVE CHANGE
NLA06608-0891,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-103.8250886,41.2273976,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190016,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0893,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-81.1628318,40.4600301,OH,Region_5,>100,,NLALake,Panel_1,SAP_OH_>100,0.07238701,13.68164476,11.7188751,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5040001,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0895,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-109.3628312,34.3602432,AZ,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0255524,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15020002,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0899,1,YES,YES,515.79,162.5,353.29,Yes,6057.68,2361.88,3695.79,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-99.4213905,46.6496238,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130103,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0900,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-88.7625553,38.7232253,IL,Region_5,>100,,NLALake,Panel_1,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120115,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0904,1,YES,YES,85.8,53.52,32.28,Yes,1112.81,1164.1,-51.29,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-96.3316497,42.3071251,IA,Region_7,"(50,100]",,NLALake,Panel_1,"TPL_IA_(50,100]",0.070578,14.03232502,6.0840844,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10230001,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0905,1,YES,YES,10.65,26.98,-16.32,Yes,192.05,427.99,-235.94,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-119.9011897,39.171602,NV,Region_9,>100,,NLALake,Panel_1,WMT_NV_>100,0.13847733,7.15188087,1.117669,NV,YES,WMTNS,WMT,5,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,16,16050101,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0906,1,YES,YES,7.6,7.74,-0.14,No,244.76,249.95,-5.19,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-110.796597,43.643345,WY,Region_8,>100,,NLALake,Panel_1,WMT_WY_>100,0.03629176,27.28920443,10.8267703,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17040103,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,10:> -10 to 10 ug/L,04:NO CHANGE
NLA06608-0913,1,YES,YES,4.45,6.12,-1.68,No,339.36,457.24,-117.88,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-69.2277475,46.3689519,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1010002,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,07:> -150 to -100 ug,03:NEGATIVE CHANGE
NLA06608-0914,1,YES,YES,8.17,4.77,3.4,Yes,253.35,181.04,72.31,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-67.6993025,44.7665922,ME,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_ME_(50,100]",0.01182655,83.74149819,61.8491507,ME,NO,EHIGH,NAP,82,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1050002,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,12:> 50 to 100 ug/L,05:POSITIVE CHANGE
NLA06608-0915,1,YES,YES,105.29,136.08,-30.78,Yes,1593.82,1784.48,-190.65,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-96.2353185,47.5788475,MN,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,545.0266745,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020301,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0916,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-105.1064368,38.7913328,CO,Region_8,"(10,20]",,NLALake,Panel_1,"WMT_CO_(10,20]",0.0113498,87.25911134,37.607674,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,11,11020002,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0918,1,YES,YES,5.36,5.59,-0.23,No,209.08,207.22,1.86,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-70.3547825,45.6353649,ME,Region_1,>100,,NLALake,Panel_1,NAP_ME_>100,0.01074048,92.20942966,68.1033303,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1030001,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,10:> -10 to 10 ug/L,04:NO CHANGE
NLA06608-0921,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-78.5780997,35.9544319,NC,Region_4,"(10,20]",,NLALake,Panel_1,"SAP_NC_(10,20]",0.01583417,62.54658929,47.4194014,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3020201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0922,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-106.7540577,44.4668072,WY,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.1080177,WY,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10090206,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0924,1,YES,YES,190.36,373.14,-182.78,Yes,3556.07,4264.35,-708.29,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-100.5912717,42.5326387,NE,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_NE_(10,20]",0.01633285,60.63690753,15.4938257,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10150004,,,YES (Both),03:< -55 ug/L,03:NEGATIVE CHANGE,03:< -300 ug/L,03:NEGATIVE CHANGE
NLA06608-0925,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-114.4484101,36.1120438,NV,Region_9,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.2242451,NV,YES,WMTNS,XER,14,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15010015,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0926,1,YES,YES,8.32,4.55,3.76,Yes,401.97,240.49,161.48,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-91.0361196,46.278362,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,7,7030002,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,14:> 150 to 200 ug/L,05:POSITIVE CHANGE
NLA06608-0927,1,YES (LOST SAMPLE),YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-109.6839624,40.1926207,UT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,XER,20,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,14,14060002,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0929,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-113.2957121,46.1796755,MT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17010202,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0930,1,YES,YES,3.55,4.21,-0.66,No,241.33,267.63,-26.3,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.50525,43.5342474,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,09:> -50 to -10 ug/L,03:NEGATIVE CHANGE
NLA06608-0933,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-118.1504274,43.9276275,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,TRASH,17,17050116,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0934,1,YES,YES,10.42,10.63,-0.2,No,247.64,169.25,78.39,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-122.0382458,43.7361272,OR,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.7503618,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17090001,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,12:> 50 to 100 ug/L,05:POSITIVE CHANGE
NLA06608-0935,1,YES,YES,39.45,108.65,-69.2,Yes,1061.18,1124.99,-63.81,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-93.4604842,44.6510154,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7020012,,,YES (Both),03:< -55 ug/L,03:NEGATIVE CHANGE,08:> -100 to -50 ug/,03:NEGATIVE CHANGE
NLA06608-0938,1,YES,YES,69.46,70.25,-0.78,No,1093.53,1312.79,-219.26,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-86.2884379,43.2310607,MI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4060102,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,05:> -250 to -200 ug,03:NEGATIVE CHANGE
NLA06608-0940,1,YES,YES,54.32,64.44,-10.11,Yes,1465.84,1668.84,-203,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-103.5255076,41.9574059,NE,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10180009,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0942,1,YES,YES,4.43,13.18,-8.75,Yes,316.55,574.54,-257.98,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-94.6024727,47.0714362,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,7,7010102,,,YES (Both),08:> -15 to -5 ug/L,03:NEGATIVE CHANGE,04:> -300 to -250 ug,03:NEGATIVE CHANGE
