UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG
8122,REGULAR,WRS,121127.1,120827.1,120822.2,121127.1,120823.1,120822,120822.2,120915.1,121127.1,120823.1,120823.1,120823.1,120829.1,120822.2,121127.1,120829.1,120823.1,121127.1,120823.1,,,120822.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,98,<LRL (0.02),1210833,0.01,ND,0.002,0.02,8/27/2012,6,,1210833,0.002,,0.0073,0.004,8/22/2012,1,,1210833,,195.9,11/27/2012,98,,1210833,0.02,,1.983,0.04,8/23/2012,2,,1210833,0.03,,4.593,0.06,8/22/2012,1,,1210833,,,25,5,8/22/2012,1,,1210833,,,37.4,2,9/15/2012,25,,1210833,0.1,,3.24,0.2,11/27/2012,98,,1210833,0.01,,1.277,0.02,8/23/2012,2,<LRL (0.02),1210833,0.01,ND,0.002,0.02,8/23/2012,2,,1210833,0.01,ND,0.002,0.02,8/23/2012,2,<LRL (0.02),1210833,0.01,ND,0,0.02,8/29/2012,8,,1210833,0.01,,0.33,0.02,8/22/2012,1,,1210833,,6.9,11/27/2012,98,,1210833,0.04,,0.764,0.08,8/29/2012,8,,1210833,2,,37,4,8/23/2012,2,,1210833,0.005,,10.475,0.01,11/27/2012,98,1210833,0.02,,2.568,0.04,8/23/2012,2,<LRL (0.18),1210833,0.09,ND,0.056,0.18,,,,,,,,,,8/22/2012,1,,1210833,,,4.31,2,,,,,,,,,,,,,,,,,,,657950,,657953,
8123,REGULAR,WRS,121127.1,120827.1,120822.2,121127.1,120823.1,120822,120822.2,120915.1,121127.1,120823.1,120823.1,120823.1,120829.1,120822.2,121127.1,120829.1,120823.1,121127.1,120823.1,,,120822.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,99,,1210831,0.01,,0.048,0.02,8/27/2012,7,,1210831,0.002,,0.049,0.004,8/22/2012,2,,1210831,,265.8,11/27/2012,99,,1210831,0.02,,3.163,0.04,8/23/2012,3,,1210831,0.03,,2.338,0.06,8/22/2012,2,,1210831,,,30,5,8/22/2012,2,,1210831,,,40.8,2,9/15/2012,26,,1210831,0.1,,4.06,0.2,11/27/2012,99,,1210831,0.01,,0.847,0.02,8/23/2012,3,,1210831,0.01,,0.15,0.02,8/23/2012,3,,1210831,0.01,,0.154,0.02,8/23/2012,3,<LRL (0.02),1210831,0.01,L,0.004,0.02,8/29/2012,9,,1210831,0.01,,0.878,0.02,8/22/2012,2,,1210831,,7.21,11/27/2012,99,,1210831,0.04,,2.108,0.08,8/29/2012,9,,1210831,2,,116,4,8/23/2012,3,,1210831,0.005,,5.446,0.01,11/27/2012,99,1210831,0.02,,2.202,0.04,8/23/2012,3,,1210831,0.09,,1.517,0.18,,,,,,,,,,8/22/2012,2,,1210831,,,20.96,2,,,,,,,,,,,,,,,,,,,663530,,663533,
8124,REGULAR,WRS,121129.1,120827.1,120918.2,121129.1,120827.1,120823,120824.1,120920.1,121129.1,120823.1,120823.1,120823.1,120913.1,120823.1,121129.1,120910.1,120823.1,121129.1,120827.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/29/2012,100,<LRL (0.02),1210841,0.01,ND,0.003,0.02,8/27/2012,6,,1210841,0.002,,0.084,0.004,9/18/2012,28,>HT,1210841,H,163429,11/29/2012,100,,1210841,0.02,,3.565,0.04,8/27/2012,6,,1210841,0.03,,408.23,0.06,8/23/2012,2,,1210841,,,260,5,8/24/2012,3,,1210841,,,16270,2,9/22/2012,32,>HT,1210841,0.1,H,515.81,0.2,11/29/2012,100,,1210841,0.01,,0.406,0.02,8/23/2012,2,<LRL (0.02),1210841,0.01,ND,0,0.02,8/23/2012,2,,1210841,0.01,ND,0,0.02,8/23/2012,2,<LRL (0.02),1210841,0.01,ND,0,0.02,9/13/2012,23,,1210841,0.01,,51.313,0.02,8/23/2012,2,,1210841,,9.57,11/29/2012,100,,1210841,0.04,,2540,0.08,9/10/2012,20,,1210841,2,,3636,4,8/23/2012,2,,1210841,0.005,,254.687,0.01,11/29/2012,100,1210841,0.02,,2679,0.04,8/27/2012,6,,1210841,0.09,,597.667,0.18,,,,,,,,,,8/23/2012,2,,1210841,,,158.1,2,,,,,,,,,,,,,,,,,,,662570,,662573,
8125,REGULAR,WRS,121127.1,120827.1,120822.2,121127.1,120823.1,120822,120822.2,120915.1,121127.1,120823.1,120823.1,120823.1,120829.1,120822.2,121127.1,120829.1,120823.1,121127.1,120823.1,,,120822.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,98,<LRL (0.02),1210832,0.01,L,0.01,0.02,8/27/2012,6,<LRL (0.004),1210832,0.002,L,0.0038,0.004,8/22/2012,1,,1210832,,78.4,11/27/2012,98,,1210832,0.02,,0.692,0.04,8/23/2012,2,,1210832,0.03,,0.56,0.06,8/22/2012,1,,1210832,,,12,5,8/22/2012,1,,1210832,,,13.75,2,9/15/2012,25,,1210832,0.1,,1.3,0.2,11/27/2012,98,,1210832,0.01,,0.321,0.02,8/23/2012,2,<LRL (0.02),1210832,0.01,ND,0.002,0.02,8/23/2012,2,,1210832,0.01,ND,0.003,0.02,8/23/2012,2,<LRL (0.02),1210832,0.01,L,0.001,0.02,8/29/2012,8,,1210832,0.01,,0.085,0.02,8/22/2012,1,,1210832,,6.81,11/27/2012,98,,1210832,0.04,,0.429,0.08,8/29/2012,8,,1210832,2,,14,4,8/23/2012,2,,1210832,0.005,,10.442,0.01,11/27/2012,98,1210832,0.02,,1.26,0.04,8/23/2012,2,,1210832,0.09,,1.174,0.18,,,,,,,,,,8/22/2012,1,,1210832,,L,0.58,2,,,,,,,,,,,,,,,,,,,663380,,663383,
8126,REGULAR,WRS,121129.1,120827.1,120823.1,121129.1,120823.1,120823,120823.1,120920.1,121129.1,120823.1,120823.1,120823.1,120910.1,120823.1,121129.1,120829.1,120823.1,121129.1,120827.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/29/2012,100,<LRL (0.02),1210847,0.01,ND,0,0.02,8/27/2012,6,,1210847,0.002,,0.029,0.004,8/23/2012,2,,1210847,,6199,11/29/2012,100,,1210847,0.02,,82.43,0.04,8/23/2012,2,,1210847,0.03,,38.416,0.06,8/23/2012,2,,1210847,,,39,5,8/23/2012,2,,1210847,,,1778,2,9/20/2012,30,>HT,1210847,0.1,H,24.6,0.2,11/29/2012,100,,1210847,0.01,,179.3,0.02,8/23/2012,2,<LRL (0.02),1210847,0.01,ND,0,0.02,8/23/2012,2,,1210847,0.01,ND,0,0.02,8/23/2012,2,<LRL (0.02),1210847,0.01,ND,0,0.02,9/10/2012,20,,1210847,0.01,,3.4,0.02,8/23/2012,2,,1210847,,8.66,11/29/2012,100,,1210847,0.04,,25.19,0.08,8/29/2012,8,,1210847,2,,137,4,8/23/2012,2,,1210847,0.005,,31.57,0.01,11/29/2012,100,1210847,0.02,,75.86,0.04,8/27/2012,6,,1210847,0.09,,710.512,0.18,,,,,,,,,,8/23/2012,2,,1210847,,,9.5,2,,,,,,,,,,,,,,,,,,,649340,,649343,
8127,REGULAR,WRS,121127.1,120827.1,120822.2,121127.1,120823.1,120822,120822.2,120919.1,121127.1,120823.1,120823.1,120823.1,120829.1,120822.2,121127.1,120829.1,120823.1,121127.1,120823.1,,,120822.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,99,<LRL (0.02),1210830,0.01,ND,0,0.02,8/27/2012,7,,1210830,0.002,,0.03,0.004,8/22/2012,2,,1210830,,5735,11/27/2012,99,,1210830,0.02,,20.9,0.04,8/23/2012,3,,1210830,0.03,,3.263,0.06,8/22/2012,2,,1210830,,,38,5,8/22/2012,2,,1210830,,,557,2,9/19/2012,30,>HT,1210830,0.1,H,18.72,0.2,11/27/2012,99,,1210830,0.01,,62.94,0.02,8/23/2012,3,<LRL (0.02),1210830,0.01,ND,0,0.02,8/23/2012,3,,1210830,0.01,ND,0,0.02,8/23/2012,3,<LRL (0.02),1210830,0.01,ND,0,0.02,8/29/2012,9,,1210830,0.01,,1.689,0.02,8/22/2012,2,,1210830,,8.94,11/27/2012,99,,1210830,0.04,,13.48,0.08,8/29/2012,9,,1210830,2,,49,4,8/23/2012,3,,1210830,0.005,,7.906,0.01,11/27/2012,99,1210830,0.02,,8.341,0.04,8/23/2012,3,,1210830,0.09,,33.672,0.18,,,,,,,,,,8/22/2012,2,,1210830,,,1.91,2,,,,,,,,,,,,,,,,,,,659330,,659333,
8128,REGULAR,MEDHHS,,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,,8/21/2012,8/21/2012,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,NLA12_ME-104,0.001,,0.01,0.01,8/21/2012,1,,NLA12_ME-104,,879.208,8/21/2012,1,,NLA12_ME-104,0.013,,15,0.05,8/21/2012,1,,NLA12_ME-104,0.08,L,1,1,8/21/2012,1,,NLA12_ME-104,0.37,,27,5,8/21/2012,1,,NLA12_ME-104,0,,91.1,2,8/21/2012,1,,NLA12_ME-104,0.17,,8.8,1,8/21/2012,1,,NLA12_ME-104,0.014,,1.8,0.05,8/21/2012,1,,NLA12_ME-104,7.00E-04,L,0.05,0.05,8/21/2012,1,,NLA12_ME-104,0.001,,0.01,0.01,,,,,,,,,8/21/2012,1,,NLA12_ME-104,0.04,,0.6,0.1,8/21/2012,1,,NLA12_ME-104,,8.7,8/21/2012,1,,NLA12_ME-104,0.013,,0.18,0.05,8/21/2012,1,,NLA12_ME-104,0.2,,12,1,8/21/2012,1,,NLA12_ME-104,0.005,,3.9,0.05,8/21/2012,1,NLA12_ME-104,0.013,,1.1,0.05,8/21/2012,1,,NLA12_ME-104,0.047,,1.21,1,,,8/21/2012,1,NLA12_ME-104,2,,2.8,2,8/21/2012,1,,NLA12_ME-104,0,,1.2,0.6,,,,,,,,,,,,,,,,,,,645110,,645113,
8129,REGULAR,WRS,121127.1,120827.1,120823.1,121127.1,120823.1,120823,120824.1,120919.1,121127.1,120823.1,120823.1,120823.1,120910.1,120823.1,121127.1,120829.1,120823.1,121127.1,120827.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,98,<LRL (0.02),1210835,0.01,ND,0,0.02,8/27/2012,6,,1210835,0.002,,0.04,0.004,8/23/2012,2,,1210835,,3068,11/27/2012,98,,1210835,0.02,,498,0.04,8/23/2012,2,,1210835,0.03,,604.256,0.06,8/23/2012,2,,1210835,,,22,5,8/24/2012,3,,1210835,,,11720,2,9/19/2012,29,>HT,1210835,0.1,H,34.42,0.2,11/27/2012,98,,1210835,0.01,,720.6,0.02,8/23/2012,2,<LRL (0.02),1210835,0.01,ND,0,0.02,8/23/2012,2,,1210835,0.01,ND,0,0.02,8/23/2012,2,<LRL (0.02),1210835,0.01,ND,0,0.02,9/10/2012,20,,1210835,0.01,,3.531,0.02,8/23/2012,2,,1210835,,8.36,11/27/2012,98,,1210835,0.04,,88.01,0.08,8/29/2012,8,,1210835,2,,124,4,8/23/2012,2,,1210835,0.005,,11.929,0.01,11/27/2012,98,1210835,0.02,,1725,0.04,8/27/2012,6,,1210835,0.09,,7022.616,0.18,,,,,,,,,,8/23/2012,2,,1210835,,,26.98,2,,,,,,,,,,,,,,,,,,,663920,,663923,
8130,REGULAR,WRS,121129.1,120827.1,120823.1,121129.1,120823.1,120823,120823.1,120919.1,121129.1,120823.1,120823.1,120823.1,120829.1,120823.1,121129.1,120829.1,120823.1,121129.1,120823.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/29/2012,100,<LRL (0.02),1210840,0.01,ND,0.001,0.02,8/27/2012,6,<LRL (0.004),1210840,0.002,L,0.002,0.004,8/23/2012,2,,1210840,,1122,11/29/2012,100,,1210840,0.02,,15.97,0.04,8/23/2012,2,,1210840,0.03,,0.112,0.06,8/23/2012,2,,1210840,,,8,5,8/23/2012,2,,1210840,,,112.7,2,9/19/2012,29,>HT,1210840,0.1,H,0.68,0.2,11/29/2012,100,,1210840,0.01,,4.127,0.02,8/23/2012,2,,1210840,0.01,,0.032,0.02,8/23/2012,2,,1210840,0.01,,0.033,0.02,8/23/2012,2,<LRL (0.02),1210840,0.01,L,0.001,0.02,8/29/2012,8,,1210840,0.01,,0.113,0.02,8/23/2012,2,,1210840,,8.08,11/29/2012,100,,1210840,0.04,,0.246,0.08,8/29/2012,8,,1210840,2,,10,4,8/23/2012,2,,1210840,0.005,,3.436,0.01,11/29/2012,100,1210840,0.02,,0.626,0.04,8/23/2012,2,,1210840,0.09,,2.58,0.18,,,,,,,,,,8/23/2012,2,,1210840,,L,0.23,2,,,,,,,,,,,,,,,,,,,649130,,649133,
8135,REGULAR,WRS,121129.1,120827.1,120823.1,121129.1,120823.1,120823,120823.1,120919.1,121129.1,120823.1,120823.1,120823.1,120829.1,120823.1,121129.1,120829.1,120823.1,121129.1,120823.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/29/2012,100,<LRL (0.02),1210848,0.01,ND,0,0.02,8/27/2012,6,,1210848,0.002,,0.0097,0.004,8/23/2012,2,,1210848,,1298,11/29/2012,100,,1210848,0.02,,15.08,0.04,8/23/2012,2,,1210848,0.03,,0.355,0.06,8/23/2012,2,,1210848,,,30,5,8/23/2012,2,,1210848,,,129.5,2,9/19/2012,29,>HT,1210848,0.1,H,7.99,0.2,11/29/2012,100,,1210848,0.01,,5.38,0.02,8/23/2012,2,<LRL (0.02),1210848,0.01,ND,0,0.02,8/23/2012,2,,1210848,0.01,ND,0,0.02,8/23/2012,2,<LRL (0.02),1210848,0.01,ND,0,0.02,8/29/2012,8,,1210848,0.01,,0.904,0.02,8/23/2012,2,,1210848,,8.03,11/29/2012,100,,1210848,0.04,,4.356,0.08,8/29/2012,8,,1210848,2,,82,4,8/23/2012,2,,1210848,0.005,,14.285,0.01,11/29/2012,100,1210848,0.02,,0.861,0.04,8/23/2012,2,<LRL (0.18),1210848,0.09,ND,0.031,0.18,,,,,,,,,,8/23/2012,2,,1210848,,,2.35,2,,,,,,,,,,,,,,,,,,,646220,,646223,
8141,REGULAR,WRS,121129.1,120827.1,120823.1,121129.1,120823.1,120823,120823.1,120919.1,121129.1,120823.1,120823.1,120823.1,120910.1,120823.1,121129.1,120829.1,120823.1,121129.1,120823.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/29/2012,99,<LRL (0.02),1210844,0.01,ND,0,0.02,8/27/2012,5,,1210844,0.002,,0.019,0.004,8/23/2012,1,,1210844,,3096,11/29/2012,99,,1210844,0.02,,23.57,0.04,8/23/2012,1,,1210844,0.03,,11.721,0.06,8/23/2012,1,,1210844,,,33,5,8/23/2012,1,,1210844,,,314,2,9/19/2012,28,,1210844,0.1,,16.6,0.2,11/29/2012,99,,1210844,0.01,,19.95,0.02,8/23/2012,1,<LRL (0.02),1210844,0.01,ND,0,0.02,8/23/2012,1,,1210844,0.01,ND,0,0.02,8/23/2012,1,<LRL (0.02),1210844,0.01,ND,0,0.02,9/10/2012,19,,1210844,0.01,,4.363,0.02,8/23/2012,1,,1210844,,9.15,11/29/2012,99,,1210844,0.04,,17.7,0.08,8/29/2012,7,,1210844,2,,425,4,8/23/2012,1,,1210844,0.005,,22.777,0.01,11/29/2012,99,1210844,0.02,,3.961,0.04,8/23/2012,1,<LRL (0.18),1210844,0.09,ND,0.032,0.18,,,,,,,,,,8/23/2012,1,,1210844,,,31.79,2,,,,,,,,,,,,,,,,,,,646190,,646193,
8142,REGULAR,MEDHHS,,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,8/21/2012,,8/21/2012,8/21/2012,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,NLA12_ME-105,0.001,L,0.02,0.01,8/21/2012,0,,NLA12_ME-105,,299.73,8/21/2012,0,,NLA12_ME-105,0.013,,4.2,0.05,8/21/2012,0,,NLA12_ME-105,0.08,L,1,1,8/21/2012,0,,NLA12_ME-105,0.37,,30,5,8/21/2012,0,,NLA12_ME-105,0,,35.9,2,8/21/2012,0,,NLA12_ME-105,0.17,,6.7,1,8/21/2012,0,,NLA12_ME-105,0.014,,1.3,0.05,8/21/2012,0,,NLA12_ME-105,0.007,L,0.05,0.05,8/21/2012,0,,NLA12_ME-105,0.001,L,0.01,0.01,,,,,,,,,8/21/2012,0,,NLA12_ME-105,0.04,,0.6,0.1,8/21/2012,0,,NLA12_ME-105,,7.5,8/21/2012,0,,NLA12_ME-105,0.013,,0.38,0.05,8/21/2012,0,,NLA12_ME-105,0.2,,13,1,8/21/2012,0,,NLA12_ME-105,0.005,,1.6,0.05,8/21/2012,0,NLA12_ME-105,0.013,,1.1,0.05,8/21/2012,0,,NLA12_ME-105,0.047,,1.21,1,,,8/21/2012,0,NLA12_ME-105,2,,3.6,2,8/21/2012,0,,NLA12_ME-105,0,,1.3,0.6,,,,,,,,,,,,,,,,,,,645200,,645203,
8144,REGULAR,WRS,121127.1,120827.1,120823.1,121127.1,120823.1,120823,120823.1,120919.1,121127.1,120823.1,120823.1,120823.1,120829.1,120823.1,121127.1,120829.1,120823.1,121127.1,120823.1,,,120823.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/27/2012,98,<LRL (0.02),1210837,0.01,ND,0.007,0.02,8/27/2012,6,,1210837,0.002,,0.0097,0.004,8/23/2012,2,,1210837,,987.9,11/27/2012,98,,1210837,0.02,,7.26,0.04,8/23/2012,2,,1210837,0.03,,5.343,0.06,8/23/2012,2,,1210837,,,18,5,8/23/2012,2,,1210837,,,118.1,2,9/19/2012,29,>HT,1210837,0.1,H,5.33,0.2,11/27/2012,98,,1210837,0.01,,5.273,0.02,8/23/2012,2,<LRL (0.02),1210837,0.01,ND,0,0.02,8/23/2012,2,,1210837,0.01,ND,0,0.02,8/23/2012,2,<LRL (0.02),1210837,0.01,ND,0,0.02,8/29/2012,8,,1210837,0.01,,1.536,0.02,8/23/2012,2,,1210837,,7.95,11/27/2012,98,,1210837,0.04,,3.055,0.08,8/29/2012,8,,1210837,2,,151,4,8/23/2012,2,,1210837,0.005,,16.852,0.01,11/27/2012,98,1210837,0.02,,7.174,0.04,8/23/2012,2,,1210837,0.09,,1.408,0.18,,,,,,,,,,8/23/2012,2,,1210837,,,19.78,2,,,,,,,,,,,,,,,,,,,643490,,643493,
