UID,SITE_ID,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,YEAR,VISIT_NO,DATE_COL,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SAMPLE_DEPTH,SECCHI,PUBLICATION_DATE
7237,NLA12_VA-118,EHIGH,SAP,VA,EHIGH,2012,1,7/17/2012,,0.14,0.1,,0.12,8/23/2016
7238,NLA12_SD-108,PLNLOW,NPL,SD,PLAINS,2012,1,7/17/2012,,0.8,0.7,,0.75,8/23/2016
7242,NLA12_IA-101,PLNLOW,TPL,IA,PLAINS,2012,2,7/17/2012,,0.4,0.37,,0.385,8/23/2016
7243,NLA12_MN-113,PLNLOW,TPL,MN,PLAINS,2012,1,7/17/2012,,0.3,0.3,,0.3,8/23/2016
7244,NLA12_TX-112,PLNLOW,SPL,TX,PLAINS,2012,1,7/17/2012,,0.9,0.8,,0.85,8/23/2016
7247,NLA12_TX-152,PLNLOW,SPL,TX,PLAINS,2012,1,7/17/2012,,0.1,0.1,,0.1,8/23/2016
7249,NLA12_IL-104,PLNLOW,TPL,IL,PLAINS,2012,1,7/18/2012,,1.5,1.4,,1.45,8/23/2016
7250,NLA12_OR-155,WMTNS,WMT,OR,WMTNS,2012,1,7/18/2012,,2.1,2,,2.05,8/23/2016
7251,NLA12_MI-144,PLNLOW,UMW,MI,UMW,2012,1,7/17/2012,Y,,,,,8/23/2016
7254,NLA12_CA-R10,WMTNS,WMT,CA,WMTNS,2012,1,7/17/2012,,2.5,2.2,,2.35,8/23/2016
7255,NLA12_MO-103,PLNLOW,TPL,MO,PLAINS,2012,1,7/17/2012,,1.1,1.2,,1.15,8/23/2016
7256,NLA12_WA-126,WMTNS,WMT,WA,WMTNS,2012,1,7/19/2012,,4.5,4.45,,4.475,8/23/2016
7257,NLA12_WA-112,WMTNS,WMT,WA,WMTNS,2012,1,7/18/2012,,2.47,2.24,,2.355,8/23/2016
7258,NLA12_WA-108,WMTNS,WMT,WA,WMTNS,2012,1,7/17/2012,,3.58,3.6,,3.59,8/23/2016
7259,NLA12_VA-110,EHIGH,SAP,VA,EHIGH,2012,1,7/18/2012,,1.7,1.6,,1.65,8/23/2016
7260,NLA12_VA-103,EHIGH,SAP,VA,EHIGH,2012,1,7/18/2012,,1.3,1.26,,1.28,8/23/2016
7263,NLA12_CA-167,WMTNS,WMT,CA,WMTNS,2012,1,7/18/2012,,5.06,4.67,,4.865,8/23/2016
7264,NLA12_RI-108,EHIGH,NAP,RI,EHIGH,2012,1,7/18/2012,,2.29,2,,2.145,8/23/2016
7265,NLA12_TX-201,PLNLOW,CPL,TX,CPL,2012,1,7/18/2012,,1.32,1.32,,1.32,8/23/2016
7266,NLA12_NY-0109,EHIGH,NAP,NY,EHIGH,2012,1,7/18/2012,,0.82,0.75,,0.785,8/23/2016
7267,NLA12_SD-105,PLNLOW,NPL,SD,PLAINS,2012,1,7/18/2012,,1.9,1.65,,1.775,8/23/2016
7268,NLA12_IN-146,EHIGH,SAP,IN,EHIGH,2012,1,7/18/2012,,3,2.6,,2.8,8/23/2016
7269,NLA12_PA-114,EHIGH,NAP,PA,EHIGH,2012,1,7/18/2012,,5.7,5,,5.35,8/23/2016
7275,NLA12_NV-177,WMTNS,XER,NV,WMTNS,2012,1,7/17/2012,,3.4,3.2,,3.3,8/23/2016
7276,NLA12_NV-137,WMTNS,XER,NV,WMTNS,2012,1,7/16/2012,,0.32,0.3,,0.31,8/23/2016
7277,NLA12_NV-119,WMTNS,XER,NV,WMTNS,2012,2,7/18/2012,Y,,,,,8/23/2016
7278,NLA12_NV-101,WMTNS,XER,NV,WMTNS,2012,2,7/17/2012,,0.3,0.2,,0.25,8/23/2016
7282,NLA12_IL-106,PLNLOW,TPL,IL,PLAINS,2012,1,7/19/2012,,0.69,0.73,,0.71,8/23/2016
7284,NLA12_NY-0111,EHIGH,NAP,NY,EHIGH,2012,1,7/16/2012,,4,3.7,,3.85,8/23/2016
7286,NLA12_OK-296,PLNLOW,SPL,OK,PLAINS,2012,1,7/16/2012,,0.39,0.32,,0.355,8/23/2016
7287,NLA12_NY-R08,EHIGH,NAP,NY,EHIGH,2012,1,7/17/2012,,2.1,2,,2.05,8/23/2016
7288,NLA12_IN-116,EHIGH,SAP,IN,EHIGH,2012,1,7/19/2012,,4.5,4.4,,4.45,8/23/2016
7289,NLA12_CA-R05,WMTNS,WMT,CA,WMTNS,2012,1,7/18/2012,Y,,,,,8/23/2016
7290,NLA12_AZ-140,WMTNS,XER,AZ,WMTNS,2012,1,7/19/2012,,0.9,0.8,,0.85,8/23/2016
7291,NLA12_AL-R03,EHIGH,SAP,AL,EHIGH,2012,1,7/18/2012,,1.7,1.65,,1.675,8/23/2016
7292,NLA12_AL-103,EHIGH,SAP,AL,EHIGH,2012,1,7/19/2012,,0.8,0.75,,0.775,8/23/2016
7294,NLA12_OH-127,EHIGH,SAP,OH,EHIGH,2012,1,7/19/2012,,2.69,2.57,,2.63,8/23/2016
7295,NLA12_NH-109,EHIGH,NAP,NH,EHIGH,2012,1,7/19/2012,,7.7,7.6,,7.65,8/23/2016
7297,NLA12_ME-R11,EHIGH,NAP,ME,EHIGH,2012,1,7/19/2012,,2.8,2.85,,2.825,8/23/2016
7298,NLA12_MD-103,EHIGH,SAP,MD,EHIGH,2012,1,7/19/2012,,1.6,1.5,,1.55,8/23/2016
7304,NLA12_TX-182,PLNLOW,SPL,TX,PLAINS,2012,1,7/19/2012,,2,1.9,,1.95,8/23/2016
7305,NLA12_RI-111,EHIGH,NAP,RI,EHIGH,2012,2,7/19/2012,,1.8,1.7,,1.75,8/23/2016
7306,NLA12_NV-144,WMTNS,XER,NV,WMTNS,2012,1,7/19/2012,Y,,,,,8/23/2016
7307,NLA12_GA-102,PLNLOW,CPL,GA,CPL,2012,1,7/19/2012,,0.31,0.29,,0.3,8/23/2016
7314,NLA12_ME-114,EHIGH,NAP,ME,EHIGH,2012,1,7/18/2012,,4.15,3.95,,4.05,8/23/2016
7321,NLA12_MT-106,PLNLOW,NPL,MT,PLAINS,2012,1,7/20/2012,,6.2,5.9,,6.05,8/23/2016
7322,NLA12_CO-119,WMTNS,WMT,CO,WMTNS,2012,1,7/18/2012,,10.5,10.3,,10.4,8/23/2016
7325,NLA12_CO-106,PLNLOW,SPL,CO,PLAINS,2012,1,7/20/2012,,3,2.9,,2.95,8/23/2016
7338,NLA12_CA-R01,WMTNS,WMT,CA,WMTNS,2012,1,7/20/2012,,5,4.7,,4.85,8/23/2016
7339,NLA12_NY-R04,EHIGH,NAP,NY,EHIGH,2012,1,7/20/2012,,0.8,0.5,,0.65,8/23/2016
7340,NLA12_NY-R11,EHIGH,NAP,NY,EHIGH,2012,1,7/19/2012,,5,4.7,,4.85,8/23/2016
7341,NLA12_CA-111,WMTNS,XER,CA,WMTNS,2012,1,7/19/2012,,4,3.45,,3.725,8/23/2016
7344,NLA12_NE-101,PLNLOW,SPL,NE,PLAINS,2012,1,7/22/2012,,0.7,0.6,,0.65,8/23/2016
7350,NLA12_ND-114,PLNLOW,NPL,ND,PLAINS,2012,1,7/23/2012,,0.8,0.8,,0.8,8/23/2016
7357,NLA12_SD-133,PLNLOW,NPL,SD,PLAINS,2012,1,7/23/2012,,0.6,0.6,,0.6,8/23/2016
7360,NLA12_PA-R10,EHIGH,SAP,PA,EHIGH,2012,1,7/23/2012,,6,5.5,,5.75,8/23/2016
7361,NLA12_PA-R11,EHIGH,SAP,PA,EHIGH,2012,1,7/24/2012,,2.5,2.3,,2.4,8/23/2016
7364,NLA12_OK-306,PLNLOW,SPL,OK,PLAINS,2012,1,7/23/2012,,1.4,1.2,,1.3,8/23/2016
7366,NLA12_CA-200,WMTNS,WMT,CA,WMTNS,2012,1,7/23/2012,Y,10.2,10.2,,10.2,8/23/2016
7367,NLA12_UT-203,WMTNS,WMT,UT,WMTNS,2012,1,7/23/2012,,9.85,8.26,,9.055,8/23/2016
7368,NLA12_AL-104,PLNLOW,CPL,AL,CPL,2012,1,7/23/2012,,0.8,0.7,,0.75,8/23/2016
7369,NLA12_NE-106,PLNLOW,TPL,NE,PLAINS,2012,1,7/23/2012,,0.4,0.3,,0.35,8/23/2016
7370,NLA12_IN-108,PLNLOW,UMW,IN,UMW,2012,1,7/23/2012,,1.02,0.91,,0.965,8/23/2016
7371,NLA12_IA-120,PLNLOW,TPL,IA,PLAINS,2012,2,7/23/2012,,0.56,0.53,,0.545,8/23/2016
7372,NLA12_MS-103,PLNLOW,CPL,MS,CPL,2012,1,7/23/2012,,0.9,0.7,,0.8,8/23/2016
7374,NLA12_AL-101,EHIGH,SAP,AL,EHIGH,2012,2,7/21/2012,,1.4,1.2,,1.3,8/23/2016
7375,NLA12_AL-112,PLNLOW,CPL,AL,CPL,2012,1,7/22/2012,,1.1,1,,1.05,8/23/2016
7376,NLA12_AL-R05,PLNLOW,CPL,AL,CPL,2012,1,7/21/2012,,1.7,1.6,,1.65,8/23/2016
7377,NLA12_NY-R07,EHIGH,NAP,NY,EHIGH,2012,1,7/22/2012,,0.5,0.4,,0.45,8/23/2016
7378,NLA12_VA-R14,EHIGH,SAP,VA,EHIGH,2012,1,7/24/2012,,3.4,3.1,,3.25,8/23/2016
7379,NLA12_CA-R03,WMTNS,XER,CA,WMTNS,2012,1,7/22/2012,,3.5,3.4,,3.45,8/23/2016
7380,NLA12_NH-101,EHIGH,NAP,NH,EHIGH,2012,2,7/24/2012,,3.2,3.1,,3.15,8/23/2016
7381,NLA12_MN-126,PLNLOW,UMW,MN,UMW,2012,1,7/24/2012,,2.3,2.1,,2.2,8/23/2016
7383,NLA12_WY-124,WMTNS,WMT,WY,WMTNS,2012,1,7/24/2012,,9,8.75,,8.875,8/23/2016
7384,NLA12_ND-109,PLNLOW,NPL,ND,PLAINS,2012,1,7/24/2012,,1.9,1.9,,1.9,8/23/2016
7385,NLA12_IL-120,PLNLOW,TPL,IL,PLAINS,2012,1,7/24/2012,,0.9,1,,0.95,8/23/2016
7389,NLA12_ME-R08,EHIGH,NAP,ME,EHIGH,2012,1,7/21/2012,,5.9,5.9,,5.9,8/23/2016
7390,NLA12_ME-R02,EHIGH,NAP,ME,EHIGH,2012,1,7/20/2012,Y,,,,,8/23/2016
7392,NLA12_AR-101,PLNLOW,CPL,AR,CPL,2012,1,7/23/2012,,0.6,0.5,,0.55,8/23/2016
7394,NLA12_AL-105,PLNLOW,CPL,AL,CPL,2012,2,7/24/2012,,0.6,0.45,,0.525,8/23/2016
7395,NLA12_CO-129,PLNLOW,SPL,CO,PLAINS,2012,1,7/24/2012,Y,2.1,2.1,,2.1,8/23/2016
7396,NLA12_CA-R02,WMTNS,WMT,CA,WMTNS,2012,1,7/23/2012,,3.5,3.5,,3.5,8/23/2016
7402,NLA12_OK-119,PLNLOW,SPL,OK,PLAINS,2012,1,7/24/2012,,0.5,0.48,,0.49,8/23/2016
7403,NLA12_MN-141,PLNLOW,UMW,MN,UMW,2012,1,7/24/2012,,3.7,3.7,,3.7,8/23/2016
7404,NLA12_MS-126,PLNLOW,CPL,MS,CPL,2012,1,7/24/2012,,0.5,0.4,,0.45,8/23/2016
7405,NLA12_NE-110,PLNLOW,TPL,NE,PLAINS,2012,1,7/24/2012,,0.2,0.1,,0.15,8/23/2016
7406,NLA12_WY-102,PLNLOW,NPL,MT,PLAINS,2012,1,7/24/2012,,1.6,1.4,,1.5,8/23/2016
7409,NLA12_AR-105,PLNLOW,CPL,AR,CPL,2012,1,7/24/2012,,1.6,1.5,,1.55,8/23/2016
7410,NLA12_VA-104,EHIGH,SAP,VA,EHIGH,2012,1,7/25/2012,,1.2,1.2,,1.2,8/23/2016
7411,NLA12_MN-110,PLNLOW,UMW,MN,UMW,2012,1,7/25/2012,,1.9,1.7,,1.8,8/23/2016
7412,NLA12_ID-210,WMTNS,WMT,ID,WMTNS,2012,1,7/24/2012,,9,9.2,,9.1,8/23/2016
7413,NLA12_ID-145,WMTNS,WMT,ID,WMTNS,2012,1,7/23/2012,,7,7.2,,7.1,8/23/2016
7414,NLA12_SD-189,PLNLOW,NPL,SD,PLAINS,2012,1,7/25/2012,,0.75,0.7,,0.725,8/23/2016
7416,NLA12_MO-101,PLNLOW,TPL,MO,PLAINS,2012,1,7/24/2012,,0.38,0.37,,0.375,8/23/2016
7417,NLA12_ND-149,PLNLOW,NPL,ND,PLAINS,2012,1,7/25/2012,,0.34,0.35,,0.345,8/23/2016
7418,NLA12_ND-164,PLNLOW,NPL,ND,PLAINS,2012,1,7/25/2012,,0.32,0.33,,0.325,8/23/2016
7419,NLA12_MN-R12,PLNLOW,UMW,MN,UMW,2012,1,7/25/2012,Y,2.51,2.51,,2.51,8/23/2016
7420,NLA12_ME-134,EHIGH,NAP,ME,EHIGH,2012,1,7/24/2012,,2.77,2.59,,2.68,8/23/2016
7421,NLA12_NY-R06,EHIGH,NAP,NY,EHIGH,2012,1,7/25/2012,,1.95,2,,1.975,8/23/2016
7422,NLA12_NY-R03,EHIGH,NAP,NY,EHIGH,2012,1,7/24/2012,,3.5,3.45,,3.475,8/23/2016
7423,NLA12_CA-166,WMTNS,WMT,CA,WMTNS,2012,1,7/24/2012,Y,,,,,8/23/2016
7424,NLA12_CA-112,WMTNS,XER,CA,WMTNS,2012,1,7/25/2012,,5,4.62,,4.81,8/23/2016
7425,NLA12_MN-157,PLNLOW,UMW,MN,UMW,2012,1,7/25/2012,,0.5,0.4,,0.45,8/23/2016
7429,NLA12_ME-R15,EHIGH,NAP,ME,EHIGH,2012,1,7/25/2012,,5.5,5.45,,5.475,8/23/2016
7430,NLA12_ME-R06,EHIGH,NAP,ME,EHIGH,2012,1,7/24/2012,,8.26,8.2,,8.23,8/23/2016
7431,NLA12_ME-R10,EHIGH,NAP,ME,EHIGH,2012,1,7/23/2012,,7.1,7.05,,7.075,8/23/2016
7432,NLA12_MN-R01,PLNLOW,UMW,MN,UMW,2012,1,7/24/2012,,4.42,4.28,,4.35,8/23/2016
7433,NLA12_MS-105,PLNLOW,CPL,MS,CPL,2012,1,7/25/2012,,1.4,1.3,,1.35,8/23/2016
7435,NLA12_NE-129,PLNLOW,TPL,NE,PLAINS,2012,1,7/25/2012,,0.3,0.2,,0.25,8/23/2016
7441,NLA12_NH-112,EHIGH,NAP,NH,EHIGH,2012,2,7/26/2012,,3.4,3.3,,3.35,8/23/2016
7442,NLA12_IN-160,PLNLOW,UMW,IN,UMW,2012,1,7/25/2012,,2.3,2.1,,2.2,8/23/2016
7443,NLA12_IN-172,PLNLOW,UMW,IN,UMW,2012,1,7/25/2012,,4.9,4.5,,4.7,8/23/2016
7444,NLA12_IN-128,PLNLOW,UMW,IN,UMW,2012,1,7/26/2012,,2.5,2.3,,2.4,8/23/2016
7446,NLA12_IL-109,PLNLOW,TPL,IL,PLAINS,2012,1,7/25/2012,,0.9,0.85,,0.875,8/23/2016
7449,NLA12_ND-193,PLNLOW,NPL,ND,PLAINS,2012,1,7/26/2012,,0.4,0.4,,0.4,8/23/2016
7450,NLA12_CT-107,EHIGH,NAP,CT,EHIGH,2012,1,7/25/2012,,2.3,2.2,,2.25,8/23/2016
7451,NLA12_SD-165,PLNLOW,NPL,SD,PLAINS,2012,1,7/26/2012,,2.6,2.5,,2.55,8/23/2016
7453,NLA12_GA-104,EHIGH,SAP,GA,EHIGH,2012,1,7/25/2012,,2.33,2.3,,2.315,8/23/2016
7455,NLA12_VA-126,EHIGH,SAP,VA,EHIGH,2012,1,7/26/2012,,0.8,0.6,,0.7,8/23/2016
7459,NLA12_AL-114,EHIGH,SAP,AL,EHIGH,2012,1,7/26/2012,,0.7,0.6,,0.65,8/23/2016
7460,NLA12_SD-132,PLNLOW,NPL,SD,PLAINS,2012,1,7/26/2012,,0.83,0.83,,0.83,8/23/2016
7461,NLA12_GA-R01,EHIGH,SAP,GA,EHIGH,2012,1,7/25/2012,,1.7,1.5,,1.6,8/23/2016
7462,NLA12_IA-102,PLNLOW,TPL,IA,PLAINS,2012,1,7/26/2012,,0.84,0.82,,0.83,8/23/2016
7463,NLA12_ME-109,EHIGH,NAP,ME,EHIGH,2012,1,7/25/2012,,2.9,2.85,,2.875,8/23/2016
7464,NLA12_MN-R13,PLNLOW,UMW,MN,UMW,2012,1,7/26/2012,,2.08,1.96,,2.02,8/23/2016
7465,NLA12_NV-R01,WMTNS,XER,NV,WMTNS,2012,1,7/25/2012,Y,4.5,4.5,,4.5,8/23/2016
7466,NLA12_RI-102,EHIGH,NAP,RI,EHIGH,2012,2,7/25/2012,Y,1,1,,1,8/23/2016
7471,NLA12_MT-160,PLNLOW,NPL,MT,PLAINS,2012,1,7/26/2012,,1.55,1.35,,1.45,8/23/2016
7472,NLA12_MT-156,PLNLOW,NPL,MT,PLAINS,2012,1,7/26/2012,,4.05,4.03,,4.04,8/23/2016
7474,NLA12_ME-R03,EHIGH,NAP,ME,EHIGH,2012,1,7/26/2012,,3.95,3.9,,3.925,8/23/2016
7475,NLA12_AZ-107,WMTNS,XER,AZ,WMTNS,2012,1,7/26/2012,,0.25,0.2,,0.225,8/23/2016
7476,NLA12_CO-125,WMTNS,WMT,CO,WMTNS,2012,1,7/26/2012,,5.76,5.74,,5.75,8/23/2016
7477,NLA12_ID-142,WMTNS,WMT,ID,WMTNS,2012,1,7/27/2012,Y,1.1,1.1,,1.1,8/23/2016
7478,NLA12_ID-158,WMTNS,WMT,ID,WMTNS,2012,1,7/26/2012,,11.7,11.5,,11.6,8/23/2016
7479,NLA12_ID-215,WMTNS,WMT,ID,WMTNS,2012,1,7/25/2012,,10,9.8,,9.9,8/23/2016
7482,NLA12_ND-129,PLNLOW,NPL,ND,PLAINS,2012,1,7/27/2012,,0.33,0.33,,0.33,8/23/2016
7483,NLA12_TX-114,PLNLOW,SPL,TX,PLAINS,2012,1,7/26/2012,,0.4,0.3,,0.35,8/23/2016
7490,NLA12_NY-0108,EHIGH,NAP,NY,EHIGH,2012,1,7/27/2012,,1.2,1,,1.1,8/23/2016
7496,NLA12_TX-205,PLNLOW,CPL,TX,CPL,2012,1,7/27/2012,Y,1.46,1.46,,1.46,8/23/2016
7497,NLA12_WY-120,WMTNS,WMT,WY,WMTNS,2012,1,7/29/2012,,3,3,,3,8/23/2016
7498,NLA12_WY-117,WMTNS,WMT,WY,WMTNS,2012,1,7/26/2012,Y,,,,,8/23/2016
7499,NLA12_WY-103,WMTNS,XER,WY,WMTNS,2012,1,7/28/2012,,12,11.75,,11.875,8/23/2016
7500,NLA12_MN-R14,PLNLOW,UMW,MN,UMW,2012,1,7/27/2012,,1.72,1.57,,1.645,8/23/2016
7501,NLA12_MS-101,PLNLOW,CPL,MS,CPL,2012,2,7/27/2012,,0.6,0.35,,0.475,8/23/2016
7503,NLA12_MS-112,PLNLOW,CPL,MS,CPL,2012,1,7/29/2012,,1.1,1,,1.05,8/23/2016
7504,NLA12_MS-125,PLNLOW,CPL,MS,CPL,2012,1,7/28/2012,,0.4,0.3,,0.35,8/23/2016
7512,NLA12_SD-212,PLNLOW,NPL,SD,PLAINS,2012,1,7/27/2012,,2.2,2.1,,2.15,8/23/2016
7518,NLA12_ND-103,PLNLOW,NPL,ND,PLAINS,2012,1,7/30/2012,,0.83,0.83,,0.83,8/23/2016
7520,NLA12_VT-103,EHIGH,NAP,VT,EHIGH,2012,1,7/30/2012,,3,3.1,,3.05,8/23/2016
7526,NLA12_ND-172,PLNLOW,NPL,ND,PLAINS,2012,1,7/30/2012,,0.55,0.5,,0.525,8/23/2016
7527,NLA12_MD-118,PLNLOW,CPL,MD,CPL,2012,1,7/30/2012,Y,,,,,8/23/2016
7528,NLA12_OH-R02,EHIGH,NAP,OH,EHIGH,2012,1,7/30/2012,,3.51,3.49,,3.5,8/23/2016
7529,NLA12_CA-145,WMTNS,XER,CA,WMTNS,2012,1,7/30/2012,,2.03,1.89,,1.96,8/23/2016
7530,NLA12_FL-103,PLNLOW,CPL,FL,CPL,2012,1,7/30/2012,,0.15,0.1,,0.125,8/23/2016
7531,NLA12_FL-108,PLNLOW,CPL,FL,CPL,2012,1,7/28/2012,,0.7,0.6,,0.65,8/23/2016
7532,NLA12_FL-R06,PLNLOW,CPL,FL,CPL,2012,1,7/29/2012,,0.5,0.45,,0.475,8/23/2016
7533,NLA12_ID-166,WMTNS,XER,ID,WMTNS,2012,1,7/30/2012,,2.45,2.5,,2.475,8/23/2016
7534,NLA12_ME-110,EHIGH,NAP,ME,EHIGH,2012,1,7/30/2012,,7.1,6.8,,6.95,8/23/2016
7535,NLA12_MS-128,PLNLOW,CPL,MS,CPL,2012,1,7/30/2012,,1.3,1.1,,1.2,8/23/2016
7536,NLA12_SD-107,WMTNS,WMT,SD,WMTNS,2012,1,7/30/2012,,2.4,2.25,,2.325,8/23/2016
7537,NLA12_VA-102,EHIGH,SAP,VA,EHIGH,2012,1,7/30/2012,,0.7,0.6,,0.65,8/23/2016
7538,NLA12_WA-R08,WMTNS,XER,WA,WMTNS,2012,1,7/30/2012,,3.9,3.5,,3.7,8/23/2016
7543,NLA12_ND-160,PLNLOW,NPL,ND,PLAINS,2012,1,7/31/2012,,1.65,1.65,,1.65,8/23/2016
7544,NLA12_NH-107,EHIGH,NAP,NH,EHIGH,2012,1,7/31/2012,,2.2,2.1,,2.15,8/23/2016
7548,NLA12_IN-127,EHIGH,SAP,IN,EHIGH,2012,1,7/31/2012,,0.6,0.5,,0.55,8/23/2016
7549,NLA12_ID-110,WMTNS,XER,ID,WMTNS,2012,1,7/30/2012,,2.3,2.5,,2.4,8/23/2016
7552,NLA12_SD-119,PLNLOW,NPL,SD,PLAINS,2012,1,7/31/2012,,0.55,0.55,,0.55,8/23/2016
7558,NLA12_MD-108,EHIGH,SAP,MD,EHIGH,2012,1,7/31/2012,,0.8,0.7,,0.75,8/23/2016
7559,NLA12_ND-194,PLNLOW,TPL,ND,PLAINS,2012,1,7/31/2012,,0.12,0.1,,0.11,8/23/2016
7560,NLA12_OR-129,WMTNS,WMT,OR,WMTNS,2012,1,7/30/2012,,3.9,3.8,,3.85,8/23/2016
7563,NLA12_CA-128,WMTNS,WMT,CA,WMTNS,2012,1,7/31/2012,,2.36,2,,2.18,8/23/2016
7564,NLA12_VA-119,PLNLOW,CPL,VA,CPL,2012,1,7/31/2012,,0.35,0.23,,0.29,8/23/2016
7565,NLA12_VA-R06,PLNLOW,CPL,VA,CPL,2012,1,7/31/2012,,3.5,3.4,,3.45,8/23/2016
7570,NLA12_ME-106,EHIGH,NAP,ME,EHIGH,2012,1,7/31/2012,,3.9,3.47,,3.685,8/23/2016
7571,NLA12_MS-113,PLNLOW,CPL,MS,CPL,2012,1,7/31/2012,,2.9,2.6,,2.75,8/23/2016
7572,NLA12_OH-102,PLNLOW,TPL,OH,PLAINS,2012,1,7/31/2012,,0.25,0.25,,0.25,8/23/2016
7573,NLA12_MN-104,PLNLOW,UMW,MN,UMW,2012,1,7/31/2012,Y,2.9,2.9,,2.9,8/23/2016
7574,NLA12_MN-131,PLNLOW,TPL,MN,PLAINS,2012,1,7/31/2012,Y,1.1,1.1,,1.1,8/23/2016
7579,NLA12_IN-111,PLNLOW,TPL,IN,PLAINS,2012,1,7/31/2012,,1.1,1,,1.05,8/23/2016
7580,NLA12_WY-R02,WMTNS,XER,WY,WMTNS,2012,1,7/31/2012,,4.8,5,,4.9,8/23/2016
7581,NLA12_MN-143,PLNLOW,UMW,MN,UMW,2012,1,8/1/2012,,0.6,0.6,,0.6,8/23/2016
7582,NLA12_CT-126,EHIGH,NAP,CT,EHIGH,2012,1,8/1/2012,,3.73,3.75,,3.74,8/23/2016
7584,NLA12_IN-101,PLNLOW,TPL,IN,PLAINS,2012,1,8/1/2012,,4,3.8,,3.9,8/23/2016
7586,NLA12_VA-106,PLNLOW,CPL,VA,CPL,2012,1,8/1/2012,,0.6,0.55,,0.575,8/23/2016
7587,NLA12_ID-203,WMTNS,WMT,ID,WMTNS,2012,1,8/1/2012,,1,1,,1,8/23/2016
7588,NLA12_ID-122,WMTNS,XER,ID,WMTNS,2012,1,7/31/2012,,1.75,1.7,,1.725,8/23/2016
7589,NLA12_IN-130,EHIGH,SAP,IN,EHIGH,2012,1,8/1/2012,,2.2,2,,2.1,8/23/2016
7590,NLA12_ID-198,WMTNS,XER,ID,WMTNS,2012,1,7/31/2012,,1.1,1,,1.05,8/23/2016
7592,NLA12_IN-113,PLNLOW,UMW,IN,UMW,2012,1,7/30/2012,,2.6,2.4,,2.5,8/23/2016
7593,NLA12_UT-167,WMTNS,XER,UT,WMTNS,2012,1,8/1/2012,Y,1,1,,1,8/23/2016
7595,NLA12_PA-117,EHIGH,SAP,PA,EHIGH,2012,1,8/1/2012,,1.2,1.1,,1.15,8/23/2016
7596,NLA12_PA-106,EHIGH,SAP,PA,EHIGH,2012,1,7/31/2012,,4.2,4.1,,4.15,8/23/2016
7597,NLA12_ME-103,EHIGH,NAP,ME,EHIGH,2012,1,8/1/2012,,4.25,4.07,,4.16,8/23/2016
7598,NLA12_OK-288,PLNLOW,CPL,OK,CPL,2012,1,8/1/2012,Y,4,3.9,,3.95,8/23/2016
7615,NLA12_OR-107,WMTNS,WMT,OR,WMTNS,2012,1,8/1/2012,,4.6,4.2,,4.4,8/23/2016
7620,NLA12_MS-116,PLNLOW,CPL,MS,CPL,2012,2,8/1/2012,,2.2,2,,2.1,8/23/2016
7621,NLA12_WA-R10,WMTNS,XER,WA,WMTNS,2012,1,8/1/2012,,4.5,4.3,,4.4,8/23/2016
7622,NLA12_OR-145,WMTNS,WMT,OR,WMTNS,2012,1,7/31/2012,,1.6,1.5,,1.55,8/23/2016
7623,NLA12_MT-110,WMTNS,WMT,MT,WMTNS,2012,1,8/1/2012,,4.7,4.58,,4.64,8/23/2016
7625,NLA12_MT-152,WMTNS,WMT,MT,WMTNS,2012,1,7/31/2012,,7.6,7.4,,7.5,8/23/2016
7631,NLA12_WY-133,WMTNS,WMT,WY,WMTNS,2012,1,7/31/2012,,5,4.9,,4.95,8/23/2016
7633,NLA12_IN-147,PLNLOW,TPL,IN,PLAINS,2012,1,8/2/2012,,0.2,0.18,,0.19,8/23/2016
7635,NLA12_VA-101,EHIGH,SAP,VA,EHIGH,2012,2,8/2/2012,,0.75,0.66,,0.705,8/23/2016
7636,NLA12_VA-R05,PLNLOW,CPL,VA,CPL,2012,1,8/1/2012,,2.6,2.45,,2.525,8/23/2016
7637,NLA12_OH-137,EHIGH,NAP,OH,EHIGH,2012,1,8/2/2012,,0.73,0.72,,0.725,8/23/2016
7640,NLA12_TX-113,PLNLOW,CPL,TX,CPL,2012,1,8/2/2012,,0.6,0.5,,0.55,8/23/2016
7642,NLA12_WA-R09,WMTNS,XER,WA,WMTNS,2012,1,7/31/2012,,3.9,3.7,,3.8,8/23/2016
7643,NLA12_UT-196,WMTNS,WMT,UT,WMTNS,2012,1,8/2/2012,,3.9,3.8,,3.85,8/23/2016
7644,NLA12_ND-202,PLNLOW,NPL,ND,PLAINS,2012,1,8/2/2012,,0.7,0.7,,0.7,8/23/2016
7645,NLA12_ND-198,PLNLOW,TPL,ND,PLAINS,2012,1,8/1/2012,,0.85,0.85,,0.85,8/23/2016
7649,NLA12_ND-190,PLNLOW,TPL,ND,PLAINS,2012,1,8/2/2012,,0.25,0.25,,0.25,8/23/2016
7650,NLA12_ME-121,EHIGH,NAP,ME,EHIGH,2012,1,8/2/2012,,3.55,3.45,,3.5,8/23/2016
7652,NLA12_OH-134,PLNLOW,TPL,OH,PLAINS,2012,1,8/2/2012,,0.5,0.49,,0.495,8/23/2016
7671,NLA12_ID-104,WMTNS,XER,ID,WMTNS,2012,1,8/2/2012,,1.2,1.3,,1.25,8/23/2016
