UID,SITE_ID,VISIT_NO,DATE_COL,ECO_BIO,AGGR_ECO3_2015,AGGR_ECO9_2015,ZOOP_COND,MMI_ZOOP_NLA6,ABUN_PT,CLAD_PT,COPE_PT,ROTI_PT,RICH_PT,TROP_PT,PUBLICATION_DATE
7105,NLA12_OH-136,1,7/11/2012,EHIGH,EHIGH,NAP,Poor,51.97,3.29,9.01,0,6.52,7.96,4.4,8/19/2016
7106,NLA12_OK-302,1,7/11/2012,PLAINS,PLNLOW,SPL,Good,57.2,10,0.79,0.04,5.71,7.78,10,8/19/2016
7107,NLA12_SD-158,1,7/11/2012,PLAINS,PLNLOW,TPL,Poor,28.05,0.42,0.09,0.08,5,5.56,5.68,8/19/2016
7108,NLA12_TX-170,1,7/11/2012,CPL,PLNLOW,CPL,Good,79.65,8.77,9.94,10,8.02,6,5.06,8/19/2016
7109,NLA12_TX-190,1,7/11/2012,PLAINS,PLNLOW,SPL,Fair,38.18,2.15,2.21,0.11,5.71,5.56,7.17,8/19/2016
7113,NLA12_PA-105,1,7/10/2012,EHIGH,EHIGH,NAP,Good,70.47,9.97,9.61,9.68,0.01,5.75,7.26,8/19/2016
7122,NLA12_PA-110,1,7/11/2012,EHIGH,EHIGH,NAP,Poor,52.52,9.92,8.66,7.13,1.65,0.15,4,8/19/2016
7124,NLA12_MN-101,1,7/11/2012,UMW,PLNLOW,UMW,Fair,63.95,10,4.21,8.12,6.65,4.72,4.67,8/19/2016
7125,NLA12_IA-134,1,7/12/2012,PLAINS,PLNLOW,TPL,Poor,24.65,0.56,1,0.04,2.86,1.11,9.22,8/19/2016
7126,NLA12_CA-105,1,7/11/2012,WMTNS,WMTNS,XER,Poor,52.32,0.02,2.2,9.89,9.59,2.5,7.19,8/19/2016
7132,NLA12_MO-115,1,7/11/2012,PLAINS,PLNLOW,TPL,Good,62.6,6.77,1.66,0.08,9.29,10,9.76,8/19/2016
7133,NLA12_MT-108,1,7/11/2012,PLAINS,PLNLOW,NPL,Poor,6.58,0.73,0.02,0.11,0,0,3.09,8/19/2016
7135,NLA12_NV-105,1,7/11/2012,WMTNS,WMTNS,XER,Good,65.4,9.1,5.98,7.82,4.26,5.83,6.25,8/19/2016
7136,NLA12_NV-119,1,7/10/2012,WMTNS,WMTNS,XER,Fair,59.33,9.17,1.94,8.18,6.89,1.67,7.75,8/19/2016
7137,NLA12_NV-104,1,7/12/2012,WMTNS,WMTNS,XER,Fair,57.92,9.66,8.23,8.07,2.12,6.67,0,8/19/2016
7138,NLA12_RI-112,1,7/11/2012,EHIGH,EHIGH,NAP,Good,72,9.99,5.95,7.67,6.31,6.24,7.04,8/19/2016
7141,NLA12_MN-116,1,7/12/2012,UMW,PLNLOW,UMW,Poor,51.67,9.32,5.71,1.08,7.86,0,7.03,8/19/2016
7148,NLA12_WA-141,1,7/11/2012,WMTNS,WMTNS,WMT,Good,66.25,9.94,4.39,9.09,6.48,2.5,7.35,8/19/2016
7149,NLA12_RI-113,1,7/12/2012,EHIGH,EHIGH,NAP,Poor,49.65,0,0,3.67,9.43,9.55,7.14,8/19/2016
7150,NLA12_SD-111,1,7/12/2012,PLAINS,PLNLOW,TPL,Good,44.15,3.59,0.49,0.27,6.43,6.67,9.04,8/19/2016
7151,NLA12_NJ-102,1,7/12/2012,EHIGH,EHIGH,NAP,Poor,35.97,0,0,2.46,10,2.23,6.89,8/19/2016
7152,NLA12_NJ-119,1,7/11/2012,EHIGH,EHIGH,NAP,Good,81.23,9.66,7.99,8.62,7.38,5.09,10,8/19/2016
7153,NLA12_UT-101,2,7/12/2012,WMTNS,WMTNS,WMT,Fair,58.98,4.69,2.99,9.63,5.25,5.83,7,8/19/2016
7154,NLA12_UT-222,1,7/12/2012,WMTNS,WMTNS,WMT,Fair,55.98,8.68,2.74,8.12,5.14,5.83,3.08,8/19/2016
7155,NLA12_UT-137,1,7/11/2012,WMTNS,WMTNS,WMT,Fair,54.72,8.02,3.29,5.72,3.22,6.67,5.91,8/19/2016
7163,NLA12_ID-112,1,7/12/2012,WMTNS,WMTNS,WMT,Poor,46.28,0,3.66,9.43,5.38,1.67,7.63,8/19/2016
7164,NLA12_ID-102,1,7/13/2012,WMTNS,WMTNS,WMT,Good,74.9,8.57,6.58,9.98,4.81,5,10,8/19/2016
7167,NLA12_ID-108,1,7/13/2012,WMTNS,WMTNS,WMT,Good,66.43,8.95,2.35,9.91,5.32,3.33,10,8/19/2016
7168,NLA12_ID-207,1,7/12/2012,WMTNS,WMTNS,WMT,Fair,56.33,6.27,5.2,8.54,5.01,0.83,7.95,8/19/2016
7172,NLA12_CA-R13,1,7/13/2012,WMTNS,WMTNS,WMT,Good,66.98,9.67,3.87,9.14,9.18,0.83,7.5,8/19/2016
7173,NLA12_CO-101,1,7/13/2012,PLAINS,PLNLOW,SPL,Fair,33.37,10,0,0.11,0,0,9.91,8/19/2016
7174,NLA12_NY-R02,1,7/11/2012,EHIGH,EHIGH,NAP,Good,85.02,9.79,9.95,9.99,10,5.7,5.58,8/19/2016
7178,NLA12_TX-136,1,7/15/2012,PLAINS,PLNLOW,SPL,Good,48.3,10,1.36,0,4.29,3.33,10,8/19/2016
7179,NLA12_WA-101,1,7/12/2012,WMTNS,WMTNS,WMT,Fair,60.95,5.56,2.99,8.73,2.62,6.67,10,8/19/2016
7187,NLA12_ID-165,1,7/15/2012,WMTNS,WMTNS,WMT,Fair,61.7,9.3,3.29,9.5,7.18,1.67,6.08,8/19/2016
7188,NLA12_ID-121,1,7/14/2012,WMTNS,WMTNS,WMT,Good,65,7.48,2.74,9.68,7.31,5,6.79,8/19/2016
7189,NLA12_ID-105,1,7/13/2012,WMTNS,WMTNS,WMT,Fair,58.25,6.87,2.06,9.2,7.13,2.5,7.19,8/19/2016
7190,NLA12_NY-0106,1,7/12/2012,EHIGH,EHIGH,NAP,Fair,66.88,7.13,9.97,8.86,9.93,2.68,1.56,8/19/2016
7196,NLA12_VA-109,2,7/16/2012,EHIGH,EHIGH,SAP,Poor,57.33,9.99,8.77,8.3,2.02,1.99,3.33,8/19/2016
7199,NLA12_SD-134,1,7/16/2012,PLAINS,PLNLOW,NPL,Poor,31.6,3.33,0,0.61,4.29,1.11,9.62,8/19/2016
7200,NLA12_CA-R12,1,7/15/2012,WMTNS,WMTNS,WMT,Good,77.47,9.96,7.31,9.83,6.8,6.67,5.91,8/19/2016
7205,NLA12_TX-111,1,7/16/2012,PLAINS,PLNLOW,SPL,Poor,23.78,4.27,0,0,0,0,10,8/19/2016
7206,NLA12_NY-0110,1,7/15/2012,EHIGH,EHIGH,NAP,Good,78.35,8.48,7.44,9.22,9.35,5.91,6.61,8/19/2016
7207,NLA12_OR-113,1,7/16/2012,WMTNS,WMTNS,WMT,Fair,58,9.85,2.35,8.16,5.9,4.17,4.37,8/19/2016
7208,NLA12_CA-190,1,7/16/2012,WMTNS,WMTNS,XER,Poor,50.27,9.53,2.86,2.93,6.72,0,8.12,8/19/2016
7209,NLA12_NJ-104,1,7/15/2012,CPL,PLNLOW,CPL,Good,63.42,9.06,7.19,8.61,0.61,7,5.58,8/19/2016
7210,NLA12_NJ-101,1,7/13/2012,EHIGH,EHIGH,NAP,Poor,45.38,8.41,3.55,6.7,5.19,1.17,2.21,8/19/2016
7217,NLA12_IL-118,1,7/17/2012,PLAINS,PLNLOW,TPL,Fair,39.27,2.49,4.48,0.25,5,5.56,5.78,8/19/2016
7219,NLA12_MD-115,1,7/17/2012,CPL,PLNLOW,CPL,Fair,50.07,5.12,7.27,9.19,0,4,4.46,8/19/2016
7224,NLA12_CT-118,1,7/17/2012,EHIGH,EHIGH,NAP,Good,92.05,9.35,9.64,9.63,10,10,6.61,8/19/2016
7225,NLA12_UT-294,1,7/17/2012,WMTNS,WMTNS,WMT,Good,71.48,10,6.58,8.55,3.93,8.33,5.5,8/19/2016
7226,NLA12_OR-123,1,7/17/2012,WMTNS,WMTNS,WMT,Fair,59.38,8.76,1.57,9.98,8.58,0.83,5.91,8/19/2016
7228,NLA12_AL-102,1,7/17/2012,EHIGH,EHIGH,SAP,Fair,68.73,9.5,9.98,7.79,8.75,2.35,2.87,8/19/2016
7229,NLA12_CA-154,1,7/17/2012,WMTNS,WMTNS,XER,Good,65.08,9.92,5.98,8.42,0.98,7.5,6.25,8/19/2016
7230,NLA12_CA-R06,1,7/16/2012,WMTNS,WMTNS,WMT,Good,81.75,9.49,8.97,10,3.09,7.5,10,8/19/2016
7231,NLA12_NH-111,1,7/17/2012,EHIGH,EHIGH,NAP,Fair,65.1,10,9.86,10,0,2.06,7.14,8/19/2016
7232,NLA12_OH-118,1,7/17/2012,PLAINS,PLNLOW,TPL,Fair,40.68,8.35,0,0,5,1.11,9.95,8/19/2016
7233,NLA12_RI-103,1,7/17/2012,EHIGH,EHIGH,NAP,Good,80.8,6.58,3.53,9.77,8.6,10,10,8/19/2016
7237,NLA12_VA-118,1,7/17/2012,EHIGH,EHIGH,SAP,Poor,39.9,0,6.09,0,8.2,7.96,1.69,8/19/2016
7238,NLA12_SD-108,1,7/17/2012,PLAINS,PLNLOW,NPL,Poor,28.87,1.27,5.31,0.05,2.86,1.11,6.72,8/19/2016
7242,NLA12_IA-101,2,7/17/2012,PLAINS,PLNLOW,TPL,Poor,16.82,0.7,0,0.18,2.14,3.33,3.74,8/19/2016
7243,NLA12_MN-113,1,7/17/2012,PLAINS,PLNLOW,TPL,Good,51.1,5.58,1.05,0.13,7.86,6.67,9.37,8/19/2016
7244,NLA12_TX-112,1,7/17/2012,PLAINS,PLNLOW,SPL,Poor,31.9,1.05,1.78,2.63,5.71,2.22,5.75,8/19/2016
7247,NLA12_TX-152,1,7/17/2012,PLAINS,PLNLOW,SPL,Poor,18.55,0.24,0.02,0,1.43,0,9.44,8/19/2016
7249,NLA12_IL-104,1,7/18/2012,PLAINS,PLNLOW,TPL,Fair,40.28,0.88,3.63,0.08,4.29,6.67,8.62,8/19/2016
7250,NLA12_OR-155,1,7/18/2012,WMTNS,WMTNS,WMT,Good,66.42,10,2.35,8.58,8.09,3.33,7.5,8/19/2016
7251,NLA12_MI-144,1,7/17/2012,UMW,PLNLOW,UMW,Fair,64.7,10,4,9.85,4.28,1.48,9.21,8/19/2016
7254,NLA12_CA-R10,1,7/17/2012,WMTNS,WMTNS,WMT,Fair,63.1,2.76,6.17,9.84,4.92,4.17,10,8/19/2016
7255,NLA12_MO-103,1,7/17/2012,PLAINS,PLNLOW,TPL,Fair,37.12,1.88,0.09,0.4,5.71,6.67,7.52,8/19/2016
7256,NLA12_WA-126,1,7/19/2012,WMTNS,WMTNS,WMT,Good,69.23,9.88,4.11,6.39,8.58,6.67,5.91,8/19/2016
7257,NLA12_WA-112,1,7/18/2012,WMTNS,WMTNS,WMT,Fair,63,10,5.49,7.87,5.9,4.17,4.37,8/19/2016
7258,NLA12_WA-108,1,7/17/2012,WMTNS,WMTNS,WMT,Fair,57.55,9.74,2.2,8.69,5.9,2.5,5.5,8/19/2016
7259,NLA12_VA-110,1,7/18/2012,EHIGH,EHIGH,SAP,Fair,69.37,7.29,7.2,6.31,9.44,4.65,6.73,8/19/2016
7260,NLA12_VA-103,1,7/18/2012,EHIGH,EHIGH,SAP,Fair,61.95,7.76,4.82,7.09,9.56,4.05,3.89,8/19/2016
7262,NLA12_OK-299,1,7/18/2012,EHIGH,EHIGH,SAP,Poor,52.28,8.13,0.27,8.6,9.59,1.45,3.33,8/19/2016
7263,NLA12_CA-167,1,7/18/2012,WMTNS,WMTNS,WMT,Good,66.17,9.46,5.49,9.87,5.47,3.33,6.08,8/19/2016
7264,NLA12_RI-108,1,7/18/2012,EHIGH,EHIGH,NAP,Good,86.98,9.88,9.31,9.9,7.54,7.96,7.6,8/19/2016
7265,NLA12_TX-201,1,7/18/2012,CPL,PLNLOW,CPL,Poor,48.12,6.83,9.8,2.83,0,2,7.41,8/19/2016
7266,NLA12_NY-0109,1,7/18/2012,EHIGH,EHIGH,NAP,Good,73.65,8.99,9.2,10,10,0,6,8/19/2016
7267,NLA12_SD-105,1,7/18/2012,PLAINS,PLNLOW,NPL,Fair,34.07,0.28,0.25,0,5.71,4.44,9.76,8/19/2016
7268,NLA12_IN-146,1,7/18/2012,EHIGH,EHIGH,SAP,Good,77.32,9.56,9.31,6.1,8.81,5.35,7.26,8/19/2016
7269,NLA12_PA-114,1,7/18/2012,EHIGH,EHIGH,NAP,Good,80,9.93,9.94,9.94,9.24,0.51,8.44,8/19/2016
7275,NLA12_NV-177,1,7/17/2012,WMTNS,WMTNS,XER,Good,64.67,9.51,7.31,8.15,0,8.33,5.5,8/19/2016
7276,NLA12_NV-137,1,7/16/2012,WMTNS,WMTNS,XER,Fair,55.57,9.96,9.4,5.65,0,8.33,0,8/19/2016
7277,NLA12_NV-119,2,7/18/2012,WMTNS,WMTNS,XER,Poor,51.62,9.69,5.49,0,5.43,2.5,7.86,8/19/2016
7278,NLA12_NV-101,2,7/17/2012,WMTNS,WMTNS,XER,Poor,49.75,9.93,5.49,0,1.69,9.17,3.57,8/19/2016
7282,NLA12_IL-106,1,7/19/2012,PLAINS,PLNLOW,TPL,Good,44.87,5.09,0.09,0.07,5,7.78,8.89,8/19/2016
7284,NLA12_NY-0111,1,7/16/2012,EHIGH,EHIGH,NAP,Good,86.67,8.85,9.97,9.3,9.64,5.57,8.67,8/19/2016
7286,NLA12_OK-296,1,7/16/2012,PLAINS,PLNLOW,SPL,Good,81.13,10,1.11,10,10,7.78,9.79,8/19/2016
7287,NLA12_NY-R08,1,7/17/2012,EHIGH,EHIGH,NAP,Good,85.92,8.78,9.59,8.43,9.64,10,5.11,8/19/2016
7288,NLA12_IN-116,1,7/19/2012,EHIGH,EHIGH,SAP,Good,75.27,7.73,10,7.49,10,1.59,8.35,8/19/2016
7289,NLA12_CA-R05,1,7/18/2012,WMTNS,WMTNS,WMT,Good,71.2,6,6.58,9.99,0.98,9.17,10,8/19/2016
7290,NLA12_AZ-140,1,7/19/2012,WMTNS,WMTNS,XER,Fair,58.87,9.27,0,9.21,5.32,4.17,7.35,8/19/2016
7291,NLA12_AL-R03,1,7/18/2012,EHIGH,EHIGH,SAP,Good,83.57,9.55,9.91,7.66,9.63,8.53,4.86,8/19/2016
7292,NLA12_AL-103,1,7/19/2012,EHIGH,EHIGH,SAP,Poor,50.82,9.96,10,9.36,1.17,0,0,8/19/2016
7294,NLA12_OH-127,1,7/19/2012,EHIGH,EHIGH,SAP,Good,78.12,9.73,9.98,8.8,8.23,4.55,5.58,8/19/2016
7295,NLA12_NH-109,1,7/19/2012,EHIGH,EHIGH,NAP,Good,84.37,9.6,10,9.84,9.93,6.85,4.4,8/19/2016
7297,NLA12_ME-R11,1,7/19/2012,EHIGH,EHIGH,NAP,Fair,68.13,10,9.99,9.22,0,2.59,9.08,8/19/2016
7298,NLA12_MD-103,1,7/19/2012,EHIGH,EHIGH,SAP,Good,84.5,9.49,7.98,9.03,8.06,7.96,8.18,8/19/2016
7304,NLA12_TX-182,1,7/19/2012,PLAINS,PLNLOW,SPL,Fair,41.5,2.68,2.71,0.08,5,5.56,8.87,8/19/2016
7305,NLA12_RI-111,2,7/19/2012,EHIGH,EHIGH,NAP,Fair,65.4,9.73,9.99,9.33,0,2.59,7.6,8/19/2016
7306,NLA12_NV-144,1,7/19/2012,WMTNS,WMTNS,XER,Fair,59.82,9.5,1.57,9.98,6.72,0,8.12,8/19/2016
7307,NLA12_GA-102,1,7/19/2012,CPL,PLNLOW,CPL,Fair,51.23,0,10,10,0,8,2.74,8/19/2016
7314,NLA12_ME-114,1,7/18/2012,EHIGH,EHIGH,NAP,Good,74.5,7.24,8.98,8.48,8.91,5.09,6,8/19/2016
7321,NLA12_MT-106,1,7/20/2012,PLAINS,PLNLOW,NPL,Fair,39.78,3.34,1.49,0,5.71,3.33,10,8/19/2016
7322,NLA12_CO-119,1,7/18/2012,WMTNS,WMTNS,WMT,Good,82.5,10,3.66,9.99,9.18,6.67,10,8/19/2016
7325,NLA12_CO-106,1,7/20/2012,PLAINS,PLNLOW,SPL,Poor,29.35,1.02,0.07,0.09,4.29,4.44,7.7,8/19/2016
7338,NLA12_CA-R01,1,7/20/2012,WMTNS,WMTNS,WMT,Good,66.4,9.61,8.97,7.88,3.63,6.67,3.08,8/19/2016
7339,NLA12_NY-R04,1,7/20/2012,EHIGH,EHIGH,NAP,Fair,63.68,9.83,9.99,7.97,0,9.75,0.67,8/19/2016
7340,NLA12_NY-R11,1,7/19/2012,EHIGH,EHIGH,NAP,Fair,63.63,10,10,10,0,0,8.18,8/19/2016
7341,NLA12_CA-111,1,7/19/2012,WMTNS,WMTNS,XER,Fair,56.67,0,2.53,9.97,8.17,3.33,10,8/19/2016
7344,NLA12_NE-101,1,7/22/2012,PLAINS,PLNLOW,SPL,Poor,5.53,0.31,0.31,0.48,0,2.22,0,8/19/2016
7350,NLA12_ND-114,1,7/23/2012,PLAINS,PLNLOW,NPL,Fair,41.8,5.91,7.79,0.05,1.43,0,9.9,8/19/2016
7357,NLA12_SD-133,1,7/23/2012,PLAINS,PLNLOW,NPL,Good,46.15,5.94,3.41,0.05,3.57,5.56,9.16,8/19/2016
7360,NLA12_PA-R10,1,7/23/2012,EHIGH,EHIGH,SAP,Good,92.2,9.94,9.95,10,10,5.43,10,8/19/2016
7361,NLA12_PA-R11,1,7/24/2012,EHIGH,EHIGH,SAP,Good,81.42,9.87,9.46,9.91,4.74,6.52,8.35,8/19/2016
7364,NLA12_OK-306,1,7/23/2012,PLAINS,PLNLOW,SPL,Good,47.97,2.28,1.89,0.09,7.86,8.89,7.77,8/19/2016
7366,NLA12_CA-200,1,7/23/2012,WMTNS,WMTNS,WMT,Good,73.98,9.61,7.31,9.33,4.81,8.33,5,8/19/2016
7367,NLA12_UT-203,1,7/23/2012,WMTNS,WMTNS,WMT,Good,82.27,9.63,7.31,9.85,5.9,6.67,10,8/19/2016
7368,NLA12_AL-104,1,7/23/2012,CPL,PLNLOW,CPL,Poor,33,10,0,1.46,0,8,0.34,8/19/2016
7369,NLA12_NE-106,1,7/23/2012,PLAINS,PLNLOW,TPL,Good,56.42,7.03,4.26,0.07,5,7.78,9.71,8/19/2016
7370,NLA12_IN-108,1,7/23/2012,UMW,PLNLOW,UMW,Good,72.08,10,4.45,9.17,7.25,4.72,7.66,8/19/2016
7371,NLA12_IA-120,2,7/23/2012,PLAINS,PLNLOW,TPL,Poor,14.43,2.16,0,3.31,0,0,3.19,8/19/2016
7372,NLA12_MS-103,1,7/23/2012,CPL,PLNLOW,CPL,Fair,51.83,10,10,1.55,0,5,4.55,8/19/2016
7374,NLA12_AL-101,2,7/21/2012,EHIGH,EHIGH,SAP,Fair,60.65,9.73,8.33,8.56,1.48,3.18,5.11,8/19/2016
7375,NLA12_AL-112,1,7/22/2012,CPL,PLNLOW,CPL,Fair,54.92,9.06,5.13,10,0,5,3.76,8/19/2016
7376,NLA12_AL-R05,1,7/21/2012,CPL,PLNLOW,CPL,Good,58.35,10,9.08,1.77,0.12,8,6.04,8/19/2016
7377,NLA12_NY-R07,1,7/22/2012,EHIGH,EHIGH,NAP,Good,87.35,9.4,9.98,8.94,9.52,7.96,6.61,8/19/2016
7378,NLA12_VA-R14,1,7/24/2012,EHIGH,EHIGH,SAP,Good,80.1,9.18,9.59,8.41,8.75,3.18,8.95,8/19/2016
7379,NLA12_CA-R03,1,7/22/2012,WMTNS,WMTNS,XER,Poor,54.1,0,2.35,9.99,10,3.33,6.79,8/19/2016
7380,NLA12_NH-101,2,7/24/2012,EHIGH,EHIGH,NAP,Good,82,9.23,9.98,9.09,9.95,6.09,4.86,8/19/2016
7381,NLA12_MN-126,1,7/24/2012,UMW,PLNLOW,UMW,Good,80.9,10,6.66,9.51,7.26,7.24,7.87,8/19/2016
7383,NLA12_WY-124,1,7/24/2012,WMTNS,WMTNS,WMT,Good,64.48,10,4.7,6.24,5.25,2.5,10,8/19/2016
7384,NLA12_ND-109,1,7/24/2012,PLAINS,PLNLOW,NPL,Poor,26.68,0.02,3.15,0.02,5,5.56,2.26,8/19/2016
7385,NLA12_IL-120,1,7/24/2012,PLAINS,PLNLOW,TPL,Fair,37.08,3.59,1.37,0,2.86,4.44,9.99,8/19/2016
7389,NLA12_ME-R08,1,7/21/2012,EHIGH,EHIGH,NAP,Good,84.65,9.48,9.97,9.91,8,7.96,5.47,8/19/2016
7390,NLA12_ME-R02,1,7/20/2012,EHIGH,EHIGH,NAP,Good,76.13,9.26,8.12,6.38,8.71,9.06,4.15,8/19/2016
7392,NLA12_AR-101,1,7/23/2012,CPL,PLNLOW,CPL,Good,62.12,8.82,9.83,8.93,0.41,4,5.28,8/19/2016
7394,NLA12_AL-105,2,7/24/2012,CPL,PLNLOW,CPL,Poor,45.22,8.24,9.23,6.73,0,1,1.93,8/19/2016
7395,NLA12_CO-129,1,7/24/2012,PLAINS,PLNLOW,SPL,Good,57.55,9.84,1.36,0,7.86,5.56,9.91,8/19/2016
7396,NLA12_CA-R02,1,7/23/2012,WMTNS,WMTNS,WMT,Fair,64.3,10,2.06,9.57,8.49,0.83,7.63,8/19/2016
7402,NLA12_OK-119,1,7/24/2012,PLAINS,PLNLOW,SPL,Fair,33.2,0.99,0.68,0.12,4.29,5.56,8.28,8/19/2016
7403,NLA12_MN-141,1,7/24/2012,UMW,PLNLOW,UMW,Good,72.3,9.51,2.96,9.98,9.55,1.45,9.93,8/19/2016
7404,NLA12_MS-126,1,7/24/2012,CPL,PLNLOW,CPL,Good,58.57,6.07,10,4.97,1.17,10,2.93,8/19/2016
7405,NLA12_NE-110,1,7/24/2012,PLAINS,PLNLOW,TPL,Good,59.07,3.56,5.03,0.04,7.14,10,9.67,8/19/2016
7406,NLA12_WY-102,1,7/24/2012,PLAINS,PLNLOW,NPL,Poor,19.6,0.01,1.75,0,0,0,10,8/19/2016
7409,NLA12_AR-105,1,7/24/2012,CPL,PLNLOW,CPL,Good,61.37,9.93,10,6.45,0,4,6.44,8/19/2016
7410,NLA12_VA-104,1,7/25/2012,EHIGH,EHIGH,SAP,Fair,66.2,7.18,7.93,7.17,6.6,5.57,5.27,8/19/2016
7411,NLA12_MN-110,1,7/25/2012,UMW,PLNLOW,UMW,Fair,57.53,10,6.15,9.16,4.14,0,5.07,8/19/2016
7412,NLA12_ID-210,1,7/24/2012,WMTNS,WMTNS,WMT,Good,78.77,9.76,5.98,9.84,5.01,6.67,10,8/19/2016
7413,NLA12_ID-145,1,7/23/2012,WMTNS,WMTNS,WMT,Good,66.13,1.63,4.7,10,9.18,4.17,10,8/19/2016
7414,NLA12_SD-189,1,7/25/2012,PLAINS,PLNLOW,NPL,Poor,29.28,1.34,0.37,0.19,3.57,5.56,6.54,8/19/2016
7416,NLA12_MO-101,1,7/24/2012,PLAINS,PLNLOW,TPL,Good,44.57,6.8,0,0.7,4.29,5.56,9.39,8/19/2016
7417,NLA12_ND-149,1,7/25/2012,PLAINS,PLNLOW,NPL,Poor,24.6,0.52,0.29,0.05,3.57,3.33,7,8/19/2016
7418,NLA12_ND-164,1,7/25/2012,PLAINS,PLNLOW,NPL,Fair,37.32,2.79,2.61,0.16,3.57,4.44,8.82,8/19/2016
7419,NLA12_MN-R12,1,7/25/2012,UMW,PLNLOW,UMW,Poor,53.98,10,8,0,3.02,5.17,6.2,8/19/2016
7420,NLA12_ME-134,1,7/24/2012,EHIGH,EHIGH,NAP,Good,76.77,6.43,9.33,6.79,10,5.91,7.6,8/19/2016
7421,NLA12_NY-R06,1,7/25/2012,EHIGH,EHIGH,NAP,Fair,69.15,6.25,6.85,7.87,9.17,6.24,5.11,8/19/2016
7422,NLA12_NY-R03,1,7/24/2012,EHIGH,EHIGH,NAP,Good,75.13,8.08,7.67,9.07,8.43,6.36,5.47,8/19/2016
7423,NLA12_CA-166,1,7/24/2012,WMTNS,WMTNS,WMT,Good,66.1,9.47,5.06,8.84,4.5,5,6.79,8/19/2016
7424,NLA12_CA-112,1,7/25/2012,WMTNS,WMTNS,XER,Fair,61.37,9.39,2.53,6.81,5.9,5,7.19,8/19/2016
7425,NLA12_MN-157,1,7/25/2012,UMW,PLNLOW,UMW,Poor,45.78,10,6.15,8.15,1.14,0,2.03,8/19/2016
7429,NLA12_ME-R15,1,7/25/2012,EHIGH,EHIGH,NAP,Good,82.12,9.75,9.76,9.71,4.49,7.96,7.6,8/19/2016
7430,NLA12_ME-R06,1,7/24/2012,EHIGH,EHIGH,NAP,Good,79.08,9.75,9.77,7.33,9.04,10,1.56,8/19/2016
7431,NLA12_ME-R10,1,7/23/2012,EHIGH,EHIGH,NAP,Good,87.7,9.78,9.88,10,9.14,8.71,5.11,8/19/2016
7432,NLA12_MN-R01,1,7/24/2012,UMW,PLNLOW,UMW,Good,84.28,10,4.7,9.93,7.35,10,8.59,8/19/2016
7433,NLA12_MS-105,1,7/25/2012,CPL,PLNLOW,CPL,Good,69.27,9.75,10,10,0,4,7.81,8/19/2016
7435,NLA12_NE-129,1,7/25/2012,PLAINS,PLNLOW,TPL,Fair,34.47,3.14,0,0,6.43,1.11,10,8/19/2016
7441,NLA12_NH-112,2,7/26/2012,EHIGH,EHIGH,NAP,Good,84.33,8.24,7.98,7.55,9.68,8.8,8.35,8/19/2016
7442,NLA12_IN-160,1,7/25/2012,UMW,PLNLOW,UMW,Poor,44.75,10,8,2.06,2.56,4.23,0,8/19/2016
7443,NLA12_IN-172,1,7/25/2012,UMW,PLNLOW,UMW,Fair,60.17,10,0,8.31,5.02,7.24,5.53,8/19/2016
7444,NLA12_IN-128,1,7/26/2012,UMW,PLNLOW,UMW,Fair,57.88,7.82,4,8.65,8.32,0,5.94,8/19/2016
7446,NLA12_IL-109,1,7/25/2012,PLAINS,PLNLOW,TPL,Fair,42.8,0.15,6.65,0.04,3.57,7.78,7.49,8/19/2016
7449,NLA12_ND-193,1,7/26/2012,PLAINS,PLNLOW,NPL,Fair,34.03,2.97,0.25,0.01,5,2.22,9.97,8/19/2016
7450,NLA12_CT-107,1,7/25/2012,EHIGH,EHIGH,NAP,Fair,65.48,8.21,6.73,5.42,7.46,5.09,6.38,8/19/2016
7451,NLA12_SD-165,1,7/26/2012,PLAINS,PLNLOW,NPL,Good,47.23,3.9,2.01,0.51,6.43,6.67,8.82,8/19/2016
7453,NLA12_GA-104,1,7/25/2012,EHIGH,EHIGH,SAP,Fair,64.77,9.99,9.79,10,0,2.35,6.73,8/19/2016
7455,NLA12_VA-126,1,7/26/2012,EHIGH,EHIGH,SAP,Fair,65.25,7.06,5.83,8.57,9.21,5.91,2.57,8/19/2016
7459,NLA12_AL-114,1,7/26/2012,EHIGH,EHIGH,SAP,Poor,58.05,9.99,9.99,6.63,1.73,2.23,4.26,8/19/2016
7460,NLA12_SD-132,1,7/26/2012,PLAINS,PLNLOW,NPL,Fair,34.52,0.71,1.79,0.15,6.43,4.44,7.19,8/19/2016
7461,NLA12_GA-R01,1,7/25/2012,EHIGH,EHIGH,SAP,Fair,63.35,9.86,9.99,5.38,4.9,1.27,6.61,8/19/2016
7462,NLA12_IA-102,1,7/26/2012,PLAINS,PLNLOW,TPL,Poor,6.12,0,0.22,0.12,0,3.33,0,8/19/2016
7463,NLA12_ME-109,1,7/25/2012,EHIGH,EHIGH,NAP,Fair,65.17,9.98,9.92,9.71,0,2.45,7.04,8/19/2016
7464,NLA12_MN-R13,1,7/26/2012,UMW,PLNLOW,UMW,Fair,58.02,10,10,4.73,2.06,1.72,6.3,8/19/2016
7465,NLA12_NV-R01,1,7/25/2012,WMTNS,WMTNS,XER,Good,65.33,7.8,2.74,9.63,6.66,5.83,6.54,8/19/2016
7466,NLA12_RI-102,2,7/25/2012,EHIGH,EHIGH,NAP,Good,85.63,9.83,7.89,6.04,9.66,7.96,10,8/19/2016
