UID,LAB,CHLL_BATCH_ID,CHLX_BATCH_ID,CHLL_UNITS,CHLX_UNITS,CHLL_DATE_ANALYZED,CHLL_DATE_FILTERED,CHLL_DILUTION_FACTOR,CHLL_EXTRACT,CHLL_HOLDING_TIME,CHLL_LAB_FLAG,CHLL_LAB_SAMPLE_ID,CHLL_MDL,CHLL_QA_FLAG,CHLL_RESULT,CHLL_RL,CHLL_SAMPLEVOL,CHLL_VOLUME_ADJUST,CHLX_DATE_ANALYZED,CHLX_DATE_FILTERED,CHLX_DILUTION_FACTOR,CHLX_EXTRACT,CHLX_HOLDING_TIME,CHLX_LAB_FLAG,CHLX_LAB_SAMPLE_ID,CHLX_MDL,CHLX_QA_FLAG,CHLX_RESULT,CHLX_RL,CHLX_SAMPLEVOL,CHLX_VOLUME_ADJUST,CHLL_LAB_COMMENT,CHLX_LAB_COMMENT
6832,PADEP,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,,,,,,1569757,0.001,,8.01,0.001,250,,,,,,,,1569757,0.001,,5.19,0.001,350,,,
6833,PADEP,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,,,,,,1569272,0.001,,5.79,0.001,300,,,,,,,,1569272,0.001,,11.19,0.001,310,,,
6834,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,34.9,13,,1210238,0.5,,2.79,1,500,,11-Jul-12,,,20.5,14,,1210238,0.5,,1.171428571,1,700,,,
6837,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,28.6,13,,1210227,0.5,,2.29,1,500,,11-Jul-12,,,29.4,14,,1210227,0.5,,2.352,1,500,,,
6838,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,152,21,,1210283,0.5,,60.8,1,100,,17-Jul-12,,,195,20,,1210283,0.5,,78,1,100,,,
6839,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,34,15,,1210275,0.5,,5.44,1,250,,17-Jul-12,,,38,20,,1210275,0.5,,6.08,1,250,,,
6840,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,177,14,,1210264,0.5,,141.6,1,50,,17-Jul-12,,,169,19,,1210264,0.5,,135.2,1,50,,,
6841,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,179,15,,1210247,0.5,,17.9,1,400,,11-Jul-12,,,111,14,,1210247,0.5,,59.2,1,75,,,
6843,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,582,15,,1210268,0.5,,465.6,1,50,,17-Jul-12,,,112,20,,1210268,0.5,,14.9,1,300,,,
6848,WRS,120706.1,120706.1,ug/L,ug/L,6-Jul-12,,,91.7,8,,1210259,0.5,,18.3,1,200,,6-Jul-12,,,99.2,8,,1210259,0.5,,15.9,1,250,,PROBLEM SAMPLE,PROBLEM SAMPLE
6849,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,47.6,15,,1210263,0.5,,7.62,1,250,,17-Jul-12,,,46.8,20,,1210263,0.5,,3.744,1,500,,,
6851,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,97.9,14,,1210270,0.5,,17.8,1,220,,17-Jul-12,,,114,19,,1210270,0.5,,21.71428571,1,210,,,
6852,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,309,14,,1210253,0.5,,12.36,1,1000,,11-Jul-12,,,291,13,,1210253,0.5,,11.64,1,1000,,,
6853,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,302,14,,1210251,0.5,,16.11,1,750,,11-Jul-12,,9,798.3,13,,1210251,0.5,,42.576,1,750,,,
6854,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,35.6,14,,1210266,0.5,,1.42,1,1000,,17-Jul-12,,,38,19,,1210266,0.5,,1.52,1,1000,,,
6856,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,34,14,,1210255,0.5,,13.6,1,100,,11-Jul-12,,,55.2,13,,1210255,0.5,,14.72,1,150,,,
6858,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,51.2,14,,1210257,0.5,,2.05,1,1000,,11-Jul-12,,,43.5,13,,1210257,0.5,,1.74,1,1000,,,
6860,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,205,14,,1210248,0.5,,32.8,1,250,,11-Jul-12,,,233,13,,1210248,0.5,,37.28,1,250,,,
6865,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,88.5,16,,1210246,0.5,,3.54,1,1000,,11-Jul-12,,,176,15,,1210246,0.5,,7.04,1,1000,,,
6866,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,213,16,,1210245,0.5,,94.67,1,90,,11-Jul-12,,,186,15,,1210245,0.5,,93,1,80,,,
6868,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,168,20,,1210277,0.5,,13.44,1,500,,17-Jul-12,,,222,19,,1210277,0.5,,11.84,1,750,,,
6869,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,265,20,,1210281,0.5,,53,1,200,,17-Jul-12,,,239,19,,1210281,0.5,,47.8,1,200,,,
6870,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,35.6,14,,1210274,0.5,,5.7,1,250,,17-Jul-12,,,29,19,,1210274,0.5,,4.64,1,250,,,
6871,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,321,14,,1210276,0.5,,42.8,1,300,,17-Jul-12,,,135,19,,1210276,0.5,,10.8,1,500,,,
6874,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,103,13,,1210236,0.5,,5.89,1,700,,11-Jul-12,,,116,14,,1210236,0.5,,5.8,1,800,,,
6875,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,15.5,14,,1210261,0.5,,2.48,1,250,,17-Jul-12,,,61.7,19,,1210261,0.5,,1.762857143,1,1400,,,
6876,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,71.7,20,,1210280,0.5,,5.74,1,500,,17-Jul-12,,,83.8,19,,1210280,0.5,,6.704,1,500,,,
6877,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,201,20,,1210279,0.5,,22.97,1,350,,17-Jul-12,,,221,19,,1210279,0.5,,25.25714286,1,350,,,
6888,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,81.1,20,,1210282,0.5,,3.24,1,1000,,17-Jul-12,,,55.6,19,,1210282,0.5,,2.224,1,1000,,,
6889,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,5.37,20,,1210278,0.5,,0.86,1,250,,17-Jul-12,,,8.46,19,,1210278,0.5,,1.35,1,250,,,
6905,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,132,14,,1210269,0.5,,21.12,1,250,,17-Jul-12,,,139,19,,1210269,0.5,,22.24,1,250,,,
6915,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,144,16,,1210290,0.5,,57.6,1,100,,17-Jul-12,,,182,15,,1210290,0.5,,72.8,1,100,,,
6918,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,80,13,,1210272,0.5,,53.33,1,60,,17-Jul-12,,,111,18,,1210272,0.5,,74,1,60,,,
6919,OKDEQ,CHLL-20120801,CHLX-20120801,ug/L,ug/L,1-Aug-12,,,,30,,NLA12_OK-103,,,9.04,0.1,500,,1-Aug-12,,,,30,,NLA12_OK-103,,,19.4,0.1,250,,,
6923,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,48.5,16,,1210287,0.5,,3.88,1,500,,17-Jul-12,,,47,15,,1210287,0.5,,3.76,1,500,,,
6925,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,71.5,16,,1210286,0.5,,3.81,1,750,,17-Jul-12,,,42.5,15,,1210286,0.5,,1.7,1,1000,,,
6926,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,145,16,,1210288,0.5,,77.33,1,75,,17-Jul-12,,,187,15,,1210288,0.5,,74.8,1,100,,,
6927,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,104,16,,1210300,0.5,,12.61,1,330,,17-Jul-12,,,165,15,,1210300,0.5,,20,1,330,,,
6929,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,27.7,16,,1210296,0.5,,4.43,1,250,,17-Jul-12,,,32.2,15,,1210296,0.5,,5.152,1,250,,,
6937,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,19.6,16,,1210294,0.5,,0.78,1,1000,,17-Jul-12,,,32.4,15,,1210294,0.5,,1.296,1,1000,,,
6939,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,68.5,16,,1210284,0.5,,10.96,1,250,,17-Jul-12,,,100,15,,1210284,0.5,,11.42857143,1,350,,,
6940,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,26.4,15,,1210293,0.5,,1.41,1,750,,17-Jul-12,,,39.5,14,,1210293,0.5,,1.264,1,1250,,,
6944,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,22.4,14,,1210299,0.5,,0.56,1,1600,,17-Jul-12,,,24.9,13,,1210299,0.5,,0.664,1,1500,,,
6945,WRS,120706.1,120717.1,ug/L,ug/L,6-Jul-12,,,20.7,5,,1210285,0.5,,1.66,1,500,,17-Jul-12,,,38.9,16,,1210285,0.5,,2.593333333,1,600,,PROBLEM SAMPLE,
6946,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,21.4,16,,1210289,0.5,,0.78,1,1100,,17-Jul-12,,,15.5125,15,<LRL (1),1210289,0.5,L,0.6205,1,1000,3,,
6953,WRS,,120719.1,,ug/L,19-Jul-12,,,,,M,1210304,,M,,,250,,19-Jul-12,,,111,14,,1210304,0.5,,17.76,1,250,,CRACKED TUBE-SAMPLE LOST IN CENTRIFUGE; PROBLEM SAMPLE,PROBLEM SAMPLE
6958,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,65.9,15,,1210292,0.5,,5.27,1,500,,17-Jul-12,,,46.6,14,,1210292,0.5,,3.73,1,500,5,,
6959,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,27.8,16,,1210295,0.5,,1.48,1,750,,17-Jul-12,,,29.2,15,,1210295,0.5,,1.168,1,1000,,,
6963,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,57.1,13,,1210298,0.5,,4.57,1,500,,17-Jul-12,,,58.4,12,,1210298,0.5,,4.672,1,500,,,
6964,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,34.3,13,,1210303,0.5,,18.3,1,75,,17-Jul-12,,,32.2,12,,1210303,0.5,,17.17333333,1,75,,,
6966,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,115,19,,1210317,0.5,,4.6,1,1000,,19-Jul-12,,,89.1,14,,1210317,0.5,,3.564,1,1000,,,
6967,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,61,13,,1210301,0.5,,9.76,1,250,,17-Jul-12,,,60.7,12,,1210301,0.5,,9.338461538,1,260,,,
6968,WRS,120718.1,120719.1,ug/L,ug/L,18-Jul-12,,,32.3,13,,1210306,0.5,,1.72,1,750,,19-Jul-12,,,33.3,14,,1210306,0.5,,1.776,1,750,,,
6969,WRS,120718.1,120719.1,ug/L,ug/L,18-Jul-12,,,8.52,13,,1210308,0.5,,8.52,1,40,,19-Jul-12,,,8,14,,1210308,0.5,,5.333,1,60,,,
6970,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,13.5,19,,1210316,0.5,,0.27,1,2000,,19-Jul-12,,,10.6,14,,1210316,0.5,,0.424,1,1000,,,
6971,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,28.7,19,,1210309,0.5,,11.48,1,100,,19-Jul-12,,,153,14,,1210309,0.5,,24.48,1,250,,,
6976,WRS,120718.1,120719.1,ug/L,ug/L,18-Jul-12,,,15.2,13,,1210307,0.5,,0.61,1,1000,,19-Jul-12,,,13.9,14,,1210307,0.5,,0.371,1,1500,,,
6977,WRS,120719.1,120719.1,ug/L,ug/L,19-Jul-12,,,141,14,,1210311,0.5,,56.4,1,100,,19-Jul-12,,,156,14,,1210311,0.5,,62.4,1,100,,PROBLEM SAMPLE,PROBLEM SAMPLE
6981,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,80.9,19,,1210313,0.5,,3.24,1,1000,,19-Jul-12,,,330,14,,1210313,0.5,,13.2,1,1000,,,
6983,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,26,14,,1210302,0.5,,2.08,1,500,,17-Jul-12,,,21.8,13,V,1210302,0.5,X4,1.744,1,500,,,FILTERED THROUGH KIMWIPE
6984,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,86.1,13,,1210297,0.5,,4.59,1,750,,17-Jul-12,,,93.5,12,,1210297,0.5,,4.986666667,1,750,,,
6991,WRS,120718.1,120717.1,ug/L,ug/L,18-Jul-12,,,9.08,14,,1210305,0.5,,0.48,1,750,,17-Jul-12,,,9.73,13,,1210305,0.5,,0.519,1,750,,,
6992,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,22.1,19,,1210318,0.5,,2.21,1,400,,25-Jul-12,,,27.4,20,,1210318,0.5,,2.192,1,500,,,
6999,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,29.5,18,,1210319,0.5,,1.18,1,1000,,25-Jul-12,,,25.6,19,,1210319,0.5,,1.02,1,1000,,,
7000,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,14,17,,1210327,0.5,,2.24,1,250,,25-Jul-12,,,21.5,18,,1210327,0.5,,3.44,1,250,,,
7001,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,444,19,,1210315,0.5,,35.52,1,500,,19-Jul-12,,,263,14,,1210315,0.5,,21.04,1,500,,,PROBLEM SAMPLE
7002,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,45.1,18,,1210310,0.5,,3.61,1,500,,19-Jul-12,,,140,13,,1210310,0.5,,11.2,1,500,,,
7004,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,62.2,18,,1210312,0.5,,3.32,1,750,,19-Jul-12,,,85.9,13,,1210312,0.5,,4.581,1,750,,,
7005,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,42.7,19,,1210314,0.5,,6.83,1,250,,19-Jul-12,,,42.5,14,,1210314,0.5,,6.8,1,250,,,
7006,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,25.7,16,,1210328,0.5,,4.11,1,250,,25-Jul-12,,,33.8,17,,1210328,0.5,,5.408,1,250,,,
7017,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,69.5,15,,1210333,0.5,,13.9,1,200,,25-Jul-12,,,48,16,,1210333,0.5,,4.8,1,400,,,
7020,WPCL,L-341-12_12_2327,L-341-12_12_2327,ug/L,ug/L,,,,254,,,NLA12_CA-101,4,,8,5,750,,,,,211,,,NLA12_CA-101,4,,14,5,750,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7021,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,9,15,,1210321,0.5,,1.44,1,250,,25-Jul-12,,,5.83,16,,1210321,0.5,,0.9328,1,250,,,
7022,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,72.2,15,,1210345,0.5,,7.22,1,400,,25-Jul-12,,,82.7,16,,1210345,0.5,,6.616,1,500,,,
7023,OKDEQ,CHLL-20120801,CHLX-20120801,ug/L,ug/L,1-Aug-12,,,,23,,NLA12_OK-105,,,33.8,0.1,110,,1-Aug-12,,,,23,,NLA12_OK-105,,,33.9,0.1,140,,,
7026,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,138,15,,1210323,0.5,,22.08,1,250,,25-Jul-12,,,43.9,16,,1210323,0.5,,1.756,1,1000,,,
7027,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,35.8,15,,1210334,0.5,,2.86,1,500,,25-Jul-12,,,52.9,16,,1210334,0.5,,2.821333333,1,750,,,
7028,OKDEQ,CHLL-20120801,CHLX-20120801,ug/L,ug/L,1-Aug-12,,,,23,,NLA12_OK-106,,,28.4,0.1,60,,1-Aug-12,,,,23,,NLA12_OK-106,,,26.8,0.1,365,,,
7039,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,9,882.9,15,,1210322,0.5,,141.26,1,250,,25-Jul-12,,9,786.6,16,,1210322,0.5,,41.952,1,750,,,
7041,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,86.3,14,,1210342,0.5,,23,1,150,5,25-Jul-12,,,53.8,15,,1210342,0.5,,14.34666667,1,150,,,
7042,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,50.4,14,,1210329,0.5,,2.69,1,750,,25-Jul-12,,,50.3,15,,1210329,0.5,,2.682666667,1,750,,,
7043,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,38.3,15,,1210325,0.5,,2.55,1,600,,25-Jul-12,,,54.4,16,,1210325,0.5,,2.901333333,1,750,,,
7052,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,91.4,14,,1210341,0.5,,10.45,1,350,,25-Jul-12,,,89.5,15,,1210341,0.5,,10.22857143,1,350,,,
7053,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,210,14,,1210330,0.5,,33.6,1,250,,25-Jul-12,,,416,15,,1210330,0.5,,66.56,1,250,,,
7054,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,169,14,,1210326,0.5,,27.04,1,250,,25-Jul-12,,,404.2,15,,1210326,0.5,,64.672,1,250,3,,
7055,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,36.2,14,,1210332,0.5,,1.93,1,750,,25-Jul-12,,,58.8,15,,1210332,0.5,,3.136,1,750,,,
7056,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,17.2,15,,1210359,0.5,,0.92,1,750,,25-Jul-12,,,16.1,15,,1210359,0.5,,0.858666667,1,750,,,
7057,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,36.2,14,,1210349,0.5,,1.93,1,750,,25-Jul-12,,,31.2,15,,1210349,0.5,,1.56,1,800,,,
7058,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,124,14,,1210353,0.5,,9.02,1,550,,25-Jul-12,,,158,15,,1210353,0.5,,7.9,1,800,,,
7059,OKDEQ,CHLL-20120801,CHLX-20120801,ug/L,ug/L,1-Aug-12,,,,22,,NLA12_OK-117,,,154,0.1,100,,1-Aug-12,,,,22,,NLA12_OK-117,,,109,0.1,112,,,
7061,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,95.7,14,,1210343,0.5,,12.76,1,300,,25-Jul-12,,,153,15,,1210343,0.5,,20.4,1,300,,,
7062,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,448,14,,1210356,0.5,,94.32,1,190,,25-Jul-12,,,492,15,,1210356,0.5,,93.71428571,1,210,,,
7063,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,73.3,14,,1210346,0.5,,19.55,1,150,,25-Jul-12,,,66.3,15,,1210346,0.5,,21.216,1,125,,,
7064,WPCL,L-340-12_12_2328,L-340-12_12_2328,ug/L,ug/L,,,,83,,<MDL (4),NLA12_CA-180,4,ND;X2,4.4,5,750,,,,,64,,<MDL (4),NLA12_CA-180,4,ND;X2,3.4,5,750,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7065,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,44.6,15,,1210362,0.5,,0.89,1,2000,,25-Jul-12,,,31.5,15,,1210362,0.5,,0.63,1,2000,,,
7067,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,283,14,,1210344,0.5,,22.64,1,500,,25-Jul-12,,,366,15,,1210344,0.5,,24.4,1,600,,,
7068,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,41.7,15,,1210360,0.5,,16.68,1,100,,25-Jul-12,,,48.7,15,,1210360,0.5,,19.48,1,100,,,
7086,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,35.5,13,,1210348,0.5,,1.42,1,1000,,25-Jul-12,,,29.6,14,,1210348,0.5,,1.184,1,1000,,,
7088,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,59,13,,1210340,0.5,,4.72,1,500,,25-Jul-12,,,40.9,14,,1210340,0.5,,3.272,1,500,,,
7089,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,124,14,,1210339,0.5,,9.92,1,500,,25-Jul-12,,,29.5,15,,1210339,0.5,,2.36,1,500,,,
7091,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,269,13,,1210354,0.5,,10.76,1,1000,,25-Jul-12,,9,710.1,14,,1210354,0.5,,28.404,1,1000,,,
7092,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,20.9,14,,1210331,0.5,,3.34,1,250,,25-Jul-12,,,152,15,,1210331,0.5,,24.32,1,250,,,
7094,WRS,120724.1,120719.1,ug/L,ug/L,24-Jul-12,,,293,13,,1210335,0.5,,46.88,1,250,,19-Jul-12,,,285,8,,1210335,0.5,,45.6,1,250,,,PROBLEM SAMPLE
7095,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,159,13,,1210351,0.5,,25.44,1,250,,25-Jul-12,,,71.9,14,,1210351,0.5,,11.504,1,250,,,
7096,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,30.1,14,,1210378,0.5,,1.61,1,750,,27-Jul-12,,,17.1,16,,1210378,0.5,,0.912,1,750,,,
7097,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,81.6,14,,1210373,0.5,,2.18,1,1500,,27-Jul-12,,,102,16,,1210373,0.5,,2.72,1,1500,,,
7100,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,37.5,14,,1210381,0.5,,0.8,1,1870,,27-Jul-12,,,21.4,16,,1210381,0.5,,0.428,1,2000,,,
7102,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,45.8,13,,1210347,0.5,,3.66,1,500,,25-Jul-12,,,30.4,14,,1210347,0.5,,3.04,1,400,,,
7103,WRS,120719.1,120725.1,ug/L,ug/L,19-Jul-12,,,40.8,8,,1210364,0.5,,3.26,1,500,,25-Jul-12,,,35.1,14,,1210364,0.5,,2.808,1,500,,PROBLEM SAMPLE,
7104,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,29.5,14,,1210363,0.5,,4.72,1,250,,25-Jul-12,,,33.8,14,,1210363,0.5,,5.408,1,250,,,
7105,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,9,696.6,14,,1210382,0.5,,185.76,1,150,5,27-Jul-12,,9,766.8,16,,1210382,0.5,,204.48,1,150,,,
7106,OKDEQ,CHLL-20120801,CHLX-20120801,ug/L,ug/L,1-Aug-12,,,,21,MI,NLA12_OK-302,,,4.04,0.1,700,,1-Aug-12,,,,21,MI,NLA12_OK-302,,,4.42,0.1,400,,,
7107,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,185,14,,1210361,0.5,,12.76,1,580,,25-Jul-12,,,216,14,,1210361,0.5,,17.28,1,500,,,
7108,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,101,14,,1210380,0.5,,40.4,1,100,,27-Jul-12,,,128,16,,1210380,0.5,,51.2,1,100,,,
7109,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,24.2,14,,1210376,0.5,,3.23,1,300,,27-Jul-12,,,25.4,16,,1210376,0.5,,2.902857143,1,350,,,
7113,PADEP,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,,,,,,1571875,0.001,,4.34,0.001,400,,,,,,,<MDL (0.001),1571875,0.001,ND,0,0.001,400,,,
7122,PADEP,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,,,,,,1572480,0.001,,21.15,0.001,250,,,,,,,,1572480,0.001,,24.92,0.001,300,,,
7124,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,25.1,13,,1210357,0.5,,4.02,1,250,,25-Jul-12,,,50.1,14,,1210357,0.5,,8.016,1,250,,,
7125,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,93.9,13,,1210366,0.5,,93.9,1,40,,27-Jul-12,,,129,15,,1210366,0.5,,86,1,60,,,
7126,WPCL,L-359-12_2329,L-359-12_2329,ug/L,ug/L,,,,168,,,NLA12_CA-105,4,,12,5,350,,,,,120,,,NLA12_CA-105,4,,12,5,250,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7132,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,69.6,14,,1210374,0.5,,11.14,1,250,,27-Jul-12,,,113,16,,1210374,0.5,,18.08,1,250,,,
7133,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,61.8,16,,1210391,0.5,,9.888,1,250,,31-Jul-12,,,53.5,20,,1210391,0.5,,8.56,1,250,,,
7135,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,35.2,14,,1210368,0.5,,3.07,1,458,,27-Jul-12,,,36.6,16,,1210368,0.5,,4.305882353,1,340,,,
7136,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,9.46,15,,1210370,0.5,,0.76,1,500,,27-Jul-12,,,68.6,17,,1210370,0.5,,5.488,1,500,,,
7137,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,48.1,13,,1210369,0.5,,4.37,1,440,,27-Jul-12,,,50.4,15,,1210369,0.5,,3.101538462,1,650,,,
7138,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,35.1,13,,1210336,0.5,,5.62,1,250,,25-Jul-12,,,47.5,14,,1210336,0.5,,9.5,1,200,,,
7141,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,138,13,,1210377,0.5,,22.08,1,250,,27-Jul-12,,,164,15,,1210377,0.5,,26.24,1,250,,,
7148,WRS,120724.1,120725.1,ug/L,ug/L,24-Jul-12,,,67.2,13,,1210352,0.5,,3.58,1,750,,25-Jul-12,,,46,14,,1210352,0.5,,2.453333333,1,750,,,
7149,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,25.2,13,,1210379,0.5,,4.03,1,250,,27-Jul-12,,,68,15,,1210379,0.5,,10.88,1,250,,,
7150,WRS,120727.1,120725.1,ug/L,ug/L,27-Jul-12,,9,847.8,15,,1210384,0.5,,86.954,1,390,,25-Jul-12,,9,1134,13,,1210384,0.5,,90.72,1,500,,,
7151,WRS,120727.1,120725.1,ug/L,ug/L,27-Jul-12,,,108,15,,1210385,0.5,,17.28,1,250,,25-Jul-12,,,279,13,,1210385,0.5,,27.9,1,400,,,
7152,WRS,120727.1,120725.1,ug/L,ug/L,27-Jul-12,,,85.9,16,,1210389,0.5,,5.727,1,600,,25-Jul-12,,,73.9,14,,1210389,0.5,,4.927,1,600,,,
7153,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,24.525,15,,1210392,0.5,,1.401,1,700,5,31-Jul-12,,,52.89,19,,1210392,0.5,,3.022,1,700,3,,
7154,WRS,120727.1,120725.1,ug/L,ug/L,27-Jul-12,,9,3699,15,,1210387,0.5,,269.018,1,550,,25-Jul-12,,,285,13,,1210387,0.5,,14.25,1,800,,,
