PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,ALGAL_GROUP,CLASS,FAMILY,GENUS,ORDER,PHYLUM,SPECIES,TARGET_TAXON
10/27/2015,4244,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM CLOSTERIOIDES,CLOSTERIUM CLOSTERIOIDES
10/27/2015,4245,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM CORNU,CLOSTERIUM CORNU
10/27/2015,4246,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM GRACILE,CLOSTERIUM GRACILE
10/27/2015,4247,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM KUENTZINGII,CLOSTERIUM KUENTZINGII
10/27/2015,4248,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM PARVULUM,CLOSTERIUM PARVULUM
10/27/2015,4249,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM SETACEUM,CLOSTERIUM SETACEUM
10/27/2015,4250,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,,CLOSTERIUM
10/27/2015,4251,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM BIRETUM,COSMARIUM BIRETUM
10/27/2015,4252,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM HAMMERI,COSMARIUM HAMMERI
10/27/2015,4253,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM PORRECTUM,COSMARIUM PORRECTUM
10/27/2015,4254,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM UNDULATUM,COSMARIUM UNDULATUM
10/27/2015,4255,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,,COSMARIUM
10/27/2015,4256,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,DESMIDIUM,ZYGNEMATALES,CHLOROPHYTA,DESMIDIUM SWARTZII,DESMIDIUM SWARTZII
10/27/2015,4257,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,DESMIDIUM,ZYGNEMATALES,CHLOROPHYTA,,DESMIDIUM
10/27/2015,4258,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM BIDNETATUM,EUASTRUM BIDNETATUM
10/27/2015,4259,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM DENTICULATUM,EUASTRUM DENTICULATUM
10/27/2015,4260,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM PSEUDOCORELLOIDES,EUASTRUM PSEUDOCORELLOIDES
10/27/2015,4261,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,,EUASTRUM
10/27/2015,4262,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,HYALOTHECA DISSILIENS,HYALOTHECA DISSILIENS
10/27/2015,4263,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,HYALOTHECA UNDULATA,HYALOTHECA UNDULATA
10/27/2015,4264,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,,HYALOTHECA
10/27/2015,4265,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS ARCUATA,MICRASTERIAS ARCUATA
10/27/2015,4266,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS FOLIACEA,MICRASTERIAS FOLIACEA
10/27/2015,4267,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS JOHNSONII,MICRASTERIAS JOHNSONII
10/27/2015,4268,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,,MICRASTERIAS
10/27/2015,4269,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,ONYCHONEMA FILIFORMIS,ONYCHONEMA FILIFORMIS
10/27/2015,4270,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,ONYCHONEMA LAEVE,ONYCHONEMA LAEVE
10/27/2015,4271,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,,ONYCHONEMA
10/27/2015,4272,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PENIUM,ZYGNEMATALES,CHLOROPHYTA,,PENIUM
10/27/2015,4273,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,PLEUROTAENIUM EHRENBERGII,PLEUROTAENIUM EHRENBERGII
10/27/2015,4274,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,PLEUROTAENIUM TRIDENTULUM,PLEUROTAENIUM TRIDENTULUM
10/27/2015,4275,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,,PLEUROTAENIUM
10/27/2015,4276,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPHAEROZOSMA,ZYGNEMATALES,CHLOROPHYTA,,SPHAEROZOSMA
10/27/2015,4277,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PAPILLOSUM,SPONDYLOSIUM PAPILLOSUM
10/27/2015,4278,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PLANUM,SPONDYLOSIUM PLANUM
10/27/2015,4279,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PULCHRUM,SPONDYLOSIUM PULCHRUM
10/27/2015,4280,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,,SPONDYLOSIUM
10/27/2015,4281,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM ALTERNANS,STAURASTRUM ALTERNANS
10/27/2015,4282,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM ARACHNE,STAURASTRUM ARACHNE
10/27/2015,4283,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM CINGULUM,STAURASTRUM CINGULUM
10/27/2015,4284,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM GRACILE,STAURASTRUM GRACILE
10/27/2015,4285,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LEPTOCLADUM,STAURASTRUM LEPTOCLADUM
10/27/2015,4286,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LIMNETICUM,STAURASTRUM LIMNETICUM
10/27/2015,4287,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LONGIPES,STAURASTRUM LONGIPES
10/27/2015,4288,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PARADOXUM,STAURASTRUM PARADOXUM
10/27/2015,4289,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PENTACERUM,STAURASTRUM PENTACERUM
10/27/2015,4290,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PINGUE,STAURASTRUM PINGUE
10/27/2015,4291,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM SETIGERUM,STAURASTRUM SETIGERUM
10/27/2015,4292,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM WOLLEANUM,STAURASTRUM WOLLEANUM
10/27/2015,4293,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,,STAURASTRUM
10/27/2015,4294,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,STAURODESMUS APICULATUS,STAURODESMUS APICULATUS
10/27/2015,4295,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,STAURODESMUS TRIANGULARIS,STAURODESMUS TRIANGULARIS
10/27/2015,4296,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,,STAURODESMUS
10/27/2015,4297,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA EXCAVATA,TEILINGIA EXCAVATA
10/27/2015,4298,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA GRANULATA,TEILINGIA GRANULATA
10/27/2015,4299,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA WALLICHII,TEILINGIA WALLICHII
10/27/2015,4300,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,,TEILINGIA
10/27/2015,4301,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TETMEMORUS,ZYGNEMATALES,CHLOROPHYTA,,TETMEMORUS
10/27/2015,4302,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,XANTHIDIUM,ZYGNEMATALES,CHLOROPHYTA,XANTHIDIUM OCTOCORNE,XANTHIDIUM OCTOCORNE
10/27/2015,4303,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,XANTHIDIUM,ZYGNEMATALES,CHLOROPHYTA,,XANTHIDIUM
10/27/2015,4304,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,BOTRYOCOCCUS BRAUNII,BOTRYOCOCCUS BRAUNII
10/27/2015,4305,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,BOTRYOCOCCUS PROTUBERANS,BOTRYOCOCCUS PROTUBERANS
10/27/2015,4306,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,,BOTRYOCOCCUS
10/27/2015,4307,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM CHLORELLOIDES,DICTYOSPHAERIUM CHLORELLOIDES
10/27/2015,4308,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM EHRENBERGIANUM,DICTYOSPHAERIUM EHRENBERGIANUM
10/27/2015,4309,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM PULCHELLUM,DICTYOSPHAERIUM PULCHELLUM
10/27/2015,4310,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM TETRACHOTOMUM,DICTYOSPHAERIUM TETRACHOTOMUM
10/27/2015,4311,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,,DICTYOSPHAERIUM
10/27/2015,4312,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,GLOEOTILACEAE,BINUCLEARIA,ULOTRICHALES,CHLOROPHYTA,BINUCLEARIA TECTORUM,BINUCLEARIA TECTORUM
10/27/2015,4313,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,GLOEOTILACEAE,BINUCLEARIA,ULOTRICHALES,CHLOROPHYTA,,BINUCLEARIA
10/27/2015,4314,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HAEMATOCOCCACEAE,HAEMATOCOCCUS,VOLVOCALES,CHLOROPHYTA,,HAEMATOCOCCUS
10/27/2015,4315,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HORMOTILACEAE,PALMODICTYON,CHLOROCOCCALES,CHLOROPHYTA,PALMODICTYON VIRIDE,PALMODICTYON VIRIDE
10/27/2015,4316,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PARAPEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PARAPEDIASTRUM BIRADIATUM,PARAPEDIASTRUM BIRADIATUM
10/27/2015,4317,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM ANGULOSUM,PEDIASTRUM ANGULOSUM
10/27/2015,4318,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM BORYANUM,PEDIASTRUM BORYANUM
10/27/2015,4319,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM DUPLEX,PEDIASTRUM DUPLEX
10/27/2015,4320,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM KAWRAISKYI,PEDIASTRUM KAWRAISKYI
10/27/2015,4321,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM SIMPLEX,PEDIASTRUM SIMPLEX
10/27/2015,4322,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM TETRAS,PEDIASTRUM TETRAS
10/27/2015,4323,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,,PEDIASTRUM
10/27/2015,4324,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,SORASTRUM,SPHAEROPLEALES,CHLOROPHYTA,SORASTRUM AMERICANUM,SORASTRUM AMERICANUM
10/27/2015,4325,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,SORASTRUM,SPHAEROPLEALES,CHLOROPHYTA,,SORASTRUM
10/27/2015,4326,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,STAURIDIUM,SPHAEROPLEALES,CHLOROPHYTA,STAURIDIUM TETRAS,STAURIDIUM TETRAS
10/27/2015,4327,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,KOLIELLACEAE,KOLIELLA,CHLORELLALES,CHLOROPHYTA,KOLIELLA LONGISETA,KOLIELLA LONGISETA
10/27/2015,4328,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MESOTAENIACEAE,GONATOZYGON,ZYGNEMATALES,CHLOROPHYTA,GONATOZYGON MONOTAENIUM,GONATOZYGON MONOTAENIUM
10/27/2015,4329,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MESOTAENIACEAE,GONATOZYGON,ZYGNEMATALES,CHLOROPHYTA,,GONATOZYGON
10/27/2015,4330,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,GOLENKINA PAUCISPINA,GOLENKINA PAUCISPINA
10/27/2015,4331,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,GOLENKINA RADIATA,GOLENKINA RADIATA
10/27/2015,4332,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,,GOLENKINA
10/27/2015,4333,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,MICRACTINIUM PUSILLUM,MICRACTINIUM PUSILLUM
10/27/2015,4334,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,MICRACTINIUM QUADRISETUM,MICRACTINIUM QUADRISETUM
10/27/2015,4335,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,,MICRACTINIUM
10/27/2015,4336,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,MICROSPORACEAE,MICROSPORA,CHLOROCOCCALES,CHLOROPHYTA,,MICROSPORA
10/27/2015,4337,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,NEOCHLORIDACEAE,CHLOROTETRAEDRON,SPHAEROPLEALES,CHLOROPHYTA,CHLOROTETRAEDRON INCUS,CHLOROTETRAEDRON INCUS
10/27/2015,4338,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OEDOGONIACEAE,BULBOCHAETE,OEDOGONIALES,CHLOROPHYTA,,BULBOCHAETE
10/27/2015,4339,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OEDOGONIACEAE,OEDOGONIUM,OEDOGONIALES,CHLOROPHYTA,,OEDOGONIUM
10/27/2015,4340,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS BIBRAIANUS,ANKISTRODESMUS BIBRAIANUS
10/27/2015,4341,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS FALCATUS,ANKISTRODESMUS FALCATUS
10/27/2015,4342,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS SPIRALIS,ANKISTRODESMUS SPIRALIS
10/27/2015,4343,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,,ANKISTRODESMUS
10/27/2015,4344,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,CHLORELLA ELLIPSOIDEA,CHLORELLA ELLIPSOIDEA
10/27/2015,4345,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,CHLORELLA VULGARIS,CHLORELLA VULGARIS
10/27/2015,4346,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,,CHLORELLA
10/27/2015,4347,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,CLOSTERIOPSIS ACICULARIS,CLOSTERIOPSIS ACICULARIS
10/27/2015,4348,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,CLOSTERIOPSIS LONGISSIMA,CLOSTERIOPSIS LONGISSIMA
10/27/2015,4349,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,,CLOSTERIOPSIS
10/27/2015,4350,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,EREMOSPHAERA,CHLOROCOCCALES,CHLOROPHYTA,EREMOSPHAERA VIRIDIS,EREMOSPHAERA VIRIDIS
10/27/2015,4351,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KERATOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,KERATOCOCCUS BICAUDATUS,KERATOCOCCUS BICAUDATUS
10/27/2015,4352,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA CONTORTA,KIRCHNERIELLA CONTORTA
10/27/2015,4353,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA LUNARIS,KIRCHNERIELLA LUNARIS
10/27/2015,4354,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA OBESA,KIRCHNERIELLA OBESA
10/27/2015,4355,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,,KIRCHNERIELLA
10/27/2015,4356,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA CHODATII,LAGERHEIMIA CHODATII
10/27/2015,4357,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA CITRIFORMIS,LAGERHEIMIA CITRIFORMIS
10/27/2015,4358,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA GENEVENSIS,LAGERHEIMIA GENEVENSIS
10/27/2015,4359,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA LONGISETA,LAGERHEIMIA LONGISETA
10/27/2015,4360,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA QUADRISETA,LAGERHEIMIA QUADRISETA
10/27/2015,4361,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA SUBSALSA,LAGERHEIMIA SUBSALSA
