SAMPLE_TYPE	DATA_COLUMN	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	UNITS
PHAB	SSFPSAND	shoreline substrate: fractional presence of sand				
PHAB	SSFPSILT	shoreline substrate: fractional presence of silt				
PHAB	SSFPWOOD	shoreline substrate: fractional presence of wood				
PHAB	SSISITEVARIETY	shoreline substrate: Number of substrate classes present at a site				
PHAB	SSISTAVARIETY	shoreline substrate: Mean number of substrate classes present in each station				
PHAB	SSNBEDROCK	shoreline substrate: number of stations with bedrock data				
PHAB	SSNBOULDERS	shoreline substrate: number of stations with boulder data				
PHAB	SSNCOBBLE	shoreline substrate: number of stations with cobble data				
PHAB	SSNGRAVEL	shoreline substrate: number of stations with gravel data				
PHAB	SSNORGANIC	shoreline substrate: number of stations with organic data				
PHAB	SSNOTHER	shoreline substrate: number of stations with other substrate data				
PHAB	SSNSAND	shoreline substrate: number of stations with sand data				
PHAB	SSNSILT	shoreline substrate: number of stations with silt data				
PHAB	SSNWOOD	shoreline substrate: number of stations with wood data				
PHAB	SSOFCLASS	shoreline substrate: Mode of bottom substrate by cover				
PHAB	SSOPCLASS	shoreline substrate: Mode of bottom substrate by presence				
PHAB	SSVBEDROCK	shoreline substrate: std dev. Cover of bedrock				
PHAB	SSVBOULDERS	shoreline substrate: std dev. Cover of boulder				
PHAB	SSVCOBBLE	shoreline substrate: std dev. Cover of cobble				
PHAB	SSVGRAVEL	shoreline substrate: std dev. Cover of gravel				
PHAB	SSVLDIA	shoreline substrate: std dev. logged bottom substrate diameter (mineral)				
PHAB	SSVORGANIC	shoreline substrate: std dev. Cover of organic				
PHAB	SSVOTHER	shoreline substrate: std dev. Cover of Other substrate				
PHAB	SSVSAND	shoreline substrate: std dev. Cover of sand				
PHAB	SSVSILT	shoreline substrate: std dev. Cover of silt				
PHAB	SSVWOOD	shoreline substrate: std dev. Cover of wood				
PHAB	SSXLDIA	shoreline substrate: mean logged bottom substrate diameter (mineral)				
PHAB	VERTDD	Vertical drawdown distance				m 
DESIGN	AGGR_ECO3_2015	"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"	EHIGH|PLNLOW|WMTNS			
DESIGN	AGGR_ECO9_2015	"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"	CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER			
DESIGN	STATE	State lake is assigned to for sampling in NLA 2012				
VERIF	DATE_COL	Date of sample collection				None
VERIF	SITE_ID	Identification code for site				
VERIF	VISIT_NO	Sequential number of visit to site	|1|2			
	UID	Unique site visit ID				
	ECO_BIO	Bioregions				
	PUBLICATION_DATE	Publication Date				
