SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,INDEX_NLA,INDXSAMP_BENT,INDXSAMP_CHEM,INDXSAMP_CHLA,INDXSAMP_CORE,INDXSAMP_ENTE,INDXSAMP_MICR,INDXSAMP_PHAB,INDXSAMP_SDHG,INDXSAMP_ZOOP,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,SAMPLED_BENT,SAMPLED_CORE,SAMPLED_ENTE,SAMPLED_MICR,SAMPLED_PHAB,SAMPLED_PHYT,SAMPLED_PROFILE,SAMPLED_SDHG,SAMPLED_ZOCN,SAMPLED_ZOCR,SAMPLED_ZOFN,SAMPLED_ZOFR,SAMPLED_ZOOP,PUBLICATION_DATE
NLA12_MI-168,1,1000079,7/19/2012,PLNLOW,UMW,36.97647575,C:10-50,No,NLA12NEW,NLA12_BASE,Include,68.23819077,IONIA,12144192,12144192,12144192,Lake/Pond: Hydrographic Category = Perennial,Included,247.07,Region_5,Tupper Lake,TargetSampleable,116,,PLNLOW,UMW,1615168,Tupper Lake,4,4050007,NATURAL,NATURAL,42.78409894,-85.11502111,4,"(20,50]",No,8,8.1,8.1.6,Tupper Lake,,,,Non Federal,Non-Federal,OverSamp,2.494886938,4.05001E+12,T,,Y,PROB,"(20,50]",Included,"(20,50]",OverSamp,NLA12_MI-168,MI_NLA12NEW,94.04763534,"MI_(20,50]",221.8,MI,MI,100,26067,Target_Sampled,Target_Sampled,MI_NLA12NEW,Target,Target,Yes,56,56,56g,56g,68.23819077,MI_>4,221.8,883490.2873,642446.0411,UMW,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-169,1,1000111,8/1/2012,PLNLOW,UMW,8.692896041,B:4-10,No,NLA12NEW,NLA12_BASE,Include,137.3026588,IRON,11947473,11947473,11947473,Lake/Pond: Hydrographic Category = Perennial,Included,472.1,Region_5,Gasley Lake,TargetSampleable,116,East,PLNLOW,UMW,1620003,Gasley Lake,4,4020102,NATURAL,NATURAL,46.39989795,-88.75176293,4,"(4,10]",No,5,5.2,5.2.1,Gasley Lake,,,,Forest Service,National Forest FS,OverSamp,1.859357388,4.0201E+12,S,,Y,PROB,"(4,10]",Included,"(4,10]",OverSamp,NLA12_MI-169,MI_NLA12NEW,312.4,"MI_(4,10]",446.2857143,MI,MI,100,26071,Target_Sampled,Target_Sampled,MI_NLA12NEW,Target,Target,No,50,50,50v,50v,137.3026588,MI_>4,446.2857143,558347.4304,1015737.779,UMW,,Y,,,,,,,,,,R,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-170,,,,PLNLOW,UMW,16.6984939,,No,NLA12NEW,NLA12_BASE,Include,70.40204082,OGEMAW,12941746,12941746,12941746,Lake/Pond: Hydrographic Category = Perennial,Included,245.53,Region_5,Unnamed,AccessDenied,116,,PLNLOW,UMW,,,4,4080101,NATURAL,NATURAL,44.23372564,-83.91706982,4,"(10,20]",No,5,5.2,5.2.1,,,,,Non Federal,Non-Federal,OverSamp,1.92143456,4.0801E+12,,,N,PROB,"(10,20]",Included,"(10,20]",OverSamp,NLA12_MI-170,MI_NLA12NEW,70.46725622,"MI_(10,20]",228.8333333,MI,MI,100,26129,Target_Denied,Target_Denied,MI_NLA12NEW,Target_Presumed,Target_Presumed,No,50,50,50ah,50ah,70.40204082,MI_>4,228.8333333,959708.5797,814684.6989,UMW,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-171,,,,PLNLOW,UMW,1.650693,,No,NLA12NEW,NLA12_BASE,Exclude,325.1169051,JACKSON,13227394,13227394,13227394,Lake/Pond: Hydrographic Category = Perennial,Included,283.24,Region_5,,Nontarget-TooSmall,116,,PLNLOW,UMW,,,4,4100002,NATURAL,NATURAL,42.13335029,-84.155691,4,"(1,4]",No,8,8.1,8.1.6,,,,,Non Federal,Non-Federal,OverSamp,0.496845526,4.1E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",OverSamp,NLA12_MI-171,MI_NLA12NEW,0,,515.9,MI,MI,100,26075,Unknown,Not_State_Target,MI_NLA12NEW,Uncertain,NonTarget,No,56,56,56h,56h,325.1169051,"MI_(1,4]",515.9,970012.0073,579568.1416,UMW,State only site that was < 4 ha.,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-172,1,1000173,8/23/2012,PLNLOW,UMW,20.64103982,C:10-50,No,NLA12NEW,NLA12_BASE,Include,68.23819077,BARRY,12144512,12144512,12144512,Lake/Pond: Hydrographic Category = Perennial,Included,260.77,Region_5,Stewart Lake,TargetSampleable,116,,PLNLOW,UMW,638834,Stewart Lake,4,4050007,NATURAL,NATURAL,42.5677644,-85.45118289,4,"(20,50]",No,8,8.1,8.1.6,Stewart Lake,,,,Non Federal,Non-Federal,OverSamp,1.917898099,4.05001E+12,S,,Y,PROB,"(20,50]",Included,"(20,50]",OverSamp,NLA12_MI-172,MI_NLA12NEW,94.04763534,"MI_(20,50]",221.8,MI,MI,100,26015,Target_Sampled,Target_Sampled,MI_NLA12NEW,Target,Target,No,56,56,56h,56h,68.23819077,MI_>4,221.8,858997.6666,615339.2341,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-173,,,,PLNLOW,UMW,4.077808082,,No,NLA12NEW,NLA12_BASE,Include,137.3026588,OCEANA,8990844,8990844,8990844,Lake/Pond: Hydrographic Category = Perennial,Included,250.52,Region_5,Winters Lake,Nontarget-TooSmall,116,,PLNLOW,UMW,1622192,Winters Lake,4,4060101,NATURAL,NATURAL,43.61233218,-86.08677348,4,"(4,10]",No,5,5.2,5.2.1,Winters Lake,,,,Non Federal,National Forest FS,OverSamp,0.779489056,4.0601E+12,,,N,PROB,"(4,10]",Excluded,"(4,10]",OverSamp,NLA12_MI-173,MI_NLA12NEW,0,,446.2857143,MI,MI,100,26127,Unknown,Not_State_Target,MI_NLA12NEW,Uncertain,NonTarget,No,50,50,50ag,50ag,137.3026588,MI_>4,446.2857143,795286.7213,725803.3278,UMW,State only site that was < 4 ha.,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-174,,,,PLNLOW,TPL,2.271338431,,No,NLA12NEW,NLA12_BASE,Exclude,325.1169051,SANILAC,13006996,13006996,13006996,Lake/Pond: Hydrographic Category = Perennial,Included,225.21,Region_5,,Nontarget-TooSmall,116,,PLNLOW,TPL,,,4,4080205,NATURAL,NATURAL,43.64564479,-83.08561898,4,"(1,4]",No,8,8.2,8.2.2,,,,,Non Federal,Non-Federal,OverSamp,0.679846677,4.08021E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",OverSamp,NLA12_MI-174,MI_NLA12NEW,0,,515.9,MI,MI,100,26151,Unknown,Not_State_Target,MI_NLA12NEW,Uncertain,NonTarget,Yes,57,57,57e,57e,325.1169051,"MI_(1,4]",515.9,1034239.819,758385.1666,PLAINS,State only site that was < 4 ha.,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-175,,,,PLNLOW,UMW,3.438473263,,No,NLA12NEW,NLA12_BASE,Exclude,325.1169051,LIVINGSTON,13173355,13173355,13173355,Lake/Pond: Hydrographic Category = Perennial,Included,269.65,Region_5,Unnamed,Nontarget-Vegetated,116,,PLNLOW,UMW,,,4,4090005,UNCERTAIN,UNCERTAIN,42.52076687,-83.67992422,4,"(1,4]",No,8,8.1,8.1.6,,,,,Non Federal,Non-Federal,OverSamp,0.780939478,4.09001E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",OverSamp,NLA12_MI-175,MI_NLA12NEW,0,,515.9,MI,MI,100,26093,Lake_Vegetated,Not_State_Target,MI_NLA12NEW,NonTarget,NonTarget,Yes,56,56,56h,56h,325.1169051,"MI_(1,4]",515.9,1003161.3,627477.6265,UMW,"POLY_MATCH, LAKE_ORIGIN, TNT changed (Yes, missing, Nontarget-NotLake). Golf course lake/wetland with little open water based on imagery.< 4 ha, so not in State target population.",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-176,,,,PLNLOW,UMW,1.622927245,,No,NLA12NEW,NLA12_BASE,Exclude,325.1169051,GOGEBIC,11950055,11950055,11950055,Lake/Pond: Hydrographic Category = Perennial,Included,528.91,Region_5,,Nontarget-TooSmall,116,East,PLNLOW,UMW,,,4,4020102,NATURAL,NATURAL,46.21973901,-89.23011492,4,"(1,4]",No,5,5.2,5.2.1,,,,,Forest Service,National Forest FS,OverSamp,0.571189611,4.0201E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",OverSamp,NLA12_MI-176,MI_NLA12NEW,0,,515.9,MI,MI,100,26053,Unknown,Not_State_Target,MI_NLA12NEW,Uncertain,NonTarget,No,50,50,50i,50i,325.1169051,"MI_(1,4]",515.9,522985.5228,993091.8378,UMW,State only site that was < 4 ha.,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MI-177,1,1000186,8/28/2012,PLNLOW,UMW,560.067088,F:500+,No,NLA12NEW,NLA12_BASE,Include,64.68475929,LEELANAU,12228247,166766728,12228247,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,180.95,Region_5,Little Glen Lake,TargetSampleable,116,,PLNLOW,UMW,,,4,4060104,NATURAL,NATURAL,44.86768546,-86.0181976,4,>50,No,8,8.1,8.1.4,,,,,Non Federal,Non-Federal,OverSamp,10.25121226,4.0601E+12,S,,Y,PROB,>50,Included,>50,OverSamp,NLA12_MI-177,MI_NLA12NEW,38.60471654,MI_>50,210.25,MI,MI,100,26089,Target_Sampled,Target_Sampled,MI_NLA12NEW,Target,Target,No,51,51,51m,51m,64.68475929,MI_>4,210.25,786098.3175,865530.3377,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-178,1,1000191,8/29/2012,PLNLOW,UMW,11.12022039,C:10-50,No,NLA12NEW,NLA12_BASE,Include,70.40204082,SCHOOLCRAFT,12220860,12220860,12220860,Lake/Pond: Hydrographic Category = Perennial,Included,256.33,Region_5,Sucker Lake,TargetSampleable,116,,PLNLOW,UMW,639009,Sucker Lake,4,4060106,NATURAL,NATURAL,46.48448683,-86.10510095,4,"(10,20]",No,5,5.2,5.2.1,Sucker Lake,,,,Non Federal,Non-Federal,OverSamp,1.979803558,4.06011E+12,S,,Y,PROB,"(10,20]",Included,"(10,20]",OverSamp,NLA12_MI-178,MI_NLA12NEW,70.46725622,"MI_(10,20]",228.8333333,MI,MI,100,26153,Target_Sampled,Target_Sampled,MI_NLA12NEW,Target,Target,No,50,50,50x,50x,70.40204082,MI_>4,228.8333333,760612.6835,1043445.011,UMW,TNT changed (Uncertain),Y,,,,,,,,,,R,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-R08,1,6680,6/20/2012,PLNLOW,UMW,65.0473118,D:50-100,No,,,,,IRON,11947503,11947503,11947503,Lake/Pond: Hydrographic Category = Perennial,Excluded,474.1,Region_5,LAKE SAINTE KATHRYN/KIDNEY,TargetSampleable,116,,PLNLOW,UMW,1621496,"Sainte Kathryn, Lake",4,4020102,NATURAL,NATURAL,46.38091128,-88.72244848,4,,No,5,5.2,5.2.1,"Sainte Kathryn, Lake",,,,,National Forest FS,,5.505395814,4.0201E+12,R,NLA06608-R5:KATHRYN,Y,HAND,,Included,,,NLA12_MI-R08,,0,,0,MI,MI,100,26071,Target_Sampled,Target_Sampled,,Target,Target,No,50,50,50v,50v,,,0,560762.2232,1013811.498,UMW,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MI-R09,1,6741,6/21/2012,PLNLOW,UMW,214.2152974,E:100-500,No,,,,,IRON,14443098,14443098,14443098,Lake/Pond: Hydrographic Category = Perennial,Excluded,467.3,Region_5,OTTAWA LAKE,TargetSampleable,116,,PLNLOW,UMW,1621125,Lake Ottawa,4,4030106,NATURAL,NATURAL,46.08092364,-88.76960025,4,,No,5,5.2,5.2.1,Lake Ottawa,,,,,National Forest FS,,6.907320347,4.03011E+12,R,NLA06608-R5:OTTAWA,Y,HAND,,Included,,,NLA12_MI-R09,,0,,0,MI,MI,100,26071,Target_Sampled,Target_Sampled,,Target,Target,No,50,50,50j,50j,,,0,559665.2359,980355.7066,UMW,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,B,R,"Y, <100 organisms",,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-101,1,7124,7/11/2012,PLNLOW,UMW,145.755289,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,173.6545526,ITASCA,4831078,4831078,4831078,Lake/Pond: Hydrographic Category = Perennial,Included,412.98,Region_5,Long Lake,TargetSampleable,148,,PLNLOW,UMW,657194,Long Lake,7,7010103,NATURAL,NATURAL,47.58635938,-93.37906583,7,NonREF07,Yes,5,5.2,5.2.1,Long Lake,,,,Non Federal,Non-Federal,NLA07RVT2,12.39140554,7.0101E+12,S,NLA06608-0958,Y,PROB,>50,Included,NonREF07,NLA07RVT2,NLA12_MN-101,MN_NLA07RVT,58.75839739,MN_Nut8_>50,1.80952381,MN,MN,100,27061,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50s,50s,173.6545526,MN_>4,1.80952381,198446.0297,1128463.918,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-101,2,8308,8/29/2012,PLNLOW,UMW,145.755289,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,173.6545526,ITASCA,4831078,4831078,4831078,Lake/Pond: Hydrographic Category = Perennial,Included,412.98,Region_5,Long Lake,TargetSampleable,148,,PLNLOW,UMW,657194,Long Lake,7,7010103,NATURAL,NATURAL,47.58635938,-93.37906583,7,NonREF07,Yes,5,5.2,5.2.1,Long Lake,,,,Non Federal,Non-Federal,NLA07RVT2,12.39140554,7.0101E+12,S,NLA06608-0958,Y,PROB,>50,Included,NonREF07,NLA07RVT2,NLA12_MN-101,MN_NLA07RVT,58.75839739,MN_Nut8_>50,1.80952381,MN,MN,100,27061,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50s,50s,173.6545526,MN_>4,1.80952381,198446.0297,1128463.918,UMW,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-102,1,6663,6/19/2012,PLNLOW,UMW,39.88678068,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,427.097736,ST LOUIS,1791877,120053092,1791877,Lake/Pond: Hydrographic Category = Perennial,Included,428.28,Region_5,Spring Lake,TargetSampleable,116,,PLNLOW,UMW,662518,Spring Lake,4,4010202,NATURAL,NATURAL,47.06932181,-92.00102773,4,NonREF07,No,5,5.2,5.2.1,Spring Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.563279225,4.0102E+12,S,NLA06608-1347,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-102,MN_NLA07RVT,115.9794092,"MN_Nut8_(20,50]",1.80952381,MN,MN,100,27137,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50p,50p,427.097736,MN_>4,1.80952381,305138.5165,1074995.734,UMW,,Y,,,,,,,,,,R,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-103,1,7748,8/7/2012,PLNLOW,UMW,91.63863792,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,157.7072156,CROW WING,4855943,4855943,4855943,Lake/Pond: Hydrographic Category = Perennial,Included,384.85,Region_5,Lookout Lake,TargetSampleable,148,,PLNLOW,UMW,647155,Lookout Lake,7,7010104,NATURAL,NATURAL,46.43683525,-93.95778597,7,NonREF07,Yes,5,5.2,5.2.1,Lookout Lake,,,,Non Federal,Non-Federal,NLA07RVT,5.895503745,7.0101E+12,S,NLA06608-0771,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-103,MN_NLA07RVT,53.36239737,MN_Nut8_>50,1.80952381,MN,MN,100,27035,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50b,50b,157.7072156,MN_>4,1.80952381,157368.6963,1000220.515,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-104,1,7573,7/31/2012,PLNLOW,UMW,54.36967377,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,157.7072156,OTTER TAIL,6655519,6655519,6655519,Lake/Pond: Hydrographic Category = Perennial,Included,415.2,Region_5,Fairy Lake,TargetSampleable,109,,PLNLOW,UMW,643527,Fairy Lake,9,9020103,NATURAL,NATURAL,46.70148609,-95.74794403,9,NonREF07,No,8,8.1,8.1.4,Fairy Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.480711541,9.0201E+12,R,NLA06608-1326,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-104,MN_NLA07RVT,84.7450786,MN_Nut7_>50,1.80952381,MN,MN,100,27111,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,51,51,51j,51j,157.7072156,MN_>4,1.80952381,19346.59169,1027880.97,UMW,,Y,,,,,,,,,,,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-105,1,6798,6/26/2012,PLNLOW,UMW,24.04895921,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,427.097736,LAKE,7107653,7107653,7107653,Lake/Pond: Hydrographic Category = Perennial,Included,460.42,Region_5,Becoosin Lake,TargetSampleable,109,,PLNLOW,UMW,655316,Becoosin Lake,9,9030001,NATURAL,NATURAL,47.94718951,-91.39257365,9,NonREF07,No,5,5.2,5.2.1,Becoosin Lake,,,,Non Federal,Wilderness FS,NLA07RVT,3.477815022,9.03E+12,R,NLA06608-0526,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-105,MN_NLA07RVT,115.9794092,"MN_Nut8_(20,50]",1.80952381,MN,MN,100,27075,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50n,50n,427.097736,MN_>4,1.80952381,346832.3401,1173960.909,UMW,,Y,,,,,,,,,,R,B,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-106,1,7765,8/8/2012,PLNLOW,UMW,467.7618235,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,DOUGLAS,4966619,4966619,4966619,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,413.52,Region_5,Lake Darling,TargetSampleable,148,,PLNLOW,UMW,642641,Lake Darling,7,7010108,NATURAL,NATURAL,45.91935185,-95.39679944,7,NonREF07,Yes,8,8.1,8.1.4,Lake Darling,NESLake,27B4,27B4,Non Federal,Non-Federal,NLA07RVT,13.71375949,7.01011E+12,T,NLA06608-1390,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-106,MN_NLA07RVT,4.548534308,MN_Nut7_>50,1.80952381,MN,MN,100,27041,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51j,51j,8.464641162,MN_>4,1.80952381,46849.00675,941270.2967,UMW,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-107,1,6602,6/13/2012,PLNLOW,UMW,219.651007,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,WRIGHT,4251924,4251924,4251924,Lake/Pond: Hydrographic Category = Perennial,Included,294.56,Region_5,Cokato Lake,TargetSampleable,148,,PLNLOW,UMW,641383,Cokato Lake,7,7010204,NATURAL,NATURAL,45.10841972,-94.16285979,7,NonREF07,Yes,8,8.1,8.1.4,Cokato Lake,NESLake,2719,2719,Non Federal,Non-Federal,NLA07RVT,7.211484629,7.0102E+12,T,NLA06608-0551,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-107,MN_NLA07RVT,4.548534308,MN_Nut7_>50,1.80952381,MN,MN,100,27171,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51i,51i,8.464641162,MN_>4,1.80952381,144420.0646,852393.6067,UMW,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-108,1,6686,6/19/2012,PLNLOW,UMW,105.3593499,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,1247.570865,CASS,4818363,4818363,4818363,Lake/Pond: Hydrographic Category = Perennial,Included,402.25,Region_5,Long Lake,TargetSampleable,148,,PLNLOW,UMW,657182,Long Lake,7,7010102,NATURAL,NATURAL,47.0737093,-94.60199282,7,REF07,Yes,5,5.2,5.2.1,Long Lake,,,,Non Federal,National Forest FS,NLA07RVT,6.059424186,7.0101E+12,S,NLA06608-0942,Y,PROB,>50,Included,REF07,NLA07RVT,NLA12_MN-108,MN_NLA07RVT,422.132697,MN_Nut8_>50,13,MN,MN,100,27021,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50q,50q,1247.570865,MN_>4,13,106694.3659,1069844.906,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-109,1,6816,6/25/2012,PLNLOW,UMW,42.06111957,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,3068.360051,COOK,4796858,4796858,4796858,Lake/Pond: Hydrographic Category = Perennial,Included,511.99,Region_5,Richey Lake,TargetSampleable,116,,PLNLOW,UMW,658050,Richey Lake,4,4010101,NATURAL,NATURAL,47.66784492,-90.98889692,4,REF07,No,5,5.2,5.2.1,Richey Lake,,,,Non Federal,National Forest FS,NLA07RVT,3.17292971,4.0101E+12,R,NLA06608-1018,Y,PROB,"(20,50]",Included,REF07,NLA07RVT,NLA12_MN-109,MN_NLA07RVT,833.2204922,"MN_Nut8_(20,50]",13,MN,MN,100,27031,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50n,50n,3068.360051,MN_>4,13,378817.5269,1144715.084,UMW,,Y,,,,,,,,,,R,B,R,"Y, <100 organisms",,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-110,1,7411,7/25/2012,PLNLOW,UMW,144.0471314,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,173.6545526,CROW WING,4857807,4857807,4857807,Lake/Pond: Hydrographic Category = Perennial,Included,357.17,Region_5,Crow Wing Lake,TargetSampleable,148,,PLNLOW,UMW,642509,Crow Wing Lake,7,7010104,NATURAL,NATURAL,46.23642761,-94.33290643,7,NonREF07,Yes,5,5.2,5.2.1,Crow Wing Lake,,,,Non Federal,Non-Federal,NLA07RVT,5.954351704,7.0101E+12,S,NLA06608-0990,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-110,MN_NLA07RVT,58.75839739,MN_Nut8_>50,1.80952381,MN,MN,100,27035,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50b,50b,173.6545526,MN_>4,1.80952381,128855.8164,977437.3437,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-111,1,6472,6/7/2012,PLNLOW,UMW,63.74591101,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,157.7072156,RAMSEY,1099282,1099282,1099282,Lake/Pond: Hydrographic Category = Perennial,Included,270.25,Region_5,Snail Lake,TargetSampleable,148,,PLNLOW,UMW,652195,Snail Lake,7,7010206,NATURAL,NATURAL,45.07573342,-93.12970047,7,NonREF07,Yes,8,8.1,8.1.4,Snail Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.791391775,7.01021E+12,S,NLA06608-1447,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-111,MN_NLA07RVT,84.7450786,MN_Nut7_>50,1.80952381,MN,MN,100,27123,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51a,51a,157.7072156,MN_>4,1.80952381,225727.6741,850770.2545,UMW,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-112,1,7942,8/14/2012,PLNLOW,UMW,186.683289,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,264.3869367,BLUE EARTH,10595596,10595596,10595596,Lake/Pond: Hydrographic Category = Perennial,Included,300.84,Region_5,Eagle Lake,TargetSampleable,148,,PLNLOW,UMW,643014,Eagle Lake,7,7020011,NATURAL,NATURAL,44.19518716,-93.9005398,7,NonREF07,Yes,8,8.1,8.1.4,Eagle Lake,,,,Non Federal,Non-Federal,NLA07RVT,9.456984918,7.02001E+12,T,NLA06608-0279,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-112,MN_NLA07RVT,142.0701751,MN_Nut7_>50,1.80952381,MN,MN,100,27013,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51i,51i,264.3869367,MN_>4,1.80952381,167284.8471,751143.6744,UMW,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MN-113,1,7243,7/17/2012,PLNLOW,TPL,34.05383469,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,716.0044115,LINCOLN,4123850,4123850,4123850,Lake/Pond: Hydrographic Category = Perennial,Included,521.78,Region_5,North Ash,TargetSampleable,148,,PLNLOW,TPL,,,7,7020004,NATURAL,NATURAL,44.43065079,-96.29029849,7,NonREF07,Yes,9,9.2,9.2.1,,,,,Non Federal,Non-Federal,NLA07RVT,2.496035306,7.02E+12,T,NLA06608-1111,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-113,MN_NLA07RVT,285.1295094,"MN_Nut6_(20,50]",1.80952381,MN,MN,100,27081,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,46,46,46k,46k,716.0044115,MN_>4,1.80952381,-23052.64955,775572.6309,PLAINS,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
